region_1,technology_3,parameter,value
PT,rooftopResi,capaConvUp,16.0662567
RO,onshore,capaConvUp,317.2
RO,rooftopInd,capaConvUp,47.24558011
RO,rooftopResi,capaConvUp,50.89936595
RS,onshore,capaConvUp,129.8122132
RS,rooftopInd,capaConvUp,19.7718691
RS,rooftopResi,capaConvUp,21.30094706
SE,onshore,capaConvUp,161.8933333
SE,rooftopInd,capaConvUp,12.74610974
SE,rooftopResi,capaConvUp,13.73184333
SI,onshore,capaConvUp,14.38666667
SI,rooftopInd,capaConvUp,2.294299754
SI,rooftopResi,capaConvUp,2.4717318
SK,onshore,capaConvUp,47.14666667
SK,rooftopInd,capaConvUp,7.775126943
SK,rooftopResi,capaConvUp,8.376424433
UK,onshore,capaConvUp,368.3333333
UK,rooftopInd,capaConvUp,76.17924923
UK,rooftopResi,capaConvUp,82.07065032
AL,openspace,capaConvUp,10.1063716
AT,openspace,capaConvUp,47.31533828
BA,openspace,capaConvUp,20.01083659
BE,openspace,capaConvUp,41.43704487
BG,openspace,capaConvUp,35.05737422
CH,openspace,capaConvUp,28.21
CZ,openspace,capaConvUp,60.42485313
DE,openspace,capaConvUp,301.0392785
DK,openspace,capaConvUp,29.54249746
EE,openspace,capaConvUp,5.832513794
ES,openspace,capaConvUp,387.53
FI,openspace,capaConvUp,39.79614463
FR,openspace,capaConvUp,372.684457
GR,openspace,capaConvUp,130.39
HR,openspace,capaConvUp,18.65801006
HU,openspace,capaConvUp,44.23620449
IE,openspace,capaConvUp,32.99501182
IT,openspace,capaConvUp,229.8396344
LT,openspace,capaConvUp,53.95
LU,openspace,capaConvUp,3.176468829
LV,openspace,capaConvUp,43.68
ME,openspace,capaConvUp,8.912612448
MK,openspace,capaConvUp,14.88234788
NL,openspace,capaConvUp,51.89610156
NO,openspace,capaConvUp,18.2
PL,openspace,capaConvUp,240.76
PT,openspace,capaConvUp,42.30059971
RO,openspace,capaConvUp,208.39
RS,openspace,capaConvUp,81.02783148
SE,openspace,capaConvUp,63.85980859
SI,openspace,capaConvUp,8.649444153
SK,openspace,capaConvUp,27.94831787
UK,openspace,capaConvUp,243.6834867
