errStatus,section,location,message
yellow,must output,,"technology 'miscProHeat < electricHeatPro < eBoilerProHigh' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'miscProHeat < h2BoilerPro < h2BoilerProHigh' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'networkHeat < districtHeatSpace < districtHeatSpace_a' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'miscProHeat < electricHeatPro < eBoilerProMed' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'miscProHeat < oilBoilerPro < oilBoilerProHigh' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'transport < ePsngRail' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'miscProHeat < gasBoilerPro < gasBoilerProHigh' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'networkHeat < heatGrid < districtHeatPro' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,must output,,"technology 'networkHeat < districtHeatSpace < districtHeatSpace_c' has must-run, but no pre-defined design factor, also the model has reduced foresight and is created distributed, as a result, design factors only reflect operation within the foresight period"
yellow,limit,emission,"limits were provided for 'none' without specificing the superordinate dispatch timestep, this means the sum over all superordinate timesteps was limited (see https://leonardgoeke.github.io/AnyMOD.jl/stable/parameter_list/#Limits-on-quantities-dispatched)"
