timestep_2,technology_3,region_2,region_4,parameter_1,value_1,parameter_2,value_2,comment
2040,districtHeatSpace_b,BE,28BE,shareExpOutUp,0.001587959,costExpConv,532.9584762,
2040,districtHeatSpace_c,BE,28BE,shareExpOutUp,0.024379489,costExpConv,897.8718555,
2040,districtHeatSpace_a,LU,29LU,shareExpOutUp,0.056653753,costExpConv,1075.034586,
2040,districtHeatSpace_b,LU,29LU,shareExpOutUp,0.346074405,costExpConv,1425.77206,
2040,districtHeatSpace_c,LU,29LU,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,NL,30NL,shareExpOutUp,0.104377611,costExpConv,1617.485933,
2040,districtHeatSpace_b,NL,30NL,shareExpOutUp,0.004627497,costExpConv,1043.090303,
2040,districtHeatSpace_c,NL,30NL,shareExpOutUp,0.035573929,costExpConv,1468.960127,
2040,districtHeatSpace_a,DE,31DE,shareExpOutUp,0.252948616,costExpConv,1532.435054,
2040,districtHeatSpace_b,DE,31DE,shareExpOutUp,0.151624694,costExpConv,1443.687401,
2040,districtHeatSpace_c,DE,31DE,shareExpOutUp,0.005824517,costExpConv,1112.591258,
2040,districtHeatSpace_a,DE,32DE,shareExpOutUp,0.409769773,costExpConv,1301.818943,
2040,districtHeatSpace_b,DE,32DE,shareExpOutUp,0.106828067,costExpConv,1493.838095,
2040,districtHeatSpace_c,DE,32DE,shareExpOutUp,0.005273156,costExpConv,1067.710139,
2040,districtHeatSpace_a,DE,33DE,shareExpOutUp,0.004599507,costExpConv,1270.434591,
2040,districtHeatSpace_b,DE,33DE,shareExpOutUp,0.244164755,costExpConv,1630.598707,
2040,districtHeatSpace_c,DE,33DE,shareExpOutUp,0.270276441,costExpConv,1529.960762,
2040,districtHeatSpace_a,DE,34DE,shareExpOutUp,0.096666423,costExpConv,1636.436938,
2040,districtHeatSpace_b,DE,34DE,shareExpOutUp,0.250130536,costExpConv,1510.138154,
2040,districtHeatSpace_c,DE,34DE,shareExpOutUp,0.010048915,costExpConv,1058.275964,
2040,districtHeatSpace_a,DE,35DE,shareExpOutUp,0.172505918,costExpConv,1545.761054,
2040,districtHeatSpace_b,DE,35DE,shareExpOutUp,0.105729441,costExpConv,1704.531879,
2040,districtHeatSpace_c,DE,35DE,shareExpOutUp,0.129301121,costExpConv,1289.954889,
2040,districtHeatSpace_a,DE,36DE,shareExpOutUp,0.044108547,costExpConv,1629.355137,
2040,districtHeatSpace_b,DE,36DE,shareExpOutUp,0.256691403,costExpConv,1314.466557,
2040,districtHeatSpace_c,DE,36DE,shareExpOutUp,0.187507492,costExpConv,1508.18447,
2040,districtHeatSpace_a,DE,37DE,shareExpOutUp,0.122955513,costExpConv,1294.188673,
2040,districtHeatSpace_b,DE,37DE,shareExpOutUp,0.126484518,costExpConv,1665.684527,
2040,districtHeatSpace_c,DE,37DE,shareExpOutUp,0.141260263,costExpConv,1495.732147,
2040,districtHeatSpace_a,DK,38DK,shareExpOutUp,0.314326052,costExpConv,1812.13108,
2040,districtHeatSpace_b,DK,38DK,shareExpOutUp,0.007946208,costExpConv,1016.6944,
2040,districtHeatSpace_c,DK,38DK,shareExpOutUp,0.269819838,costExpConv,1524.211496,
2040,districtHeatSpace_a,CZ,39CZ,shareExpOutUp,0.146302914,costExpConv,1432.638438,
2040,districtHeatSpace_b,CZ,39CZ,shareExpOutUp,0.17175936,costExpConv,1617.807595,
2040,districtHeatSpace_c,CZ,39CZ,shareExpOutUp,0.249030806,costExpConv,1059.575709,
2040,districtHeatSpace_a,CZ,40CZ,shareExpOutUp,0.20609796,costExpConv,1535.450867,
2040,districtHeatSpace_b,CZ,40CZ,shareExpOutUp,0.213108903,costExpConv,1398.955222,
2040,districtHeatSpace_c,CZ,40CZ,shareExpOutUp,0.057702884,costExpConv,1647.120121,
2040,districtHeatSpace_a,PL,41PL,shareExpOutUp,0.360736881,costExpConv,1282.128033,
2040,districtHeatSpace_b,PL,41PL,shareExpOutUp,0.020520638,costExpConv,796.7461748,
2040,districtHeatSpace_c,PL,41PL,shareExpOutUp,0.26844379,costExpConv,1129.975285,
2040,districtHeatSpace_a,PL,42PL,shareExpOutUp,0.234403046,costExpConv,1267.474503,
2040,districtHeatSpace_b,PL,42PL,shareExpOutUp,0.207017386,costExpConv,1164.98883,
2040,districtHeatSpace_c,PL,42PL,shareExpOutUp,0.013172745,costExpConv,1381.444883,
2040,districtHeatSpace_a,PL,43PL,shareExpOutUp,0.357223712,costExpConv,1261.188452,
2040,districtHeatSpace_b,PL,43PL,shareExpOutUp,0.020220802,costExpConv,867.8243299,
2040,districtHeatSpace_c,PL,43PL,shareExpOutUp,0.129313622,costExpConv,1387.719111,
2040,districtHeatSpace_a,PL,44PL,shareExpOutUp,0.043497516,costExpConv,1060.353859,
2040,districtHeatSpace_b,PL,44PL,shareExpOutUp,0.407517711,costExpConv,1219.943042,
2040,districtHeatSpace_c,PL,44PL,shareExpOutUp,0.12228011,costExpConv,1348.521512,
2040,districtHeatSpace_a,PL,45PL,shareExpOutUp,0.457696041,costExpConv,1370.696582,
2040,districtHeatSpace_b,PL,45PL,shareExpOutUp,0.000374701,costExpConv,790.9515863,
2040,districtHeatSpace_c,PL,45PL,shareExpOutUp,0.136789996,costExpConv,1244.838258,
2040,districtHeatSpace_a,SK,46SK,shareExpOutUp,0.465540697,costExpConv,1203.355043,
2040,districtHeatSpace_b,SK,46SK,shareExpOutUp,0.042598998,costExpConv,746.6582127,
2040,districtHeatSpace_c,SK,46SK,shareExpOutUp,0.114691311,costExpConv,1379.896311,
2040,districtHeatSpace_a,AT,49AT,shareExpOutUp,0.140647046,costExpConv,1407.857877,
2040,districtHeatSpace_b,AT,49AT,shareExpOutUp,0.365198149,costExpConv,1814.186526,
2040,districtHeatSpace_c,AT,49AT,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,AT,50AT,shareExpOutUp,0.389227316,costExpConv,1562.171637,
2040,districtHeatSpace_b,AT,50AT,shareExpOutUp,0.004385326,costExpConv,1272.144837,
2040,districtHeatSpace_c,AT,50AT,shareExpOutUp,0.005867033,costExpConv,911.56482,
2040,districtHeatSpace_a,AT,51AT,shareExpOutUp,0.457869597,costExpConv,878.2947894,
2040,districtHeatSpace_b,AT,51AT,shareExpOutUp,0.107767673,costExpConv,1192.638594,
2040,districtHeatSpace_c,AT,51AT,shareExpOutUp,0.071564393,costExpConv,1404.532575,
2040,districtHeatSpace_a,IT,52IT,shareExpOutUp,0.176149556,costExpConv,1192.597418,
2040,districtHeatSpace_b,IT,52IT,shareExpOutUp,0.091610394,costExpConv,1298.704898,
2040,districtHeatSpace_c,IT,52IT,shareExpOutUp,0.056657386,costExpConv,911.1298423,
2040,districtHeatSpace_a,IT,53IT,shareExpOutUp,0.240198482,costExpConv,1146.156535,
2040,districtHeatSpace_b,IT,53IT,shareExpOutUp,0.001657991,costExpConv,545.6731259,
2040,districtHeatSpace_c,IT,53IT,shareExpOutUp,0.022350297,costExpConv,927.7919425,
2040,districtHeatSpace_a,IT,54IT,shareExpOutUp,0.364246599,costExpConv,967.4668705,
2040,districtHeatSpace_b,IT,54IT,shareExpOutUp,0.037276224,costExpConv,1091.135726,
2040,districtHeatSpace_c,IT,54IT,shareExpOutUp,0.006906188,costExpConv,627.4905597,
2040,districtHeatSpace_a,IT,55IT,shareExpOutUp,0.208717715,costExpConv,1007.592518,
2040,districtHeatSpace_b,IT,55IT,shareExpOutUp,0.065865094,costExpConv,1144.337265,
2040,districtHeatSpace_c,IT,55IT,shareExpOutUp,0.050993112,costExpConv,843.6361114,
2040,districtHeatSpace_a,IT,56IT,shareExpOutUp,0.338449953,costExpConv,1047.054833,
2040,districtHeatSpace_b,IT,56IT,shareExpOutUp,0.01698108,costExpConv,502.4527245,
2040,districtHeatSpace_c,IT,56IT,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,SI,57SI,shareExpOutUp,0.222380741,costExpConv,1353.396307,
2040,districtHeatSpace_b,SI,57SI,shareExpOutUp,0.012522562,costExpConv,1112.939853,
2040,districtHeatSpace_c,SI,57SI,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,HU,58HU,shareExpOutUp,0.26805268,costExpConv,1330.047978,
2040,districtHeatSpace_b,HU,58HU,shareExpOutUp,0.011106041,costExpConv,998.1112955,
2040,districtHeatSpace_c,HU,58HU,shareExpOutUp,0.006055034,costExpConv,664.7775813,
2040,districtHeatSpace_a,RO,59RO,shareExpOutUp,0.210120243,costExpConv,1152.571724,
2040,districtHeatSpace_b,RO,59RO,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_c,RO,59RO,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,RO,60RO,shareExpOutUp,0.327414023,costExpConv,1413.369788,
2040,districtHeatSpace_b,RO,60RO,shareExpOutUp,0.021556432,costExpConv,1119.517486,
2040,districtHeatSpace_c,RO,60RO,shareExpOutUp,0.066981928,costExpConv,1556.403437,
2040,districtHeatSpace_a,RO,61RO,shareExpOutUp,0.010912299,costExpConv,1071.092444,
2040,districtHeatSpace_b,RO,61RO,shareExpOutUp,0.199207944,costExpConv,1474.130784,
2040,districtHeatSpace_c,RO,61RO,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,HR,62HR,shareExpOutUp,0.143142486,costExpConv,1529.895849,
2040,districtHeatSpace_b,HR,62HR,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_c,HR,62HR,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,BG,66BG,shareExpOutUp,0.057588811,costExpConv,1171.874569,
2040,districtHeatSpace_b,BG,66BG,shareExpOutUp,0.290313681,costExpConv,1362.424281,
2040,districtHeatSpace_c,BG,66BG,shareExpOutUp,0.103871161,costExpConv,1727.347957,
2040,districtHeatSpace_a,GR,68GR,shareExpOutUp,0.18344997,costExpConv,1620.887351,
2040,districtHeatSpace_b,GR,68GR,shareExpOutUp,0.000519578,costExpConv,725.6891974,
2040,districtHeatSpace_c,GR,68GR,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,GR,69GR,shareExpOutUp,0.205068568,costExpConv,1303.259254,
2040,districtHeatSpace_b,GR,69GR,shareExpOutUp,0.000411908,costExpConv,709.9382904,
2040,districtHeatSpace_c,GR,69GR,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,DK,72DK,shareExpOutUp,0.073943214,costExpConv,1695.25436,
2040,districtHeatSpace_b,DK,72DK,shareExpOutUp,0.676384746,costExpConv,1092.475465,
2040,districtHeatSpace_c,DK,72DK,shareExpOutUp,0.141919622,costExpConv,1531.515979,
2040,districtHeatSpace_a,EE,73EE,shareExpOutUp,0.06379131,costExpConv,740.2250487,
2040,districtHeatSpace_b,EE,73EE,shareExpOutUp,0.163213223,costExpConv,565.8108011,
2040,districtHeatSpace_c,EE,73EE,shareExpOutUp,0.473979996,costExpConv,369.3075804,
2040,districtHeatSpace_a,FI,74FI,shareExpOutUp,0.549999014,costExpConv,1302.034834,
2040,districtHeatSpace_b,FI,74FI,shareExpOutUp,0.033274779,costExpConv,525.516983,
2040,districtHeatSpace_c,FI,74FI,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,FI,75FI,shareExpOutUp,0.02498686,costExpConv,614.8192188,
2040,districtHeatSpace_b,FI,75FI,shareExpOutUp,0.176556257,costExpConv,1248.016699,
2040,districtHeatSpace_c,FI,75FI,shareExpOutUp,0.618561528,costExpConv,999.9129405,
2040,districtHeatSpace_a,LT,77LT,shareExpOutUp,0.068528513,costExpConv,1245.666808,
2040,districtHeatSpace_b,LT,77LT,shareExpOutUp,0.147402642,costExpConv,1024.251344,
2040,districtHeatSpace_c,LT,77LT,shareExpOutUp,0.546015503,costExpConv,737.4182676,
2040,districtHeatSpace_a,LV,78LV,shareExpOutUp,0.122324053,costExpConv,628.570842,
2040,districtHeatSpace_b,LV,78LV,shareExpOutUp,0.074344161,costExpConv,801.1366301,
2040,districtHeatSpace_c,LV,78LV,shareExpOutUp,0.454193235,costExpConv,427.2846555,
2040,districtHeatSpace_a,SE,86SE,shareExpOutUp,0.631765712,costExpConv,1370.419744,
2040,districtHeatSpace_b,SE,86SE,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_c,SE,86SE,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,SE,87SE,shareExpOutUp,0.226634514,costExpConv,1257.383312,
2040,districtHeatSpace_b,SE,87SE,shareExpOutUp,0.425301499,costExpConv,1562.759189,
2040,districtHeatSpace_c,SE,87SE,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,SE,88SE,shareExpOutUp,0.239381129,costExpConv,1308.109817,
2040,districtHeatSpace_b,SE,88SE,shareExpOutUp,0.135635067,costExpConv,1533.743339,
2040,districtHeatSpace_c,SE,88SE,shareExpOutUp,0.533724611,costExpConv,1018.26449,
2040,districtHeatSpace_a,SE,89SE,shareExpOutUp,0.139054982,costExpConv,1493.952157,
2040,districtHeatSpace_b,SE,89SE,shareExpOutUp,0.235547213,costExpConv,947.4748634,
2040,districtHeatSpace_c,SE,89SE,shareExpOutUp,0.312892802,costExpConv,1259.499811,
2040,districtHeatSpace_a,IE,96IE,shareExpOutUp,0.007625404,costExpConv,438.6107132,
2040,districtHeatSpace_b,IE,96IE,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_c,IE,96IE,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,IT,98IT,shareExpOutUp,0.216018194,costExpConv,1026.393635,
2040,districtHeatSpace_b,IT,98IT,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_c,IT,98IT,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,FR,99FR,shareExpOutUp,0.129696671,costExpConv,1370.202431,
2040,districtHeatSpace_b,FR,99FR,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_c,FR,99FR,shareExpOutUp,0,costExpConv,0,
2040,districtHeatSpace_a,CH,47CH,shareExpOutUp,0.323062053,costExpConv,1218.546713,
2040,districtHeatSpace_a,CH,48CH,shareExpOutUp,0.265731471,costExpConv,1606.167534,
2040,districtHeatSpace_a,BA,63BA,shareExpOutUp,0.45681737,costExpConv,1287.000768,
2040,districtHeatSpace_a,ME,64ME,shareExpOutUp,0.457141707,costExpConv,1256.121962,
2040,districtHeatSpace_a,RS,65RS,shareExpOutUp,0.525226046,costExpConv,1222.495237,
2040,districtHeatSpace_a,MK,67MK,shareExpOutUp,0.594252127,costExpConv,1212.987086,
2040,districtHeatSpace_a,AL,70AL,shareExpOutUp,0.474097025,costExpConv,1212.861946,
2040,districtHeatSpace_a,NO,79NO,shareExpOutUp,0.288810744,costExpConv,1060.649507,
2040,districtHeatSpace_a,NO,80NO,shareExpOutUp,0.288810744,costExpConv,1223.167848,
2040,districtHeatSpace_a,NO,81NO,shareExpOutUp,0.288810744,costExpConv,1327.312663,
2040,districtHeatSpace_a,NO,82NO,shareExpOutUp,0.324314356,costExpConv,1248.542716,
2040,districtHeatSpace_a,NO,83NO,shareExpOutUp,0.107757288,costExpConv,1677.105209,
2040,districtHeatSpace_a,NO,84NO,shareExpOutUp,0.288810744,costExpConv,1453.46608,
2040,districtHeatSpace_a,NO,85NO,shareExpOutUp,0.107757288,costExpConv,2047.353291,
2040,districtHeatSpace_a,UK,90UK,shareExpOutUp,0.374258028,costExpConv,1327.436193,
2040,districtHeatSpace_a,UK,91UK,shareExpOutUp,0.269128403,costExpConv,1393.116485,
2040,districtHeatSpace_a,UK,92UK,shareExpOutUp,0.379370131,costExpConv,1483.868041,
2040,districtHeatSpace_a,UK,93UK,shareExpOutUp,0.33389114,costExpConv,1623.260384,
2040,districtHeatSpace_a,UK,94UK,shareExpOutUp,0.307552038,costExpConv,1745.93819,
2040,districtHeatSpace_a,UK,95UK,shareExpOutUp,0.321281302,costExpConv,1766.308712,
2040,districtHeatSpace_b,CH,47CH,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,CH,48CH,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,BA,63BA,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,ME,64ME,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,RS,65RS,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,MK,67MK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,AL,70AL,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,79NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,80NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,81NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,82NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,83NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,84NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,85NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,UK,90UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,UK,91UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,UK,92UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,UK,93UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,UK,94UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,UK,95UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,CH,47CH,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,CH,48CH,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,BA,63BA,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,ME,64ME,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,RS,65RS,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,MK,67MK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,AL,70AL,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,79NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,80NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,81NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,82NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,83NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,84NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,85NO,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,UK,90UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,UK,91UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,UK,92UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,UK,93UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,UK,94UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,UK,95UK,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_a,ES,,shareExpOutFix,0.291074144,costExpConv,260.1140706,
2040,districtHeatSpace_b,ES,,shareExpOutFix,0.048941066,costExpConv,260.1140706,
2040,districtHeatSpace_c,ES,,shareExpOutFix,0.001311271,costExpConv,260.1140706,
2040,districtHeatSpace_a,PT,,shareExpOutFix,0.058338176,costExpConv,251.9124886,
2040,districtHeatSpace_b,PT,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,PT,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_a,FR,,shareExpOutFix,0.077759915,costExpConv,212.2686677,
2040,districtHeatSpace_b,FR,,shareExpOutFix,0.070967576,costExpConv,212.2686677,
2040,districtHeatSpace_c,FR,,shareExpOutFix,0.115703487,costExpConv,212.2686677,
2040,districtHeatSpace_a,BE,,shareExpOutFix,0.182241072,costExpConv,133.114795,
