i,low,best,gap,solCur,time,case
39,127678.65585841009,259100.9420061897,0.5072242699319868,281247.60401448136,0.26666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
40,128050.16008029356,259100.9420061897,0.505790449510467,282236.36318600713,0.26666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
41,128169.62248797015,244957.76565633662,0.47676848641824376,244957.76565633662,0.26666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
42,128181.18225342264,244957.76565633662,0.47672129556711274,257729.5750237708,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
43,128200.59772866084,244957.76565633662,0.4766420350660783,264632.9211903388,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
44,128705.9509322656,244957.76565633662,0.47457901329475083,255802.4865433774,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
45,128777.40156036311,244957.76565633662,0.4742873277957993,256959.05912045512,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
46,129316.05093189268,244957.76565633662,0.472088379866607,253035.3639812686,0.3,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
47,129690.816368176,241283.76408307586,0.4624967126941767,241283.76408307586,0.3,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
48,129710.08328562105,241283.76408307586,0.46241686099956203,276317.8864121775,0.31666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
49,129760.43579254969,241283.76408307586,0.4622081751515109,254040.50153419573,0.31666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
50,129935.60860707129,241283.76408307586,0.46148217182846396,246487.32465052826,0.31666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
51,131591.16449264874,241283.76408307586,0.4546207243047614,262830.05311626225,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
52,131627.6584521176,241283.76408307586,0.4544694751744788,244939.99930759025,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
53,132172.0542860669,241028.03037192763,0.45163201938748077,241028.03037192763,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
54,132313.67760015625,241028.03037192763,0.45104443912193737,255500.84602758818,0.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
55,132517.99194836032,241028.03037192763,0.4501967603358278,251228.48001491217,0.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
56,133125.5706186562,236283.17242837898,0.4365846316922608,236283.17242837898,0.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
57,133229.39881080587,236283.17242837898,0.4361452089814406,240595.26523435637,0.36666666666666664,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
58,133431.6302048726,233357.2835225817,0.4282088470062234,233357.2835225817,0.36666666666666664,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
59,133528.78587640382,233357.2835225817,0.42779250829133686,248630.16999894258,0.36666666666666664,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
60,133652.60218508125,233357.2835225817,0.42726192142981534,239777.11586706172,0.38333333333333336,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
61,133741.45319901343,233357.2835225817,0.4268811704517831,236753.31967428635,0.38333333333333336,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
62,133877.23016485487,233357.2835225817,0.42629932889195754,234518.62834130973,0.38333333333333336,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
63,133980.9401869551,230449.45375814778,0.4186102939190931,230449.45375814778,0.4,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
64,134032.5851610977,230449.45375814778,0.41838618848816067,245669.5264879436,0.4,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
65,134216.5587448562,230449.45375814778,0.41758786338580844,239600.30086348142,0.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
66,135034.25835337656,230449.45375814778,0.41403958156007437,234652.43298158183,0.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
67,135109.63173578732,222206.7526097998,0.39196432984625373,222206.7526097998,0.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
68,135181.23210529416,213239.91505746692,0.3660603735052905,213239.91505746692,0.43333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
69,135196.22990151044,209346.90927670506,0.3542000196295503,209346.90927670506,0.43333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
70,135578.6645166622,206865.5600082935,0.34460494771953987,206865.5600082935,0.43333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
71,136011.23142842785,206865.5600082935,0.3425138944202457,212680.64513805287,0.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
72,136134.67326052146,194217.96792749112,0.2990624157320724,194217.96792749112,0.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
73,136176.10561128176,194217.96792749112,0.2988490865988186,226675.5657931476,0.4666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
74,136176.40944354882,194217.96792749112,0.29884752221077404,194494.31502533273,0.4666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
75,136226.79100379982,194217.96792749112,0.2985881149026417,197309.3726158576,0.4666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
76,136297.3586949712,194217.96792749112,0.2982247721495257,198291.77789745555,0.48333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
77,136365.45308560625,194217.96792749112,0.29787416406026546,195808.32978144384,0.48333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
78,136429.9338574175,194217.96792749112,0.29754216196746575,203733.58380929765,0.48333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
79,136480.15265566268,194217.96792749112,0.29728359269717075,197225.04448394247,0.5,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
80,136539.08544954335,193936.83459606397,0.29596104972049253,193936.83459606397,0.5,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
81,136556.741720414,193936.83459606397,0.2958700083723782,196442.331989447,0.5166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
82,136593.81772630234,193936.83459606397,0.29567883269414474,198435.50147824513,0.5166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
83,137805.80607118603,176566.39987791207,0.2195241780629117,176566.39987791207,0.5166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
84,137859.57493392075,176566.39987791207,0.2192196531772489,202231.9512524398,0.5333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
85,137893.67191204446,176566.39987791207,0.21902654181434356,201232.89654619605,0.5333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
86,137907.5670093704,176566.39987791207,0.21894784565620962,177773.16420604143,0.55,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
87,138033.24205577737,176109.20313245401,0.21620653775850218,176109.20313245401,0.55,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
88,138370.5629662833,176109.20313245401,0.21429113013353995,181872.97869547835,0.5666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
89,138426.2934166244,176109.20313245401,0.2139746761984257,177257.13801776356,0.5666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
90,138487.41442197538,173599.39648328512,0.2022586643306129,173599.39648328512,0.5833333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
91,138517.92450078097,173599.39648328512,0.2020829144177465,186455.79336046096,0.5833333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
92,138537.77018249017,173599.39648328512,0.20196859557729407,186097.04978209286,0.6,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
93,138601.66142428707,173599.39648328512,0.20160055719069148,181439.20941042478,0.6166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
94,138613.01291565745,173599.39648328512,0.20153516818819295,181583.04369129738,0.6166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
95,138632.79466854697,173599.39648328512,0.20142121760259046,174966.0505290367,0.6333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
96,138642.842466811,173599.39648328512,0.20136333837911624,174615.86374201352,0.65,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
97,138776.6674529615,173599.39648328512,0.20059245444252738,173942.5426481889,0.65,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
98,138908.50995240887,173599.39648328512,0.1998329903999202,176414.6350432926,0.6666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
99,138965.5465707312,173599.39648328512,0.19950443730885092,174175.0619265019,0.6666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
100,139021.63094213812,172121.6347204159,0.19230588782196645,172121.6347204159,0.6833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
101,139118.46483667282,172121.6347204159,0.19174329791459077,192089.109882545,0.7,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
102,139168.33117301893,172121.6347204159,0.19145358223516962,188136.1841380136,0.7,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
103,139192.41592603814,172121.6347204159,0.19131365355590546,176933.03653362865,0.7166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
104,139221.68531179897,172121.6347204159,0.1911436029645991,175785.72039514573,0.7166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
105,139247.88293193147,172121.6347204159,0.19099139885513283,174966.31176599342,0.7333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
106,139296.72689668764,172121.6347204159,0.19070762299606947,174510.1711983279,0.75,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
107,139315.38674529825,172121.6347204159,0.19059921216996434,174320.1283841382,0.75,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
108,139632.3601436868,172121.6347204159,0.18875764589095811,182018.9728727599,0.7666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
109,139687.9385597676,171325.31269740313,0.1846625792740496,171325.31269740313,0.7833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
110,139687.9385597676,171325.31269740313,0.1846625792740496,172240.07505698476,0.7833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
111,139687.93855976762,171325.31269740313,0.1846625792740495,172172.14552696087,0.8,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
112,139803.48479563373,171325.31269740313,0.18398815332935448,172097.74970671066,0.8166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
113,139810.42199913197,171325.31269740313,0.18394766191924683,172074.12936217303,0.8166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
114,141051.97066512908,171325.31269740313,0.17670092968540618,183457.98476226066,0.8333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
115,141051.97066512908,171325.31269740313,0.17670092968540618,175880.68980423152,0.85,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
116,141051.97066512908,170395.09947405016,0.17220641262273984,170395.09947405016,0.8666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
117,141051.97066512908,170395.09947405016,0.17220641262273984,172767.5536674701,0.8666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
118,141217.62519205827,170395.09947405016,0.17123423368425794,172890.14305701692,0.8833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
119,141453.45716851825,170395.09947405016,0.16985020340881052,172075.45982319757,0.9,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
120,141483.67970430982,170395.09947405016,0.16967283600866312,172648.8509997715,0.9166666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
121,141524.71411405012,170395.09947405016,0.1694320168192207,172311.5313249023,0.9166666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
122,142698.96641834272,166789.83662887057,0.14443847837163615,166789.83662887057,0.9333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
123,142714.77214897092,164531.43173496565,0.13259873421108948,164531.43173496565,0.95,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
124,142815.35624054266,164531.43173496565,0.13198739757765054,169934.4129483711,0.9666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
125,142839.39701118515,164531.43173496565,0.13184128099439973,168882.22127242316,0.9833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
126,142890.08504505147,164531.43173496565,0.13153320591517736,168790.018578289,1.0,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
127,142906.73632468056,164531.43173496565,0.13143200166834434,168746.3985485025,1.0,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
128,143342.2223402553,164531.43173496565,0.1287851760072376,168443.87238946662,1.0166666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
129,143425.6107974832,164531.43173496565,0.1282783521356613,168125.0373416189,1.05,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
130,143543.98244584166,164531.43173496565,0.12755890511505108,165593.13553565205,1.0666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
131,143557.8182303409,164531.43173496565,0.12747481307042874,164564.82678665488,1.0833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
132,143573.83004204868,164531.43173496565,0.1273774954239527,164775.70262593465,1.1,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
133,143863.60020233167,160255.1426205696,0.10228403376138506,160255.1426205696,1.1166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
134,143863.60020233167,160255.1426205696,0.10228403376138506,160348.078691088,1.15,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
135,143863.60020233167,160122.88383771834,0.10154253561823912,160122.88383771834,1.2,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
136,143863.61017928095,160122.88383771834,0.1015424733101602,163448.70478212502,1.2333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
137,143863.61017928095,160122.88383771834,0.1015424733101602,160785.08755625098,1.2833333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
138,143863.67609583813,160122.88383771834,0.1015420616478443,160591.19617104676,1.3166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
139,143863.67609583813,160122.88383771834,0.1015420616478443,160457.40919825705,1.3666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
140,143865.28278300966,155859.19758930214,0.07695352595037175,155859.19758930214,1.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
141,143865.28278300966,155859.19758930214,0.07695352595037175,157494.86336004498,1.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
142,143875.39415296988,155859.19758930214,0.07688865092139296,157237.91548113443,1.5,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
143,143887.8162368245,153073.78972525353,0.06001010038960031,153073.78972525353,1.5333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
144,143887.8162368245,153073.78972525353,0.06001010038960031,155846.08384444792,1.5833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
145,143887.8162368245,153073.78972525353,0.06001010038960031,155686.45594435502,1.6166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
146,143887.8162368245,153073.78972525353,0.06001010038960031,155264.8903675188,1.65,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
147,143887.8162368245,153073.78972525353,0.06001010038960031,155109.16744732668,1.7,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
148,143887.8162368245,153073.78972525353,0.06001010038960031,154373.5405081085,1.75,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
149,143887.8162368245,153073.78972525353,0.06001010038960031,154215.2087543826,1.7833333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
150,143887.8162368245,153073.78972525353,0.06001010038960031,153904.29789963283,1.8333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
151,143887.8162368245,153073.78972525353,0.06001010038960031,153796.732637417,1.8833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
152,143887.8162368245,150017.1487992107,0.040857546030220626,150017.1487992107,1.9333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
153,143887.8162368245,150017.1487992107,0.040857546030220626,150335.33065067293,1.9666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
154,143888.42969797604,148612.70761871728,0.03178919216559806,148612.70761871728,2.0166666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
155,143888.42969797604,148612.70761871728,0.03178919216559806,149560.74239812803,2.0833333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
156,143888.43460314686,148612.70761871728,0.03178915915919567,149054.1901446375,2.1333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
157,143919.05533929833,148612.70761871728,0.031583115297657116,148974.7979014282,2.183333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
158,143920.63191966657,148612.70761871728,0.03157250664652955,148919.6172928247,2.2333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
159,143937.39310721555,148612.70761871728,0.03145972229707816,148911.0664094817,2.283333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
160,143937.39310721547,148612.70761871728,0.03145972229707883,148961.50940416424,2.3333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
161,143937.6260681929,148612.70761871728,0.031458154726033416,148875.01021110557,2.3833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
162,143974.16706864862,148612.70761871728,0.031212273999941975,162409.00299713045,2.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
163,143974.16706864862,148612.70761871728,0.031212273999941975,160977.00734912464,2.5,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
164,143974.16706864862,148612.70761871728,0.031212273999941975,150262.78829764202,2.55,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
165,143974.16881647825,148612.70761871728,0.031212262238971666,150063.07911872186,2.6,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
166,143974.16881647825,148612.70761871728,0.031212262238971666,149744.66194504182,2.6666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
167,143979.02301910715,148612.70761871728,0.03117959879647958,149299.6221259096,2.716666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
168,143979.02301910715,148612.70761871728,0.03117959879647958,149222.98366115842,2.7666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
169,143979.71143013585,148612.70761871728,0.03117496654773222,149392.58269784387,2.8333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
170,143979.71143013585,148612.70761871728,0.03117496654773222,149477.88644773973,2.8833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
171,143980.16761165514,148583.2869161794,0.030980061082650834,148583.2869161794,2.95,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
172,143980.16761165514,148583.2869161794,0.030980061082650834,149995.29485848654,3.0,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
173,143985.8675236749,148583.2869161794,0.030941699352081575,150160.94165660313,3.066666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
