timestep,region,variable,value
2020,SK,hardcoal;elecOnly,0.026100000000002975
2020,UK,hardcoal;elecOnly,0.0025588343410850594
2020,BG,gas;CHP,0.4029455705420969
2020,CZ,gas;CHP,24.876761874930658
2020,DE,gas;CHP,24.940716078051906
2020,DK,gas;CHP,2.6206289491995065
2020,EE,gas;CHP,0.16509127192939652
2020,ES,gas;CHP,18.93236694856436
2020,FI,gas;CHP,2.966553901795875
2020,FR,gas;CHP,20.941421041449825
2020,GR,gas;CHP,0.66376292896045
2020,IT,gas;CHP,11.648281037862011
2020,LT,gas;CHP,0.5429104089294883
2020,NL,gas;CHP,28.438625594421737
2020,PL,gas;CHP,7.511033720897855
2020,PT,gas;CHP,1.333679220563701
2020,RO,gas;CHP,0.8185372086755798
2020,SE,gas;CHP,1.7579576021019643
2020,SK,gas;CHP,1.8358893388181774
2020,AL,gas;CHP,1.3049541663598867
2020,BA,gas;CHP,0.009082971870903052
2020,ME,gas;CHP,0.1617902808015112
2020,NO,gas;CHP,0.2605306234569526
2020,RS,gas;CHP,7.0171540716016265
2020,UK,gas;CHP,11.257321745152009
2020,AT,gas;CHP,3.7693760265991116
2020,BE,gas;CHP,6.940493947819608
2020,CH,gas;CHP,5.684520897853778
2020,HR,gas;CHP,0.46461671388567793
2020,HU,gas;CHP,0.5901754159178224
2020,IE,gas;CHP,1.2875957909945435
2020,LU,gas;CHP,0.12186247412085902
2020,LV,gas;CHP,0.27235829247649035
2020,SI,gas;CHP,0.5324288850328058
2020,BE,hardcoal;CHP,0.383361491478679
2020,CZ,hardcoal;CHP,0.00367610195089655
2020,DE,hardcoal;CHP,1.0086754492386765
2020,DK,hardcoal;CHP,0.10168006697984072
2020,ES,hardcoal;CHP,0.4726946479592231
2020,FI,hardcoal;CHP,0.3526637938486701
2020,FR,hardcoal;CHP,1.0560219844281735
2020,IE,hardcoal;CHP,0.05674399471333487
2020,NL,hardcoal;CHP,0.5595898978483902
2020,PL,hardcoal;CHP,2.05161873740974
2020,UK,hardcoal;CHP,0.8055887954434705
2020,AT,hardcoal;CHP,0.21167421423119415
2020,GR,hardcoal;CHP,0.03951460112185255
2020,HU,hardcoal;CHP,0.013085103605053876
2020,LT,hardcoal;CHP,0.02701368982694198
2020,PT,hardcoal;CHP,0.027818219359929324
2020,SE,hardcoal;CHP,0.44348678116165186
2020,SI,hardcoal;CHP,0.024962940378752296
2020,SK,hardcoal;CHP,0.07633038406296976
2020,CH,hardcoal;CHP,0.4539499287659463
2020,NO,hardcoal;CHP,0.04483642352956399
