timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,gen; ocgtH2Chp,gen; offshore_b,gen; ccgtGasBackProLow,stExtOut; lithiumBattery,gen; gasEngineProMed,gen; pvOpenspace_b,gen; bioGasEngineProLow,gen; ccgtH2BackProLow,gen; ocgtGasChpH2Rdy,gen; ccgtH2BackDh,gen; onshore_c,gen; pvResi_a,gen; ocgtGasChp,gen; onshore_b,gen; ocgtH2,gen; pvInd_a,gen; runOfRiver,gen; onshore_a,stExtOut; reservoir,gen; pvOpenspace_c,gen; pvOpenspace_a,stExtOut; pumpedStorage,gen; pvInd_b,gen; offshore_a,gen; gasEngineDh,gen; gasEngineProLow,gen; pvResi_b,gen; bioGasEngineDh,gen; bioGasEngineProMed,import,demand,use; heatpumpGroundSpace,use; bevPsngRoadPub,use; heatpumpPro,use; heatpumpAirSpace,use; directAirCapture,use; eBoilerProLow,stExtIn; lithiumBattery,use; oberFrtRoadHeavy,use; alkElectrolysis,use; eFrtRail,use; bevFrtRoadLight,use; liquifaction,use; eBoilerDh,use; eBoilerProHigh,use; pemElectrolysis,use; soElectrolysis,use; bevFrtRoadHeavy,use; resistiveHeatSpace,use; eBoilerProMed,stExtIn; pumpedStorage,use; ePsngRail,use; heatpumpAirDh,use; bevPsngRoadPrvt,export
30th < 2040,30th < 2040 < d001 < hh0001 < h0001,EU < NL < nl,0.0011739041345388748,723.834743368373,,,,,,,,,7.765387347129356,,,39.05999012873555,,,1.3814575090163717,53.531537648541175,,,,22.500011371591658,,113.29472953046901,,,,,,428.8898481301267,-934.7174083730649,,,-57.80736940942479,,,,,,,-0.5890549864730702,,,,-0.9070238867738171,,,-13.746628803962421,,-186.96821719316253,,-3.7835661518357644,,,-191.7411579090196
30th < 2040,30th < 2040 < d001 < hh0001 < h0001,EU < PL < pl,0.0030571195071585405,,,,,,,,,,12.05401654427619,,,7.2640788215401555,,,9.764291496206544,81.16999439328893,5.506506746454699,,,55.07731099394653,,,,,,,,1253.4881355972311,-1076.1501791000883,,,-0.9732207646315018,,,,,,,-8.684277852605536,,,,-0.3711383132310232,,,-70.05195941224747,,-264.7363926502326,,-3.3652968485078176,,,
30th < 2040,30th < 2040 < d001 < hh0001 < h0001,EU < SE < se_4,0.0013465209437189948,,,,,,,,,,3.7894691024892104,,,,,,,70.81441536111525,,,,,,,,,,,,305.0961484755515,-190.64809107248942,,,-4.383797681712392,,,,,,,-0.22048139044096596,,,,,,,-1.462136346877901,,-64.49415471183184,,-0.3615706752048185,,,-118.13298260050354
30th < 2040,30th < 2040 < d001 < hh0001 < h0001,EU < SK < sk,0.0010194935159544636,,,,,,,,,,,,,109.10545870901143,,,45.38619105231714,,,,,69.88804567383092,,,,,,,,541.4409679781113,-218.75879278889053,,,-34.88943046816006,,,,,,,-1.166291921440598,,,,,,,-6.691863558855297,,-39.27787476361244,,-0.5770079560080293,,,-464.46153711217823
30th < 2040,30th < 2040 < d001 < hh0002 < h0008,EU < FR < fr,0.0039837349943523635,,,,,37.090908898827124,,,,,916.785659451324,,,1386.5725310726289,,,582.1377820082545,1016.9804459454507,,34.706857685578306,26.579906074804533,329.4928164348217,,553.6481493190136,,,,,,2097.441448696958,-4269.9167827414985,,,-133.02122775435254,,,,,,,-5.352207855004673,,,,-1.355705517651324,,,-140.14016551598903,,-354.58469656972073,,-59.039061442287455,-734.8477889392304,,-1283.185594154397
30th < 2040,30th < 2040 < d001 < hh0003 < h0009,EU < FR < fr,0.003971469014430789,,,,,209.51700085705284,,,,,1330.3296517061885,,,1389.056105042381,,,546.5383186007982,1217.2047455771526,,159.42485984145608,118.23427060735364,,,501.53128591668144,,,,,,1223.0817737560135,-4749.34180078569,,,-136.14791971381717,,,,,,,-6.0095174741789625,,,-0.0023334777571108853,-0.8582608629802874,,,-157.35090944107822,,-363.8791683651184,,-66.28970342861284,-734.8478367424613,,-480.1956631631938
30th < 2040,30th < 2040 < d001 < hh0003 < h0010,EU < FR < fr,0.0011807892637723204,0.001244698157167174,,,,767.7829506724274,,,,,953.307383683008,,,2165.8750727204506,,,559.237227618216,2330.9589554283007,,523.6217028430669,434.8705178005301,,,703.2702395559862,,,,,,1066.9685698693554,-4345.1690130292645,-547.7729816469473,-84.83373520001844,-151.49576000833125,-138.5507218001313,-0.007407471175049408,,-0.0010093434362867036,,-62.31039123339244,-5.328673048694933,-69.25249018997977,,-37.50643763455612,-11.624922787311673,-0.0018724005935382019,,-139.52393913970022,-0.0044874613782386885,-400.78179503563484,-0.0011574746799442588,-58.77945402168739,-734.8478630914839,-419.59919463780886,-2298.5052020237713
30th < 2040,30th < 2040 < d001 < hh0003 < h0011,EU < FR < fr,0.0011779608354587168,0.0012862032052194995,,,,2138.83016492993,,,,,487.25187671091015,,,2257.547317829069,,0.001950021267009488,579.7563762722762,2632.3566888460978,,1435.7760110902636,1248.8480263650354,,0.0019391593555831838,694.9968354283334,,,,,,1079.418883831806,-4886.30334196794,-756.9427324833658,-92.32737465595896,-151.49575691637875,-170.64385507993222,-0.007417080948468873,,-0.0010108967400247145,,-71.35129508748442,-5.516697145769282,-74.02455462901858,,-37.50645584518548,-11.624923105950243,-0.0019708313194621856,,-144.44709025767386,-0.004712459652252844,-400.7817959588407,,-60.85350766843115,-734.8478629727388,-2657.5994539414987,-2298.509239268719
30th < 2040,30th < 2040 < d001 < hh0003 < h0012,EU < FR < fr,0.0011768411779901737,0.0010285319970554188,,,,3740.8514988403026,,,,,72.14534071881623,0.0013360325293555611,,1885.2137446847516,,0.003564105806945557,551.5632595695104,2642.1075099269083,,2517.203606612418,2244.2826302294725,,0.0035603283908430903,581.0716725596252,,,0.0013398208358093478,,,1029.2126212675796,-4874.698166670353,-968.9237483249126,-142.98421167835704,-151.49575339599858,-264.8530277801147,-0.007417252835621316,,-0.0010117526853370622,,-1584.370039684509,-4.736882235207244,-108.6785642408825,,-37.50647482151892,-11.624923236363413,-0.0019875011377529224,,-124.0287145894321,-0.004787610549646092,-400.7817947418285,,-52.25153598393578,-734.8478622258892,-3503.358693477926,-2298.509720129582
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,EU < EE < ee,46.31401449836035,,,,,,,,,,,,,282.89063227504136,,,,,,,,,,,,,,,,79.73176211361377,-100.61762275378369,,,-2.1833878742635027,,,,,-5.022875822189584,,-0.7348370770974039,,,,,,,,,-12.829401222440724,,-0.14269915232018776,-9.720985832084699,,-277.68479094256156
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,EU < FI < fi,0.001742714687493675,,,,,,,,,,729.2975392464573,,,,,,,0.001046681425077838,,,,0.0018981945221494228,,,,,,,,696.8689960954767,-814.128617359448,,,-75.35774635359861,,,,,,,-2.1121716620859825,,,,,,,-15.375001615267228,,-344.92039982112044,,-1.865002687406938,-62.91442751093436,,-109.4995104161946
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,EU < LT < lt,0.00294465070957475,,,,,,,,,,0.0010850629515228455,,,52.11559679261583,,,7.901925340475386,,,,,,,,,,,,,266.1023971392092,-162.32348176390497,,,-5.303965855327128,,,,,,,-20.055599533460068,,,,,,,-28.335424804522706,,-15.57431959317075,,-0.1499910160503559,-19.442452664988053,,-74.93900888055173
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,EU < LV < lv,9.844794199757366,,,,,,,,,,,,,,,,42.795720320001436,98.03007692330776,,,,,,,,,,,,74.17629417596177,-86.3221610890653,,,-6.084431469769816,,,,,,,-8.366960260731604,,,,,,,-8.026453501080683,,-27.16696988539489,,-0.2543934590962239,-8.070663612236222,,-80.55492768138431
30th < 2040,30th < 2040 < d001 < hh0006 < h0021,EU < EE < ee,46.314616785353465,,,,,,,,,,,,,184.42548117301726,,,,,,,,,,,,,,,,74.59834490305937,-94.05236480192923,,,-2.083516008977226,,,,,-5.355987467998797,,-0.7835706705245339,,,,,,,,,-12.241949395903058,,-0.1521628044524907,-9.720671809215904,,-180.94915211342598
30th < 2040,30th < 2040 < d001 < hh0006 < h0021,EU < FI < fi,0.0017889150676920886,,,,,,,,,,654.7507816260277,,,,,,,,29.86274555321156,,,1.7980949982319108,,,,,,,,622.347255181766,-803.4198001573466,,,-75.25861910822383,,,,,,,-2.2522485828573053,,,,,,,-16.39465495205794,,-346.52605827518573,,-1.988687631377923,-62.91433444972874,,-0.007625145530410211
30th < 2040,30th < 2040 < d001 < hh0006 < h0021,EU < LT < lt,0.003454683196805635,,,,,,,,,,,,,24.199053985807605,,,8.16710903802789,,,,,55.5532908628207,,,,,,,,266.1019280124159,-151.73194222782422,,,-5.081424787015355,,,,,,,-21.38566501880768,,,,,,,-30.214599270600427,,-14.8533700455011,,-0.15993825663161912,-19.442308147593643,,-111.15685052731048
30th < 2040,30th < 2040 < d001 < hh0006 < h0021,EU < LV < lv,9.845175231267572,,,,,,,,,,,,,,,,42.37509610418765,51.503236018104744,,,,,,,,,,,,110.0242020065795,-80.68967605313887,,,-5.82166891345578,,,,,,,-8.921847938933775,,,,,,,-8.558759142391677,,-26.05047735742934,,-0.2712645558229794,-8.070402471896347,,-75.36449625318659
30th < 2040,30th < 2040 < d002 < hh0011 < h0043,EU < IT < it_cs,127.19808019983445,,,,,11.29671488126362,,,,,93.24454907083862,,,,,,39.70471928737581,40.140442904627534,,56.19577935577327,50.091136373413335,,,,,,,,,276.6607637018374,-536.4983600848625,,,-22.81398755126152,,,,,,,-0.2949231676539665,,,,-13.197108150997398,,,-5.071339925996593,,-68.58751660334225,,-2.5989537744188755,,,-45.47151924398142
30th < 2040,30th < 2040 < d002 < hh0011 < h0043,EU < IT < it_s,0.0025897429280790523,,,,,41.93839163222912,,,,,,,,56.40323813223164,,,12.735460831416093,,,116.26535429828466,,,,,,,,,,135.602726111271,-221.33909626086702,,,-8.678751308225205,,,,,,,-0.1128952693739819,,,,-4.977493774460142,,,-1.9413379870923708,,-16.85066504104404,,-1.3691808717123448,,,-107.68011683514237
30th < 2040,30th < 2040 < d002 < hh0011 < h0043,EU < IT < it_sic,27.4552940172772,,,,,9.096872838186565,,,,,76.07597407910306,,,,,,3.745707848283717,,,,65.92385690441382,,,,,,,,,0.0026534032094342524,-162.68741986114958,,,-6.096349892026055,,,,,,,-0.07910841354047461,,,,,,,-1.3603521157251823,,,,-1.0001574202360133,,,-11.077723068835503
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_cn,0.009498010922263657,,,,,18.067047715522257,,,,,174.85167385468134,,,,0.0010205193413830686,,22.62540305054985,72.04729654292719,7.451343714122062,9.154673108963514,28.3840906190028,,,,,,,,,95.20354865116774,-308.2107438470836,,,-10.665089205142106,,,,,,,-0.251699856671159,,,,,,,-4.3280828656152055,,-32.49019418081628,,-1.9634666009014414,,,-69.8862980766721
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_cs,269.5668560172821,,,,,3.5148874247603645,,,,,55.03656110283514,,,,,,39.97156063992287,29.03820525001566,63.49908324732096,20.110651479490397,16.368256653719328,,,,,,,,,291.7717829165517,-598.7078567069535,,,-20.023211076406742,,,,,,,-0.4717052570889342,,,,,,,-8.111189509480461,,-60.87485499969668,,-4.156811986242152,,,-96.53309640601105
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_s,0.2576159124605999,,,,,14.02396473685811,,,,,,,,57.8864396930776,2.3375689831059385,,12.821052605253874,,21.79437415277289,37.052074703381926,,,,,,,,,,161.10666740923187,-247.00440073448902,,,-7.6175986135045095,,,,,,,-0.18056666245583233,,,,,,,-3.105009828771263,,-14.95626115878891,,-2.1898917614030875,,,-32.226251003233806
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_sar,0.008479226185749738,,,,,,,,,,43.81353422939234,,,,73.4292621875126,,2.2625207264650538,,0.00512069329458821,,21.6086265728521,,,,,,,,,0.004001941882817521,-82.03605288725001,,,-2.681492982670901,,,,,,,-0.06465594481939863,,,,,,,-1.1118136854084388,,-0.00774543892513079,,-0.5245736731228097,,,-54.70572999036584
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_sic,89.86418556333746,,,,,2.9633186930716753,,,,,78.92179922553728,,,,33.18804785559685,,3.770882537861565,,0.0019118090081513724,,20.784619945980673,,,,,,,,,0.0015415250992697731,-181.55178786165604,,,-5.351228699888046,,,,,,,-0.12652737607508005,,,,,,,-2.1757708951251753,,,,-1.5996692182398269,,,-38.69109155256488
30th < 2040,30th < 2040 < d002 < hh0012 < h0045,EU < IT < it_cn,0.0012820736436314369,,,,,7.650324471310357,,,,,117.67620825460394,,,,0.005555153392300144,,22.304070298414057,56.98412904616768,83.58497338205088,4.841700710257189,13.37692729755498,,,,,,,,,229.6864342692169,-300.75901170385,-4.466538221787555,,-12.151510122397324,,,,,,,-0.27470226241258167,,,,-7.117494701815261,,,-4.723618721193577,,-36.60651888037453,,-2.14290434874519,,,-167.8696578922539
30th < 2040,30th < 2040 < d002 < hh0012 < h0045,EU < IT < it_cs,0.0016001936481948656,,,,,,,,,,23.57083058365145,,,,0.03780537102422838,,39.40386411341562,18.688099671086878,172.09747648185575,,,,,,,,,,,457.9424716789804,-584.2326618304141,-5.312475038691884,,-22.814399480821017,-3.5578178747888,,,,,,-0.5148135681441032,,,,-13.331614363286214,,,-8.852456805418573,,-68.58773305579774,,-4.536695698386146,,,-0.002279486823959032
30th < 2040,30th < 2040 < d002 < hh0012 < h0045,EU < IT < it_s,0.0016245257295546419,,,,,,,,,,,,,51.026226949611,54.260977331555864,,12.638969489370854,,60.498722419014285,,,,,,,,,,,135.60352402846434,-241.03247837546,-3.0987118119878487,,-8.679129901587663,,,,,,,-0.1970683311024299,,,,-5.109250221929737,,,-3.388771197796651,,-16.850924155747325,,-2.390022105106078,,,-33.28409920607919
30th < 2040,30th < 2040 < d002 < hh0012 < h0045,EU < IT < it_sar,0.001326412825047694,,,,,,,,,,44.22851232396852,,,,73.43551109742133,,2.2303992009917053,,19.983726784490166,,7.881156644024875,,,,,,,,,0.001996567346694933,-80.0526350330456,-0.7737252928390971,,-3.054861937812639,,,,,,,-0.07056473752194632,,,,,,,-1.2134203761664863,,-0.00839648714546973,,-0.5725135354255677,,,-62.01700450383291
30th < 2040,30th < 2040 < d002 < hh0012 < h0045,EU < IT < it_sic,41.99352910245914,,,,,,,,,,58.43765529701864,,,,33.21519120177965,,3.7173378633977983,,57.761225253372615,,,,,,,,,,,0.0017319606705558646,-177.16233901771372,-0.21101824576861913,,-6.09674959516238,,,,,,,-0.13809048969925264,,,,,,,-2.3746107577772797,-1.1341473163194369,,,-1.745860165253716,,,-6.263761325022341
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < FR < fr_co,0.003782377676539572,,,,,,,,,,5.31487779671991,,,,0.012288107429527434,,,0.2695194601800289,,,,,,,,,,,,14.148635578944068,-18.740697330536698,,,-0.2822053970451459,,,,,,,-0.017613570032642325,,,,,,,-0.4614217735870678,,,,-0.2520143629202366,,,
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_cn,0.009950808238158734,,,,,,,,,,76.03351754197209,,,,0.00557523461900128,,22.139174890838643,31.736091405597918,83.58499699372557,,,2.035684108369766,,,,,,,,229.6860765996658,-343.9862900907675,,,-10.477370327209819,,,,,,,-0.38627525016197606,,,,,,,-6.642162271158903,,-31.357968361603714,,-3.0132657303765353,,,-49.37352165413273
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_cs,269.56716068339756,,,,,,,,,,12.278918128973546,,,,0.037825385621193634,,39.112543955962494,16.98900040582028,172.09749697978256,,,4.188809339809553,,,,,,,,251.90140491805525,-668.2028403883273,,,-19.67119852363749,,,,,,,-0.7239100911479606,,,,,,,-12.447967981877568,,-58.75378669242647,,-6.379318649989418,,,
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_s,0.25798814535662445,,,,,,,,,,,,,41.354624181606326,54.26099494113915,,12.545531561201722,,60.49874693896449,,,1.4708381859796853,,,,,,,,135.60245008482352,-275.6754238486426,,,-7.483387085386938,,,,,,,-0.27710954481060635,,,,,,,-4.76515348171609,,-14.434886495263164,,-3.3607527598586655,,,
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_sar,0.011887656269313377,,,,,,,,,,20.005808557258508,,,,73.4355288288851,,2.2139155665518175,,19.983746889444433,,,0.4865518845042121,,,,,,,,,-91.55838350779918,,,-2.6339888250997014,,,,,,,-0.09922528995398464,,,,,,,-1.7062628288491337,,-0.007203626756689016,,-0.8050454596747425,,,-19.33386803204489
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_sic,89.8645252294554,,,,,,,,,,27.93007924168399,,,,33.215207682100726,,3.68986075412573,,57.76124699032613,,,1.4037277932107717,,,,,,,,,-202.6254023022053,,,-5.256793423118437,,,,,,,-0.19417728119564814,,,,,,,-3.3390819443638016,,,,-2.454958201503042,,,
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < FR < fr_co,0.0013892663721070614,,,,,,,,,,5.203710551329457,,,,0.012270456871148158,,,0.26267983500489916,,,,,,,,,,,,14.60001003402886,-18.974235523541928,,,-0.32585110372442894,,,,,,,-0.018749235779468763,,,,,,,-0.491172749802088,,,,-0.26826342992632285,,,-0.0012462556431108566
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_cn,0.003922305892181822,,,,,,,,,,115.62490167553916,,,,0.005555891944095,,21.432976036014974,53.165614896225215,83.58497933447858,,,,,,,,,,,229.68635681617988,-335.19692973241297,-0.0011839980103457617,,-12.151511130482197,,,,,,,-0.4111810227931228,,,,-7.117494980222942,,,-7.070427305574894,,-36.60651905973466,,-3.2075513107405755,,,-101.74187053637002
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_cs,178.7164232363781,,,,,,,,,,11.208008974732502,,,,0.037808234325522855,,37.86493050784723,16.86635070279963,172.09748057887822,,,,,,,,,,,359.88681917194435,-651.1292658714492,-0.0010420156999505234,,-22.814400263424258,,,,,,,-0.7705854609211041,,,,-13.331615081371249,,,-13.250572498077954,,-68.587733229304,,-6.790636382025438,,,-0.001828891658619376
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_s,0.12875542963886139,,,,,,,,,,,,,76.86138473986763,54.26097832064182,,12.145349657889088,,60.49872828348766,,,,,,,,,,,148.16467036394798,-268.631507530035,-0.0012699889786736745,,-8.679130694553912,,,,,,,-0.2949766675788383,,,,-5.0683320626748465,,,-5.072395090176305,,-16.850924355711417,,-3.5774431744566497,,,-43.8843275758921
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_sar,0.005097549596446138,,,,,,,,,,19.48569263522272,,,,73.43551491474268,,2.143290366049807,,19.98373134038084,,,,,,,,,,,0.0022294007328295864,-89.21893089105014,-0.0010035040736138872,,-3.0548607995158026,,,,,,,-0.10562301414112132,,,,,,,-1.8162771102364963,,-0.008396673308994893,,-0.8569521742985462,,,-19.99385416124669
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_sic,34.70848834853111,,,,,,,,,,107.35432255841711,,,,33.21518947513707,,3.572155934523183,,57.7612286588116,,,,,,,,,,,,-197.4480224766291,-0.1568456777585132,,-6.096750165500123,,,,,,,-0.2066972011583305,,,,,,,-3.554375095214702,-0.9286632542741142,,,-2.613245927056167,,,-25.60725391950144
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < FR < fr_co,0.0015711712183021165,,,,,,,,,,5.7610791605148215,,,,0.012270228936644754,,,0.2809154898550708,,,,,,,,,,,,13.798982609954352,-18.835306809863905,,,-0.32585110197311234,,,,,,,-0.01667131649161416,,,,,,,-0.4367376068188224,,,,-0.23853263119796364,,,-0.0012648673607510725
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_cn,0.004644862506620094,,,,,,,,,,79.7820143175601,,,,0.005555845865026816,,20.91401568954965,40.594362730545804,83.58498007655157,,,,,,,,,,,229.68638916830685,-300.06421962205525,-0.0011437340771161876,,-12.151510730056323,,,,,,,-0.3656111132719454,,,,-7.117494836494023,,,-6.2868339130529405,,-36.60651894399045,,-2.8520684092630835,,,-89.12716793692553
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_cs,88.52860274082518,,,,,,,,,,,,,,0.037807630707950936,,36.94810039207856,,172.097481550327,,,,,,,,,,,408.51272741467386,-582.8830090799755,-0.0010155608355349962,,-22.814399748814434,,,,,,,-0.685183879170146,,,,-13.33161240070373,,,-11.782052901187374,,-68.58773314422592,,-6.038051344374498,,,-0.0017705519572592443
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_s,0.12537531793220352,,,,,,,,,,,,,65.42635124174606,54.260980777342446,,11.851272212628633,,60.49872863436996,,,,,,,,,,,180.31115773544272,-240.4756622837934,-0.0012372785720057861,,-8.679130249604954,,,,,,,-0.2622853240895032,,,,-5.07128806722599,,,-4.510237372524788,,-16.850924237551258,,-3.1809663121011487,,,-93.44285862784537
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_sar,0.005347965767470224,,,,,,,,,,21.176300692956165,,,,73.43551549464172,,2.0913944751522675,,19.983732115074627,,,,,,,,,,,0.0021731884029995885,-79.86770312815388,,,-3.0548620227248895,,,,,,,-0.09391714511762163,,,,,,,-1.6149847864404505,,-0.008396521497308771,,-0.7619788392416684,,,-31.292241266506085
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_sic,12.388913486061401,,,,,,,,,,140.9556920825378,,,,33.215195763843,,3.4856626919780305,,57.761228125289385,,,,,,,,,,,,-176.75307118017008,-0.1572220278718276,,-6.09674984248259,,,,,,,-0.18378959542525958,,,,,,,-3.1604547960895326,-1.0212336779387232,,,-2.323628036513465,,,-58.11129765755853
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < BE < be,0.0010716900479745119,152.25806789567937,,,,,,,,,,,,41.679702668237994,,,2.1493162488534954,221.52564913831364,,,,7.876803426421243,,152.25806878032185,,,,,,541.6798323635696,-844.9740064638697,,,-41.74722688379912,,,,,,,-1.315094032708918,,,,,,,-21.819447132154707,,-162.29712821661266,,-6.189074632241079,,,-41.094773363224434
