timestep_superordinate_dispatch,region_dispatch,technology,carrier,id,variable,value,objName
30th < 2040,EU < HR,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU,none,jetFuel,none,demand,-6.11385465864,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE,none,jetFuel,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT,none,jetFuel,none,demand,-66.8783771982,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT,none,jetFuel,none,demand,-29.63421317172,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU,none,jetFuel,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV,none,jetFuel,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL,none,jetFuel,none,demand,-215.56732251839998,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL,none,jetFuel,none,demand,-35.11510405272,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT,none,jetFuel,none,demand,-29.07317709708,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO,none,jetFuel,none,demand,-11.62351662084,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE,none,jetFuel,none,demand,-7.69626409836,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI,none,jetFuel,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK,none,jetFuel,none,demand,-2.45992740756,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,jetFuel,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,jetFuel,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,jetFuel,none,demand,-0.53226499344,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,otherBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,rawBiogas,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,refinedOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,otherBiomass < nonSolidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,otherBiomass < solidBiomass,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < ME,none,crudeOil,none,demand,-0.0,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
