timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,gen; ocgtH2Chp,gen; pvOpenspace_b,gen; onshore_c,gen; onshore_b,gen; pvInd_a,gen; runOfRiver,gen; nuclearPowerFlexChp_HTR,gen; onshore_a,stExtOut; reservoir,gen; pvOpenspace_c,gen; pvOpenspace_a,stExtOut; pumpedStorage,gen; pvInd_b,gen; nuclearPowerFlexChp_SFR,gen; offshore_a,gen; nuclearPowerFlexChp_LWR,gen; nuclearPowerFlexChp_SMR,import,demand,use; heatpumpGroundSpace,use; bevPsngRoadPub,use; heatpumpPro,use; heatpumpAirSpace,use; directAirCapture,use; eBoilerProLow,use; oberFrtRoadHeavy,use; alkElectrolysis,use; eFrtRail,use; bevFrtRoadLight,use; liquifaction,use; eBoilerDh,use; eBoilerProHigh,use; bevFrtRoadHeavy,use; resistiveHeatSpace,stExtIn; pumpedStorage,use; ePsngRail,use; heatpumpAirDh,use; bevPsngRoadPrvt,export
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < IT < it_cs,,,480.4284490599332,,,20.04370439503904,38.165532375278794,,27.852130630516104,,,,,,,511.95156855839264,,7.974437297469836,-683.5638990266798,-4.620464547168543,-9.98346044924399,-41.528401491757066,,,,-25.66682686126593,-49.00226172782851,-0.7633009539642371,-12.884636680614095,,,-12.797527674450757,,-10.01077064118536,,-6.726442617714121,-24.870975022076923,-21.58159048038699,-182.41552765547948
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < IT < it_n,,,206.15580948281817,,,169.80431564684096,136.34366415065662,77.23912586585242,281.61028498481846,,,,,,,1206.132653234593,,330.8231157726764,-1799.1771822773426,-15.380095200748356,,-118.77142578103457,,,,-73.41562519584794,-133.66099803979992,-2.183304848051544,,,,-36.59176821735933,,-2.4783342014241923,,-14.364806589190378,-14.985397044545493,,-197.100319382574
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < IT < it_sar,,,109.03904365152042,,,1.1345337943718674,3.191447481655333,,1.9802606564890497,,,,,,,19.429816368736546,,6.912175823374621,-93.66318404572952,-1.7648311806922,-1.740258546659496,-5.623446195522712,,,,-3.518209593091608,-0.0021615391733562344,-0.10462462578784985,-3.0221950090159138,,,,,,,-0.8488512068235873,-1.2994917170953506,-30.024956823204477,-0.07507679647557534
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < IT < it_sic,,,205.76562564920093,,,1.8909007480118747,8.806589705783335,,3.9337918726789334,,,,,,,105.94435171447913,,,-207.2834799071661,-1.1340333050307823,-4.450647613048591,-11.117049085248016,,,,-6.884965753822816,-3.2914932154403287,-0.20474333517440477,-4.597921867237075,,,,,-4.563704755353484,,-2.588542223260385,-14.175769411678509,-9.375239106412213,-56.674322687106304
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < NL < nl,,,25.496550741618496,141.4272524577359,,0.6239512216119986,182.71280746337285,148.81232519496172,,,,,,0.0030257309262621767,115.20121077021048,552.7851626356177,0.0023259421820056732,507.19447029256304,-1237.4299129821597,-0.0020383567426250472,-0.008791169294081216,-70.59400284509559,,-0.009545874972319804,,-92.14587211988915,-0.011295823014602524,-2.0191702465367096,-0.00885845210155575,,,-13.292974323953969,,,,-12.969356402400418,-0.009372249843002028,-0.009819890530897843,-245.7478973055923
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < PL < pl,,,243.27684659966965,163.65755338034924,,15.408630030161598,48.16085358818927,586.1978807155164,9.20958979854948,,,,,516.7778101952472,,952.6837432605122,,907.913151453288,-1790.21989239709,-24.89957107592323,-54.06283407479418,-88.70817228411944,,,,-469.5695338593459,-147.39474201483205,-29.768079908976798,-147.67580314802328,,,-4.528355156202592,,-18.239584629245062,,-11.535608749414815,-38.803585743377,-617.8803645555472,
30th < 2040,30th < 2040 < d003 < hh0017 < h0068,EU < SE < se_3,,,16.74008531853598,,,,6.033891145272545,102.36904515128798,248.21356020437776,,,,,7.315853584475452,,,,902.5193919352391,-801.6074797424363,-7.544983325654472,-3.9418110962578288,-29.827399087343384,,,,-42.32474645483645,,-3.2637470912635878,-2.9989318822321276,,,,,-3.0910985362372942,,-4.227590557444341,-80.08396473132126,-12.27904295418472,-292.0010124628001
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < AT < at,,,48.757063082873785,104.05947174485439,,259.16428799806636,67.72431381463872,,172.53741611581245,,,,,8.084533201455013,,74.44284868546039,,202.35290787250045,-689.1107840113364,-16.969353699595953,,-63.1674980564232,,,,-24.07235481860883,,-1.990825312369918,,,,,,-4.386590147779282,,-5.054658131429485,-22.422707892366404,,-109.94749929398111
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < DE < de,,,498.086884072892,1958.3400574392688,,140.04906159065268,192.0567454947738,653.6768261933296,4.393925457471091,,,,,281.3054470096606,,4582.514648775767,,485.7487602813122,-5376.998327059465,-232.16992263335408,-54.31477139883948,-409.7464909481371,-30.23129482242766,,,-285.3106279445539,-290.7337687956879,-13.440809737171756,-63.45026469192633,,,-61.79562693361897,,,,-36.65231473978653,-383.14132635869606,-118.70220405707566,-1439.4852218887129
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < DK < dk_w,,,29.474909624375297,,,,4.9562275489710235,,,,,,,4.353950530989035,,,,465.6015185039956,-163.46996510768898,-3.441857276632456,,-14.521709362516708,,,,-6.723457252600864,-0.0010268392666570206,-0.15395824462983526,,,,,,-2.426378779376098,,-1.3373752408634532,-0.0011450714315434593,,-312.30792381955695
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < ES < es,,,2864.896491448571,112.31154331586691,,54.14801081504155,,29.035295177783414,53.87193582181696,,,,,,,,,642.8945399408998,-2592.618169585462,-18.86144436605694,,-98.12594808758674,,,,-201.23940028286364,,-1.8096722487087529,,,,-18.23165687481188,,-90.79487857707338,,-11.183958162136935,-30.792530998715563,,-693.4997240171123
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < FI < fi,,,1643.7402607108331,,,,5.096529765783387,,,,,,,5.484198181328374,,67.63870346267464,,180.28589499776558,-692.2540877829232,,-18.14249498866172,-104.02274823448869,,,,-26.69029831993119,,-1.8750112962389807,-10.247578443569793,-583.845420643559,,,,,,-1.655595042584217,-43.54042043588912,-237.46980975338636,-182.5002659356309
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < FR < fr,,,272.7234145915879,885.5745425859375,,272.45590981852126,49.18320270996681,271.23282767392385,180.14410359695796,,,,,425.35665178623117,,913.7261802564112,,1538.4266640502965,-4072.850205796073,-88.71198041883922,,-146.24334364391476,-24.52091925395054,,,-158.58693881899018,-14.588734812144489,-3.0972446768616266,,,,-11.040761537535799,,,,-34.16499471533182,-255.01417396798658,,-0.0038289685218058696
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < FR < fr_co,,,44.247872921281775,,,,0.0018647357484366843,,,,,,,0.0015906978033999985,,,,0.0015788637405277938,-19.417992235732957,-2.8296156138596076,-0.7728657406700032,-0.3244501583021186,,,,-0.6479142087310223,,-0.012647503283781733,-0.4183682169616962,,,,,,,-0.18095915481006813,,-18.63774806619301,-1.0098746489645087
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < GR < gr,,,563.4174437652703,542.0387779003973,,9.893109680028672,59.886190987459145,,,,,,,0.1332802835276611,,,,134.94615651507655,-556.6595109405354,,,-18.992463521551482,,,,-25.422259421970196,-0.18052127594729364,-0.09583393426840557,,,,,,,,-0.41587768844511014,-0.6691490865401218,,-707.875799177588
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < HU < hu,,,8.537484693623108,,,2.3326363196904305,5.814264643555627,,,,,,,,,112.80709458636237,,918.5127002216581,-454.04567714884803,-16.094052242487074,,-26.331473423561853,,,,-33.68629934962476,-36.61087626665763,-2.294472165167918,,,,,,,,-2.4199023365073926,-13.87356680152992,,-462.647494457178
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < IT < it_cn,,,506.66195974103357,,,11.06189641346685,3.7051833867364197,217.3952966930119,6.052488347891784,,,,,,,62.46488819882221,,9.47209576638165,-323.174109457192,-4.729624184737475,-10.355265828484663,-21.701527793109026,,,,-9.326685039369073,-25.65093758806818,-0.2773653030374339,-18.506420110934787,,,-6.817126638398222,,,,-2.163677983695272,-24.847158265975008,-221.63207864033922,-147.63171196180213
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < IT < it_cs,,,387.36255522217425,,,19.54269371057272,0.001784326781721165,,34.423736392814156,,,,,,,517.0362187952695,,78.23420657364133,-627.7746064306286,-4.949862962887278,-7.7325265257148885,-42.36494778543941,,,,-17.478985690405395,-49.002247084490605,-0.519804279817223,-9.015879625886875,,,-13.331017800778792,,-9.676768406393755,,-4.580675082972035,-24.870979970013963,-11.703308102544748,-213.59973292451826
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < IT < it_n,,,306.5199773930924,,,165.55990442645788,55.12536345384919,99.4915381367889,214.14417695411646,,,,,,,1044.3095883103922,,334.2684527233117,-1652.3367443941565,-20.87622572797332,,-116.02660085188958,,,,-49.99568778745021,-133.3863456800287,-1.4868201045325264,,,,-36.43097035975945,,-1.996402855217593,,-9.782364223479865,,,-197.10051810784495
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < IT < it_sar,,,155.3906842653217,,,1.1061746505073011,0.0018145165934732753,,1.4905824128800271,,,,,,,17.71710470317203,,4.242694027789271,-86.01883245307585,-1.838260692552954,-2.164460044984331,-5.734387980675021,,,,-2.395883817890148,-0.0021764780833754853,-0.07124886714257637,-4.106088813936209,,,,,,,-0.5780635907021132,-1.2994938070213267,-75.7375234448655,-0.0026209291217720258
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < IT < it_sic,,,162.5140235020065,,,1.8436358909926465,0.0018484782175420189,,12.957431136943033,,,,,,,67.47083710295702,,0.10347454691284357,-190.3659704726646,-3.1151834595566106,,-11.339713518536515,,,,-4.6886285765074405,,-0.1394292268796171,,,,,,-19.300930530869316,,-1.7627848087313933,-14.175736191205951,,
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < NL < nl,,,60.708461699383385,343.3069318886078,,0.6225533312445779,81.69404584484988,347.41990462938935,,,,,,0.0029908169314389332,249.0888442520501,509.2244796804323,0.002308324354425238,507.1945667808585,-1163.9768582854172,-11.646849075084681,-8.131655611079577,-70.10851357983978,,-4.775297433134531,,-62.750895890604454,-327.1852508656706,-1.3750452300345932,-18.830870131504312,,,-13.716468991556388,,,,-8.832069355383645,-30.768342555734158,-317.20964201944383,-59.957166489382324
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < PL < pl,,,246.48203168898885,283.3979066440424,,17.582002677844315,46.61585295953477,724.6922352811742,10.013950807452487,,,,,438.135958105152,,711.4853710217546,,876.8452626687679,-1725.0063998720568,-74.66315899624719,-57.41503937110092,-87.29716736314192,,,,-319.7745949408344,-92.26376669047092,-20.2719192977089,-166.6027045763716,,,-4.5258960651365285,,-26.61290955784893,,-7.855694096936459,-38.803576730130715,-734.1576702523905,
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,EU < SE < se_3,,,25.55187433583394,,,,23.52414579184678,159.68936340677953,231.9636454780505,,,,,54.75352741240074,,,,871.7941393536711,-795.2059952777475,-3.11802469026698,-5.98183168619999,-29.46349123362697,,,,-28.822948844937002,,-2.2225960775614495,-4.281881298410196,,,,,-1.5963280947675904,,-2.8789688440208705,-80.08416048962262,-121.6196166640943,-292.0008431157624
30th < 2040,30th < 2040 < d003 < hh0018 < h0069,nonEU < UK < uk,,,125.21504814256424,463.6434966794914,,31.614442718424236,151.86770151177677,1351.7995268646175,,,,,,2393.960778862538,,554.9973534744313,0.0011128818102537784,453.1361886788492,-3147.0138686006244,-43.57212540549073,-36.93389776094095,-150.0105045201848,-22.298527201483815,-41.731908699864725,,-142.926308905432,-1445.6104526238128,-2.616580330363296,-59.89561237815769,,,,,,,-24.583843552324755,-80.3158882526327,-120.08961186383829,-208.63624466505297
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < AT < at,,,98.82886358579307,156.71443647512763,,249.43582251685837,69.55327189159793,,97.89899013730673,,,,,8.103755838720806,,74.41073368975759,,202.35282022999957,-700.4839736203814,-16.529037752109673,,-63.17188035903841,,,,-31.68435218916441,,-2.620350639542339,,,,,,-4.402063834439794,,-6.653007968635905,-21.781948856033562,,-109.97146106033892
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < DE < de,,,333.77787757619166,1453.0124834025173,,134.9211002864167,367.22735611802864,470.66566427678237,3.7074427268123435,,,,,287.18256182723854,,5343.46550589476,,485.1025317014847,-5640.589494986021,-88.71245356946935,-44.208827277430814,-408.18120746838895,-24.62240715343961,,,-375.5296267118304,-230.17081903365954,-17.69097176529203,-48.83225387742448,,,-61.76519392617076,,,,-48.242262026885996,-383.14131701888755,-65.53255364876937,-1441.8435132645918
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < DK < dk_w,,,19.85817041575977,,,,9.229379002439623,,,,,,,7.046648346197995,,,,465.60156209682225,-171.48358839762062,-2.3095898395658905,,-14.505114101892104,,,,-8.849503470907575,-0.0010169232047613672,-0.20264188036586697,,,,,,-1.7399818973086392,,-1.7602710021468133,-0.001139290551341965,,-300.88109479456256
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < ES < es,,,2389.410377273103,149.61271901826572,,53.58355748588132,,33.06795930195757,204.0391259010515,,,,,,,,,693.4296234467237,-2961.5015144477934,,,-98.12592287305159,,,,-264.8739635546371,,-2.381914578241455,,,,-18.23163878563878,,,,-14.720473835991145,,,-163.30633673824772
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < FI < fi,,,1949.8085039201187,,,,0.001393605278244238,,,,,,,0.0013130054298961624,,40.58536769615806,,90.95904829739719,-717.2130172571453,-38.55148157157299,-19.112791113192383,-106.662961389484,,,,-35.13012409358608,,-2.467914697849691,-10.7956436205431,-615.8625228281888,,,,,-2.2148161804153896,-2.1791161191809194,-43.54047932177423,-250.17004699491883,-237.4542824211856
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < FR < fr,,,274.8624132445522,1026.020136975267,,263.54667815174025,75.63657495373299,243.19149756595584,201.75560551782962,,,,,454.8632021407627,,1003.3767412921998,,1234.407669245263,-4247.52902343263,-31.736367794925087,,-145.99874657134515,-16.369364668785497,,,-208.73422895287567,-13.223173634571646,-4.076634458787434,,,,-11.033518891069384,,,,-44.96841847249214,-53.98896270511658,,-0.001799262304808072
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < FR < fr_co,,,15.357235109807435,,,,0.003383159416588887,,,,,,,0.002959558694057153,,,,6.537984798593849,-20.250802614854273,-0.0014615696999460295,-0.07543331087670845,-0.3234252968015193,,,,-0.8527932615021117,,-0.016646811306020474,-0.06460100618175277,,,,,,,-0.23818083590324354,,-0.07584783759582059,-0.0017972443828747089
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < GR < gr,,,606.8666527850847,629.3302749089487,,9.728750884917037,1.4650166890198437,,,,,,,0.12093586550400702,,,,13.37758899271816,-581.2804782201313,,,-19.539851251247608,,,,-33.461114504150416,-0.2183367156916368,-0.1261378933599847,,,,,,,,-0.5473837207701961,-8.624651088354865,,-617.0878017141633
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < HU < hu,,,26.543629724358034,,,2.473814970326251,26.181042213489253,,,,,,,,,135.24413345658718,,856.7904285999931,-466.94123023619045,-2.7336564408923567,,-26.131143086963757,,,,-44.33835329304992,-35.13465771985522,-3.0200146482227823,,,,,,,,-3.185107500742343,-3.1011338367504964,,-462.647404993499
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < IT < it_cn,,,383.1683832025721,,,10.749404640198822,3.914810550376542,182.5121487218268,5.891586512124141,,,,,,,64.33223704332786,,9.49710620901812,-342.21426353288314,-4.183287787019022,-8.912768290526158,-21.69169412741232,,,,-12.275906356960983,-24.8146922474391,-0.3650718848535254,-14.002207175797215,,,-6.813441044513881,,,,-2.8478616145333135,-24.847155443090468,-49.465030784362526,-147.63208798780212
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < IT < it_cs,,,349.6908776807539,,,18.99062491558475,0.0017662014994253368,,34.01361245161003,,,,,,,520.8827135858104,,196.4026210536093,-664.7606300057287,-4.285752702223223,-6.353513004112056,-42.36495420649166,,,,-23.00607243027398,-49.002270907953275,-0.6841732765766728,-7.209542544083456,,,-13.331020260351158,,-7.621093946117288,,-6.029145203560248,-24.87098166036791,-8.88400714862917,-261.5790680249484
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < IT < it_n,,,260.77567335091777,,,160.88294433479015,68.3780546046209,91.96362410417407,249.41514472950544,,,,,,,1151.19131501056,,349.92095137679945,-1749.685960428305,-17.771974866367152,,-115.91433498245868,,,,-65.80498633114716,-133.04256892428347,-1.9569723107239119,,,,-36.41335304564476,,-1.9610240146153164,,-12.875677333395592,,,-197.1005168165629
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < IT < it_sar,,,43.19057639845462,,,1.074925453327062,0.0018326894724047357,,1.9553033038960705,,,,,,,19.611471902032893,,51.02401666565478,-91.08672550326037,-1.3047751335618647,-1.4084281493505464,-5.734392572761369,,,,-3.1534940084743375,-0.002068034384909104,-0.0937787024424907,-1.933837265899564,,,,,,,-0.7608549530592711,-1.299494222525231,-3.4814715211962097,-6.5986157447127605
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < IT < it_sic,,,35.98247534253913,,,1.7915538944914517,0.0017467544801923049,,20.908762821566047,,,,,,,111.93261326921412,,65.37220168566323,-201.58158862554203,-0.10707172526591834,,-11.339812924956282,,,,-6.1712350213200935,,-0.183518594803265,,,,,,-0.1073963732582909,,-2.3202007088387573,-14.175743929339198,,
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < NL < nl,,,46.43839469584613,257.6633051055038,,0.6238244167439058,111.98222145743748,270.9882236666697,,,,,,0.002994387308600016,189.7171714323632,517.3509206925903,0.0023090793092487454,507.1945633402082,-1235.0990717683244,-10.572317635527861,-8.362270606199601,-70.09143672471474,,-4.6791327323891805,,-82.59356014670122,-236.61600190052883,-1.8098527407367477,-18.610547262665317,,,-13.712180018590002,,,,-11.62488664377679,-25.77921951910643,-146.38045600370776,-36.03277227364504
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < PL < pl,,,232.48908269871526,188.1584958357185,,18.752915090466157,97.4810489150539,509.093560886786,10.056610972263158,,,,,511.65487000334747,,943.3244668409022,,694.2982318520096,-1817.3400172221197,-25.452316878354843,-43.38752398309906,-87.17529860538788,,,,-420.8915564596319,-40.68313539317007,-26.68216862948545,-115.16404910762608,,,-4.5252815714212336,,-15.573042769757267,,-10.339768599009833,-38.80357706923743,-559.290844674715,
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,EU < SE < se_3,,,41.71359759478305,,,,22.473034902257393,237.7096900351694,229.6880012937422,,,,,49.42354067955018,,,,859.9247863761493,-823.8768124010176,-3.150362677951373,-6.354778861031046,-29.463310960232278,,,,-37.93714695611281,,-2.9254103898997816,-4.531670528702176,,,,,-1.6061683890840084,,-3.789336917096024,-80.08416752305851,-155.21259074847114,-292.00087402198693
30th < 2040,30th < 2040 < d003 < hh0018 < h0070,nonEU < UK < uk,,,223.02779791051745,564.0203878752673,,44.88559697081694,97.29753545938298,2628.2630760642814,,,,,,2207.870357879272,,537.1657148469524,0.0011098154469595962,438.9265781155767,-3414.186486454671,-64.38883729274083,-45.30361711794921,-151.8175542593203,-27.89627178479955,-51.247252815887514,,-188.12150047557014,-1445.6104802835737,-3.4439776807536275,-85.77514411307838,,,,,,,-32.35758043384437,-165.24255079535737,-739.3154579227846,-326.75118794072046
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < AT < at,,,101.48430042783869,189.83569402468274,,244.31066484612103,46.90427479854031,,33.900046326535346,,,,,7.706401247674925,,73.78372217129233,,202.3528318154903,-633.4756435647271,-20.76191417135281,,-63.19405309102295,,,,-31.502995851707336,,-2.6053521572630247,,,,,,-4.629911315840787,,-6.6149271787538515,-27.53019982971844,,-109.96224706142453
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < DE < de,,,582.7754527523471,2038.4352338052568,,131.72484043853768,190.0834442778664,558.8543652557975,2.819880914265743,,,,,281.05702485464695,,4504.961101236456,,484.6131923992692,-5233.185819663738,-238.92022547976617,-59.35841251214407,-409.7871220368842,-30.37357107759842,,,-373.38015313886655,-292.8030680508059,-17.589711375738997,-68.95291654195474,,,-61.79749244321071,,,,-47.96613077131834,-383.1413269549382,-118.94011484753325,-1439.1291884939094
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < DK < dk_w,,,55.3688477044872,,,,2.8282622559414206,,,,,,,2.6773284911438027,,,,465.6015877510114,-159.0978183938387,-19.976428920178076,,-14.547998110658785,,,,-8.798850280076474,-0.0010844585715929656,-0.20148198954597077,,,,,,-7.604962071199431,,-1.7501954828502433,-0.0011722465776114856,,-314.4942683281538
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < ES < es,,,2446.1308859357546,183.44573249277488,,51.670580067437314,,46.908803987401505,27.8855555388471,,,,,,,,,813.9409891408696,-2907.9380647585726,,,-98.12592252673383,,,,-263.3578659039351,,-2.3682808671443656,,,,-18.231636786133386,,,,-14.636216117714646,,,-265.32266371784306
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < FI < fi,,,1285.3004862021396,,,,5.604847856642641,,,,,,,5.976800453842043,,67.63873007499512,,188.21037537217697,-692.3543333674749,,-20.166430514524667,-103.84419497610642,,,,-34.92904469003734,,-2.453788735352923,-11.39077812762883,-195.42249319754123,,,,,,-2.166643195135987,-43.540409608396196,-263.96131338454484,-182.50032009073334
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < FR < fr,,,294.71014340402513,1427.9393934166158,,252.3302880471489,45.77839008560808,485.83656049966913,30.44719481236485,,,,,415.53642652057727,,829.5985740164983,,1158.7892616293936,-4051.099149168929,-133.64236054475177,,-146.26388351658983,-26.68151844155801,,,-207.53946647078962,-16.549605664053733,-4.053300432887744,,,,-11.042580020164948,,,,-44.71102619169948,-299.3810881153036,,-0.001849640221861225
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < FR < fr_co,,,21.63551903963682,,,,0.0033630966084776054,,,,,,,0.002935386518930293,,,,0.07537378251478508,-19.31429044772419,-0.001522782728727193,-0.23641284516460942,-0.32343162054928765,,,,-0.8479120046094114,,-0.01655152752963853,-0.14205488818199186,,,,,,,-0.23681752559176908,,-0.5958360091632067,-0.0018109604760271898
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < GR < gr,,,771.9924323074865,747.0248087602525,,9.663552311203343,0.0017262755211773062,,,,,,,0.0020312411319868854,,,,0.0013461826991514687,-536.122944069752,-9.374925783147743,-0.021141537723564398,-20.138805727960797,,,,-33.26958825366958,-1.0400981807638072,-0.12541589954367618,-0.020155235459848538,,,,,-4.905940721304325,,-0.5442505809101846,-35.44991736100345,-0.021540533794110552,-887.650528345463
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < HU < hu,,,35.01234941254616,,,2.533134223156278,6.407206738002016,,,,,,,,,125.95001378518351,,847.060891251366,-422.27209803358943,-9.331721083370137,,-26.300601001593005,,,,-44.084567408014365,-36.49186133385745,-3.0027285508963004,,,,,,,,-3.166876437430932,-9.665328979621988,,-462.6474587036215
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < IT < it_cn,,,469.6215830656206,,,10.413476661830485,3.7522588533751273,204.55487213809127,3.881092710333701,,,,,,,63.06671110370454,,30.947135186685212,-306.54188083897253,-4.546204240932257,-10.754536951308255,-21.69807043021505,,,,-12.20564096530731,-25.469898073078504,-0.36298226977948794,-18.552064185657798,,,-6.816125316536411,,,,-2.8315608945781494,-24.847158412343635,-203.9785478828602,-147.63215461228296
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < IT < it_cs,,,480.31220113031645,,,18.397152167912438,0.0017591257248032364,,6.113828693267915,,,,,,,348.1325872850462,,277.42479724180345,-595.466044360466,-7.944535902830318,-18.316694199836434,-42.36494134876796,,,,-22.874389225570376,-49.002287008595445,-0.6802571744299358,-28.219731503721363,,,-13.331018895967174,,-29.299846021174506,,-5.994635307773629,-24.8709829183624,-123.29054197687758,-168.72621424495458
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < IT < it_n,,,335.14176642017964,,,155.8552223906685,57.07345879311179,115.53860577875568,73.45532209433239,,,,,,,1080.830579428993,,334.62415200596934,-1567.2988602232779,-20.162579230585553,,-116.01359685802001,,,,-65.42832875468228,-133.343396195855,-1.9457709035226882,,,,-36.42711298692652,,-1.9965538750587006,,-12.80197894532306,,,-197.1005120746474
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < IT < it_sar,,,65.07714412741463,,,1.0413326243478593,0.0018401047329968869,,0.9916575677740717,,,,,,,18.891587197492434,,22.366687414384828,-81.59185379059913,-1.556937499647122,-1.860530968243917,-5.734388390126976,,,,-3.135443895909141,-0.002099326614292742,-0.09324192763627377,-2.9684904155384904,,,,,,,-0.7564999368418308,-1.299493690067456,-9.294307240066683,-0.0765515843066176
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < IT < it_sic,,,34.74850873570458,,,1.735565830432127,0.0017405888299627148,,3.4748916731216157,,,,,,,111.93180506207703,,63.03639705794106,-180.5687427573975,-0.10852830887443357,,-11.33981396189773,,,,-6.135911825366091,,-0.18246816271583946,,,,,,-0.10785895862251303,,-2.3069202383968146,-14.1757430796203,,
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < NL < nl,,,97.28501349555938,567.5327942200053,,0.627417332971173,53.01540153300946,545.4011742135858,,,,,,0.0029814118243567953,443.46801523807284,455.30088120139186,0.002302811765768456,507.19455934956943,-1196.3840584209806,-14.428361020229932,-9.6787652450237,-70.2092216880923,,-4.981839534433407,,-82.12080736714874,-423.8061019622825,-1.7994934232276805,-23.99571653207462,,,-13.72437656508874,,,,-11.55834758839443,-51.54636454800536,-668.3225067699963,-97.27439194723355
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < PL < pl,,,156.34818011714648,222.72635901032683,,21.38738968067462,92.491063203084,470.5922478062394,10.521725301477371,,,,,510.7645993946886,,942.1892947858794,,747.0359811034559,-1660.664691280462,-26.420211080142483,-47.029019380229876,-87.1703565632073,,,,-418.4824382081236,-42.39179035645924,-26.529444018006387,-130.09976378631842,,,-4.525231826927403,,-15.871212386641735,,-10.280585360795753,-38.80357691532403,-665.787847021237,
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,EU < SE < se_3,,,88.69267025956454,,,,15.079381778266779,392.5563304413052,114.19018628541416,,,,,24.07674546648588,,,,870.1069704840438,-795.3211493681929,-3.599354429032751,-7.718109808122594,-29.473641576934774,,,,-37.72000058731678,,-2.908665792733848,-5.301695923721698,,,,,-1.7212026545416863,,-3.7676473379443802,-80.08424674067926,-257.17248992296726,-279.914101375236
30th < 2040,30th < 2040 < d003 < hh0018 < h0071,nonEU < UK < uk,,,226.8530775447646,759.6598235484009,,47.61093625419946,93.36685945915914,2701.200657814104,,,,,,2135.833516808852,,534.065801182796,0.001106195701990548,553.1735230816946,-3250.694681201602,-68.32117818908469,-48.83756513664223,-152.05658273502672,-28.848774381375566,-52.34338519383269,,-187.04472206711495,-1445.6105144669618,-3.424264884521075,-94.03375002781044,,,,,,,-32.17237064191238,-187.3101129020649,-1349.4161601991948,-151.65118435212156
