region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,IT,it_s,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,IT,it_sar,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,IT,it_sar,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,IT,it_sic,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,IT,it_sic,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,LT,lt,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,LT,lt,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,LU,lu,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,LU,lu,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,LV,lv,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,LV,lv,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,NL,nl,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,NL,nl,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,PL,pl,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,PL,pl,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,PT,pt,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,PT,pt,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,RO,ro,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,RO,ro,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,SE,se_1,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,SE,se_1,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,SE,se_2,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,SE,se_2,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,SE,se_3,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,SE,se_3,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,SE,se_4,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,SE,se_4,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,SI,si,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,SI,si,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,SK,sk,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,SK,sk,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,AL,al,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,AL,al,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,BA,ba,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,BA,ba,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,CH,ch,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,CH,ch,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,ME,me,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,ME,me,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,MK,mk,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,MK,mk,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,NO,no_m,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,NO,no_m,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,NO,no_n,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,NO,no_n,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,NO,no_s,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,NO,no_s,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,RS,rs,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,RS,rs,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,UK,ni,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,UK,ni,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
nonEU,UK,uk,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
nonEU,UK,uk,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
