region_4,technology_3,timestep_2,parameter,value
77LT,bevFrtRoadLight,2020,capaConvResi,0.00057
78LV,bevFrtRoadLight,2020,capaConvResi,0.00011
79NO,bevFrtRoadLight,2020,capaConvResi,0.00089
80NO,bevFrtRoadLight,2020,capaConvResi,0.00206
81NO,bevFrtRoadLight,2020,capaConvResi,0.0042
82NO,bevFrtRoadLight,2020,capaConvResi,0.00795
83NO,bevFrtRoadLight,2020,capaConvResi,0.00211
84NO,bevFrtRoadLight,2020,capaConvResi,0.00176
85NO,bevFrtRoadLight,2020,capaConvResi,0.00026
86SE,bevFrtRoadLight,2020,capaConvResi,0.00021
87SE,bevFrtRoadLight,2020,capaConvResi,0.00067
88SE,bevFrtRoadLight,2020,capaConvResi,0.00626
89SE,bevFrtRoadLight,2020,capaConvResi,0.00145
90UK,bevFrtRoadLight,2020,capaConvResi,0.02001
91UK,bevFrtRoadLight,2020,capaConvResi,0.00269
92UK,bevFrtRoadLight,2020,capaConvResi,0.01227
93UK,bevFrtRoadLight,2020,capaConvResi,0.00333
94UK,bevFrtRoadLight,2020,capaConvResi,0.00217
95UK,bevFrtRoadLight,2020,capaConvResi,0.00048
96IE,bevFrtRoadLight,2020,capaConvResi,0.71983
98IT,bevFrtRoadLight,2020,capaConvResi,0.13564
99FR,bevFrtRoadLight,2020,capaConvResi,0.00035
01ES,bevPsngRoadPrvt,2020,capaConvResi,0.06066
02ES,bevPsngRoadPrvt,2020,capaConvResi,0.04175
03ES,bevPsngRoadPrvt,2020,capaConvResi,0.0305
04ES,bevPsngRoadPrvt,2020,capaConvResi,0.05868
05ES,bevPsngRoadPrvt,2020,capaConvResi,0.01932
06ES,bevPsngRoadPrvt,2020,capaConvResi,0.11974
07ES,bevPsngRoadPrvt,2020,capaConvResi,0.14122
08ES,bevPsngRoadPrvt,2020,capaConvResi,0.03448
09ES,bevPsngRoadPrvt,2020,capaConvResi,0.07552
10ES,bevPsngRoadPrvt,2020,capaConvResi,0.04337
11ES,bevPsngRoadPrvt,2020,capaConvResi,0.12699
12PT,bevPsngRoadPrvt,2020,capaConvResi,0.09115
13PT,bevPsngRoadPrvt,2020,capaConvResi,0.09022
14FR,bevPsngRoadPrvt,2020,capaConvResi,0.2544
15FR,bevPsngRoadPrvt,2020,capaConvResi,0.13609
16FR,bevPsngRoadPrvt,2020,capaConvResi,0.2356
17FR,bevPsngRoadPrvt,2020,capaConvResi,0.16239
18FR,bevPsngRoadPrvt,2020,capaConvResi,0.16114
19FR,bevPsngRoadPrvt,2020,capaConvResi,0.18173
20FR,bevPsngRoadPrvt,2020,capaConvResi,0.1469
21FR,bevPsngRoadPrvt,2020,capaConvResi,0.20622
22FR,bevPsngRoadPrvt,2020,capaConvResi,0.06916
23FR,bevPsngRoadPrvt,2020,capaConvResi,0.69106
24FR,bevPsngRoadPrvt,2020,capaConvResi,0.08107
25FR,bevPsngRoadPrvt,2020,capaConvResi,0.21312
26FR,bevPsngRoadPrvt,2020,capaConvResi,0.24372
27FR,bevPsngRoadPrvt,2020,capaConvResi,0.02721
28BE,bevPsngRoadPrvt,2020,capaConvResi,0.35855
29LU,bevPsngRoadPrvt,2020,capaConvResi,0.02239
31DE,bevPsngRoadPrvt,2020,capaConvResi,0.0926
32DE,bevPsngRoadPrvt,2020,capaConvResi,0.04842
33DE,bevPsngRoadPrvt,2020,capaConvResi,0.1202
34DE,bevPsngRoadPrvt,2020,capaConvResi,0.05886
35DE,bevPsngRoadPrvt,2020,capaConvResi,0.08808
36DE,bevPsngRoadPrvt,2020,capaConvResi,0.06501
37DE,bevPsngRoadPrvt,2020,capaConvResi,0.10307
38DK,bevPsngRoadPrvt,2020,capaConvResi,0.0559
39CZ,bevPsngRoadPrvt,2020,capaConvResi,0.00692
40CZ,bevPsngRoadPrvt,2020,capaConvResi,0.00437
41PL,bevPsngRoadPrvt,2020,capaConvResi,0.01874
42PL,bevPsngRoadPrvt,2020,capaConvResi,0.01347
43PL,bevPsngRoadPrvt,2020,capaConvResi,0.01876
44PL,bevPsngRoadPrvt,2020,capaConvResi,0.01734
45PL,bevPsngRoadPrvt,2020,capaConvResi,0.01345
46SK,bevPsngRoadPrvt,2020,capaConvResi,0.01092
47CH,bevPsngRoadPrvt,2020,capaConvResi,0.30108
48CH,bevPsngRoadPrvt,2020,capaConvResi,0.04608
49AT,bevPsngRoadPrvt,2020,capaConvResi,0.04892
50AT,bevPsngRoadPrvt,2020,capaConvResi,0.05784
51AT,bevPsngRoadPrvt,2020,capaConvResi,0.11596
52IT,bevPsngRoadPrvt,2020,capaConvResi,0.33441
53IT,bevPsngRoadPrvt,2020,capaConvResi,0.09103
54IT,bevPsngRoadPrvt,2020,capaConvResi,0.23378
55IT,bevPsngRoadPrvt,2020,capaConvResi,0.1386
56IT,bevPsngRoadPrvt,2020,capaConvResi,0.06792
57SI,bevPsngRoadPrvt,2020,capaConvResi,0.01029
58HU,bevPsngRoadPrvt,2020,capaConvResi,0.02012
59RO,bevPsngRoadPrvt,2020,capaConvResi,0.00988
60RO,bevPsngRoadPrvt,2020,capaConvResi,0.01748
61RO,bevPsngRoadPrvt,2020,capaConvResi,0.01054
62HR,bevPsngRoadPrvt,2020,capaConvResi,0.00252
63BA,bevPsngRoadPrvt,2020,capaConvResi,0.00535
64ME,bevPsngRoadPrvt,2020,capaConvResi,0.00192
65RS,bevPsngRoadPrvt,2020,capaConvResi,0.01342
66BG,bevPsngRoadPrvt,2020,capaConvResi,0.02602
67MK,bevPsngRoadPrvt,2020,capaConvResi,0.00027
68GR,bevPsngRoadPrvt,2020,capaConvResi,0.03573
69GR,bevPsngRoadPrvt,2020,capaConvResi,0.08789
70AL,bevPsngRoadPrvt,2020,capaConvResi,0.00401
72DK,bevPsngRoadPrvt,2020,capaConvResi,0.05505
73EE,bevPsngRoadPrvt,2020,capaConvResi,0.02269
74FI,bevPsngRoadPrvt,2020,capaConvResi,0.02644
75FI,bevPsngRoadPrvt,2020,capaConvResi,0.15933
77LT,bevPsngRoadPrvt,2020,capaConvResi,0.0624
78LV,bevPsngRoadPrvt,2020,capaConvResi,0.00375
79NO,bevPsngRoadPrvt,2020,capaConvResi,0.21667
80NO,bevPsngRoadPrvt,2020,capaConvResi,0.13304
81NO,bevPsngRoadPrvt,2020,capaConvResi,0.19816
82NO,bevPsngRoadPrvt,2020,capaConvResi,1.12182
83NO,bevPsngRoadPrvt,2020,capaConvResi,0.27857
84NO,bevPsngRoadPrvt,2020,capaConvResi,0.19451
85NO,bevPsngRoadPrvt,2020,capaConvResi,0.02503
86SE,bevPsngRoadPrvt,2020,capaConvResi,0.0182
87SE,bevPsngRoadPrvt,2020,capaConvResi,0.06624
88SE,bevPsngRoadPrvt,2020,capaConvResi,0.44243
89SE,bevPsngRoadPrvt,2020,capaConvResi,0.09133
90UK,bevPsngRoadPrvt,2020,capaConvResi,0.58142
91UK,bevPsngRoadPrvt,2020,capaConvResi,0.26274
92UK,bevPsngRoadPrvt,2020,capaConvResi,0.91253
93UK,bevPsngRoadPrvt,2020,capaConvResi,0.28393
94UK,bevPsngRoadPrvt,2020,capaConvResi,0.16896
95UK,bevPsngRoadPrvt,2020,capaConvResi,0.09842
96IE,bevPsngRoadPrvt,2020,capaConvResi,0.02091
98IT,bevPsngRoadPrvt,2020,capaConvResi,0.03021
99FR,bevPsngRoadPrvt,2020,capaConvResi,0.01956
01ES,bevPsngRoadPub,2020,capaConvResi,0.00209
02ES,bevPsngRoadPub,2020,capaConvResi,0.00175
03ES,bevPsngRoadPub,2020,capaConvResi,0.00132
04ES,bevPsngRoadPub,2020,capaConvResi,0.00201
05ES,bevPsngRoadPub,2020,capaConvResi,0.00083
06ES,bevPsngRoadPub,2020,capaConvResi,0.00479
07ES,bevPsngRoadPub,2020,capaConvResi,0.0051
08ES,bevPsngRoadPub,2020,capaConvResi,0.00164
09ES,bevPsngRoadPub,2020,capaConvResi,0.00352
10ES,bevPsngRoadPub,2020,capaConvResi,0.00202
11ES,bevPsngRoadPub,2020,capaConvResi,0.00594
12PT,bevPsngRoadPub,2020,capaConvResi,0.00194
13PT,bevPsngRoadPub,2020,capaConvResi,0.00192
14FR,bevPsngRoadPub,2020,capaConvResi,0.00669
15FR,bevPsngRoadPub,2020,capaConvResi,0.00354
16FR,bevPsngRoadPub,2020,capaConvResi,0.0065
17FR,bevPsngRoadPub,2020,capaConvResi,0.00488
18FR,bevPsngRoadPub,2020,capaConvResi,0.00404
19FR,bevPsngRoadPub,2020,capaConvResi,0.00454
20FR,bevPsngRoadPub,2020,capaConvResi,0.00367
21FR,bevPsngRoadPub,2020,capaConvResi,0.00577
22FR,bevPsngRoadPub,2020,capaConvResi,0.00218
23FR,bevPsngRoadPub,2020,capaConvResi,0.01124
24FR,bevPsngRoadPub,2020,capaConvResi,0.00205
25FR,bevPsngRoadPub,2020,capaConvResi,0.00596
26FR,bevPsngRoadPub,2020,capaConvResi,0.0083
27FR,bevPsngRoadPub,2020,capaConvResi,0.00095
28BE,bevPsngRoadPub,2020,capaConvResi,0.00375
29LU,bevPsngRoadPub,2020,capaConvResi,0.00412
31DE,bevPsngRoadPub,2020,capaConvResi,0.00647
32DE,bevPsngRoadPub,2020,capaConvResi,0.00316
33DE,bevPsngRoadPub,2020,capaConvResi,0.00872
34DE,bevPsngRoadPub,2020,capaConvResi,0.00384
35DE,bevPsngRoadPub,2020,capaConvResi,0.00593
36DE,bevPsngRoadPub,2020,capaConvResi,0.00571
37DE,bevPsngRoadPub,2020,capaConvResi,0.00687
38DK,bevPsngRoadPub,2020,capaConvResi,0.00053
41PL,bevPsngRoadPub,2020,capaConvResi,0.00929
42PL,bevPsngRoadPub,2020,capaConvResi,0.00576
43PL,bevPsngRoadPub,2020,capaConvResi,0.00871
44PL,bevPsngRoadPub,2020,capaConvResi,0.00901
45PL,bevPsngRoadPub,2020,capaConvResi,0.00609
46SK,bevPsngRoadPub,2020,capaConvResi,0.00194
47CH,bevPsngRoadPub,2020,capaConvResi,0.01172
48CH,bevPsngRoadPub,2020,capaConvResi,0.00155
49AT,bevPsngRoadPub,2020,capaConvResi,0.00899
50AT,bevPsngRoadPub,2020,capaConvResi,0.01327
51AT,bevPsngRoadPub,2020,capaConvResi,0.01486
52IT,bevPsngRoadPub,2020,capaConvResi,0.04593
53IT,bevPsngRoadPub,2020,capaConvResi,0.01069
54IT,bevPsngRoadPub,2020,capaConvResi,0.02071
55IT,bevPsngRoadPub,2020,capaConvResi,0.01079
56IT,bevPsngRoadPub,2020,capaConvResi,0.00841
57SI,bevPsngRoadPub,2020,capaConvResi,0.00114
58HU,bevPsngRoadPub,2020,capaConvResi,0.00452
59RO,bevPsngRoadPub,2020,capaConvResi,0.00027
60RO,bevPsngRoadPub,2020,capaConvResi,0.00043
61RO,bevPsngRoadPub,2020,capaConvResi,0.00024
62HR,bevPsngRoadPub,2020,capaConvResi,0.00061
63BA,bevPsngRoadPub,2020,capaConvResi,0.00024
64ME,bevPsngRoadPub,2020,capaConvResi,0.00001
65RS,bevPsngRoadPub,2020,capaConvResi,0.00059
66BG,bevPsngRoadPub,2020,capaConvResi,1.69737
68GR,bevPsngRoadPub,2020,capaConvResi,0.00615
69GR,bevPsngRoadPub,2020,capaConvResi,0.01704
70AL,bevPsngRoadPub,2020,capaConvResi,0.00018
72DK,bevPsngRoadPub,2020,capaConvResi,0.0004
73EE,bevPsngRoadPub,2020,capaConvResi,0.00011
74FI,bevPsngRoadPub,2020,capaConvResi,0.00032
75FI,bevPsngRoadPub,2020,capaConvResi,0.002
77LT,bevPsngRoadPub,2020,capaConvResi,0.03524
78LV,bevPsngRoadPub,2020,capaConvResi,0.0294
79NO,bevPsngRoadPub,2020,capaConvResi,0.00036
80NO,bevPsngRoadPub,2020,capaConvResi,0.00038
81NO,bevPsngRoadPub,2020,capaConvResi,0.0003
82NO,bevPsngRoadPub,2020,capaConvResi,0.00098
83NO,bevPsngRoadPub,2020,capaConvResi,0.00029
84NO,bevPsngRoadPub,2020,capaConvResi,0.00026
85NO,bevPsngRoadPub,2020,capaConvResi,0.00004
86SE,bevPsngRoadPub,2020,capaConvResi,0.00054
87SE,bevPsngRoadPub,2020,capaConvResi,0.00188
88SE,bevPsngRoadPub,2020,capaConvResi,0.01223
89SE,bevPsngRoadPub,2020,capaConvResi,0.00364
90UK,bevPsngRoadPub,2020,capaConvResi,0.00781
91UK,bevPsngRoadPub,2020,capaConvResi,0.00265
92UK,bevPsngRoadPub,2020,capaConvResi,0.01044
93UK,bevPsngRoadPub,2020,capaConvResi,0.00288
94UK,bevPsngRoadPub,2020,capaConvResi,0.00147
95UK,bevPsngRoadPub,2020,capaConvResi,0.00092
98IT,bevPsngRoadPub,2020,capaConvResi,0.00268
99FR,bevPsngRoadPub,2020,capaConvResi,0.00042
01ES,cngPsngRoadPrvt,2020,capaConvResi,0.00097
02ES,cngPsngRoadPrvt,2020,capaConvResi,0.00067
03ES,cngPsngRoadPrvt,2020,capaConvResi,0.00049
04ES,cngPsngRoadPrvt,2020,capaConvResi,0.00094
05ES,cngPsngRoadPrvt,2020,capaConvResi,0.00031
06ES,cngPsngRoadPrvt,2020,capaConvResi,0.00192
07ES,cngPsngRoadPrvt,2020,capaConvResi,0.00226
08ES,cngPsngRoadPrvt,2020,capaConvResi,0.00056
09ES,cngPsngRoadPrvt,2020,capaConvResi,0.00121
10ES,cngPsngRoadPrvt,2020,capaConvResi,0.0007
11ES,cngPsngRoadPrvt,2020,capaConvResi,0.00203
12PT,cngPsngRoadPrvt,2020,capaConvResi,0.00004
13PT,cngPsngRoadPrvt,2020,capaConvResi,0.00004
14FR,cngPsngRoadPrvt,2020,capaConvResi,0.00011
15FR,cngPsngRoadPrvt,2020,capaConvResi,0.00006
16FR,cngPsngRoadPrvt,2020,capaConvResi,0.0001
17FR,cngPsngRoadPrvt,2020,capaConvResi,0.00007
18FR,cngPsngRoadPrvt,2020,capaConvResi,0.00007
19FR,cngPsngRoadPrvt,2020,capaConvResi,0.00008
20FR,cngPsngRoadPrvt,2020,capaConvResi,0.00006
21FR,cngPsngRoadPrvt,2020,capaConvResi,0.00009
22FR,cngPsngRoadPrvt,2020,capaConvResi,0.00003
23FR,cngPsngRoadPrvt,2020,capaConvResi,0.00028
24FR,cngPsngRoadPrvt,2020,capaConvResi,0.00004
25FR,cngPsngRoadPrvt,2020,capaConvResi,0.00009
26FR,cngPsngRoadPrvt,2020,capaConvResi,0.0001
27FR,cngPsngRoadPrvt,2020,capaConvResi,0.00002
28BE,cngPsngRoadPrvt,2020,capaConvResi,0.01432
29LU,cngPsngRoadPrvt,2020,capaConvResi,0.0003
31DE,cngPsngRoadPrvt,2020,capaConvResi,0.03207
32DE,cngPsngRoadPrvt,2020,capaConvResi,0.01677
33DE,cngPsngRoadPrvt,2020,capaConvResi,0.04163
34DE,cngPsngRoadPrvt,2020,capaConvResi,0.02039
35DE,cngPsngRoadPrvt,2020,capaConvResi,0.03051
36DE,cngPsngRoadPrvt,2020,capaConvResi,0.02252
37DE,cngPsngRoadPrvt,2020,capaConvResi,0.0357
38DK,cngPsngRoadPrvt,2020,capaConvResi,0.00021
41PL,cngPsngRoadPrvt,2020,capaConvResi,0.00147
42PL,cngPsngRoadPrvt,2020,capaConvResi,0.00106
43PL,cngPsngRoadPrvt,2020,capaConvResi,0.00148
44PL,cngPsngRoadPrvt,2020,capaConvResi,0.00137
45PL,cngPsngRoadPrvt,2020,capaConvResi,0.00106
46SK,cngPsngRoadPrvt,2020,capaConvResi,0.00071
47CH,cngPsngRoadPrvt,2020,capaConvResi,0.00709
48CH,cngPsngRoadPrvt,2020,capaConvResi,0.00109
49AT,cngPsngRoadPrvt,2020,capaConvResi,0.00106
50AT,cngPsngRoadPrvt,2020,capaConvResi,0.00125
51AT,cngPsngRoadPrvt,2020,capaConvResi,0.00251
52IT,cngPsngRoadPrvt,2020,capaConvResi,0.83868
53IT,cngPsngRoadPrvt,2020,capaConvResi,0.22828
54IT,cngPsngRoadPrvt,2020,capaConvResi,0.58629
55IT,cngPsngRoadPrvt,2020,capaConvResi,0.34758
56IT,cngPsngRoadPrvt,2020,capaConvResi,0.17032
57SI,cngPsngRoadPrvt,2020,capaConvResi,0.00067
58HU,cngPsngRoadPrvt,2020,capaConvResi,0.00207
59RO,cngPsngRoadPrvt,2020,capaConvResi,0.00007
60RO,cngPsngRoadPrvt,2020,capaConvResi,0.00012
61RO,cngPsngRoadPrvt,2020,capaConvResi,0.00008
62HR,cngPsngRoadPrvt,2020,capaConvResi,0.00001
63BA,cngPsngRoadPrvt,2020,capaConvResi,0.00004
64ME,cngPsngRoadPrvt,2020,capaConvResi,0.00002
65RS,cngPsngRoadPrvt,2020,capaConvResi,0.0001
66BG,cngPsngRoadPrvt,2020,capaConvResi,0.00018
68GR,cngPsngRoadPrvt,2020,capaConvResi,0.08959
69GR,cngPsngRoadPrvt,2020,capaConvResi,0.22041
70AL,cngPsngRoadPrvt,2020,capaConvResi,0.00003
72DK,cngPsngRoadPrvt,2020,capaConvResi,0.00021
73EE,cngPsngRoadPrvt,2020,capaConvResi,0.0012
74FI,cngPsngRoadPrvt,2020,capaConvResi,0.00029
75FI,cngPsngRoadPrvt,2020,capaConvResi,0.00173
77LT,cngPsngRoadPrvt,2020,capaConvResi,0.00028
78LV,cngPsngRoadPrvt,2020,capaConvResi,0.00049
79NO,cngPsngRoadPrvt,2020,capaConvResi,0.00006
80NO,cngPsngRoadPrvt,2020,capaConvResi,0.00004
81NO,cngPsngRoadPrvt,2020,capaConvResi,0.00006
82NO,cngPsngRoadPrvt,2020,capaConvResi,0.00031
83NO,cngPsngRoadPrvt,2020,capaConvResi,0.00008
84NO,cngPsngRoadPrvt,2020,capaConvResi,0.00006
85NO,cngPsngRoadPrvt,2020,capaConvResi,0.00001
86SE,cngPsngRoadPrvt,2020,capaConvResi,0.00057
87SE,cngPsngRoadPrvt,2020,capaConvResi,0.00206
88SE,cngPsngRoadPrvt,2020,capaConvResi,0.01376
89SE,cngPsngRoadPrvt,2020,capaConvResi,0.00284
90UK,cngPsngRoadPrvt,2020,capaConvResi,0.00025
91UK,cngPsngRoadPrvt,2020,capaConvResi,0.00011
92UK,cngPsngRoadPrvt,2020,capaConvResi,0.00039
93UK,cngPsngRoadPrvt,2020,capaConvResi,0.00012
94UK,cngPsngRoadPrvt,2020,capaConvResi,0.00008
95UK,cngPsngRoadPrvt,2020,capaConvResi,0.00005
98IT,cngPsngRoadPrvt,2020,capaConvResi,0.07577
99FR,cngPsngRoadPrvt,2020,capaConvResi,0.00001
01ES,dieselFrtRail,2020,capaConvResi,0.00184
02ES,dieselFrtRail,2020,capaConvResi,0.00172
03ES,dieselFrtRail,2020,capaConvResi,0.00126
04ES,dieselFrtRail,2020,capaConvResi,0.00296
05ES,dieselFrtRail,2020,capaConvResi,0.00107
06ES,dieselFrtRail,2020,capaConvResi,0.00664
07ES,dieselFrtRail,2020,capaConvResi,0.00664
08ES,dieselFrtRail,2020,capaConvResi,0.00128
09ES,dieselFrtRail,2020,capaConvResi,0.00299
10ES,dieselFrtRail,2020,capaConvResi,0.00172
11ES,dieselFrtRail,2020,capaConvResi,0.00547
12PT,dieselFrtRail,2020,capaConvResi,0.00644
13PT,dieselFrtRail,2020,capaConvResi,0.00863
14FR,dieselFrtRail,2020,capaConvResi,0.00661
15FR,dieselFrtRail,2020,capaConvResi,0.00315
16FR,dieselFrtRail,2020,capaConvResi,0.00658
17FR,dieselFrtRail,2020,capaConvResi,0.00475
18FR,dieselFrtRail,2020,capaConvResi,0.00385
19FR,dieselFrtRail,2020,capaConvResi,0.00499
20FR,dieselFrtRail,2020,capaConvResi,0.00397
21FR,dieselFrtRail,2020,capaConvResi,0.00574
22FR,dieselFrtRail,2020,capaConvResi,0.00207
23FR,dieselFrtRail,2020,capaConvResi,0.02633
24FR,dieselFrtRail,2020,capaConvResi,0.00205
25FR,dieselFrtRail,2020,capaConvResi,0.0054
26FR,dieselFrtRail,2020,capaConvResi,0.00771
27FR,dieselFrtRail,2020,capaConvResi,0.00099
28BE,dieselFrtRail,2020,capaConvResi,0.01548
29LU,dieselFrtRail,2020,capaConvResi,0.00226
30NL,dieselFrtRail,2020,capaConvResi,0.03735
31DE,dieselFrtRail,2020,capaConvResi,0.05902
32DE,dieselFrtRail,2020,capaConvResi,0.02897
33DE,dieselFrtRail,2020,capaConvResi,0.07869
34DE,dieselFrtRail,2020,capaConvResi,0.02705
35DE,dieselFrtRail,2020,capaConvResi,0.05255
36DE,dieselFrtRail,2020,capaConvResi,0.05332
37DE,dieselFrtRail,2020,capaConvResi,0.06551
38DK,dieselFrtRail,2020,capaConvResi,0.00183
39CZ,dieselFrtRail,2020,capaConvResi,0.08289
40CZ,dieselFrtRail,2020,capaConvResi,0.05042
41PL,dieselFrtRail,2020,capaConvResi,0.19917
42PL,dieselFrtRail,2020,capaConvResi,0.07519
43PL,dieselFrtRail,2020,capaConvResi,0.14049
44PL,dieselFrtRail,2020,capaConvResi,0.15239
45PL,dieselFrtRail,2020,capaConvResi,0.09283
46SK,dieselFrtRail,2020,capaConvResi,0.10625
47CH,dieselFrtRail,2020,capaConvResi,0.0248
48CH,dieselFrtRail,2020,capaConvResi,0.00257
49AT,dieselFrtRail,2020,capaConvResi,0.01384
50AT,dieselFrtRail,2020,capaConvResi,0.0168
51AT,dieselFrtRail,2020,capaConvResi,0.02345
52IT,dieselFrtRail,2020,capaConvResi,0.04621
53IT,dieselFrtRail,2020,capaConvResi,0.00862
54IT,dieselFrtRail,2020,capaConvResi,0.01616
55IT,dieselFrtRail,2020,capaConvResi,0.00619
56IT,dieselFrtRail,2020,capaConvResi,0.00434
57SI,dieselFrtRail,2020,capaConvResi,0.09414
58HU,dieselFrtRail,2020,capaConvResi,0.09759
59RO,dieselFrtRail,2020,capaConvResi,0.07515
60RO,dieselFrtRail,2020,capaConvResi,0.1484
61RO,dieselFrtRail,2020,capaConvResi,0.06454
62HR,dieselFrtRail,2020,capaConvResi,0.02653
63BA,dieselFrtRail,2020,capaConvResi,0.02424
64ME,dieselFrtRail,2020,capaConvResi,0.00662
65RS,dieselFrtRail,2020,capaConvResi,0.06084
66BG,dieselFrtRail,2020,capaConvResi,0.03634
67MK,dieselFrtRail,2020,capaConvResi,0.01652
68GR,dieselFrtRail,2020,capaConvResi,0.00152
69GR,dieselFrtRail,2020,capaConvResi,0.00409
70AL,dieselFrtRail,2020,capaConvResi,0.01816
72DK,dieselFrtRail,2020,capaConvResi,0.00194
73EE,dieselFrtRail,2020,capaConvResi,0.0428
74FI,dieselFrtRail,2020,capaConvResi,0.00735
75FI,dieselFrtRail,2020,capaConvResi,0.06153
77LT,dieselFrtRail,2020,capaConvResi,1.19248
78LV,dieselFrtRail,2020,capaConvResi,0.39965
79NO,dieselFrtRail,2020,capaConvResi,0.00034
80NO,dieselFrtRail,2020,capaConvResi,0.00079
81NO,dieselFrtRail,2020,capaConvResi,0.00161
82NO,dieselFrtRail,2020,capaConvResi,0.00304
83NO,dieselFrtRail,2020,capaConvResi,0.00081
84NO,dieselFrtRail,2020,capaConvResi,0.00068
85NO,dieselFrtRail,2020,capaConvResi,0.0001
86SE,dieselFrtRail,2020,capaConvResi,0.00088
87SE,dieselFrtRail,2020,capaConvResi,0.0028
88SE,dieselFrtRail,2020,capaConvResi,0.02632
89SE,dieselFrtRail,2020,capaConvResi,0.0061
90UK,dieselFrtRail,2020,capaConvResi,0.03515
91UK,dieselFrtRail,2020,capaConvResi,0.00472
