region_4,technology_3,timestep_2,parameter,value
80NO,bevFrtRoadLight,2030,capaConvResi,0.00197
81NO,bevFrtRoadLight,2030,capaConvResi,0.00401
82NO,bevFrtRoadLight,2030,capaConvResi,0.00758
83NO,bevFrtRoadLight,2030,capaConvResi,0.00201
84NO,bevFrtRoadLight,2030,capaConvResi,0.00168
85NO,bevFrtRoadLight,2030,capaConvResi,0.00025
86SE,bevFrtRoadLight,2030,capaConvResi,0.0002
87SE,bevFrtRoadLight,2030,capaConvResi,0.00061
88SE,bevFrtRoadLight,2030,capaConvResi,0.00574
89SE,bevFrtRoadLight,2030,capaConvResi,0.00133
90UK,bevFrtRoadLight,2030,capaConvResi,0.01896
91UK,bevFrtRoadLight,2030,capaConvResi,0.00255
92UK,bevFrtRoadLight,2030,capaConvResi,0.01163
93UK,bevFrtRoadLight,2030,capaConvResi,0.00316
94UK,bevFrtRoadLight,2030,capaConvResi,0.00206
95UK,bevFrtRoadLight,2030,capaConvResi,0.00045
96IE,bevFrtRoadLight,2030,capaConvResi,0.2846
98IT,bevFrtRoadLight,2030,capaConvResi,0.12243
99FR,bevFrtRoadLight,2030,capaConvResi,0.00033
01ES,bevPsngRoadPrvt,2030,capaConvResi,0.01607
02ES,bevPsngRoadPrvt,2030,capaConvResi,0.01106
03ES,bevPsngRoadPrvt,2030,capaConvResi,0.00808
04ES,bevPsngRoadPrvt,2030,capaConvResi,0.01554
05ES,bevPsngRoadPrvt,2030,capaConvResi,0.00512
06ES,bevPsngRoadPrvt,2030,capaConvResi,0.03172
07ES,bevPsngRoadPrvt,2030,capaConvResi,0.03741
08ES,bevPsngRoadPrvt,2030,capaConvResi,0.00914
09ES,bevPsngRoadPrvt,2030,capaConvResi,0.02
10ES,bevPsngRoadPrvt,2030,capaConvResi,0.01149
11ES,bevPsngRoadPrvt,2030,capaConvResi,0.03364
12PT,bevPsngRoadPrvt,2030,capaConvResi,0.02197
13PT,bevPsngRoadPrvt,2030,capaConvResi,0.02174
14FR,bevPsngRoadPrvt,2030,capaConvResi,0.08321
15FR,bevPsngRoadPrvt,2030,capaConvResi,0.04451
16FR,bevPsngRoadPrvt,2030,capaConvResi,0.07706
17FR,bevPsngRoadPrvt,2030,capaConvResi,0.05311
18FR,bevPsngRoadPrvt,2030,capaConvResi,0.05271
19FR,bevPsngRoadPrvt,2030,capaConvResi,0.05944
20FR,bevPsngRoadPrvt,2030,capaConvResi,0.04805
21FR,bevPsngRoadPrvt,2030,capaConvResi,0.06745
22FR,bevPsngRoadPrvt,2030,capaConvResi,0.02262
23FR,bevPsngRoadPrvt,2030,capaConvResi,0.22602
24FR,bevPsngRoadPrvt,2030,capaConvResi,0.02652
25FR,bevPsngRoadPrvt,2030,capaConvResi,0.06971
26FR,bevPsngRoadPrvt,2030,capaConvResi,0.07971
27FR,bevPsngRoadPrvt,2030,capaConvResi,0.0089
28BE,bevPsngRoadPrvt,2030,capaConvResi,0.16512
29LU,bevPsngRoadPrvt,2030,capaConvResi,0.01137
31DE,bevPsngRoadPrvt,2030,capaConvResi,0.0319
32DE,bevPsngRoadPrvt,2030,capaConvResi,0.01668
33DE,bevPsngRoadPrvt,2030,capaConvResi,0.04141
34DE,bevPsngRoadPrvt,2030,capaConvResi,0.02028
35DE,bevPsngRoadPrvt,2030,capaConvResi,0.03035
36DE,bevPsngRoadPrvt,2030,capaConvResi,0.0224
37DE,bevPsngRoadPrvt,2030,capaConvResi,0.03551
38DK,bevPsngRoadPrvt,2030,capaConvResi,0.02571
39CZ,bevPsngRoadPrvt,2030,capaConvResi,0.00146
40CZ,bevPsngRoadPrvt,2030,capaConvResi,0.00092
41PL,bevPsngRoadPrvt,2030,capaConvResi,0.0031
42PL,bevPsngRoadPrvt,2030,capaConvResi,0.00223
43PL,bevPsngRoadPrvt,2030,capaConvResi,0.0031
44PL,bevPsngRoadPrvt,2030,capaConvResi,0.00287
45PL,bevPsngRoadPrvt,2030,capaConvResi,0.00222
46SK,bevPsngRoadPrvt,2030,capaConvResi,0.00255
47CH,bevPsngRoadPrvt,2030,capaConvResi,0.10698
48CH,bevPsngRoadPrvt,2030,capaConvResi,0.01638
49AT,bevPsngRoadPrvt,2030,capaConvResi,0.01884
50AT,bevPsngRoadPrvt,2030,capaConvResi,0.02228
51AT,bevPsngRoadPrvt,2030,capaConvResi,0.04466
52IT,bevPsngRoadPrvt,2030,capaConvResi,0.08755
53IT,bevPsngRoadPrvt,2030,capaConvResi,0.02383
54IT,bevPsngRoadPrvt,2030,capaConvResi,0.0612
55IT,bevPsngRoadPrvt,2030,capaConvResi,0.03628
56IT,bevPsngRoadPrvt,2030,capaConvResi,0.01778
57SI,bevPsngRoadPrvt,2030,capaConvResi,0.0024
58HU,bevPsngRoadPrvt,2030,capaConvResi,0.00339
59RO,bevPsngRoadPrvt,2030,capaConvResi,0.00105
60RO,bevPsngRoadPrvt,2030,capaConvResi,0.00186
61RO,bevPsngRoadPrvt,2030,capaConvResi,0.00112
62HR,bevPsngRoadPrvt,2030,capaConvResi,0.00047
63BA,bevPsngRoadPrvt,2030,capaConvResi,0.00057
64ME,bevPsngRoadPrvt,2030,capaConvResi,0.00021
65RS,bevPsngRoadPrvt,2030,capaConvResi,0.00143
66BG,bevPsngRoadPrvt,2030,capaConvResi,0.00277
67MK,bevPsngRoadPrvt,2030,capaConvResi,0.00002
68GR,bevPsngRoadPrvt,2030,capaConvResi,0.00936
69GR,bevPsngRoadPrvt,2030,capaConvResi,0.02301
70AL,bevPsngRoadPrvt,2030,capaConvResi,0.00043
72DK,bevPsngRoadPrvt,2030,capaConvResi,0.02532
73EE,bevPsngRoadPrvt,2030,capaConvResi,0.00488
74FI,bevPsngRoadPrvt,2030,capaConvResi,0.00607
75FI,bevPsngRoadPrvt,2030,capaConvResi,0.03654
77LT,bevPsngRoadPrvt,2030,capaConvResi,0.00506
78LV,bevPsngRoadPrvt,2030,capaConvResi,0.00047
79NO,bevPsngRoadPrvt,2030,capaConvResi,0.06885
80NO,bevPsngRoadPrvt,2030,capaConvResi,0.04228
81NO,bevPsngRoadPrvt,2030,capaConvResi,0.06297
82NO,bevPsngRoadPrvt,2030,capaConvResi,0.35648
83NO,bevPsngRoadPrvt,2030,capaConvResi,0.08852
84NO,bevPsngRoadPrvt,2030,capaConvResi,0.06181
85NO,bevPsngRoadPrvt,2030,capaConvResi,0.00796
86SE,bevPsngRoadPrvt,2030,capaConvResi,0.00712
87SE,bevPsngRoadPrvt,2030,capaConvResi,0.02589
88SE,bevPsngRoadPrvt,2030,capaConvResi,0.17293
89SE,bevPsngRoadPrvt,2030,capaConvResi,0.0357
90UK,bevPsngRoadPrvt,2030,capaConvResi,0.22053
91UK,bevPsngRoadPrvt,2030,capaConvResi,0.09966
92UK,bevPsngRoadPrvt,2030,capaConvResi,0.34611
93UK,bevPsngRoadPrvt,2030,capaConvResi,0.10769
94UK,bevPsngRoadPrvt,2030,capaConvResi,0.06409
95UK,bevPsngRoadPrvt,2030,capaConvResi,0.03733
96IE,bevPsngRoadPrvt,2030,capaConvResi,0.01002
98IT,bevPsngRoadPrvt,2030,capaConvResi,0.00791
99FR,bevPsngRoadPrvt,2030,capaConvResi,0.0064
01ES,bevPsngRoadPub,2030,capaConvResi,0.00109
02ES,bevPsngRoadPub,2030,capaConvResi,0.00091
03ES,bevPsngRoadPub,2030,capaConvResi,0.00068
04ES,bevPsngRoadPub,2030,capaConvResi,0.00104
05ES,bevPsngRoadPub,2030,capaConvResi,0.00043
06ES,bevPsngRoadPub,2030,capaConvResi,0.00248
07ES,bevPsngRoadPub,2030,capaConvResi,0.00265
08ES,bevPsngRoadPub,2030,capaConvResi,0.00085
09ES,bevPsngRoadPub,2030,capaConvResi,0.00183
10ES,bevPsngRoadPub,2030,capaConvResi,0.00105
11ES,bevPsngRoadPub,2030,capaConvResi,0.00308
12PT,bevPsngRoadPub,2030,capaConvResi,0.00073
13PT,bevPsngRoadPub,2030,capaConvResi,0.00072
14FR,bevPsngRoadPub,2030,capaConvResi,0.00429
15FR,bevPsngRoadPub,2030,capaConvResi,0.00227
16FR,bevPsngRoadPub,2030,capaConvResi,0.00417
17FR,bevPsngRoadPub,2030,capaConvResi,0.00313
18FR,bevPsngRoadPub,2030,capaConvResi,0.00259
19FR,bevPsngRoadPub,2030,capaConvResi,0.00291
20FR,bevPsngRoadPub,2030,capaConvResi,0.00235
21FR,bevPsngRoadPub,2030,capaConvResi,0.0037
22FR,bevPsngRoadPub,2030,capaConvResi,0.0014
23FR,bevPsngRoadPub,2030,capaConvResi,0.00721
24FR,bevPsngRoadPub,2030,capaConvResi,0.00132
25FR,bevPsngRoadPub,2030,capaConvResi,0.00383
26FR,bevPsngRoadPub,2030,capaConvResi,0.00533
27FR,bevPsngRoadPub,2030,capaConvResi,0.00061
28BE,bevPsngRoadPub,2030,capaConvResi,0.00242
29LU,bevPsngRoadPub,2030,capaConvResi,0.00367
31DE,bevPsngRoadPub,2030,capaConvResi,0.00435
32DE,bevPsngRoadPub,2030,capaConvResi,0.00212
33DE,bevPsngRoadPub,2030,capaConvResi,0.00585
34DE,bevPsngRoadPub,2030,capaConvResi,0.00258
35DE,bevPsngRoadPub,2030,capaConvResi,0.00398
36DE,bevPsngRoadPub,2030,capaConvResi,0.00384
37DE,bevPsngRoadPub,2030,capaConvResi,0.00462
38DK,bevPsngRoadPub,2030,capaConvResi,0.00037
41PL,bevPsngRoadPub,2030,capaConvResi,0.00335
42PL,bevPsngRoadPub,2030,capaConvResi,0.00207
43PL,bevPsngRoadPub,2030,capaConvResi,0.00313
44PL,bevPsngRoadPub,2030,capaConvResi,0.00324
45PL,bevPsngRoadPub,2030,capaConvResi,0.00219
46SK,bevPsngRoadPub,2030,capaConvResi,0.00121
47CH,bevPsngRoadPub,2030,capaConvResi,0.00885
48CH,bevPsngRoadPub,2030,capaConvResi,0.00117
49AT,bevPsngRoadPub,2030,capaConvResi,0.00742
50AT,bevPsngRoadPub,2030,capaConvResi,0.01094
51AT,bevPsngRoadPub,2030,capaConvResi,0.01226
52IT,bevPsngRoadPub,2030,capaConvResi,0.04584
53IT,bevPsngRoadPub,2030,capaConvResi,0.01066
54IT,bevPsngRoadPub,2030,capaConvResi,0.02067
55IT,bevPsngRoadPub,2030,capaConvResi,0.01077
56IT,bevPsngRoadPub,2030,capaConvResi,0.0084
57SI,bevPsngRoadPub,2030,capaConvResi,0.00071
58HU,bevPsngRoadPub,2030,capaConvResi,0.0019
59RO,bevPsngRoadPub,2030,capaConvResi,0.00009
60RO,bevPsngRoadPub,2030,capaConvResi,0.00014
61RO,bevPsngRoadPub,2030,capaConvResi,0.00008
62HR,bevPsngRoadPub,2030,capaConvResi,0.00028
63BA,bevPsngRoadPub,2030,capaConvResi,0.00008
64ME,bevPsngRoadPub,2030,capaConvResi,0.00001
65RS,bevPsngRoadPub,2030,capaConvResi,0.0002
66BG,bevPsngRoadPub,2030,capaConvResi,0.55958
68GR,bevPsngRoadPub,2030,capaConvResi,0.00614
69GR,bevPsngRoadPub,2030,capaConvResi,0.017
70AL,bevPsngRoadPub,2030,capaConvResi,0.00006
72DK,bevPsngRoadPub,2030,capaConvResi,0.00028
73EE,bevPsngRoadPub,2030,capaConvResi,0.00006
74FI,bevPsngRoadPub,2030,capaConvResi,0.00015
75FI,bevPsngRoadPub,2030,capaConvResi,0.00095
77LT,bevPsngRoadPub,2030,capaConvResi,0.01457
78LV,bevPsngRoadPub,2030,capaConvResi,0.01396
79NO,bevPsngRoadPub,2030,capaConvResi,0.00029
80NO,bevPsngRoadPub,2030,capaConvResi,0.0003
81NO,bevPsngRoadPub,2030,capaConvResi,0.00024
82NO,bevPsngRoadPub,2030,capaConvResi,0.00078
83NO,bevPsngRoadPub,2030,capaConvResi,0.00023
84NO,bevPsngRoadPub,2030,capaConvResi,0.00021
85NO,bevPsngRoadPub,2030,capaConvResi,0.00004
86SE,bevPsngRoadPub,2030,capaConvResi,0.00048
87SE,bevPsngRoadPub,2030,capaConvResi,0.00167
88SE,bevPsngRoadPub,2030,capaConvResi,0.01081
89SE,bevPsngRoadPub,2030,capaConvResi,0.00321
90UK,bevPsngRoadPub,2030,capaConvResi,0.00456
91UK,bevPsngRoadPub,2030,capaConvResi,0.00155
92UK,bevPsngRoadPub,2030,capaConvResi,0.0061
93UK,bevPsngRoadPub,2030,capaConvResi,0.00168
94UK,bevPsngRoadPub,2030,capaConvResi,0.00086
95UK,bevPsngRoadPub,2030,capaConvResi,0.00054
98IT,bevPsngRoadPub,2030,capaConvResi,0.00268
99FR,bevPsngRoadPub,2030,capaConvResi,0.00027
01ES,cngPsngRoadPrvt,2030,capaConvResi,0.00026
02ES,cngPsngRoadPrvt,2030,capaConvResi,0.00018
03ES,cngPsngRoadPrvt,2030,capaConvResi,0.00013
04ES,cngPsngRoadPrvt,2030,capaConvResi,0.00025
05ES,cngPsngRoadPrvt,2030,capaConvResi,0.00009
06ES,cngPsngRoadPrvt,2030,capaConvResi,0.00051
07ES,cngPsngRoadPrvt,2030,capaConvResi,0.0006
08ES,cngPsngRoadPrvt,2030,capaConvResi,0.00015
09ES,cngPsngRoadPrvt,2030,capaConvResi,0.00032
10ES,cngPsngRoadPrvt,2030,capaConvResi,0.00019
11ES,cngPsngRoadPrvt,2030,capaConvResi,0.00054
12PT,cngPsngRoadPrvt,2030,capaConvResi,0.00001
13PT,cngPsngRoadPrvt,2030,capaConvResi,0.00001
14FR,cngPsngRoadPrvt,2030,capaConvResi,0.00004
15FR,cngPsngRoadPrvt,2030,capaConvResi,0.00002
16FR,cngPsngRoadPrvt,2030,capaConvResi,0.00004
17FR,cngPsngRoadPrvt,2030,capaConvResi,0.00003
18FR,cngPsngRoadPrvt,2030,capaConvResi,0.00003
19FR,cngPsngRoadPrvt,2030,capaConvResi,0.00003
20FR,cngPsngRoadPrvt,2030,capaConvResi,0.00002
21FR,cngPsngRoadPrvt,2030,capaConvResi,0.00003
22FR,cngPsngRoadPrvt,2030,capaConvResi,0.00001
23FR,cngPsngRoadPrvt,2030,capaConvResi,0.00009
24FR,cngPsngRoadPrvt,2030,capaConvResi,0.00002
25FR,cngPsngRoadPrvt,2030,capaConvResi,0.00003
26FR,cngPsngRoadPrvt,2030,capaConvResi,0.00004
27FR,cngPsngRoadPrvt,2030,capaConvResi,0.00001
28BE,cngPsngRoadPrvt,2030,capaConvResi,0.0066
29LU,cngPsngRoadPrvt,2030,capaConvResi,0.00015
31DE,cngPsngRoadPrvt,2030,capaConvResi,0.01105
32DE,cngPsngRoadPrvt,2030,capaConvResi,0.00578
33DE,cngPsngRoadPrvt,2030,capaConvResi,0.01435
34DE,cngPsngRoadPrvt,2030,capaConvResi,0.00703
35DE,cngPsngRoadPrvt,2030,capaConvResi,0.01051
36DE,cngPsngRoadPrvt,2030,capaConvResi,0.00776
37DE,cngPsngRoadPrvt,2030,capaConvResi,0.0123
38DK,cngPsngRoadPrvt,2030,capaConvResi,0.0001
41PL,cngPsngRoadPrvt,2030,capaConvResi,0.00025
42PL,cngPsngRoadPrvt,2030,capaConvResi,0.00018
43PL,cngPsngRoadPrvt,2030,capaConvResi,0.00025
44PL,cngPsngRoadPrvt,2030,capaConvResi,0.00023
45PL,cngPsngRoadPrvt,2030,capaConvResi,0.00018
46SK,cngPsngRoadPrvt,2030,capaConvResi,0.00017
47CH,cngPsngRoadPrvt,2030,capaConvResi,0.00252
48CH,cngPsngRoadPrvt,2030,capaConvResi,0.00039
49AT,cngPsngRoadPrvt,2030,capaConvResi,0.00041
50AT,cngPsngRoadPrvt,2030,capaConvResi,0.00049
51AT,cngPsngRoadPrvt,2030,capaConvResi,0.00097
52IT,cngPsngRoadPrvt,2030,capaConvResi,0.21955
53IT,cngPsngRoadPrvt,2030,capaConvResi,0.05976
54IT,cngPsngRoadPrvt,2030,capaConvResi,0.15348
55IT,cngPsngRoadPrvt,2030,capaConvResi,0.09099
56IT,cngPsngRoadPrvt,2030,capaConvResi,0.04459
57SI,cngPsngRoadPrvt,2030,capaConvResi,0.00016
58HU,cngPsngRoadPrvt,2030,capaConvResi,0.00035
59RO,cngPsngRoadPrvt,2030,capaConvResi,0.00001
60RO,cngPsngRoadPrvt,2030,capaConvResi,0.00002
61RO,cngPsngRoadPrvt,2030,capaConvResi,0.00001
62HR,cngPsngRoadPrvt,2030,capaConvResi,0.00001
63BA,cngPsngRoadPrvt,2030,capaConvResi,0.00001
64ME,cngPsngRoadPrvt,2030,capaConvResi,0.00001
65RS,cngPsngRoadPrvt,2030,capaConvResi,0.00001
66BG,cngPsngRoadPrvt,2030,capaConvResi,0.00002
68GR,cngPsngRoadPrvt,2030,capaConvResi,0.02346
69GR,cngPsngRoadPrvt,2030,capaConvResi,0.0577
70AL,cngPsngRoadPrvt,2030,capaConvResi,0.00001
72DK,cngPsngRoadPrvt,2030,capaConvResi,0.0001
73EE,cngPsngRoadPrvt,2030,capaConvResi,0.00026
74FI,cngPsngRoadPrvt,2030,capaConvResi,0.00007
75FI,cngPsngRoadPrvt,2030,capaConvResi,0.0004
77LT,cngPsngRoadPrvt,2030,capaConvResi,0.00003
78LV,cngPsngRoadPrvt,2030,capaConvResi,0.00007
79NO,cngPsngRoadPrvt,2030,capaConvResi,0.00002
80NO,cngPsngRoadPrvt,2030,capaConvResi,0.00002
81NO,cngPsngRoadPrvt,2030,capaConvResi,0.00002
82NO,cngPsngRoadPrvt,2030,capaConvResi,0.0001
83NO,cngPsngRoadPrvt,2030,capaConvResi,0.00003
84NO,cngPsngRoadPrvt,2030,capaConvResi,0.00002
85NO,cngPsngRoadPrvt,2030,capaConvResi,0.00001
86SE,cngPsngRoadPrvt,2030,capaConvResi,0.00023
87SE,cngPsngRoadPrvt,2030,capaConvResi,0.00081
88SE,cngPsngRoadPrvt,2030,capaConvResi,0.00538
89SE,cngPsngRoadPrvt,2030,capaConvResi,0.00111
90UK,cngPsngRoadPrvt,2030,capaConvResi,0.0001
91UK,cngPsngRoadPrvt,2030,capaConvResi,0.00005
92UK,cngPsngRoadPrvt,2030,capaConvResi,0.00015
93UK,cngPsngRoadPrvt,2030,capaConvResi,0.00005
94UK,cngPsngRoadPrvt,2030,capaConvResi,0.00003
95UK,cngPsngRoadPrvt,2030,capaConvResi,0.00002
98IT,cngPsngRoadPrvt,2030,capaConvResi,0.01984
99FR,cngPsngRoadPrvt,2030,capaConvResi,0.00001
01ES,dieselFrtRail,2030,capaConvResi,0.00092
02ES,dieselFrtRail,2030,capaConvResi,0.00086
03ES,dieselFrtRail,2030,capaConvResi,0.00063
04ES,dieselFrtRail,2030,capaConvResi,0.00148
05ES,dieselFrtRail,2030,capaConvResi,0.00054
06ES,dieselFrtRail,2030,capaConvResi,0.00332
07ES,dieselFrtRail,2030,capaConvResi,0.00332
08ES,dieselFrtRail,2030,capaConvResi,0.00064
09ES,dieselFrtRail,2030,capaConvResi,0.0015
10ES,dieselFrtRail,2030,capaConvResi,0.00086
11ES,dieselFrtRail,2030,capaConvResi,0.00274
12PT,dieselFrtRail,2030,capaConvResi,0.00322
13PT,dieselFrtRail,2030,capaConvResi,0.00432
14FR,dieselFrtRail,2030,capaConvResi,0.00331
15FR,dieselFrtRail,2030,capaConvResi,0.00158
16FR,dieselFrtRail,2030,capaConvResi,0.00329
17FR,dieselFrtRail,2030,capaConvResi,0.00238
18FR,dieselFrtRail,2030,capaConvResi,0.00193
19FR,dieselFrtRail,2030,capaConvResi,0.0025
20FR,dieselFrtRail,2030,capaConvResi,0.00199
21FR,dieselFrtRail,2030,capaConvResi,0.00287
22FR,dieselFrtRail,2030,capaConvResi,0.00104
23FR,dieselFrtRail,2030,capaConvResi,0.01317
24FR,dieselFrtRail,2030,capaConvResi,0.00103
25FR,dieselFrtRail,2030,capaConvResi,0.0027
26FR,dieselFrtRail,2030,capaConvResi,0.00386
27FR,dieselFrtRail,2030,capaConvResi,0.0005
28BE,dieselFrtRail,2030,capaConvResi,0.00774
29LU,dieselFrtRail,2030,capaConvResi,0.00113
30NL,dieselFrtRail,2030,capaConvResi,0.01868
31DE,dieselFrtRail,2030,capaConvResi,0.02951
32DE,dieselFrtRail,2030,capaConvResi,0.01449
33DE,dieselFrtRail,2030,capaConvResi,0.03935
34DE,dieselFrtRail,2030,capaConvResi,0.01353
35DE,dieselFrtRail,2030,capaConvResi,0.02628
36DE,dieselFrtRail,2030,capaConvResi,0.02666
37DE,dieselFrtRail,2030,capaConvResi,0.03276
38DK,dieselFrtRail,2030,capaConvResi,0.00092
39CZ,dieselFrtRail,2030,capaConvResi,0.04145
40CZ,dieselFrtRail,2030,capaConvResi,0.02521
41PL,dieselFrtRail,2030,capaConvResi,0.09959
42PL,dieselFrtRail,2030,capaConvResi,0.0376
43PL,dieselFrtRail,2030,capaConvResi,0.07025
44PL,dieselFrtRail,2030,capaConvResi,0.0762
45PL,dieselFrtRail,2030,capaConvResi,0.04642
46SK,dieselFrtRail,2030,capaConvResi,0.05313
47CH,dieselFrtRail,2030,capaConvResi,0.0124
48CH,dieselFrtRail,2030,capaConvResi,0.00129
49AT,dieselFrtRail,2030,capaConvResi,0.00692
50AT,dieselFrtRail,2030,capaConvResi,0.0084
51AT,dieselFrtRail,2030,capaConvResi,0.01173
52IT,dieselFrtRail,2030,capaConvResi,0.02311
53IT,dieselFrtRail,2030,capaConvResi,0.00431
54IT,dieselFrtRail,2030,capaConvResi,0.00808
55IT,dieselFrtRail,2030,capaConvResi,0.0031
56IT,dieselFrtRail,2030,capaConvResi,0.00217
57SI,dieselFrtRail,2030,capaConvResi,0.04707
58HU,dieselFrtRail,2030,capaConvResi,0.0488
59RO,dieselFrtRail,2030,capaConvResi,0.03758
60RO,dieselFrtRail,2030,capaConvResi,0.0742
61RO,dieselFrtRail,2030,capaConvResi,0.03227
62HR,dieselFrtRail,2030,capaConvResi,0.01327
63BA,dieselFrtRail,2030,capaConvResi,0.01212
64ME,dieselFrtRail,2030,capaConvResi,0.00331
65RS,dieselFrtRail,2030,capaConvResi,0.03042
66BG,dieselFrtRail,2030,capaConvResi,0.01817
67MK,dieselFrtRail,2030,capaConvResi,0.00826
68GR,dieselFrtRail,2030,capaConvResi,0.00076
69GR,dieselFrtRail,2030,capaConvResi,0.00205
70AL,dieselFrtRail,2030,capaConvResi,0.00908
72DK,dieselFrtRail,2030,capaConvResi,0.00097
73EE,dieselFrtRail,2030,capaConvResi,0.0214
74FI,dieselFrtRail,2030,capaConvResi,0.00368
75FI,dieselFrtRail,2030,capaConvResi,0.03077
77LT,dieselFrtRail,2030,capaConvResi,0.59624
78LV,dieselFrtRail,2030,capaConvResi,0.19983
79NO,dieselFrtRail,2030,capaConvResi,0.00017
80NO,dieselFrtRail,2030,capaConvResi,0.0004
81NO,dieselFrtRail,2030,capaConvResi,0.00081
82NO,dieselFrtRail,2030,capaConvResi,0.00152
83NO,dieselFrtRail,2030,capaConvResi,0.00041
84NO,dieselFrtRail,2030,capaConvResi,0.00034
85NO,dieselFrtRail,2030,capaConvResi,0.00005
86SE,dieselFrtRail,2030,capaConvResi,0.00044
87SE,dieselFrtRail,2030,capaConvResi,0.0014
88SE,dieselFrtRail,2030,capaConvResi,0.01316
89SE,dieselFrtRail,2030,capaConvResi,0.00305
90UK,dieselFrtRail,2030,capaConvResi,0.01758
91UK,dieselFrtRail,2030,capaConvResi,0.00236
92UK,dieselFrtRail,2030,capaConvResi,0.01078
93UK,dieselFrtRail,2030,capaConvResi,0.00293
94UK,dieselFrtRail,2030,capaConvResi,0.00191
95UK,dieselFrtRail,2030,capaConvResi,0.00042
96IE,dieselFrtRail,2030,capaConvResi,0.00016
98IT,dieselFrtRail,2030,capaConvResi,0.00111
99FR,dieselFrtRail,2030,capaConvResi,0.00018
01ES,dieselFrtRoadHeavy,2030,capaConvResi,0.40081
02ES,dieselFrtRoadHeavy,2030,capaConvResi,0.37304
03ES,dieselFrtRoadHeavy,2030,capaConvResi,0.27283
04ES,dieselFrtRoadHeavy,2030,capaConvResi,0.64435
05ES,dieselFrtRoadHeavy,2030,capaConvResi,0.23254
06ES,dieselFrtRoadHeavy,2030,capaConvResi,1.44542
07ES,dieselFrtRoadHeavy,2030,capaConvResi,1.44464
08ES,dieselFrtRoadHeavy,2030,capaConvResi,0.27742
09ES,dieselFrtRoadHeavy,2030,capaConvResi,0.65032
10ES,dieselFrtRoadHeavy,2030,capaConvResi,0.37349
11ES,dieselFrtRoadHeavy,2030,capaConvResi,1.19017
12PT,dieselFrtRoadHeavy,2030,capaConvResi,0.39355
13PT,dieselFrtRoadHeavy,2030,capaConvResi,0.52733
14FR,dieselFrtRoadHeavy,2030,capaConvResi,0.53335
15FR,dieselFrtRoadHeavy,2030,capaConvResi,0.25377
16FR,dieselFrtRoadHeavy,2030,capaConvResi,0.53058
17FR,dieselFrtRoadHeavy,2030,capaConvResi,0.38337
18FR,dieselFrtRoadHeavy,2030,capaConvResi,0.31079
19FR,dieselFrtRoadHeavy,2030,capaConvResi,0.40281
20FR,dieselFrtRoadHeavy,2030,capaConvResi,0.32028
21FR,dieselFrtRoadHeavy,2030,capaConvResi,0.46279
22FR,dieselFrtRoadHeavy,2030,capaConvResi,0.16701
23FR,dieselFrtRoadHeavy,2030,capaConvResi,2.12547
24FR,dieselFrtRoadHeavy,2030,capaConvResi,0.16516
25FR,dieselFrtRoadHeavy,2030,capaConvResi,0.43581
26FR,dieselFrtRoadHeavy,2030,capaConvResi,0.62208
27FR,dieselFrtRoadHeavy,2030,capaConvResi,0.07917
28BE,dieselFrtRoadHeavy,2030,capaConvResi,1.1881
29LU,dieselFrtRoadHeavy,2030,capaConvResi,0.29903
30NL,dieselFrtRoadHeavy,2030,capaConvResi,1.66636
31DE,dieselFrtRoadHeavy,2030,capaConvResi,2.00394
32DE,dieselFrtRoadHeavy,2030,capaConvResi,0.9835
33DE,dieselFrtRoadHeavy,2030,capaConvResi,2.67198
34DE,dieselFrtRoadHeavy,2030,capaConvResi,0.91839
35DE,dieselFrtRoadHeavy,2030,capaConvResi,1.78447
36DE,dieselFrtRoadHeavy,2030,capaConvResi,1.81047
37DE,dieselFrtRoadHeavy,2030,capaConvResi,2.22444
38DK,dieselFrtRoadHeavy,2030,capaConvResi,0.28317
39CZ,dieselFrtRoadHeavy,2030,capaConvResi,0.6876
40CZ,dieselFrtRoadHeavy,2030,capaConvResi,0.4183
41PL,dieselFrtRoadHeavy,2030,capaConvResi,3.34406
42PL,dieselFrtRoadHeavy,2030,capaConvResi,1.2623
43PL,dieselFrtRoadHeavy,2030,capaConvResi,2.35874
44PL,dieselFrtRoadHeavy,2030,capaConvResi,2.55849
45PL,dieselFrtRoadHeavy,2030,capaConvResi,1.5586
46SK,dieselFrtRoadHeavy,2030,capaConvResi,1.21117
47CH,dieselFrtRoadHeavy,2030,capaConvResi,0.39647
48CH,dieselFrtRoadHeavy,2030,capaConvResi,0.04107
49AT,dieselFrtRoadHeavy,2030,capaConvResi,0.25145
50AT,dieselFrtRoadHeavy,2030,capaConvResi,0.30539
51AT,dieselFrtRoadHeavy,2030,capaConvResi,0.42624
52IT,dieselFrtRoadHeavy,2030,capaConvResi,0.35896
53IT,dieselFrtRoadHeavy,2030,capaConvResi,0.06697
54IT,dieselFrtRoadHeavy,2030,capaConvResi,0.1255
55IT,dieselFrtRoadHeavy,2030,capaConvResi,0.04805
56IT,dieselFrtRoadHeavy,2030,capaConvResi,0.03367
57SI,dieselFrtRoadHeavy,2030,capaConvResi,0.92369
58HU,dieselFrtRoadHeavy,2030,capaConvResi,1.25967
59RO,dieselFrtRoadHeavy,2030,capaConvResi,0.48306
60RO,dieselFrtRoadHeavy,2030,capaConvResi,0.95392
61RO,dieselFrtRoadHeavy,2030,capaConvResi,0.41485
