timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,EU,FR,fr_co,99FR,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,GR,gr,68GR,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,GR,gr,69GR,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,HR,hr,62HR,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,IE,ie,96IE,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,IT,it_cn,53IT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,IT,it_cs,54IT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,IT,it_n,52IT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,IT,it_s,55IT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,IT,it_sar,98IT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,IT,it_sic,56IT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,LT,lt,77LT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,LU,lu,29LU,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,NL,nl,30NL,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,PT,pt,12PT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,PT,pt,13PT,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,RO,ro,60RO,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,RO,ro,61RO,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,SE,se_1,86SE,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,SE,se_2,87SE,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,SE,se_3,88SE,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,EU,SK,sk,46SK,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,AL,al,70AL,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,BA,ba,63BA,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,CH,ch,47CH,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,CH,ch,48CH,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,MK,mk,67MK,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,NO,no_m,83NO,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,NO,no_n,84NO,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,NO,no_n,85NO,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,RS,rs,65RS,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,UK,ni,95UK,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,UK,uk,90UK,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,UK,uk,91UK,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,UK,uk,92UK,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,UK,uk,93UK,bioConversion,,biogasUpgrading,expConvFix,0.0
30th,nonEU,UK,uk,94UK,bioConversion,,biogasUpgrading,expConvFix,0.0
