timestep_2,region_4,technology_3,parameter,value,source,see heatInputs
2045,51AT,bioBoilerProMed,capaConvResi,0.02854,,
2020,51AT,bioGasEngineProMed,capaConvResi,0.53009,,
2025,51AT,bioGasEngineProMed,capaConvResi,0.44174,,
2030,51AT,bioGasEngineProMed,capaConvResi,0.35339,,
2035,51AT,bioGasEngineProMed,capaConvResi,0.26504,,
2040,51AT,bioGasEngineProMed,capaConvResi,0.17669,,
2045,51AT,bioGasEngineProMed,capaConvResi,0.08834,,
2020,51AT,ccgtGasBackProMed,capaConvResi,0.02725,,
2025,51AT,ccgtGasBackProMed,capaConvResi,0.0227,,
2030,51AT,ccgtGasBackProMed,capaConvResi,0.01816,,
2035,51AT,ccgtGasBackProMed,capaConvResi,0.01362,,
2040,51AT,ccgtGasBackProMed,capaConvResi,0.00908,,
2045,51AT,ccgtGasBackProMed,capaConvResi,0.00454,,
2020,51AT,coalBoilerProMed,capaConvResi,0.04739,,
2025,51AT,coalBoilerProMed,capaConvResi,0.03949,,
2030,51AT,coalBoilerProMed,capaConvResi,0.03159,,
2035,51AT,coalBoilerProMed,capaConvResi,0.02369,,
2040,51AT,coalBoilerProMed,capaConvResi,0.01579,,
2045,51AT,coalBoilerProMed,capaConvResi,0.00789,,
2020,51AT,eBoilerProMed,capaConvResi,0.0076,,
2025,51AT,eBoilerProMed,capaConvResi,0.00633,,
2030,51AT,eBoilerProMed,capaConvResi,0.00506,,
2035,51AT,eBoilerProMed,capaConvResi,0.0038,,
2040,51AT,eBoilerProMed,capaConvResi,0.00253,,
2045,51AT,eBoilerProMed,capaConvResi,0.00126,,
2020,51AT,gasBoilerProMed,capaConvResi,0.12115,,
2025,51AT,gasBoilerProMed,capaConvResi,0.10096,,
2030,51AT,gasBoilerProMed,capaConvResi,0.08077,,
2035,51AT,gasBoilerProMed,capaConvResi,0.06057,,
2040,51AT,gasBoilerProMed,capaConvResi,0.04038,,
2045,51AT,gasBoilerProMed,capaConvResi,0.02019,,
2020,51AT,gasEngineProMed,capaConvResi,0.43492,,
2025,51AT,gasEngineProMed,capaConvResi,0.36243,,
2030,51AT,gasEngineProMed,capaConvResi,0.28994,,
2035,51AT,gasEngineProMed,capaConvResi,0.21746,,
2040,51AT,gasEngineProMed,capaConvResi,0.14497,,
2045,51AT,gasEngineProMed,capaConvResi,0.07248,,
2020,51AT,oilBoilerProMed,capaConvResi,0.1134,,
2025,51AT,oilBoilerProMed,capaConvResi,0.0945,,
2030,51AT,oilBoilerProMed,capaConvResi,0.0756,,
2035,51AT,oilBoilerProMed,capaConvResi,0.0567,,
2040,51AT,oilBoilerProMed,capaConvResi,0.0378,,
2045,51AT,oilBoilerProMed,capaConvResi,0.0189,,
2020,51AT,hardcoalPlantProMedStock,capaConvResi,0.13912,,
2025,51AT,hardcoalPlantProMedStock,capaConvResi,0.11593,,
2030,51AT,hardcoalPlantProMedStock,capaConvResi,0.09274,,
2035,51AT,hardcoalPlantProMedStock,capaConvResi,0.06956,,
2040,51AT,hardcoalPlantProMedStock,capaConvResi,0.04637,,
2045,51AT,hardcoalPlantProMedStock,capaConvResi,0.02318,,
2020,51AT,oilPlantProMedStock,capaConvResi,0.06232,,
2025,51AT,oilPlantProMedStock,capaConvResi,0.05193,,
2030,51AT,oilPlantProMedStock,capaConvResi,0.04155,,
2035,51AT,oilPlantProMedStock,capaConvResi,0.03116,,
2040,51AT,oilPlantProMedStock,capaConvResi,0.02077,,
2045,51AT,oilPlantProMedStock,capaConvResi,0.01038,,
2020,51AT,districtHeatSpace,capaConvResi,3.15582,,
2025,51AT,districtHeatSpace,capaConvResi,2.52419,,
2030,51AT,districtHeatSpace,capaConvResi,1.67319,,
2035,51AT,districtHeatSpace,capaConvResi,1.0134,,
2040,51AT,districtHeatSpace,capaConvResi,0.45567,,
2020,51AT,bioBoilerSpaceStock,capaConvResi,3.13987,,
2025,51AT,bioBoilerSpaceStock,capaConvResi,2.51143,,
2030,51AT,bioBoilerSpaceStock,capaConvResi,1.66473,,
2035,51AT,bioBoilerSpaceStock,capaConvResi,1.00828,,
2040,51AT,bioBoilerSpaceStock,capaConvResi,0.45337,,
2020,51AT,gasBoilerSpaceStock,capaConvResi,3.44407,,
2025,51AT,gasBoilerSpaceStock,capaConvResi,2.75475,,
2030,51AT,gasBoilerSpaceStock,capaConvResi,1.82601,,
2035,51AT,gasBoilerSpaceStock,capaConvResi,1.10597,,
2040,51AT,gasBoilerSpaceStock,capaConvResi,0.49729,,
2020,51AT,oilLiquidBoilerSpaceStock,capaConvResi,2.26725,,
2025,51AT,oilLiquidBoilerSpaceStock,capaConvResi,1.81347,,
2030,51AT,oilLiquidBoilerSpaceStock,capaConvResi,1.20208,,
2035,51AT,oilLiquidBoilerSpaceStock,capaConvResi,0.72806,,
2040,51AT,oilLiquidBoilerSpaceStock,capaConvResi,0.32737,,
2020,51AT,resistiveHeatSpaceStock,capaConvResi,1.17231,,
2025,51AT,resistiveHeatSpaceStock,capaConvResi,0.93767,,
2030,51AT,resistiveHeatSpaceStock,capaConvResi,0.62155,,
2035,51AT,resistiveHeatSpaceStock,capaConvResi,0.37645,,
2040,51AT,resistiveHeatSpaceStock,capaConvResi,0.16927,,
2020,51AT,coalBoilerSpaceStock,capaConvResi,0.049,,
2025,51AT,coalBoilerSpaceStock,capaConvResi,0.0392,,
2030,51AT,coalBoilerSpaceStock,capaConvResi,0.02598,,
2035,51AT,coalBoilerSpaceStock,capaConvResi,0.01573,,
2040,51AT,coalBoilerSpaceStock,capaConvResi,0.00707,,
2020,51AT,heatpumpAirSpace,capaConvResi,0.12833,,
2025,51AT,heatpumpAirSpace,capaConvResi,0.10264,,
2030,51AT,heatpumpAirSpace,capaConvResi,0.06804,,
2035,51AT,heatpumpAirSpace,capaConvResi,0.04121,,
2040,51AT,heatpumpAirSpace,capaConvResi,0.01853,,
2020,52IT,coalBoilerProHigh,capaConvResi,1.29381,,
2025,52IT,coalBoilerProHigh,capaConvResi,1.07817,,
2030,52IT,coalBoilerProHigh,capaConvResi,0.86254,,
2035,52IT,coalBoilerProHigh,capaConvResi,0.6469,,
2040,52IT,coalBoilerProHigh,capaConvResi,0.43127,,
2045,52IT,coalBoilerProHigh,capaConvResi,0.21563,,
2020,52IT,eBoilerProHigh,capaConvResi,0.41774,,
2025,52IT,eBoilerProHigh,capaConvResi,0.34812,,
2030,52IT,eBoilerProHigh,capaConvResi,0.27849,,
2035,52IT,eBoilerProHigh,capaConvResi,0.20887,,
2040,52IT,eBoilerProHigh,capaConvResi,0.13924,,
2045,52IT,eBoilerProHigh,capaConvResi,0.06962,,
2020,52IT,gasBoilerProHigh,capaConvResi,1.90839,,
2025,52IT,gasBoilerProHigh,capaConvResi,1.59032,,
2030,52IT,gasBoilerProHigh,capaConvResi,1.27226,,
2035,52IT,gasBoilerProHigh,capaConvResi,0.95419,,
2040,52IT,gasBoilerProHigh,capaConvResi,0.63613,,
2045,52IT,gasBoilerProHigh,capaConvResi,0.31806,,
2020,52IT,oilBoilerProHigh,capaConvResi,1.25605,,
2025,52IT,oilBoilerProHigh,capaConvResi,1.04671,,
2030,52IT,oilBoilerProHigh,capaConvResi,0.83737,,
2035,52IT,oilBoilerProHigh,capaConvResi,0.62802,,
2040,52IT,oilBoilerProHigh,capaConvResi,0.41868,,
2045,52IT,oilBoilerProHigh,capaConvResi,0.20934,,
2020,52IT,bioBoilerProLow,capaConvResi,0.06513,,
2025,52IT,bioBoilerProLow,capaConvResi,0.05428,,
2030,52IT,bioBoilerProLow,capaConvResi,0.04342,,
2035,52IT,bioBoilerProLow,capaConvResi,0.03256,,
2040,52IT,bioBoilerProLow,capaConvResi,0.02171,,
2045,52IT,bioBoilerProLow,capaConvResi,0.01085,,
2020,52IT,ccgtGasBackProLow,capaConvResi,0.11145,,
2025,52IT,ccgtGasBackProLow,capaConvResi,0.09288,,
2030,52IT,ccgtGasBackProLow,capaConvResi,0.0743,,
2035,52IT,ccgtGasBackProLow,capaConvResi,0.05572,,
2040,52IT,ccgtGasBackProLow,capaConvResi,0.03715,,
2045,52IT,ccgtGasBackProLow,capaConvResi,0.01857,,
2020,52IT,coalBoilerProLow,capaConvResi,0.01933,,
2025,52IT,coalBoilerProLow,capaConvResi,0.01611,,
2030,52IT,coalBoilerProLow,capaConvResi,0.01288,,
2035,52IT,coalBoilerProLow,capaConvResi,0.00966,,
2040,52IT,coalBoilerProLow,capaConvResi,0.00644,,
2045,52IT,coalBoilerProLow,capaConvResi,0.00322,,
2020,52IT,districtHeatPro,capaConvResi,1.90653,,
2025,52IT,districtHeatPro,capaConvResi,1.58877,,
2030,52IT,districtHeatPro,capaConvResi,1.27102,,
2035,52IT,districtHeatPro,capaConvResi,0.95326,,
2040,52IT,districtHeatPro,capaConvResi,0.63551,,
2045,52IT,districtHeatPro,capaConvResi,0.31775,,
2020,52IT,gasBoilerProLow,capaConvResi,1.05372,,
2025,52IT,gasBoilerProLow,capaConvResi,0.8781,,
2030,52IT,gasBoilerProLow,capaConvResi,0.70248,,
2035,52IT,gasBoilerProLow,capaConvResi,0.52686,,
2040,52IT,gasBoilerProLow,capaConvResi,0.35124,,
2045,52IT,gasBoilerProLow,capaConvResi,0.17562,,
2020,52IT,eBoilerProLow,capaConvResi,0.06713,,
2025,52IT,eBoilerProLow,capaConvResi,0.05594,,
2030,52IT,eBoilerProLow,capaConvResi,0.04475,,
2035,52IT,eBoilerProLow,capaConvResi,0.03356,,
2040,52IT,eBoilerProLow,capaConvResi,0.02237,,
2045,52IT,eBoilerProLow,capaConvResi,0.01118,,
2020,52IT,gasEngineProLow,capaConvResi,1.26954,,
2025,52IT,gasEngineProLow,capaConvResi,1.05795,,
2030,52IT,gasEngineProLow,capaConvResi,0.84636,,
2035,52IT,gasEngineProLow,capaConvResi,0.63477,,
2040,52IT,gasEngineProLow,capaConvResi,0.42318,,
2045,52IT,gasEngineProLow,capaConvResi,0.21159,,
2020,52IT,oilBoilerProLow,capaConvResi,0.16412,,
2025,52IT,oilBoilerProLow,capaConvResi,0.13676,,
2030,52IT,oilBoilerProLow,capaConvResi,0.10941,,
2035,52IT,oilBoilerProLow,capaConvResi,0.08206,,
2040,52IT,oilBoilerProLow,capaConvResi,0.0547,,
2045,52IT,oilBoilerProLow,capaConvResi,0.02735,,
2020,52IT,hardcoalPlantProLowStock,capaConvResi,0.02251,,
2025,52IT,hardcoalPlantProLowStock,capaConvResi,0.01876,,
2030,52IT,hardcoalPlantProLowStock,capaConvResi,0.01501,,
2035,52IT,hardcoalPlantProLowStock,capaConvResi,0.01125,,
2040,52IT,hardcoalPlantProLowStock,capaConvResi,0.0075,,
2045,52IT,hardcoalPlantProLowStock,capaConvResi,0.00375,,
2020,52IT,oilPlantProLowStock,capaConvResi,0.03218,,
2025,52IT,oilPlantProLowStock,capaConvResi,0.02682,,
2030,52IT,oilPlantProLowStock,capaConvResi,0.02145,,
2035,52IT,oilPlantProLowStock,capaConvResi,0.01609,,
2040,52IT,oilPlantProLowStock,capaConvResi,0.01072,,
2045,52IT,oilPlantProLowStock,capaConvResi,0.00536,,
2020,52IT,bioBoilerProMed,capaConvResi,0.10781,,
2025,52IT,bioBoilerProMed,capaConvResi,0.08984,,
2030,52IT,bioBoilerProMed,capaConvResi,0.07187,,
2035,52IT,bioBoilerProMed,capaConvResi,0.0539,,
2040,52IT,bioBoilerProMed,capaConvResi,0.03593,,
2045,52IT,bioBoilerProMed,capaConvResi,0.01796,,
2020,52IT,bioGasEngineProMed,capaConvResi,0.11107,,
2025,52IT,bioGasEngineProMed,capaConvResi,0.09255,,
2030,52IT,bioGasEngineProMed,capaConvResi,0.07404,,
2035,52IT,bioGasEngineProMed,capaConvResi,0.05553,,
2040,52IT,bioGasEngineProMed,capaConvResi,0.03702,,
2045,52IT,bioGasEngineProMed,capaConvResi,0.01851,,
2020,52IT,ccgtGasBackProMed,capaConvResi,0.16689,,
2025,52IT,ccgtGasBackProMed,capaConvResi,0.13907,,
2030,52IT,ccgtGasBackProMed,capaConvResi,0.11126,,
2035,52IT,ccgtGasBackProMed,capaConvResi,0.08344,,
2040,52IT,ccgtGasBackProMed,capaConvResi,0.05563,,
2045,52IT,ccgtGasBackProMed,capaConvResi,0.02781,,
2020,52IT,coalBoilerProMed,capaConvResi,0.27846,,
2025,52IT,coalBoilerProMed,capaConvResi,0.23205,,
2030,52IT,coalBoilerProMed,capaConvResi,0.18564,,
2035,52IT,coalBoilerProMed,capaConvResi,0.13923,,
2040,52IT,coalBoilerProMed,capaConvResi,0.09282,,
2045,52IT,coalBoilerProMed,capaConvResi,0.04641,,
2020,52IT,eBoilerProMed,capaConvResi,0.18603,,
2025,52IT,eBoilerProMed,capaConvResi,0.15502,,
2030,52IT,eBoilerProMed,capaConvResi,0.12402,,
2035,52IT,eBoilerProMed,capaConvResi,0.09301,,
2040,52IT,eBoilerProMed,capaConvResi,0.06201,,
2045,52IT,eBoilerProMed,capaConvResi,0.031,,
2020,52IT,gasBoilerProMed,capaConvResi,1.19492,,
2025,52IT,gasBoilerProMed,capaConvResi,0.99577,,
2030,52IT,gasBoilerProMed,capaConvResi,0.79661,,
2035,52IT,gasBoilerProMed,capaConvResi,0.59746,,
2040,52IT,gasBoilerProMed,capaConvResi,0.3983,,
2045,52IT,gasBoilerProMed,capaConvResi,0.19915,,
2020,52IT,gasEngineProMed,capaConvResi,1.49879,,
2025,52IT,gasEngineProMed,capaConvResi,1.24899,,
2030,52IT,gasEngineProMed,capaConvResi,0.99919,,
2035,52IT,gasEngineProMed,capaConvResi,0.74939,,
2040,52IT,gasEngineProMed,capaConvResi,0.49959,,
2045,52IT,gasEngineProMed,capaConvResi,0.24979,,
2020,52IT,oilBoilerProMed,capaConvResi,0.65855,,
2025,52IT,oilBoilerProMed,capaConvResi,0.54879,,
2030,52IT,oilBoilerProMed,capaConvResi,0.43903,,
2035,52IT,oilBoilerProMed,capaConvResi,0.32927,,
2040,52IT,oilBoilerProMed,capaConvResi,0.21951,,
2045,52IT,oilBoilerProMed,capaConvResi,0.10975,,
2020,52IT,hardcoalPlantProMedStock,capaConvResi,0.32436,,
2025,52IT,hardcoalPlantProMedStock,capaConvResi,0.2703,,
2030,52IT,hardcoalPlantProMedStock,capaConvResi,0.21624,,
2035,52IT,hardcoalPlantProMedStock,capaConvResi,0.16218,,
2040,52IT,hardcoalPlantProMedStock,capaConvResi,0.10812,,
2045,52IT,hardcoalPlantProMedStock,capaConvResi,0.05406,,
2020,52IT,oilPlantProMedStock,capaConvResi,0.07398,,
2025,52IT,oilPlantProMedStock,capaConvResi,0.06165,,
2030,52IT,oilPlantProMedStock,capaConvResi,0.04932,,
2035,52IT,oilPlantProMedStock,capaConvResi,0.03699,,
2040,52IT,oilPlantProMedStock,capaConvResi,0.02466,,
2045,52IT,oilPlantProMedStock,capaConvResi,0.01233,,
2020,52IT,districtHeatSpace,capaConvResi,4.13057,,
2025,52IT,districtHeatSpace,capaConvResi,3.03386,,
2030,52IT,districtHeatSpace,capaConvResi,2.01103,,
2035,52IT,districtHeatSpace,capaConvResi,1.21802,,
2040,52IT,districtHeatSpace,capaConvResi,0.54768,,
2020,52IT,bioBoilerSpaceStock,capaConvResi,20.65501,,
2025,52IT,bioBoilerSpaceStock,capaConvResi,15.17093,,
2030,52IT,bioBoilerSpaceStock,capaConvResi,10.05622,,
2035,52IT,bioBoilerSpaceStock,capaConvResi,6.09078,,
2040,52IT,bioBoilerSpaceStock,capaConvResi,2.7387,,
2020,52IT,gasBoilerSpaceStock,capaConvResi,76.52405,,
2025,52IT,gasBoilerSpaceStock,capaConvResi,56.20625,,
2030,52IT,gasBoilerSpaceStock,capaConvResi,37.25696,,
2035,52IT,gasBoilerSpaceStock,capaConvResi,22.56552,,
2040,52IT,gasBoilerSpaceStock,capaConvResi,10.14653,,
2020,52IT,oilLiquidBoilerSpaceStock,capaConvResi,8.40964,,
2025,52IT,oilLiquidBoilerSpaceStock,capaConvResi,6.17681,,
2030,52IT,oilLiquidBoilerSpaceStock,capaConvResi,4.09437,,
2035,52IT,oilLiquidBoilerSpaceStock,capaConvResi,2.47984,,
2040,52IT,oilLiquidBoilerSpaceStock,capaConvResi,1.11505,,
2020,52IT,resistiveHeatSpaceStock,capaConvResi,11.48274,,
2025,52IT,resistiveHeatSpaceStock,capaConvResi,8.43397,,
2030,52IT,resistiveHeatSpaceStock,capaConvResi,5.59055,,
2035,52IT,resistiveHeatSpaceStock,capaConvResi,3.38604,,
2040,52IT,resistiveHeatSpaceStock,capaConvResi,1.52252,,
2020,52IT,heatpumpAirSpace,capaConvResi,3.72026,,
2025,52IT,heatpumpAirSpace,capaConvResi,2.7325,,
2030,52IT,heatpumpAirSpace,capaConvResi,1.81127,,
2035,52IT,heatpumpAirSpace,capaConvResi,1.09703,,
2040,52IT,heatpumpAirSpace,capaConvResi,0.49328,,
2020,53IT,coalBoilerProHigh,capaConvResi,0.24136,,
2025,53IT,coalBoilerProHigh,capaConvResi,0.20113,,
2030,53IT,coalBoilerProHigh,capaConvResi,0.1609,,
2035,53IT,coalBoilerProHigh,capaConvResi,0.12068,,
2040,53IT,coalBoilerProHigh,capaConvResi,0.08045,,
2045,53IT,coalBoilerProHigh,capaConvResi,0.04022,,
2020,53IT,eBoilerProHigh,capaConvResi,0.07793,,
2025,53IT,eBoilerProHigh,capaConvResi,0.06494,,
2030,53IT,eBoilerProHigh,capaConvResi,0.05195,,
2035,53IT,eBoilerProHigh,capaConvResi,0.03896,,
2040,53IT,eBoilerProHigh,capaConvResi,0.02597,,
2045,53IT,eBoilerProHigh,capaConvResi,0.01298,,
2020,53IT,gasBoilerProHigh,capaConvResi,0.35601,,
2025,53IT,gasBoilerProHigh,capaConvResi,0.29667,,
2030,53IT,gasBoilerProHigh,capaConvResi,0.23734,,
2035,53IT,gasBoilerProHigh,capaConvResi,0.178,,
2040,53IT,gasBoilerProHigh,capaConvResi,0.11867,,
2045,53IT,gasBoilerProHigh,capaConvResi,0.05933,,
2020,53IT,oilBoilerProHigh,capaConvResi,0.23431,,
2025,53IT,oilBoilerProHigh,capaConvResi,0.19526,,
2030,53IT,oilBoilerProHigh,capaConvResi,0.15621,,
2035,53IT,oilBoilerProHigh,capaConvResi,0.11715,,
2040,53IT,oilBoilerProHigh,capaConvResi,0.0781,,
2045,53IT,oilBoilerProHigh,capaConvResi,0.03905,,
2020,53IT,bioBoilerProLow,capaConvResi,0.01215,,
2025,53IT,bioBoilerProLow,capaConvResi,0.01012,,
2030,53IT,bioBoilerProLow,capaConvResi,0.0081,,
2035,53IT,bioBoilerProLow,capaConvResi,0.00607,,
2040,53IT,bioBoilerProLow,capaConvResi,0.00405,,
2045,53IT,bioBoilerProLow,capaConvResi,0.00202,,
2020,53IT,ccgtGasBackProLow,capaConvResi,0.02079,,
2025,53IT,ccgtGasBackProLow,capaConvResi,0.01732,,
2030,53IT,ccgtGasBackProLow,capaConvResi,0.01386,,
2035,53IT,ccgtGasBackProLow,capaConvResi,0.01039,,
2040,53IT,ccgtGasBackProLow,capaConvResi,0.00693,,
2045,53IT,ccgtGasBackProLow,capaConvResi,0.00346,,
2020,53IT,coalBoilerProLow,capaConvResi,0.0036,,
2025,53IT,coalBoilerProLow,capaConvResi,0.003,,
2030,53IT,coalBoilerProLow,capaConvResi,0.0024,,
2035,53IT,coalBoilerProLow,capaConvResi,0.0018,,
2040,53IT,coalBoilerProLow,capaConvResi,0.0012,,
2045,53IT,coalBoilerProLow,capaConvResi,0.0006,,
2020,53IT,districtHeatPro,capaConvResi,0.35566,,
2025,53IT,districtHeatPro,capaConvResi,0.29638,,
2030,53IT,districtHeatPro,capaConvResi,0.2371,,
2035,53IT,districtHeatPro,capaConvResi,0.17783,,
2040,53IT,districtHeatPro,capaConvResi,0.11855,,
2045,53IT,districtHeatPro,capaConvResi,0.05927,,
2020,53IT,gasBoilerProLow,capaConvResi,0.19657,,
2025,53IT,gasBoilerProLow,capaConvResi,0.16381,,
2030,53IT,gasBoilerProLow,capaConvResi,0.13104,,
2035,53IT,gasBoilerProLow,capaConvResi,0.09828,,
2040,53IT,gasBoilerProLow,capaConvResi,0.06552,,
2045,53IT,gasBoilerProLow,capaConvResi,0.03276,,
2020,53IT,eBoilerProLow,capaConvResi,0.01252,,
2025,53IT,eBoilerProLow,capaConvResi,0.01043,,
2030,53IT,eBoilerProLow,capaConvResi,0.00834,,
2035,53IT,eBoilerProLow,capaConvResi,0.00626,,
2040,53IT,eBoilerProLow,capaConvResi,0.00417,,
2045,53IT,eBoilerProLow,capaConvResi,0.00208,,
2020,53IT,gasEngineProLow,capaConvResi,0.23683,,
2025,53IT,gasEngineProLow,capaConvResi,0.19736,,
2030,53IT,gasEngineProLow,capaConvResi,0.15789,,
2035,53IT,gasEngineProLow,capaConvResi,0.11841,,
2040,53IT,gasEngineProLow,capaConvResi,0.07894,,
2045,53IT,gasEngineProLow,capaConvResi,0.03947,,
2020,53IT,oilBoilerProLow,capaConvResi,0.03061,,
2025,53IT,oilBoilerProLow,capaConvResi,0.02551,,
2030,53IT,oilBoilerProLow,capaConvResi,0.02041,,
2035,53IT,oilBoilerProLow,capaConvResi,0.0153,,
2040,53IT,oilBoilerProLow,capaConvResi,0.0102,,
2045,53IT,oilBoilerProLow,capaConvResi,0.0051,,
2020,53IT,hardcoalPlantProLowStock,capaConvResi,0.0042,,
2025,53IT,hardcoalPlantProLowStock,capaConvResi,0.0035,,
2030,53IT,hardcoalPlantProLowStock,capaConvResi,0.0028,,
2035,53IT,hardcoalPlantProLowStock,capaConvResi,0.0021,,
2040,53IT,hardcoalPlantProLowStock,capaConvResi,0.0014,,
2045,53IT,hardcoalPlantProLowStock,capaConvResi,0.0007,,
2020,53IT,oilPlantProLowStock,capaConvResi,0.006,,
2025,53IT,oilPlantProLowStock,capaConvResi,0.005,,
2030,53IT,oilPlantProLowStock,capaConvResi,0.004,,
2035,53IT,oilPlantProLowStock,capaConvResi,0.003,,
2040,53IT,oilPlantProLowStock,capaConvResi,0.002,,
2045,53IT,oilPlantProLowStock,capaConvResi,0.001,,
2020,53IT,bioBoilerProMed,capaConvResi,0.02011,,
2025,53IT,bioBoilerProMed,capaConvResi,0.01676,,
2030,53IT,bioBoilerProMed,capaConvResi,0.0134,,
2035,53IT,bioBoilerProMed,capaConvResi,0.01005,,
2040,53IT,bioBoilerProMed,capaConvResi,0.0067,,
2045,53IT,bioBoilerProMed,capaConvResi,0.00335,,
2020,53IT,bioGasEngineProMed,capaConvResi,0.02072,,
2025,53IT,bioGasEngineProMed,capaConvResi,0.01726,,
2030,53IT,bioGasEngineProMed,capaConvResi,0.01381,,
2035,53IT,bioGasEngineProMed,capaConvResi,0.01036,,
2040,53IT,bioGasEngineProMed,capaConvResi,0.0069,,
2045,53IT,bioGasEngineProMed,capaConvResi,0.00345,,
2020,53IT,ccgtGasBackProMed,capaConvResi,0.03113,,
2025,53IT,ccgtGasBackProMed,capaConvResi,0.02594,,
2030,53IT,ccgtGasBackProMed,capaConvResi,0.02075,,
2035,53IT,ccgtGasBackProMed,capaConvResi,0.01556,,
2040,53IT,ccgtGasBackProMed,capaConvResi,0.01037,,
2045,53IT,ccgtGasBackProMed,capaConvResi,0.00518,,
2020,53IT,coalBoilerProMed,capaConvResi,0.05194,,
2025,53IT,coalBoilerProMed,capaConvResi,0.04329,,
2030,53IT,coalBoilerProMed,capaConvResi,0.03463,,
2035,53IT,coalBoilerProMed,capaConvResi,0.02597,,
2040,53IT,coalBoilerProMed,capaConvResi,0.01731,,
2045,53IT,coalBoilerProMed,capaConvResi,0.00865,,
2020,53IT,eBoilerProMed,capaConvResi,0.0347,,
2025,53IT,eBoilerProMed,capaConvResi,0.02892,,
2030,53IT,eBoilerProMed,capaConvResi,0.02313,,
2035,53IT,eBoilerProMed,capaConvResi,0.01735,,
2040,53IT,eBoilerProMed,capaConvResi,0.01156,,
2045,53IT,eBoilerProMed,capaConvResi,0.00578,,
2020,53IT,gasBoilerProMed,capaConvResi,0.22291,,
2025,53IT,gasBoilerProMed,capaConvResi,0.18576,,
2030,53IT,gasBoilerProMed,capaConvResi,0.1486,,
2035,53IT,gasBoilerProMed,capaConvResi,0.11145,,
2040,53IT,gasBoilerProMed,capaConvResi,0.0743,,
2045,53IT,gasBoilerProMed,capaConvResi,0.03715,,
2020,53IT,gasEngineProMed,capaConvResi,0.2796,,
2025,53IT,gasEngineProMed,capaConvResi,0.233,,
2030,53IT,gasEngineProMed,capaConvResi,0.1864,,
2035,53IT,gasEngineProMed,capaConvResi,0.1398,,
2040,53IT,gasEngineProMed,capaConvResi,0.0932,,
2045,53IT,gasEngineProMed,capaConvResi,0.0466,,
2020,53IT,oilBoilerProMed,capaConvResi,0.12285,,
2025,53IT,oilBoilerProMed,capaConvResi,0.10237,,
2030,53IT,oilBoilerProMed,capaConvResi,0.0819,,
2035,53IT,oilBoilerProMed,capaConvResi,0.06142,,
2040,53IT,oilBoilerProMed,capaConvResi,0.04095,,
2045,53IT,oilBoilerProMed,capaConvResi,0.02047,,
2020,53IT,hardcoalPlantProMedStock,capaConvResi,0.06051,,
2025,53IT,hardcoalPlantProMedStock,capaConvResi,0.05042,,
2030,53IT,hardcoalPlantProMedStock,capaConvResi,0.04034,,
2035,53IT,hardcoalPlantProMedStock,capaConvResi,0.03025,,
2040,53IT,hardcoalPlantProMedStock,capaConvResi,0.02017,,
2045,53IT,hardcoalPlantProMedStock,capaConvResi,0.01008,,
2020,53IT,oilPlantProMedStock,capaConvResi,0.0138,,
2025,53IT,oilPlantProMedStock,capaConvResi,0.0115,,
2030,53IT,oilPlantProMedStock,capaConvResi,0.0092,,
2035,53IT,oilPlantProMedStock,capaConvResi,0.0069,,
2040,53IT,oilPlantProMedStock,capaConvResi,0.0046,,
2045,53IT,oilPlantProMedStock,capaConvResi,0.0023,,
2020,53IT,districtHeatSpace,capaConvResi,0.78159,,
2025,53IT,districtHeatSpace,capaConvResi,0.57407,,
2030,53IT,districtHeatSpace,capaConvResi,0.38053,,
2035,53IT,districtHeatSpace,capaConvResi,0.23047,,
2040,53IT,districtHeatSpace,capaConvResi,0.10363,,
2020,53IT,bioBoilerSpaceStock,capaConvResi,3.90837,,
2025,53IT,bioBoilerSpaceStock,capaConvResi,2.87067,,
2030,53IT,bioBoilerSpaceStock,capaConvResi,1.90285,,
2035,53IT,bioBoilerSpaceStock,capaConvResi,1.1525,,
2040,53IT,bioBoilerSpaceStock,capaConvResi,0.51822,,
2020,53IT,gasBoilerSpaceStock,capaConvResi,14.48001,,
2025,53IT,gasBoilerSpaceStock,capaConvResi,10.63544,,
2030,53IT,gasBoilerSpaceStock,capaConvResi,7.04982,,
2035,53IT,gasBoilerSpaceStock,capaConvResi,4.26988,,
2040,53IT,gasBoilerSpaceStock,capaConvResi,1.91994,,
2020,53IT,oilLiquidBoilerSpaceStock,capaConvResi,1.59128,,
2025,53IT,oilLiquidBoilerSpaceStock,capaConvResi,1.16878,,
2030,53IT,oilLiquidBoilerSpaceStock,capaConvResi,0.77474,,
2035,53IT,oilLiquidBoilerSpaceStock,capaConvResi,0.46924,,
2040,53IT,oilLiquidBoilerSpaceStock,capaConvResi,0.21099,,
2020,53IT,resistiveHeatSpaceStock,capaConvResi,2.17278,,
2025,53IT,resistiveHeatSpaceStock,capaConvResi,1.59589,,
2030,53IT,resistiveHeatSpaceStock,capaConvResi,1.05785,,
2035,53IT,resistiveHeatSpaceStock,capaConvResi,0.64071,,
2040,53IT,resistiveHeatSpaceStock,capaConvResi,0.28809,,
2020,53IT,heatpumpAirSpace,capaConvResi,0.70395,,
2025,53IT,heatpumpAirSpace,capaConvResi,0.51704,,
2030,53IT,heatpumpAirSpace,capaConvResi,0.34273,,
