timestep_2,region_4,technology_3,parameter,value,source,see heatInputs
2035,53IT,heatpumpAirSpace,capaConvResi,0.20758,,
2040,53IT,heatpumpAirSpace,capaConvResi,0.09333,,
2020,54IT,coalBoilerProHigh,capaConvResi,0.45233,,
2025,54IT,coalBoilerProHigh,capaConvResi,0.37694,,
2030,54IT,coalBoilerProHigh,capaConvResi,0.30155,,
2035,54IT,coalBoilerProHigh,capaConvResi,0.22616,,
2040,54IT,coalBoilerProHigh,capaConvResi,0.15077,,
2045,54IT,coalBoilerProHigh,capaConvResi,0.07538,,
2020,54IT,eBoilerProHigh,capaConvResi,0.14604,,
2025,54IT,eBoilerProHigh,capaConvResi,0.1217,,
2030,54IT,eBoilerProHigh,capaConvResi,0.09736,,
2035,54IT,eBoilerProHigh,capaConvResi,0.07302,,
2040,54IT,eBoilerProHigh,capaConvResi,0.04868,,
2045,54IT,eBoilerProHigh,capaConvResi,0.02434,,
2020,54IT,gasBoilerProHigh,capaConvResi,0.66719,,
2025,54IT,gasBoilerProHigh,capaConvResi,0.55599,,
2030,54IT,gasBoilerProHigh,capaConvResi,0.44479,,
2035,54IT,gasBoilerProHigh,capaConvResi,0.33359,,
2040,54IT,gasBoilerProHigh,capaConvResi,0.22239,,
2045,54IT,gasBoilerProHigh,capaConvResi,0.11119,,
2020,54IT,oilBoilerProHigh,capaConvResi,0.43913,,
2025,54IT,oilBoilerProHigh,capaConvResi,0.36594,,
2030,54IT,oilBoilerProHigh,capaConvResi,0.29275,,
2035,54IT,oilBoilerProHigh,capaConvResi,0.21956,,
2040,54IT,oilBoilerProHigh,capaConvResi,0.14637,,
2045,54IT,oilBoilerProHigh,capaConvResi,0.07318,,
2020,54IT,bioBoilerProLow,capaConvResi,0.02277,,
2025,54IT,bioBoilerProLow,capaConvResi,0.01897,,
2030,54IT,bioBoilerProLow,capaConvResi,0.01518,,
2035,54IT,bioBoilerProLow,capaConvResi,0.01138,,
2040,54IT,bioBoilerProLow,capaConvResi,0.00759,,
2045,54IT,bioBoilerProLow,capaConvResi,0.00379,,
2020,54IT,ccgtGasBackProLow,capaConvResi,0.03896,,
2025,54IT,ccgtGasBackProLow,capaConvResi,0.03247,,
2030,54IT,ccgtGasBackProLow,capaConvResi,0.02597,,
2035,54IT,ccgtGasBackProLow,capaConvResi,0.01948,,
2040,54IT,ccgtGasBackProLow,capaConvResi,0.01298,,
2045,54IT,ccgtGasBackProLow,capaConvResi,0.00649,,
2020,54IT,coalBoilerProLow,capaConvResi,0.00675,,
2025,54IT,coalBoilerProLow,capaConvResi,0.00563,,
2030,54IT,coalBoilerProLow,capaConvResi,0.0045,,
2035,54IT,coalBoilerProLow,capaConvResi,0.00337,,
2040,54IT,coalBoilerProLow,capaConvResi,0.00225,,
2045,54IT,coalBoilerProLow,capaConvResi,0.00112,,
2020,54IT,districtHeatPro,capaConvResi,0.66654,,
2025,54IT,districtHeatPro,capaConvResi,0.55545,,
2030,54IT,districtHeatPro,capaConvResi,0.44436,,
2035,54IT,districtHeatPro,capaConvResi,0.33327,,
2040,54IT,districtHeatPro,capaConvResi,0.22218,,
2045,54IT,districtHeatPro,capaConvResi,0.11109,,
2020,54IT,gasBoilerProLow,capaConvResi,0.36839,,
2025,54IT,gasBoilerProLow,capaConvResi,0.30699,,
2030,54IT,gasBoilerProLow,capaConvResi,0.24559,,
2035,54IT,gasBoilerProLow,capaConvResi,0.18419,,
2040,54IT,gasBoilerProLow,capaConvResi,0.12279,,
2045,54IT,gasBoilerProLow,capaConvResi,0.06139,,
2020,54IT,eBoilerProLow,capaConvResi,0.02347,,
2025,54IT,eBoilerProLow,capaConvResi,0.01955,,
2030,54IT,eBoilerProLow,capaConvResi,0.01564,,
2035,54IT,eBoilerProLow,capaConvResi,0.01173,,
2040,54IT,eBoilerProLow,capaConvResi,0.00782,,
2045,54IT,eBoilerProLow,capaConvResi,0.00391,,
2020,54IT,gasEngineProLow,capaConvResi,0.44384,,
2025,54IT,gasEngineProLow,capaConvResi,0.36987,,
2030,54IT,gasEngineProLow,capaConvResi,0.29589,,
2035,54IT,gasEngineProLow,capaConvResi,0.22192,,
2040,54IT,gasEngineProLow,capaConvResi,0.14794,,
2045,54IT,gasEngineProLow,capaConvResi,0.07397,,
2020,54IT,oilBoilerProLow,capaConvResi,0.05737,,
2025,54IT,oilBoilerProLow,capaConvResi,0.04781,,
2030,54IT,oilBoilerProLow,capaConvResi,0.03825,,
2035,54IT,oilBoilerProLow,capaConvResi,0.02868,,
2040,54IT,oilBoilerProLow,capaConvResi,0.01912,,
2045,54IT,oilBoilerProLow,capaConvResi,0.00956,,
2020,54IT,hardcoalPlantProLowStock,capaConvResi,0.00787,,
2025,54IT,hardcoalPlantProLowStock,capaConvResi,0.00656,,
2030,54IT,hardcoalPlantProLowStock,capaConvResi,0.00524,,
2035,54IT,hardcoalPlantProLowStock,capaConvResi,0.00393,,
2040,54IT,hardcoalPlantProLowStock,capaConvResi,0.00262,,
2045,54IT,hardcoalPlantProLowStock,capaConvResi,0.00131,,
2020,54IT,oilPlantProLowStock,capaConvResi,0.01125,,
2025,54IT,oilPlantProLowStock,capaConvResi,0.00937,,
2030,54IT,oilPlantProLowStock,capaConvResi,0.0075,,
2035,54IT,oilPlantProLowStock,capaConvResi,0.00562,,
2040,54IT,oilPlantProLowStock,capaConvResi,0.00375,,
2045,54IT,oilPlantProLowStock,capaConvResi,0.00187,,
2020,54IT,bioBoilerProMed,capaConvResi,0.03769,,
2025,54IT,bioBoilerProMed,capaConvResi,0.03141,,
2030,54IT,bioBoilerProMed,capaConvResi,0.02512,,
2035,54IT,bioBoilerProMed,capaConvResi,0.01884,,
2040,54IT,bioBoilerProMed,capaConvResi,0.01256,,
2045,54IT,bioBoilerProMed,capaConvResi,0.00628,,
2020,54IT,bioGasEngineProMed,capaConvResi,0.03883,,
2025,54IT,bioGasEngineProMed,capaConvResi,0.03235,,
2030,54IT,bioGasEngineProMed,capaConvResi,0.02588,,
2035,54IT,bioGasEngineProMed,capaConvResi,0.01941,,
2040,54IT,bioGasEngineProMed,capaConvResi,0.01294,,
2045,54IT,bioGasEngineProMed,capaConvResi,0.00647,,
2020,54IT,ccgtGasBackProMed,capaConvResi,0.05834,,
2025,54IT,ccgtGasBackProMed,capaConvResi,0.04862,,
2030,54IT,ccgtGasBackProMed,capaConvResi,0.03889,,
2035,54IT,ccgtGasBackProMed,capaConvResi,0.02917,,
2040,54IT,ccgtGasBackProMed,capaConvResi,0.01944,,
2045,54IT,ccgtGasBackProMed,capaConvResi,0.00972,,
2020,54IT,coalBoilerProMed,capaConvResi,0.09735,,
2025,54IT,coalBoilerProMed,capaConvResi,0.08112,,
2030,54IT,coalBoilerProMed,capaConvResi,0.0649,,
2035,54IT,coalBoilerProMed,capaConvResi,0.04867,,
2040,54IT,coalBoilerProMed,capaConvResi,0.03245,,
2045,54IT,coalBoilerProMed,capaConvResi,0.01622,,
2020,54IT,eBoilerProMed,capaConvResi,0.06503,,
2025,54IT,eBoilerProMed,capaConvResi,0.05419,,
2030,54IT,eBoilerProMed,capaConvResi,0.04335,,
2035,54IT,eBoilerProMed,capaConvResi,0.03251,,
2040,54IT,eBoilerProMed,capaConvResi,0.02167,,
2045,54IT,eBoilerProMed,capaConvResi,0.01083,,
2020,54IT,gasBoilerProMed,capaConvResi,0.41775,,
2025,54IT,gasBoilerProMed,capaConvResi,0.34813,,
2030,54IT,gasBoilerProMed,capaConvResi,0.2785,,
2035,54IT,gasBoilerProMed,capaConvResi,0.20887,,
2040,54IT,gasBoilerProMed,capaConvResi,0.13925,,
2045,54IT,gasBoilerProMed,capaConvResi,0.06962,,
2020,54IT,gasEngineProMed,capaConvResi,0.52399,,
2025,54IT,gasEngineProMed,capaConvResi,0.43666,,
2030,54IT,gasEngineProMed,capaConvResi,0.34932,,
2035,54IT,gasEngineProMed,capaConvResi,0.26199,,
2040,54IT,gasEngineProMed,capaConvResi,0.17466,,
2045,54IT,gasEngineProMed,capaConvResi,0.08733,,
2020,54IT,oilBoilerProMed,capaConvResi,0.23023,,
2025,54IT,oilBoilerProMed,capaConvResi,0.19186,,
2030,54IT,oilBoilerProMed,capaConvResi,0.15349,,
2035,54IT,oilBoilerProMed,capaConvResi,0.11511,,
2040,54IT,oilBoilerProMed,capaConvResi,0.07674,,
2045,54IT,oilBoilerProMed,capaConvResi,0.03837,,
2020,54IT,hardcoalPlantProMedStock,capaConvResi,0.1134,,
2025,54IT,hardcoalPlantProMedStock,capaConvResi,0.0945,,
2030,54IT,hardcoalPlantProMedStock,capaConvResi,0.0756,,
2035,54IT,hardcoalPlantProMedStock,capaConvResi,0.0567,,
2040,54IT,hardcoalPlantProMedStock,capaConvResi,0.0378,,
2045,54IT,hardcoalPlantProMedStock,capaConvResi,0.0189,,
2020,54IT,oilPlantProMedStock,capaConvResi,0.02586,,
2025,54IT,oilPlantProMedStock,capaConvResi,0.02155,,
2030,54IT,oilPlantProMedStock,capaConvResi,0.01724,,
2035,54IT,oilPlantProMedStock,capaConvResi,0.01293,,
2040,54IT,oilPlantProMedStock,capaConvResi,0.00862,,
2045,54IT,oilPlantProMedStock,capaConvResi,0.00431,,
2020,54IT,districtHeatSpace,capaConvResi,1.50505,,
2025,54IT,districtHeatSpace,capaConvResi,1.10545,,
2030,54IT,districtHeatSpace,capaConvResi,0.73276,,
2035,54IT,districtHeatSpace,capaConvResi,0.44381,,
2040,54IT,districtHeatSpace,capaConvResi,0.19955,,
2020,54IT,bioBoilerSpaceStock,capaConvResi,7.52607,,
2025,54IT,bioBoilerSpaceStock,capaConvResi,5.52783,,
2030,54IT,bioBoilerSpaceStock,capaConvResi,3.66419,,
2035,54IT,bioBoilerSpaceStock,capaConvResi,2.2193,,
2040,54IT,bioBoilerSpaceStock,capaConvResi,0.9979,,
2020,54IT,gasBoilerSpaceStock,capaConvResi,27.88309,,
2025,54IT,gasBoilerSpaceStock,capaConvResi,20.47989,,
2030,54IT,gasBoilerSpaceStock,capaConvResi,13.57533,,
2035,54IT,gasBoilerSpaceStock,capaConvResi,8.2222,,
2040,54IT,gasBoilerSpaceStock,capaConvResi,3.69709,,
2020,54IT,oilLiquidBoilerSpaceStock,capaConvResi,3.06422,,
2025,54IT,oilLiquidBoilerSpaceStock,capaConvResi,2.25064,,
2030,54IT,oilLiquidBoilerSpaceStock,capaConvResi,1.49186,,
2035,54IT,oilLiquidBoilerSpaceStock,capaConvResi,0.90358,,
2040,54IT,oilLiquidBoilerSpaceStock,capaConvResi,0.40629,,
2020,54IT,resistiveHeatSpaceStock,capaConvResi,4.18397,,
2025,54IT,resistiveHeatSpaceStock,capaConvResi,3.07309,,
2030,54IT,resistiveHeatSpaceStock,capaConvResi,2.03703,,
2035,54IT,resistiveHeatSpaceStock,capaConvResi,1.23377,,
2040,54IT,resistiveHeatSpaceStock,capaConvResi,0.55476,,
2020,54IT,heatpumpAirSpace,capaConvResi,1.35555,,
2025,54IT,heatpumpAirSpace,capaConvResi,0.99564,,
2030,54IT,heatpumpAirSpace,capaConvResi,0.65997,,
2035,54IT,heatpumpAirSpace,capaConvResi,0.39972,,
2040,54IT,heatpumpAirSpace,capaConvResi,0.17973,,
2020,55IT,coalBoilerProHigh,capaConvResi,0.17315,,
2025,55IT,coalBoilerProHigh,capaConvResi,0.14429,,
2030,55IT,coalBoilerProHigh,capaConvResi,0.11543,,
2035,55IT,coalBoilerProHigh,capaConvResi,0.08657,,
2040,55IT,coalBoilerProHigh,capaConvResi,0.05771,,
2045,55IT,coalBoilerProHigh,capaConvResi,0.02885,,
2020,55IT,eBoilerProHigh,capaConvResi,0.0559,,
2025,55IT,eBoilerProHigh,capaConvResi,0.04659,,
2030,55IT,eBoilerProHigh,capaConvResi,0.03727,,
2035,55IT,eBoilerProHigh,capaConvResi,0.02795,,
2040,55IT,eBoilerProHigh,capaConvResi,0.01863,,
2045,55IT,eBoilerProHigh,capaConvResi,0.00931,,
2020,55IT,gasBoilerProHigh,capaConvResi,0.2554,,
2025,55IT,gasBoilerProHigh,capaConvResi,0.21283,,
2030,55IT,gasBoilerProHigh,capaConvResi,0.17027,,
2035,55IT,gasBoilerProHigh,capaConvResi,0.1277,,
2040,55IT,gasBoilerProHigh,capaConvResi,0.08513,,
2045,55IT,gasBoilerProHigh,capaConvResi,0.04256,,
2020,55IT,oilBoilerProHigh,capaConvResi,0.1681,,
2025,55IT,oilBoilerProHigh,capaConvResi,0.14008,,
2030,55IT,oilBoilerProHigh,capaConvResi,0.11206,,
2035,55IT,oilBoilerProHigh,capaConvResi,0.08405,,
2040,55IT,oilBoilerProHigh,capaConvResi,0.05603,,
2045,55IT,oilBoilerProHigh,capaConvResi,0.02801,,
2020,55IT,bioBoilerProLow,capaConvResi,0.00871,,
2025,55IT,bioBoilerProLow,capaConvResi,0.00726,,
2030,55IT,bioBoilerProLow,capaConvResi,0.00581,,
2035,55IT,bioBoilerProLow,capaConvResi,0.00435,,
2040,55IT,bioBoilerProLow,capaConvResi,0.0029,,
2045,55IT,bioBoilerProLow,capaConvResi,0.00145,,
2020,55IT,ccgtGasBackProLow,capaConvResi,0.01491,,
2025,55IT,ccgtGasBackProLow,capaConvResi,0.01243,,
2030,55IT,ccgtGasBackProLow,capaConvResi,0.00994,,
2035,55IT,ccgtGasBackProLow,capaConvResi,0.00745,,
2040,55IT,ccgtGasBackProLow,capaConvResi,0.00497,,
2045,55IT,ccgtGasBackProLow,capaConvResi,0.00248,,
2020,55IT,coalBoilerProLow,capaConvResi,0.00258,,
2025,55IT,coalBoilerProLow,capaConvResi,0.00215,,
2030,55IT,coalBoilerProLow,capaConvResi,0.00172,,
2035,55IT,coalBoilerProLow,capaConvResi,0.00129,,
2040,55IT,coalBoilerProLow,capaConvResi,0.00086,,
2045,55IT,coalBoilerProLow,capaConvResi,0.00043,,
2020,55IT,districtHeatPro,capaConvResi,0.25515,,
2025,55IT,districtHeatPro,capaConvResi,0.21263,,
2030,55IT,districtHeatPro,capaConvResi,0.1701,,
2035,55IT,districtHeatPro,capaConvResi,0.12757,,
2040,55IT,districtHeatPro,capaConvResi,0.08505,,
2045,55IT,districtHeatPro,capaConvResi,0.04252,,
2020,55IT,gasBoilerProLow,capaConvResi,0.14102,,
2025,55IT,gasBoilerProLow,capaConvResi,0.11751,,
2030,55IT,gasBoilerProLow,capaConvResi,0.09401,,
2035,55IT,gasBoilerProLow,capaConvResi,0.07051,,
2040,55IT,gasBoilerProLow,capaConvResi,0.047,,
2045,55IT,gasBoilerProLow,capaConvResi,0.0235,,
2020,55IT,eBoilerProLow,capaConvResi,0.00898,,
2025,55IT,eBoilerProLow,capaConvResi,0.00748,,
2030,55IT,eBoilerProLow,capaConvResi,0.00598,,
2035,55IT,eBoilerProLow,capaConvResi,0.00449,,
2040,55IT,eBoilerProLow,capaConvResi,0.00299,,
2045,55IT,eBoilerProLow,capaConvResi,0.00149,,
2020,55IT,gasEngineProLow,capaConvResi,0.1699,,
2025,55IT,gasEngineProLow,capaConvResi,0.14158,,
2030,55IT,gasEngineProLow,capaConvResi,0.11327,,
2035,55IT,gasEngineProLow,capaConvResi,0.08495,,
2040,55IT,gasEngineProLow,capaConvResi,0.05663,,
2045,55IT,gasEngineProLow,capaConvResi,0.02831,,
2020,55IT,oilBoilerProLow,capaConvResi,0.02196,,
2025,55IT,oilBoilerProLow,capaConvResi,0.0183,,
2030,55IT,oilBoilerProLow,capaConvResi,0.01464,,
2035,55IT,oilBoilerProLow,capaConvResi,0.01098,,
2040,55IT,oilBoilerProLow,capaConvResi,0.00732,,
2045,55IT,oilBoilerProLow,capaConvResi,0.00366,,
2020,55IT,oilPlantProLowStock,capaConvResi,0.0043,,
2025,55IT,oilPlantProLowStock,capaConvResi,0.00358,,
2030,55IT,oilPlantProLowStock,capaConvResi,0.00287,,
2035,55IT,oilPlantProLowStock,capaConvResi,0.00215,,
2040,55IT,oilPlantProLowStock,capaConvResi,0.00143,,
2045,55IT,oilPlantProLowStock,capaConvResi,0.00071,,
2020,55IT,bioBoilerProMed,capaConvResi,0.01442,,
2025,55IT,bioBoilerProMed,capaConvResi,0.01202,,
2030,55IT,bioBoilerProMed,capaConvResi,0.00961,,
2035,55IT,bioBoilerProMed,capaConvResi,0.00721,,
2040,55IT,bioBoilerProMed,capaConvResi,0.0048,,
2045,55IT,bioBoilerProMed,capaConvResi,0.0024,,
2020,55IT,bioGasEngineProMed,capaConvResi,0.01486,,
2025,55IT,bioGasEngineProMed,capaConvResi,0.01238,,
2030,55IT,bioGasEngineProMed,capaConvResi,0.0099,,
2035,55IT,bioGasEngineProMed,capaConvResi,0.00743,,
2040,55IT,bioGasEngineProMed,capaConvResi,0.00495,,
2045,55IT,bioGasEngineProMed,capaConvResi,0.00247,,
2020,55IT,ccgtGasBackProMed,capaConvResi,0.02233,,
2025,55IT,ccgtGasBackProMed,capaConvResi,0.01861,,
2030,55IT,ccgtGasBackProMed,capaConvResi,0.01489,,
2035,55IT,ccgtGasBackProMed,capaConvResi,0.01116,,
2040,55IT,ccgtGasBackProMed,capaConvResi,0.00744,,
2045,55IT,ccgtGasBackProMed,capaConvResi,0.00372,,
2020,55IT,coalBoilerProMed,capaConvResi,0.03726,,
2025,55IT,coalBoilerProMed,capaConvResi,0.03105,,
2030,55IT,coalBoilerProMed,capaConvResi,0.02484,,
2035,55IT,coalBoilerProMed,capaConvResi,0.01863,,
2040,55IT,coalBoilerProMed,capaConvResi,0.01242,,
2045,55IT,coalBoilerProMed,capaConvResi,0.00621,,
2020,55IT,eBoilerProMed,capaConvResi,0.02489,,
2025,55IT,eBoilerProMed,capaConvResi,0.02074,,
2030,55IT,eBoilerProMed,capaConvResi,0.01659,,
2035,55IT,eBoilerProMed,capaConvResi,0.01244,,
2040,55IT,eBoilerProMed,capaConvResi,0.00829,,
2045,55IT,eBoilerProMed,capaConvResi,0.00414,,
2020,55IT,gasBoilerProMed,capaConvResi,0.15992,,
2025,55IT,gasBoilerProMed,capaConvResi,0.13326,,
2030,55IT,gasBoilerProMed,capaConvResi,0.10661,,
2035,55IT,gasBoilerProMed,capaConvResi,0.07996,,
2040,55IT,gasBoilerProMed,capaConvResi,0.0533,,
2045,55IT,gasBoilerProMed,capaConvResi,0.02665,,
2020,55IT,gasEngineProMed,capaConvResi,0.20058,,
2025,55IT,gasEngineProMed,capaConvResi,0.16715,,
2030,55IT,gasEngineProMed,capaConvResi,0.13372,,
2035,55IT,gasEngineProMed,capaConvResi,0.10029,,
2040,55IT,gasEngineProMed,capaConvResi,0.06686,,
2045,55IT,gasEngineProMed,capaConvResi,0.03343,,
2020,55IT,oilBoilerProMed,capaConvResi,0.08813,,
2025,55IT,oilBoilerProMed,capaConvResi,0.07344,,
2030,55IT,oilBoilerProMed,capaConvResi,0.05875,,
2035,55IT,oilBoilerProMed,capaConvResi,0.04406,,
2040,55IT,oilBoilerProMed,capaConvResi,0.02937,,
2045,55IT,oilBoilerProMed,capaConvResi,0.01468,,
2020,55IT,hardcoalPlantProMedStock,capaConvResi,0.04341,,
2025,55IT,hardcoalPlantProMedStock,capaConvResi,0.03617,,
2030,55IT,hardcoalPlantProMedStock,capaConvResi,0.02894,,
2035,55IT,hardcoalPlantProMedStock,capaConvResi,0.0217,,
2040,55IT,hardcoalPlantProMedStock,capaConvResi,0.01447,,
2045,55IT,hardcoalPlantProMedStock,capaConvResi,0.00723,,
2020,55IT,oilPlantProMedStock,capaConvResi,0.0099,,
2025,55IT,oilPlantProMedStock,capaConvResi,0.00825,,
2030,55IT,oilPlantProMedStock,capaConvResi,0.0066,,
2035,55IT,oilPlantProMedStock,capaConvResi,0.00495,,
2040,55IT,oilPlantProMedStock,capaConvResi,0.0033,,
2045,55IT,oilPlantProMedStock,capaConvResi,0.00165,,
2020,55IT,districtHeatSpace,capaConvResi,0.7963,,
2025,55IT,districtHeatSpace,capaConvResi,0.58487,,
2030,55IT,districtHeatSpace,capaConvResi,0.38769,,
2035,55IT,districtHeatSpace,capaConvResi,0.23481,,
2040,55IT,districtHeatSpace,capaConvResi,0.10558,,
2020,55IT,bioBoilerSpaceStock,capaConvResi,3.98193,,
2025,55IT,bioBoilerSpaceStock,capaConvResi,2.92469,,
2030,55IT,bioBoilerSpaceStock,capaConvResi,1.93866,,
2035,55IT,bioBoilerSpaceStock,capaConvResi,1.17419,,
2040,55IT,bioBoilerSpaceStock,capaConvResi,0.52797,,
2020,55IT,gasBoilerSpaceStock,capaConvResi,14.75252,,
2025,55IT,gasBoilerSpaceStock,capaConvResi,10.8356,,
2030,55IT,gasBoilerSpaceStock,capaConvResi,7.1825,,
2035,55IT,gasBoilerSpaceStock,capaConvResi,4.35024,,
2040,55IT,gasBoilerSpaceStock,capaConvResi,1.95607,,
2020,55IT,oilLiquidBoilerSpaceStock,capaConvResi,1.62123,,
2025,55IT,oilLiquidBoilerSpaceStock,capaConvResi,1.19078,,
2030,55IT,oilLiquidBoilerSpaceStock,capaConvResi,0.78932,,
2035,55IT,oilLiquidBoilerSpaceStock,capaConvResi,0.47807,,
2040,55IT,oilLiquidBoilerSpaceStock,capaConvResi,0.21496,,
2020,55IT,resistiveHeatSpaceStock,capaConvResi,2.21367,,
2025,55IT,resistiveHeatSpaceStock,capaConvResi,1.62592,,
2030,55IT,resistiveHeatSpaceStock,capaConvResi,1.07776,,
2035,55IT,resistiveHeatSpaceStock,capaConvResi,0.65277,,
2040,55IT,resistiveHeatSpaceStock,capaConvResi,0.29351,,
2020,55IT,heatpumpAirSpace,capaConvResi,0.7172,,
2025,55IT,heatpumpAirSpace,capaConvResi,0.52677,,
2030,55IT,heatpumpAirSpace,capaConvResi,0.34918,,
2035,55IT,heatpumpAirSpace,capaConvResi,0.21148,,
2040,55IT,heatpumpAirSpace,capaConvResi,0.09509,,
2020,56IT,coalBoilerProHigh,capaConvResi,0.12133,,
2025,56IT,coalBoilerProHigh,capaConvResi,0.10111,,
2030,56IT,coalBoilerProHigh,capaConvResi,0.08088,,
2035,56IT,coalBoilerProHigh,capaConvResi,0.06066,,
2040,56IT,coalBoilerProHigh,capaConvResi,0.04044,,
2045,56IT,coalBoilerProHigh,capaConvResi,0.02022,,
2020,56IT,eBoilerProHigh,capaConvResi,0.03917,,
2025,56IT,eBoilerProHigh,capaConvResi,0.03264,,
2030,56IT,eBoilerProHigh,capaConvResi,0.02611,,
2035,56IT,eBoilerProHigh,capaConvResi,0.01958,,
2040,56IT,eBoilerProHigh,capaConvResi,0.01305,,
2045,56IT,eBoilerProHigh,capaConvResi,0.00652,,
2020,56IT,gasBoilerProHigh,capaConvResi,0.17897,,
2025,56IT,gasBoilerProHigh,capaConvResi,0.14914,,
2030,56IT,gasBoilerProHigh,capaConvResi,0.11931,,
2035,56IT,gasBoilerProHigh,capaConvResi,0.08948,,
2040,56IT,gasBoilerProHigh,capaConvResi,0.05965,,
2045,56IT,gasBoilerProHigh,capaConvResi,0.02982,,
2020,56IT,oilBoilerProHigh,capaConvResi,0.11779,,
2025,56IT,oilBoilerProHigh,capaConvResi,0.09816,,
2030,56IT,oilBoilerProHigh,capaConvResi,0.07852,,
2035,56IT,oilBoilerProHigh,capaConvResi,0.05889,,
2040,56IT,oilBoilerProHigh,capaConvResi,0.03926,,
2045,56IT,oilBoilerProHigh,capaConvResi,0.01963,,
2020,56IT,bioBoilerProLow,capaConvResi,0.0061,,
2025,56IT,bioBoilerProLow,capaConvResi,0.00509,,
2030,56IT,bioBoilerProLow,capaConvResi,0.00407,,
2035,56IT,bioBoilerProLow,capaConvResi,0.00305,,
2040,56IT,bioBoilerProLow,capaConvResi,0.00203,,
2045,56IT,bioBoilerProLow,capaConvResi,0.00101,,
2020,56IT,ccgtGasBackProLow,capaConvResi,0.01045,,
2025,56IT,ccgtGasBackProLow,capaConvResi,0.00871,,
2030,56IT,ccgtGasBackProLow,capaConvResi,0.00696,,
2035,56IT,ccgtGasBackProLow,capaConvResi,0.00522,,
2040,56IT,ccgtGasBackProLow,capaConvResi,0.00348,,
2045,56IT,ccgtGasBackProLow,capaConvResi,0.00174,,
2020,56IT,coalBoilerProLow,capaConvResi,0.00181,,
2025,56IT,coalBoilerProLow,capaConvResi,0.00151,,
2030,56IT,coalBoilerProLow,capaConvResi,0.0012,,
2035,56IT,coalBoilerProLow,capaConvResi,0.0009,,
2040,56IT,coalBoilerProLow,capaConvResi,0.0006,,
2045,56IT,coalBoilerProLow,capaConvResi,0.0003,,
2020,56IT,districtHeatPro,capaConvResi,0.17879,,
2025,56IT,districtHeatPro,capaConvResi,0.14899,,
2030,56IT,districtHeatPro,capaConvResi,0.11919,,
2035,56IT,districtHeatPro,capaConvResi,0.08939,,
2040,56IT,districtHeatPro,capaConvResi,0.05959,,
2045,56IT,districtHeatPro,capaConvResi,0.02979,,
2020,56IT,gasBoilerProLow,capaConvResi,0.09881,,
2025,56IT,gasBoilerProLow,capaConvResi,0.08234,,
2030,56IT,gasBoilerProLow,capaConvResi,0.06587,,
2035,56IT,gasBoilerProLow,capaConvResi,0.0494,,
2040,56IT,gasBoilerProLow,capaConvResi,0.03293,,
2045,56IT,gasBoilerProLow,capaConvResi,0.01646,,
2020,56IT,eBoilerProLow,capaConvResi,0.00629,,
2025,56IT,eBoilerProLow,capaConvResi,0.00524,,
2030,56IT,eBoilerProLow,capaConvResi,0.00419,,
2035,56IT,eBoilerProLow,capaConvResi,0.00314,,
2040,56IT,eBoilerProLow,capaConvResi,0.00209,,
2045,56IT,eBoilerProLow,capaConvResi,0.00104,,
2020,56IT,gasEngineProLow,capaConvResi,0.11905,,
2025,56IT,gasEngineProLow,capaConvResi,0.09921,,
2030,56IT,gasEngineProLow,capaConvResi,0.07937,,
2035,56IT,gasEngineProLow,capaConvResi,0.05952,,
2040,56IT,gasEngineProLow,capaConvResi,0.03968,,
2045,56IT,gasEngineProLow,capaConvResi,0.01984,,
2020,56IT,oilBoilerProLow,capaConvResi,0.01539,,
2025,56IT,oilBoilerProLow,capaConvResi,0.01282,,
2030,56IT,oilBoilerProLow,capaConvResi,0.01026,,
2035,56IT,oilBoilerProLow,capaConvResi,0.00769,,
2040,56IT,oilBoilerProLow,capaConvResi,0.00513,,
2045,56IT,oilBoilerProLow,capaConvResi,0.00256,,
2020,56IT,oilPlantProLowStock,capaConvResi,0.00301,,
2025,56IT,oilPlantProLowStock,capaConvResi,0.00251,,
2030,56IT,oilPlantProLowStock,capaConvResi,0.00201,,
2035,56IT,oilPlantProLowStock,capaConvResi,0.0015,,
2040,56IT,oilPlantProLowStock,capaConvResi,0.001,,
2045,56IT,oilPlantProLowStock,capaConvResi,0.0005,,
2020,56IT,bioBoilerProMed,capaConvResi,0.01011,,
2025,56IT,bioBoilerProMed,capaConvResi,0.00842,,
2030,56IT,bioBoilerProMed,capaConvResi,0.00674,,
2035,56IT,bioBoilerProMed,capaConvResi,0.00505,,
2040,56IT,bioBoilerProMed,capaConvResi,0.00337,,
2045,56IT,bioBoilerProMed,capaConvResi,0.00168,,
2020,56IT,bioGasEngineProMed,capaConvResi,0.01041,,
2025,56IT,bioGasEngineProMed,capaConvResi,0.00868,,
2030,56IT,bioGasEngineProMed,capaConvResi,0.00694,,
2035,56IT,bioGasEngineProMed,capaConvResi,0.0052,,
2040,56IT,bioGasEngineProMed,capaConvResi,0.00347,,
2045,56IT,bioGasEngineProMed,capaConvResi,0.00173,,
2020,56IT,ccgtGasBackProMed,capaConvResi,0.01565,,
2025,56IT,ccgtGasBackProMed,capaConvResi,0.01304,,
2030,56IT,ccgtGasBackProMed,capaConvResi,0.01043,,
2035,56IT,ccgtGasBackProMed,capaConvResi,0.00782,,
2040,56IT,ccgtGasBackProMed,capaConvResi,0.00521,,
2045,56IT,ccgtGasBackProMed,capaConvResi,0.0026,,
