timestep_2,region_4,technology_3,parameter,value,source
2040,51AT,gasBoilerProHighStock,capaConvResi,0.12882,
2045,51AT,gasBoilerProHighStock,capaConvResi,0.06441,
2020,51AT,oilBoilerProHighStock,capaConvResi,0.0684,
2025,51AT,oilBoilerProHighStock,capaConvResi,0.057,
2030,51AT,oilBoilerProHighStock,capaConvResi,0.0456,
2035,51AT,oilBoilerProHighStock,capaConvResi,0.0342,
2040,51AT,oilBoilerProHighStock,capaConvResi,0.0228,
2045,51AT,oilBoilerProHighStock,capaConvResi,0.0114,
2020,51AT,bioBoilerProLowStock,capaConvResi,0.52404,
2025,51AT,bioBoilerProLowStock,capaConvResi,0.4367,
2030,51AT,bioBoilerProLowStock,capaConvResi,0.34936,
2035,51AT,bioBoilerProLowStock,capaConvResi,0.26202,
2040,51AT,bioBoilerProLowStock,capaConvResi,0.17468,
2045,51AT,bioBoilerProLowStock,capaConvResi,0.08734,
2020,51AT,coalBoilerProLowStock,capaConvResi,0.00746,
2025,51AT,coalBoilerProLowStock,capaConvResi,0.00622,
2030,51AT,coalBoilerProLowStock,capaConvResi,0.00497,
2035,51AT,coalBoilerProLowStock,capaConvResi,0.00373,
2040,51AT,coalBoilerProLowStock,capaConvResi,0.00249,
2045,51AT,coalBoilerProLowStock,capaConvResi,0.00125,
2020,51AT,districtHeatPro,capaConvResi,0.01404,
2025,51AT,districtHeatPro,capaConvResi,0.0117,
2030,51AT,districtHeatPro,capaConvResi,0.00936,
2035,51AT,districtHeatPro,capaConvResi,0.00702,
2040,51AT,districtHeatPro,capaConvResi,0.00468,
2045,51AT,districtHeatPro,capaConvResi,0.00234,
2020,51AT,gasBoilerProLowStock,capaConvResi,0.21609,
2025,51AT,gasBoilerProLowStock,capaConvResi,0.18008,
2030,51AT,gasBoilerProLowStock,capaConvResi,0.14406,
2035,51AT,gasBoilerProLowStock,capaConvResi,0.10805,
2040,51AT,gasBoilerProLowStock,capaConvResi,0.07203,
2045,51AT,gasBoilerProLowStock,capaConvResi,0.03602,
2020,51AT,eBoilerProLow,capaConvResi,0.01361,
2025,51AT,eBoilerProLow,capaConvResi,0.01134,
2030,51AT,eBoilerProLow,capaConvResi,0.00907,
2035,51AT,eBoilerProLow,capaConvResi,0.00681,
2040,51AT,eBoilerProLow,capaConvResi,0.00454,
2045,51AT,eBoilerProLow,capaConvResi,0.00227,
2020,51AT,gasEngineProLowStock,capaConvResi,0.40566,
2025,51AT,gasEngineProLowStock,capaConvResi,0.33805,
2030,51AT,gasEngineProLowStock,capaConvResi,0.27044,
2035,51AT,gasEngineProLowStock,capaConvResi,0.20283,
2040,51AT,gasEngineProLowStock,capaConvResi,0.13522,
2045,51AT,gasEngineProLowStock,capaConvResi,0.06761,
2020,51AT,oilBoilerProLowStock,capaConvResi,0.01714,
2025,51AT,oilBoilerProLowStock,capaConvResi,0.01428,
2030,51AT,oilBoilerProLowStock,capaConvResi,0.01143,
2035,51AT,oilBoilerProLowStock,capaConvResi,0.00857,
2040,51AT,oilBoilerProLowStock,capaConvResi,0.00572,
2045,51AT,oilBoilerProLowStock,capaConvResi,0.00286,
2020,51AT,oilPlantProLowStock,capaConvResi,0.05853,
2025,51AT,oilPlantProLowStock,capaConvResi,0.04878,
2030,51AT,oilPlantProLowStock,capaConvResi,0.03902,
2035,51AT,oilPlantProLowStock,capaConvResi,0.02927,
2040,51AT,oilPlantProLowStock,capaConvResi,0.01951,
2045,51AT,oilPlantProLowStock,capaConvResi,0.00976,
2020,51AT,bioBoilerProMedStock,capaConvResi,0.0312,
2025,51AT,bioBoilerProMedStock,capaConvResi,0.026,
2030,51AT,bioBoilerProMedStock,capaConvResi,0.0208,
2035,51AT,bioBoilerProMedStock,capaConvResi,0.0156,
2040,51AT,bioBoilerProMedStock,capaConvResi,0.0104,
2045,51AT,bioBoilerProMedStock,capaConvResi,0.0052,
2020,51AT,bioGasEngineProMedStock,capaConvResi,0.44814,
2025,51AT,bioGasEngineProMedStock,capaConvResi,0.37345,
2030,51AT,bioGasEngineProMedStock,capaConvResi,0.29876,
2035,51AT,bioGasEngineProMedStock,capaConvResi,0.22407,
2040,51AT,bioGasEngineProMedStock,capaConvResi,0.14938,
2045,51AT,bioGasEngineProMedStock,capaConvResi,0.07469,
2020,51AT,ccgtGasBackProMedStock,capaConvResi,0.02768,
2025,51AT,ccgtGasBackProMedStock,capaConvResi,0.02307,
2030,51AT,ccgtGasBackProMedStock,capaConvResi,0.01845,
2035,51AT,ccgtGasBackProMedStock,capaConvResi,0.01384,
2040,51AT,ccgtGasBackProMedStock,capaConvResi,0.00923,
2045,51AT,ccgtGasBackProMedStock,capaConvResi,0.00462,
2020,51AT,coalBoilerProMedStock,capaConvResi,0.14922,
2025,51AT,coalBoilerProMedStock,capaConvResi,0.12435,
2030,51AT,coalBoilerProMedStock,capaConvResi,0.09948,
2035,51AT,coalBoilerProMedStock,capaConvResi,0.07461,
2040,51AT,coalBoilerProMedStock,capaConvResi,0.04974,
2045,51AT,coalBoilerProMedStock,capaConvResi,0.02487,
2020,51AT,eBoilerProMed,capaConvResi,0.00761,
2025,51AT,eBoilerProMed,capaConvResi,0.00634,
2030,51AT,eBoilerProMed,capaConvResi,0.00507,
2035,51AT,eBoilerProMed,capaConvResi,0.00381,
2040,51AT,eBoilerProMed,capaConvResi,0.00254,
2045,51AT,eBoilerProMed,capaConvResi,0.00127,
2020,51AT,gasBoilerProMedStock,capaConvResi,0.19997,
2025,51AT,gasBoilerProMedStock,capaConvResi,0.16665,
2030,51AT,gasBoilerProMedStock,capaConvResi,0.13332,
2035,51AT,gasBoilerProMedStock,capaConvResi,0.09999,
2040,51AT,gasBoilerProMedStock,capaConvResi,0.06666,
2045,51AT,gasBoilerProMedStock,capaConvResi,0.03333,
2020,51AT,gasEngineProMedStock,capaConvResi,0.37327,
2025,51AT,gasEngineProMedStock,capaConvResi,0.31106,
2030,51AT,gasEngineProMedStock,capaConvResi,0.24885,
2035,51AT,gasEngineProMedStock,capaConvResi,0.18664,
2040,51AT,gasEngineProMedStock,capaConvResi,0.12443,
2045,51AT,gasEngineProMedStock,capaConvResi,0.06222,
2020,51AT,oilBoilerProMedStock,capaConvResi,0.04048,
2025,51AT,oilBoilerProMedStock,capaConvResi,0.03373,
2030,51AT,oilBoilerProMedStock,capaConvResi,0.02699,
2035,51AT,oilBoilerProMedStock,capaConvResi,0.02024,
2040,51AT,oilBoilerProMedStock,capaConvResi,0.0135,
2045,51AT,oilBoilerProMedStock,capaConvResi,0.00675,
2020,51AT,hardcoalPlantProMedStock,capaConvResi,0.08504,
2025,51AT,hardcoalPlantProMedStock,capaConvResi,0.07087,
2030,51AT,hardcoalPlantProMedStock,capaConvResi,0.0567,
2035,51AT,hardcoalPlantProMedStock,capaConvResi,0.04252,
2040,51AT,hardcoalPlantProMedStock,capaConvResi,0.02835,
2045,51AT,hardcoalPlantProMedStock,capaConvResi,0.01418,
2020,51AT,oilPlantProMedStock,capaConvResi,0.06582,
2025,51AT,oilPlantProMedStock,capaConvResi,0.05485,
2030,51AT,oilPlantProMedStock,capaConvResi,0.04388,
2035,51AT,oilPlantProMedStock,capaConvResi,0.03291,
2040,51AT,oilPlantProMedStock,capaConvResi,0.02194,
2045,51AT,oilPlantProMedStock,capaConvResi,0.01097,
2020,51AT,districtHeatSpace,capaConvResi,3.60762,
2025,51AT,districtHeatSpace,capaConvResi,2.88557,
2030,51AT,districtHeatSpace,capaConvResi,1.91273,
2035,51AT,districtHeatSpace,capaConvResi,1.15849,
2040,51AT,districtHeatSpace,capaConvResi,0.52092,
2020,51AT,bioBoilerSpaceStock,capaConvResi,3.85824,
2025,51AT,bioBoilerSpaceStock,capaConvResi,3.08603,
2030,51AT,bioBoilerSpaceStock,capaConvResi,2.04561,
2035,51AT,bioBoilerSpaceStock,capaConvResi,1.23897,
2040,51AT,bioBoilerSpaceStock,capaConvResi,0.5571,
2020,51AT,gasBoilerSpaceStock,capaConvResi,3.62734,
2025,51AT,gasBoilerSpaceStock,capaConvResi,2.90134,
2030,51AT,gasBoilerSpaceStock,capaConvResi,1.92319,
2035,51AT,gasBoilerSpaceStock,capaConvResi,1.16482,
2040,51AT,gasBoilerSpaceStock,capaConvResi,0.52376,
2020,51AT,oilLiquidBoilerSpaceStock,capaConvResi,2.67982,
2025,51AT,oilLiquidBoilerSpaceStock,capaConvResi,2.14346,
2030,51AT,oilLiquidBoilerSpaceStock,capaConvResi,1.42082,
2035,51AT,oilLiquidBoilerSpaceStock,capaConvResi,0.86055,
2040,51AT,oilLiquidBoilerSpaceStock,capaConvResi,0.38695,
2020,51AT,resistiveHeatSpaceStock,capaConvResi,0.23447,
2025,51AT,resistiveHeatSpaceStock,capaConvResi,0.18754,
2030,51AT,resistiveHeatSpaceStock,capaConvResi,0.12432,
2035,51AT,resistiveHeatSpaceStock,capaConvResi,0.0753,
2040,51AT,resistiveHeatSpaceStock,capaConvResi,0.03386,
2020,51AT,coalBoilerSpaceStock,capaConvResi,0.02802,
2025,51AT,coalBoilerSpaceStock,capaConvResi,0.02242,
2030,51AT,coalBoilerSpaceStock,capaConvResi,0.01486,
2035,51AT,coalBoilerSpaceStock,capaConvResi,0.009,
2040,51AT,coalBoilerSpaceStock,capaConvResi,0.00405,
2020,52IT,coalBoilerProHighStock,capaConvResi,0.89188,
2025,52IT,coalBoilerProHighStock,capaConvResi,0.74324,
2030,52IT,coalBoilerProHighStock,capaConvResi,0.59459,
2035,52IT,coalBoilerProHighStock,capaConvResi,0.44594,
2040,52IT,coalBoilerProHighStock,capaConvResi,0.2973,
2045,52IT,coalBoilerProHighStock,capaConvResi,0.14865,
2020,52IT,eBoilerProHigh,capaConvResi,0.41775,
2025,52IT,eBoilerProHigh,capaConvResi,0.34813,
2030,52IT,eBoilerProHigh,capaConvResi,0.2785,
2035,52IT,eBoilerProHigh,capaConvResi,0.20888,
2040,52IT,eBoilerProHigh,capaConvResi,0.13925,
2045,52IT,eBoilerProHigh,capaConvResi,0.06963,
2020,52IT,gasBoilerProHighStock,capaConvResi,2.77603,
2025,52IT,gasBoilerProHighStock,capaConvResi,2.31336,
2030,52IT,gasBoilerProHighStock,capaConvResi,1.85069,
2035,52IT,gasBoilerProHighStock,capaConvResi,1.38802,
2040,52IT,gasBoilerProHighStock,capaConvResi,0.92535,
2045,52IT,gasBoilerProHighStock,capaConvResi,0.46268,
2020,52IT,oilBoilerProHighStock,capaConvResi,0.84275,
2025,52IT,oilBoilerProHighStock,capaConvResi,0.70229,
2030,52IT,oilBoilerProHighStock,capaConvResi,0.56183,
2035,52IT,oilBoilerProHighStock,capaConvResi,0.42138,
2040,52IT,oilBoilerProHighStock,capaConvResi,0.28092,
2045,52IT,oilBoilerProHighStock,capaConvResi,0.14046,
2020,52IT,bioBoilerProLowStock,capaConvResi,0.33742,
2025,52IT,bioBoilerProLowStock,capaConvResi,0.28118,
2030,52IT,bioBoilerProLowStock,capaConvResi,0.22495,
2035,52IT,bioBoilerProLowStock,capaConvResi,0.16871,
2040,52IT,bioBoilerProLowStock,capaConvResi,0.11248,
2045,52IT,bioBoilerProLowStock,capaConvResi,0.05624,
2020,52IT,ccgtGasBackProLowStock,capaConvResi,0.11318,
2025,52IT,ccgtGasBackProLowStock,capaConvResi,0.09432,
2030,52IT,ccgtGasBackProLowStock,capaConvResi,0.07546,
2035,52IT,ccgtGasBackProLowStock,capaConvResi,0.05659,
2040,52IT,ccgtGasBackProLowStock,capaConvResi,0.03773,
2045,52IT,ccgtGasBackProLowStock,capaConvResi,0.01887,
2020,52IT,coalBoilerProLowStock,capaConvResi,0.01333,
2025,52IT,coalBoilerProLowStock,capaConvResi,0.01111,
2030,52IT,coalBoilerProLowStock,capaConvResi,0.00889,
2035,52IT,coalBoilerProLowStock,capaConvResi,0.00667,
2040,52IT,coalBoilerProLowStock,capaConvResi,0.00445,
2045,52IT,coalBoilerProLowStock,capaConvResi,0.00223,
2020,52IT,districtHeatPro,capaConvResi,0.01553,
2025,52IT,districtHeatPro,capaConvResi,0.01294,
2030,52IT,districtHeatPro,capaConvResi,0.01035,
2035,52IT,districtHeatPro,capaConvResi,0.00777,
2040,52IT,districtHeatPro,capaConvResi,0.00518,
2045,52IT,districtHeatPro,capaConvResi,0.00259,
2020,52IT,gasBoilerProLowStock,capaConvResi,1.53279,
2025,52IT,gasBoilerProLowStock,capaConvResi,1.27733,
2030,52IT,gasBoilerProLowStock,capaConvResi,1.02186,
2035,52IT,gasBoilerProLowStock,capaConvResi,0.7664,
2040,52IT,gasBoilerProLowStock,capaConvResi,0.51093,
2045,52IT,gasBoilerProLowStock,capaConvResi,0.25547,
2020,52IT,eBoilerProLow,capaConvResi,0.06714,
2025,52IT,eBoilerProLow,capaConvResi,0.05595,
2030,52IT,eBoilerProLow,capaConvResi,0.04476,
2035,52IT,eBoilerProLow,capaConvResi,0.03357,
2040,52IT,eBoilerProLow,capaConvResi,0.02238,
2045,52IT,eBoilerProLow,capaConvResi,0.01119,
2020,52IT,gasEngineProLowStock,capaConvResi,1.08956,
2025,52IT,gasEngineProLowStock,capaConvResi,0.90797,
2030,52IT,gasEngineProLowStock,capaConvResi,0.72637,
2035,52IT,gasEngineProLowStock,capaConvResi,0.54478,
2040,52IT,gasEngineProLowStock,capaConvResi,0.36319,
2045,52IT,gasEngineProLowStock,capaConvResi,0.1816,
2020,52IT,oilBoilerProLowStock,capaConvResi,0.11012,
2025,52IT,oilBoilerProLowStock,capaConvResi,0.09177,
2030,52IT,oilBoilerProLowStock,capaConvResi,0.07342,
2035,52IT,oilBoilerProLowStock,capaConvResi,0.05506,
2040,52IT,oilBoilerProLowStock,capaConvResi,0.03671,
2045,52IT,oilBoilerProLowStock,capaConvResi,0.01836,
2020,52IT,hardcoalPlantProLowStock,capaConvResi,0.01377,
2025,52IT,hardcoalPlantProLowStock,capaConvResi,0.01148,
2030,52IT,hardcoalPlantProLowStock,capaConvResi,0.00918,
2035,52IT,hardcoalPlantProLowStock,capaConvResi,0.00689,
2040,52IT,hardcoalPlantProLowStock,capaConvResi,0.00459,
2045,52IT,hardcoalPlantProLowStock,capaConvResi,0.0023,
2020,52IT,oilPlantProLowStock,capaConvResi,0.04419,
2025,52IT,oilPlantProLowStock,capaConvResi,0.03683,
2030,52IT,oilPlantProLowStock,capaConvResi,0.02946,
2035,52IT,oilPlantProLowStock,capaConvResi,0.0221,
2040,52IT,oilPlantProLowStock,capaConvResi,0.01473,
2045,52IT,oilPlantProLowStock,capaConvResi,0.00737,
2020,52IT,bioBoilerProMedStock,capaConvResi,0.01964,
2025,52IT,bioBoilerProMedStock,capaConvResi,0.01637,
2030,52IT,bioBoilerProMedStock,capaConvResi,0.0131,
2035,52IT,bioBoilerProMedStock,capaConvResi,0.00982,
2040,52IT,bioBoilerProMedStock,capaConvResi,0.00655,
2045,52IT,bioBoilerProMedStock,capaConvResi,0.00328,
2020,52IT,bioGasEngineProMedStock,capaConvResi,0.0939,
2025,52IT,bioGasEngineProMedStock,capaConvResi,0.07825,
2030,52IT,bioGasEngineProMedStock,capaConvResi,0.0626,
2035,52IT,bioGasEngineProMedStock,capaConvResi,0.04695,
2040,52IT,bioGasEngineProMedStock,capaConvResi,0.0313,
2045,52IT,bioGasEngineProMedStock,capaConvResi,0.01565,
2020,52IT,ccgtGasBackProMedStock,capaConvResi,0.16947,
2025,52IT,ccgtGasBackProMedStock,capaConvResi,0.14123,
2030,52IT,ccgtGasBackProMedStock,capaConvResi,0.11298,
2035,52IT,ccgtGasBackProMedStock,capaConvResi,0.08474,
2040,52IT,ccgtGasBackProMedStock,capaConvResi,0.05649,
2045,52IT,ccgtGasBackProMedStock,capaConvResi,0.02825,
2020,52IT,coalBoilerProMedStock,capaConvResi,0.19196,
2025,52IT,coalBoilerProMedStock,capaConvResi,0.15997,
2030,52IT,coalBoilerProMedStock,capaConvResi,0.12798,
2035,52IT,coalBoilerProMedStock,capaConvResi,0.09598,
2040,52IT,coalBoilerProMedStock,capaConvResi,0.06399,
2045,52IT,coalBoilerProMedStock,capaConvResi,0.032,
2020,52IT,eBoilerProMed,capaConvResi,0.18604,
2025,52IT,eBoilerProMed,capaConvResi,0.15503,
2030,52IT,eBoilerProMed,capaConvResi,0.12403,
2035,52IT,eBoilerProMed,capaConvResi,0.09302,
2040,52IT,eBoilerProMed,capaConvResi,0.06202,
2045,52IT,eBoilerProMed,capaConvResi,0.03101,
2020,52IT,gasBoilerProMedStock,capaConvResi,1.73819,
2025,52IT,gasBoilerProMedStock,capaConvResi,1.44849,
2030,52IT,gasBoilerProMedStock,capaConvResi,1.15879,
2035,52IT,gasBoilerProMedStock,capaConvResi,0.8691,
2040,52IT,gasBoilerProMedStock,capaConvResi,0.5794,
2045,52IT,gasBoilerProMedStock,capaConvResi,0.2897,
2020,52IT,gasEngineProMedStock,capaConvResi,1.2863,
2025,52IT,gasEngineProMedStock,capaConvResi,1.07192,
2030,52IT,gasEngineProMedStock,capaConvResi,0.85754,
2035,52IT,gasEngineProMedStock,capaConvResi,0.64315,
2040,52IT,gasEngineProMedStock,capaConvResi,0.42877,
2045,52IT,gasEngineProMedStock,capaConvResi,0.21439,
2020,52IT,oilBoilerProMedStock,capaConvResi,0.44186,
2025,52IT,oilBoilerProMedStock,capaConvResi,0.36822,
2030,52IT,oilBoilerProMedStock,capaConvResi,0.29457,
2035,52IT,oilBoilerProMedStock,capaConvResi,0.22093,
2040,52IT,oilBoilerProMedStock,capaConvResi,0.14729,
2045,52IT,oilBoilerProMedStock,capaConvResi,0.07365,
2020,52IT,hardcoalPlantProMedStock,capaConvResi,0.19828,
2025,52IT,hardcoalPlantProMedStock,capaConvResi,0.16523,
2030,52IT,hardcoalPlantProMedStock,capaConvResi,0.13219,
2035,52IT,hardcoalPlantProMedStock,capaConvResi,0.09914,
2040,52IT,hardcoalPlantProMedStock,capaConvResi,0.0661,
2045,52IT,hardcoalPlantProMedStock,capaConvResi,0.03305,
2020,52IT,oilPlantProMedStock,capaConvResi,0.07814,
2025,52IT,oilPlantProMedStock,capaConvResi,0.06512,
2030,52IT,oilPlantProMedStock,capaConvResi,0.0521,
2035,52IT,oilPlantProMedStock,capaConvResi,0.03907,
2040,52IT,oilPlantProMedStock,capaConvResi,0.02605,
2045,52IT,oilPlantProMedStock,capaConvResi,0.01303,
2020,52IT,districtHeatSpace,capaConvResi,3.41455,
2025,52IT,districtHeatSpace,capaConvResi,2.50796,
2030,52IT,districtHeatSpace,capaConvResi,1.66243,
2035,52IT,districtHeatSpace,capaConvResi,1.00689,
2040,52IT,districtHeatSpace,capaConvResi,0.45275,
2020,52IT,bioBoilerSpaceStock,capaConvResi,21.53003,
2025,52IT,bioBoilerSpaceStock,capaConvResi,15.81362,
2030,52IT,bioBoilerSpaceStock,capaConvResi,10.48224,
2035,52IT,bioBoilerSpaceStock,capaConvResi,6.34881,
2040,52IT,bioBoilerSpaceStock,capaConvResi,2.85473,
2020,52IT,gasBoilerSpaceStock,capaConvResi,79.79408,
2025,52IT,gasBoilerSpaceStock,capaConvResi,58.60806,
2030,52IT,gasBoilerSpaceStock,capaConvResi,38.84903,
2035,52IT,gasBoilerSpaceStock,capaConvResi,23.5298,
2040,52IT,gasBoilerSpaceStock,capaConvResi,10.58013,
2020,52IT,oilLiquidBoilerSpaceStock,capaConvResi,16.13449,
2025,52IT,oilLiquidBoilerSpaceStock,capaConvResi,11.85064,
2030,52IT,oilLiquidBoilerSpaceStock,capaConvResi,7.85534,
2035,52IT,oilLiquidBoilerSpaceStock,capaConvResi,4.75777,
2040,52IT,oilLiquidBoilerSpaceStock,capaConvResi,2.13932,
2020,52IT,resistiveHeatSpaceStock,capaConvResi,2.29655,
2025,52IT,resistiveHeatSpaceStock,capaConvResi,1.6868,
2030,52IT,resistiveHeatSpaceStock,capaConvResi,1.11812,
2035,52IT,resistiveHeatSpaceStock,capaConvResi,0.67721,
2040,52IT,resistiveHeatSpaceStock,capaConvResi,0.30451,
2020,53IT,coalBoilerProHighStock,capaConvResi,0.16639,
2025,53IT,coalBoilerProHighStock,capaConvResi,0.13866,
2030,53IT,coalBoilerProHighStock,capaConvResi,0.11093,
2035,53IT,coalBoilerProHighStock,capaConvResi,0.0832,
2040,53IT,coalBoilerProHighStock,capaConvResi,0.05547,
2045,53IT,coalBoilerProHighStock,capaConvResi,0.02774,
2020,53IT,eBoilerProHigh,capaConvResi,0.07794,
2025,53IT,eBoilerProHigh,capaConvResi,0.06495,
2030,53IT,eBoilerProHigh,capaConvResi,0.05196,
2035,53IT,eBoilerProHigh,capaConvResi,0.03897,
2040,53IT,eBoilerProHigh,capaConvResi,0.02598,
2045,53IT,eBoilerProHigh,capaConvResi,0.01299,
2020,53IT,gasBoilerProHighStock,capaConvResi,0.51787,
2025,53IT,gasBoilerProHighStock,capaConvResi,0.43156,
2030,53IT,gasBoilerProHighStock,capaConvResi,0.34525,
2035,53IT,gasBoilerProHighStock,capaConvResi,0.25894,
2040,53IT,gasBoilerProHighStock,capaConvResi,0.17263,
2045,53IT,gasBoilerProHighStock,capaConvResi,0.08632,
2020,53IT,oilBoilerProHighStock,capaConvResi,0.15722,
2025,53IT,oilBoilerProHighStock,capaConvResi,0.13102,
2030,53IT,oilBoilerProHighStock,capaConvResi,0.10481,
2035,53IT,oilBoilerProHighStock,capaConvResi,0.07861,
2040,53IT,oilBoilerProHighStock,capaConvResi,0.05241,
2045,53IT,oilBoilerProHighStock,capaConvResi,0.02621,
2020,53IT,bioBoilerProLowStock,capaConvResi,0.06295,
2025,53IT,bioBoilerProLowStock,capaConvResi,0.05246,
2030,53IT,bioBoilerProLowStock,capaConvResi,0.04197,
2035,53IT,bioBoilerProLowStock,capaConvResi,0.03148,
2040,53IT,bioBoilerProLowStock,capaConvResi,0.02099,
2045,53IT,bioBoilerProLowStock,capaConvResi,0.0105,
2020,53IT,ccgtGasBackProLowStock,capaConvResi,0.02112,
2025,53IT,ccgtGasBackProLowStock,capaConvResi,0.0176,
2030,53IT,ccgtGasBackProLowStock,capaConvResi,0.01408,
2035,53IT,ccgtGasBackProLowStock,capaConvResi,0.01056,
2040,53IT,ccgtGasBackProLowStock,capaConvResi,0.00704,
2045,53IT,ccgtGasBackProLowStock,capaConvResi,0.00352,
2020,53IT,coalBoilerProLowStock,capaConvResi,0.00249,
2025,53IT,coalBoilerProLowStock,capaConvResi,0.00208,
2030,53IT,coalBoilerProLowStock,capaConvResi,0.00166,
2035,53IT,coalBoilerProLowStock,capaConvResi,0.00125,
2040,53IT,coalBoilerProLowStock,capaConvResi,0.00083,
2045,53IT,coalBoilerProLowStock,capaConvResi,0.00042,
2020,53IT,districtHeatPro,capaConvResi,0.0029,
2025,53IT,districtHeatPro,capaConvResi,0.00242,
2030,53IT,districtHeatPro,capaConvResi,0.00193,
2035,53IT,districtHeatPro,capaConvResi,0.00145,
2040,53IT,districtHeatPro,capaConvResi,0.00097,
2045,53IT,districtHeatPro,capaConvResi,0.00049,
2020,53IT,gasBoilerProLowStock,capaConvResi,0.28595,
2025,53IT,gasBoilerProLowStock,capaConvResi,0.23829,
2030,53IT,gasBoilerProLowStock,capaConvResi,0.19063,
2035,53IT,gasBoilerProLowStock,capaConvResi,0.14298,
2040,53IT,gasBoilerProLowStock,capaConvResi,0.09532,
2045,53IT,gasBoilerProLowStock,capaConvResi,0.04766,
2020,53IT,eBoilerProLow,capaConvResi,0.01253,
2025,53IT,eBoilerProLow,capaConvResi,0.01044,
2030,53IT,eBoilerProLow,capaConvResi,0.00835,
2035,53IT,eBoilerProLow,capaConvResi,0.00627,
2040,53IT,eBoilerProLow,capaConvResi,0.00418,
2045,53IT,eBoilerProLow,capaConvResi,0.00209,
2020,53IT,gasEngineProLowStock,capaConvResi,0.20326,
2025,53IT,gasEngineProLowStock,capaConvResi,0.16939,
2030,53IT,gasEngineProLowStock,capaConvResi,0.13551,
2035,53IT,gasEngineProLowStock,capaConvResi,0.10163,
2040,53IT,gasEngineProLowStock,capaConvResi,0.06776,
2045,53IT,gasEngineProLowStock,capaConvResi,0.03388,
2020,53IT,oilBoilerProLowStock,capaConvResi,0.02055,
2025,53IT,oilBoilerProLowStock,capaConvResi,0.01712,
2030,53IT,oilBoilerProLowStock,capaConvResi,0.0137,
2035,53IT,oilBoilerProLowStock,capaConvResi,0.01028,
2040,53IT,oilBoilerProLowStock,capaConvResi,0.00685,
2045,53IT,oilBoilerProLowStock,capaConvResi,0.00343,
2020,53IT,hardcoalPlantProLowStock,capaConvResi,0.00257,
2025,53IT,hardcoalPlantProLowStock,capaConvResi,0.00214,
2030,53IT,hardcoalPlantProLowStock,capaConvResi,0.00172,
2035,53IT,hardcoalPlantProLowStock,capaConvResi,0.00129,
2040,53IT,hardcoalPlantProLowStock,capaConvResi,0.00086,
2045,53IT,hardcoalPlantProLowStock,capaConvResi,0.00043,
2020,53IT,oilPlantProLowStock,capaConvResi,0.00825,
2025,53IT,oilPlantProLowStock,capaConvResi,0.00687,
2030,53IT,oilPlantProLowStock,capaConvResi,0.0055,
2035,53IT,oilPlantProLowStock,capaConvResi,0.00413,
2040,53IT,oilPlantProLowStock,capaConvResi,0.00275,
2045,53IT,oilPlantProLowStock,capaConvResi,0.00138,
2020,53IT,bioBoilerProMedStock,capaConvResi,0.00367,
2025,53IT,bioBoilerProMedStock,capaConvResi,0.00306,
2030,53IT,bioBoilerProMedStock,capaConvResi,0.00245,
2035,53IT,bioBoilerProMedStock,capaConvResi,0.00184,
2040,53IT,bioBoilerProMedStock,capaConvResi,0.00123,
2045,53IT,bioBoilerProMedStock,capaConvResi,0.00062,
2020,53IT,bioGasEngineProMedStock,capaConvResi,0.01752,
2025,53IT,bioGasEngineProMedStock,capaConvResi,0.0146,
2030,53IT,bioGasEngineProMedStock,capaConvResi,0.01168,
2035,53IT,bioGasEngineProMedStock,capaConvResi,0.00876,
2040,53IT,bioGasEngineProMedStock,capaConvResi,0.00584,
2045,53IT,bioGasEngineProMedStock,capaConvResi,0.00292,
2020,53IT,ccgtGasBackProMedStock,capaConvResi,0.03162,
2025,53IT,ccgtGasBackProMedStock,capaConvResi,0.02635,
2030,53IT,ccgtGasBackProMedStock,capaConvResi,0.02108,
2035,53IT,ccgtGasBackProMedStock,capaConvResi,0.01581,
2040,53IT,ccgtGasBackProMedStock,capaConvResi,0.01054,
2045,53IT,ccgtGasBackProMedStock,capaConvResi,0.00527,
2020,53IT,coalBoilerProMedStock,capaConvResi,0.03582,
2025,53IT,coalBoilerProMedStock,capaConvResi,0.02985,
2030,53IT,coalBoilerProMedStock,capaConvResi,0.02388,
2035,53IT,coalBoilerProMedStock,capaConvResi,0.01791,
2040,53IT,coalBoilerProMedStock,capaConvResi,0.01194,
2045,53IT,coalBoilerProMedStock,capaConvResi,0.00597,
2020,53IT,eBoilerProMed,capaConvResi,0.03471,
2025,53IT,eBoilerProMed,capaConvResi,0.02893,
2030,53IT,eBoilerProMed,capaConvResi,0.02314,
2035,53IT,eBoilerProMed,capaConvResi,0.01736,
2040,53IT,eBoilerProMed,capaConvResi,0.01157,
2045,53IT,eBoilerProMed,capaConvResi,0.00579,
2020,53IT,gasBoilerProMedStock,capaConvResi,0.32426,
2025,53IT,gasBoilerProMedStock,capaConvResi,0.27022,
2030,53IT,gasBoilerProMedStock,capaConvResi,0.21618,
2035,53IT,gasBoilerProMedStock,capaConvResi,0.16213,
2040,53IT,gasBoilerProMedStock,capaConvResi,0.10809,
2045,53IT,gasBoilerProMedStock,capaConvResi,0.05405,
2020,53IT,gasEngineProMedStock,capaConvResi,0.23996,
2025,53IT,gasEngineProMedStock,capaConvResi,0.19997,
2030,53IT,gasEngineProMedStock,capaConvResi,0.15998,
2035,53IT,gasEngineProMedStock,capaConvResi,0.11998,
