technology_3,region_2,timestep_2,parameter,value,source
bioBoilerSpace,MK,2040,costOprConv,16.9192,
bioBoilerSpace,MK,2045,costOprConv,18.1424,
bioBoilerSpace,MK,2050,costOprConv,19.3655,
heatpumpAirSpace,MK,2025,lifeConv,18.0987,
heatpumpAirSpace,MK,2030,lifeConv,18.0987,
heatpumpAirSpace,MK,2035,lifeConv,18.0987,
heatpumpAirSpace,MK,2040,lifeConv,18.0987,
heatpumpAirSpace,MK,2045,lifeConv,18.0987,
heatpumpAirSpace,MK,2050,lifeConv,18.0987,
heatpumpAirSpace,MK,2025,costExpConv,3147.5766,
heatpumpAirSpace,MK,2030,costExpConv,2989.2338,
heatpumpAirSpace,MK,2035,costExpConv,2926.9844,
heatpumpAirSpace,MK,2040,costExpConv,2866.5856,
heatpumpAirSpace,MK,2045,costExpConv,2780.8878,
heatpumpAirSpace,MK,2050,costExpConv,2695.1899,
heatpumpAirSpace,MK,2025,costOprConv,70.1942,
heatpumpAirSpace,MK,2030,costOprConv,72.4894,
heatpumpAirSpace,MK,2035,costOprConv,73.2264,
heatpumpAirSpace,MK,2040,costOprConv,73.9243,
heatpumpAirSpace,MK,2045,costOprConv,74.1379,
heatpumpAirSpace,MK,2050,costOprConv,74.3516,
heatpumpGroundSpace,MK,2025,lifeConv,20,
heatpumpGroundSpace,MK,2030,lifeConv,20,
heatpumpGroundSpace,MK,2035,lifeConv,20,
heatpumpGroundSpace,MK,2040,lifeConv,20,
heatpumpGroundSpace,MK,2045,lifeConv,20,
heatpumpGroundSpace,MK,2050,lifeConv,20,
heatpumpGroundSpace,MK,2025,costExpConv,4276.812,
heatpumpGroundSpace,MK,2030,costExpConv,4139.1468,
heatpumpGroundSpace,MK,2035,costExpConv,4104.7756,
heatpumpGroundSpace,MK,2040,costExpConv,4071.7832,
heatpumpGroundSpace,MK,2045,costExpConv,3987.4662,
heatpumpGroundSpace,MK,2050,costExpConv,3903.1492,
heatpumpGroundSpace,MK,2025,costOprConv,63.5901,
heatpumpGroundSpace,MK,2030,costOprConv,64.4485,
heatpumpGroundSpace,MK,2035,costOprConv,64.8913,
heatpumpGroundSpace,MK,2040,costOprConv,65.272,
heatpumpGroundSpace,MK,2045,costOprConv,64.936,
heatpumpGroundSpace,MK,2050,costOprConv,64.6,
solarThermalResi_b,MK,2025,lifeConv,25,
solarThermalResi_b,MK,2030,lifeConv,30,
solarThermalResi_b,MK,2035,lifeConv,30,
solarThermalResi_b,MK,2040,lifeConv,30,
solarThermalResi_b,MK,2045,lifeConv,30,
solarThermalResi_b,MK,2050,lifeConv,30,
solarThermalResi_b,MK,2025,costExpConv,1285.116,
solarThermalResi_b,MK,2030,costExpConv,1231.2228,
solarThermalResi_b,MK,2035,costExpConv,1197.5286,
solarThermalResi_b,MK,2040,costExpConv,1168.3293,
solarThermalResi_b,MK,2045,costExpConv,1139.4059,
solarThermalResi_b,MK,2050,costExpConv,1110.4824,
solarThermalResi_b,MK,2025,costOprConv,8.7665,
solarThermalResi_b,MK,2030,costOprConv,8.8489,
solarThermalResi_b,MK,2035,costOprConv,8.6575,
solarThermalResi_b,MK,2040,costOprConv,8.5023,
solarThermalResi_b,MK,2045,costOprConv,8.2853,
solarThermalResi_b,MK,2050,costOprConv,8.0683,
resistiveHeatSpace,MK,2025,lifeConv,30,
resistiveHeatSpace,MK,2030,lifeConv,30,
resistiveHeatSpace,MK,2035,lifeConv,30,
resistiveHeatSpace,MK,2040,lifeConv,30,
resistiveHeatSpace,MK,2045,lifeConv,30,
resistiveHeatSpace,MK,2050,lifeConv,30,
resistiveHeatSpace,MK,,effConv,1,
resistiveHeatSpace,MK,2025,costExpConv,766.6753,
resistiveHeatSpace,MK,2030,costExpConv,747.6992,
resistiveHeatSpace,MK,2035,costExpConv,729.4217,
resistiveHeatSpace,MK,2040,costExpConv,711.1443,
resistiveHeatSpace,MK,2045,costExpConv,693.7604,
resistiveHeatSpace,MK,2050,costExpConv,676.3765,
resistiveHeatSpace,MK,2025,costOprConv,3.9569,
resistiveHeatSpace,MK,2030,costOprConv,3.7952,
resistiveHeatSpace,MK,2035,costOprConv,3.7127,
resistiveHeatSpace,MK,2040,costOprConv,3.6302,
resistiveHeatSpace,MK,2045,costOprConv,3.5477,
resistiveHeatSpace,MK,2050,costOprConv,3.4652,
gasBoilerSpace,NL,2025,lifeConv,21.9295,
gasBoilerSpace,NL,2030,lifeConv,21.9295,
gasBoilerSpace,NL,2035,lifeConv,21.9295,
gasBoilerSpace,NL,2040,lifeConv,21.9295,
gasBoilerSpace,NL,2045,lifeConv,21.9295,
gasBoilerSpace,NL,2050,lifeConv,21.9295,
gasBoilerSpace,NL,,effConv,0.9964,
gasBoilerSpace,NL,2025,costExpConv,195.3329,
gasBoilerSpace,NL,2030,costExpConv,192.1963,
gasBoilerSpace,NL,2035,costExpConv,188.5883,
gasBoilerSpace,NL,2040,costExpConv,184.8867,
gasBoilerSpace,NL,2045,costExpConv,180.4377,
gasBoilerSpace,NL,2050,costExpConv,175.9887,
gasBoilerSpace,NL,2025,costOprConv,8.9124,
gasBoilerSpace,NL,2030,costOprConv,8.9173,
gasBoilerSpace,NL,2035,costOprConv,8.7264,
gasBoilerSpace,NL,2040,costOprConv,8.5322,
gasBoilerSpace,NL,2045,costOprConv,8.0853,
gasBoilerSpace,NL,2050,costOprConv,7.6384,
districtHeatSpace,NL,2025,lifeConv,25,
districtHeatSpace,NL,2030,lifeConv,25,
districtHeatSpace,NL,2035,lifeConv,25,
districtHeatSpace,NL,2040,lifeConv,25,
districtHeatSpace,NL,2045,lifeConv,25,
districtHeatSpace,NL,2050,lifeConv,25,
districtHeatSpace,NL,,effConv,0.9,
districtHeatSpace,NL,2025,costExpConv,121.7781,
districtHeatSpace,NL,2030,costExpConv,118.7204,
districtHeatSpace,NL,2035,costExpConv,115.5718,
districtHeatSpace,NL,2040,costExpConv,112.4228,
districtHeatSpace,NL,2045,costExpConv,109.4007,
districtHeatSpace,NL,2050,costExpConv,106.3786,
districtHeatSpace,NL,2025,costOprConv,2.2884,
districtHeatSpace,NL,2030,costOprConv,2.313,
districtHeatSpace,NL,2035,costOprConv,2.272,
districtHeatSpace,NL,2040,costOprConv,2.2304,
districtHeatSpace,NL,2045,costOprConv,2.1846,
districtHeatSpace,NL,2050,costOprConv,2.1387,
bioBoilerSpace,NL,2025,lifeConv,20,
bioBoilerSpace,NL,2030,lifeConv,20,
bioBoilerSpace,NL,2035,lifeConv,20,
bioBoilerSpace,NL,2040,lifeConv,20,
bioBoilerSpace,NL,2045,lifeConv,20,
bioBoilerSpace,NL,2050,lifeConv,20,
bioBoilerSpace,NL,,effConv,0.8726,
bioBoilerSpace,NL,2025,costExpConv,335.1218,
bioBoilerSpace,NL,2030,costExpConv,334.6615,
bioBoilerSpace,NL,2035,costExpConv,329.5604,
bioBoilerSpace,NL,2040,costExpConv,324.2262,
bioBoilerSpace,NL,2045,costExpConv,340.6199,
bioBoilerSpace,NL,2050,costExpConv,357.0135,
bioBoilerSpace,NL,2025,costOprConv,21.323,
bioBoilerSpace,NL,2030,costOprConv,21.5015,
bioBoilerSpace,NL,2035,costOprConv,21.2715,
bioBoilerSpace,NL,2040,costOprConv,21.0276,
bioBoilerSpace,NL,2045,costOprConv,22.4899,
bioBoilerSpace,NL,2050,costOprConv,23.9522,
heatpumpAirSpace,NL,2025,lifeConv,17.5436,
heatpumpAirSpace,NL,2030,lifeConv,17.5436,
heatpumpAirSpace,NL,2035,lifeConv,17.5436,
heatpumpAirSpace,NL,2040,lifeConv,17.5436,
heatpumpAirSpace,NL,2045,lifeConv,17.5436,
heatpumpAirSpace,NL,2050,lifeConv,17.5436,
heatpumpAirSpace,NL,2025,costExpConv,3466.0771,
heatpumpAirSpace,NL,2030,costExpConv,3308.9969,
heatpumpAirSpace,NL,2035,costExpConv,3246.8875,
heatpumpAirSpace,NL,2040,costExpConv,3186.9367,
heatpumpAirSpace,NL,2045,costExpConv,3097.6311,
heatpumpAirSpace,NL,2050,costExpConv,3008.3254,
heatpumpAirSpace,NL,2025,costOprConv,81.3404,
heatpumpAirSpace,NL,2030,costOprConv,83.9178,
heatpumpAirSpace,NL,2035,costOprConv,84.6843,
heatpumpAirSpace,NL,2040,costOprConv,85.414,
heatpumpAirSpace,NL,2045,costOprConv,85.5283,
heatpumpAirSpace,NL,2050,costOprConv,85.6427,
heatpumpGroundSpace,NL,2025,lifeConv,20,
heatpumpGroundSpace,NL,2030,lifeConv,20,
heatpumpGroundSpace,NL,2035,lifeConv,20,
heatpumpGroundSpace,NL,2040,lifeConv,20,
heatpumpGroundSpace,NL,2045,lifeConv,20,
heatpumpGroundSpace,NL,2050,lifeConv,20,
heatpumpGroundSpace,NL,2025,costExpConv,4918.6805,
heatpumpGroundSpace,NL,2030,costExpConv,4772.4185,
heatpumpGroundSpace,NL,2035,costExpConv,4737.7679,
heatpumpGroundSpace,NL,2040,costExpConv,4704.7396,
heatpumpGroundSpace,NL,2045,costExpConv,4616.4998,
heatpumpGroundSpace,NL,2050,costExpConv,4528.26,
heatpumpGroundSpace,NL,2025,costOprConv,76.5025,
heatpumpGroundSpace,NL,2030,costOprConv,77.4857,
heatpumpGroundSpace,NL,2035,costOprConv,77.9705,
heatpumpGroundSpace,NL,2040,costOprConv,78.3927,
heatpumpGroundSpace,NL,2045,costOprConv,78.0266,
heatpumpGroundSpace,NL,2050,costOprConv,77.6606,
solarThermalResi_b,NL,2025,lifeConv,25,
solarThermalResi_b,NL,2030,lifeConv,30,
solarThermalResi_b,NL,2035,lifeConv,30,
solarThermalResi_b,NL,2040,lifeConv,30,
solarThermalResi_b,NL,2045,lifeConv,30,
solarThermalResi_b,NL,2050,lifeConv,30,
solarThermalResi_b,NL,2025,costExpConv,1036.2325,
solarThermalResi_b,NL,2030,costExpConv,993.9899,
solarThermalResi_b,NL,2035,costExpConv,967.1998,
solarThermalResi_b,NL,2040,costExpConv,943.5403,
solarThermalResi_b,NL,2045,costExpConv,920.2086,
solarThermalResi_b,NL,2050,costExpConv,896.877,
solarThermalResi_b,NL,2025,costOprConv,7.5481,
solarThermalResi_b,NL,2030,costOprConv,7.5862,
solarThermalResi_b,NL,2035,costOprConv,7.4145,
solarThermalResi_b,NL,2040,costOprConv,7.2719,
solarThermalResi_b,NL,2045,costOprConv,7.0879,
solarThermalResi_b,NL,2050,costOprConv,6.9039,
resistiveHeatSpace,NL,2025,lifeConv,30,
resistiveHeatSpace,NL,2030,lifeConv,30,
resistiveHeatSpace,NL,2035,lifeConv,30,
resistiveHeatSpace,NL,2040,lifeConv,30,
resistiveHeatSpace,NL,2045,lifeConv,30,
resistiveHeatSpace,NL,2050,lifeConv,30,
resistiveHeatSpace,NL,,effConv,1,
resistiveHeatSpace,NL,2025,costExpConv,795.2724,
resistiveHeatSpace,NL,2030,costExpConv,775.5884,
resistiveHeatSpace,NL,2035,costExpConv,756.6292,
resistiveHeatSpace,NL,2040,costExpConv,737.67,
resistiveHeatSpace,NL,2045,costExpConv,719.6377,
resistiveHeatSpace,NL,2050,costExpConv,701.6054,
resistiveHeatSpace,NL,2025,costOprConv,5.0263,
resistiveHeatSpace,NL,2030,costOprConv,4.8191,
resistiveHeatSpace,NL,2035,costOprConv,4.7144,
resistiveHeatSpace,NL,2040,costOprConv,4.6096,
resistiveHeatSpace,NL,2045,costOprConv,4.5049,
resistiveHeatSpace,NL,2050,costOprConv,4.4001,
gasBoilerSpace,NO,2025,lifeConv,24.0666,
gasBoilerSpace,NO,2030,lifeConv,24.0666,
gasBoilerSpace,NO,2035,lifeConv,24.0666,
gasBoilerSpace,NO,2040,lifeConv,24.0666,
gasBoilerSpace,NO,2045,lifeConv,24.0666,
gasBoilerSpace,NO,2050,lifeConv,24.0666,
gasBoilerSpace,NO,,effConv,1.01,
gasBoilerSpace,NO,2025,costExpConv,119.0126,
gasBoilerSpace,NO,2030,costExpConv,116.714,
gasBoilerSpace,NO,2035,costExpConv,114.8342,
gasBoilerSpace,NO,2040,costExpConv,112.6834,
gasBoilerSpace,NO,2045,costExpConv,110.08,
gasBoilerSpace,NO,2050,costExpConv,107.4766,
gasBoilerSpace,NO,2025,costOprConv,4.3022,
gasBoilerSpace,NO,2030,costOprConv,4.289,
gasBoilerSpace,NO,2035,costOprConv,4.2146,
gasBoilerSpace,NO,2040,costOprConv,4.1304,
gasBoilerSpace,NO,2045,costOprConv,3.4454,
gasBoilerSpace,NO,2050,costOprConv,2.7603,
districtHeatSpace,NO,2025,lifeConv,25,
districtHeatSpace,NO,2030,lifeConv,25,
districtHeatSpace,NO,2035,lifeConv,25,
districtHeatSpace,NO,2040,lifeConv,25,
districtHeatSpace,NO,2045,lifeConv,25,
districtHeatSpace,NO,2050,lifeConv,25,
districtHeatSpace,NO,,effConv,0.9,
districtHeatSpace,NO,2025,costExpConv,67.0555,
districtHeatSpace,NO,2030,costExpConv,65.3817,
districtHeatSpace,NO,2035,costExpConv,63.7923,
districtHeatSpace,NO,2040,costExpConv,62.1144,
districtHeatSpace,NO,2045,costExpConv,60.5118,
districtHeatSpace,NO,2050,costExpConv,58.9091,
districtHeatSpace,NO,2025,costOprConv,0.9698,
districtHeatSpace,NO,2030,costOprConv,0.9792,
districtHeatSpace,NO,2035,costOprConv,0.9609,
districtHeatSpace,NO,2040,costOprConv,0.9413,
districtHeatSpace,NO,2045,costOprConv,0.9226,
districtHeatSpace,NO,2050,costOprConv,0.9038,
bioBoilerSpace,NO,2025,lifeConv,20,
bioBoilerSpace,NO,2030,lifeConv,20,
bioBoilerSpace,NO,2035,lifeConv,20,
bioBoilerSpace,NO,2040,lifeConv,20,
bioBoilerSpace,NO,2045,lifeConv,20,
bioBoilerSpace,NO,2050,lifeConv,20,
bioBoilerSpace,NO,,effConv,0.8884,
bioBoilerSpace,NO,2025,costExpConv,247.9383,
bioBoilerSpace,NO,2030,costExpConv,249.109,
bioBoilerSpace,NO,2035,costExpConv,244.2885,
bioBoilerSpace,NO,2040,costExpConv,239.0539,
bioBoilerSpace,NO,2045,costExpConv,240.7026,
bioBoilerSpace,NO,2050,costExpConv,242.3512,
bioBoilerSpace,NO,2025,costOprConv,9.0953,
bioBoilerSpace,NO,2030,costOprConv,9.249,
bioBoilerSpace,NO,2035,costOprConv,9.1418,
bioBoilerSpace,NO,2040,costOprConv,9.0215,
bioBoilerSpace,NO,2045,costOprConv,9.4191,
bioBoilerSpace,NO,2050,costOprConv,9.8167,
heatpumpAirSpace,NO,2025,lifeConv,19.2533,
heatpumpAirSpace,NO,2030,lifeConv,19.2533,
heatpumpAirSpace,NO,2035,lifeConv,19.2533,
heatpumpAirSpace,NO,2040,lifeConv,19.2533,
heatpumpAirSpace,NO,2045,lifeConv,19.2533,
heatpumpAirSpace,NO,2050,lifeConv,19.2533,
heatpumpAirSpace,NO,2025,costExpConv,2385.3495,
heatpumpAirSpace,NO,2030,costExpConv,2234.5609,
heatpumpAirSpace,NO,2035,costExpConv,2177.5392,
heatpumpAirSpace,NO,2040,costExpConv,2121.1429,
heatpumpAirSpace,NO,2045,costExpConv,2047.5654,
heatpumpAirSpace,NO,2050,costExpConv,1973.9879,
heatpumpAirSpace,NO,2025,costOprConv,48.8299,
heatpumpAirSpace,NO,2030,costOprConv,50.5369,
heatpumpAirSpace,NO,2035,costOprConv,51.2026,
heatpumpAirSpace,NO,2040,costOprConv,51.8301,
heatpumpAirSpace,NO,2045,costOprConv,52.202,
heatpumpAirSpace,NO,2050,costOprConv,52.5739,
heatpumpGroundSpace,NO,2025,lifeConv,20,
heatpumpGroundSpace,NO,2030,lifeConv,20,
heatpumpGroundSpace,NO,2035,lifeConv,20,
heatpumpGroundSpace,NO,2040,lifeConv,20,
heatpumpGroundSpace,NO,2045,lifeConv,20,
heatpumpGroundSpace,NO,2050,lifeConv,20,
heatpumpGroundSpace,NO,2025,costExpConv,2871.7581,
heatpumpGroundSpace,NO,2030,costExpConv,2755.0245,
heatpumpGroundSpace,NO,2035,costExpConv,2722.9356,
heatpumpGroundSpace,NO,2040,costExpConv,2691.2729,
heatpumpGroundSpace,NO,2045,costExpConv,2626.1736,
heatpumpGroundSpace,NO,2050,costExpConv,2561.0744,
heatpumpGroundSpace,NO,2025,costOprConv,39.6115,
heatpumpGroundSpace,NO,2030,costOprConv,40.253,
heatpumpGroundSpace,NO,2035,costOprConv,40.6078,
heatpumpGroundSpace,NO,2040,costOprConv,40.9139,
heatpumpGroundSpace,NO,2045,costOprConv,40.8024,
heatpumpGroundSpace,NO,2050,costOprConv,40.691,
solarThermalResi_b,NO,2025,lifeConv,25,
solarThermalResi_b,NO,2030,lifeConv,30,
solarThermalResi_b,NO,2035,lifeConv,30,
solarThermalResi_b,NO,2040,lifeConv,30,
solarThermalResi_b,NO,2045,lifeConv,30,
solarThermalResi_b,NO,2050,lifeConv,30,
solarThermalResi_b,NO,2025,costExpConv,1594.9468,
solarThermalResi_b,NO,2030,costExpConv,1524.3527,
solarThermalResi_b,NO,2035,costExpConv,1480.8626,
solarThermalResi_b,NO,2040,costExpConv,1444.9223,
solarThermalResi_b,NO,2045,costExpConv,1409.0832,
solarThermalResi_b,NO,2050,costExpConv,1373.2442,
solarThermalResi_b,NO,2025,costOprConv,9.6384,
solarThermalResi_b,NO,2030,costOprConv,9.834,
solarThermalResi_b,NO,2035,costOprConv,9.6368,
solarThermalResi_b,NO,2040,costOprConv,9.4887,
solarThermalResi_b,NO,2045,costOprConv,9.2516,
solarThermalResi_b,NO,2050,costOprConv,9.0146,
resistiveHeatSpace,NO,2025,lifeConv,30,
resistiveHeatSpace,NO,2030,lifeConv,30,
resistiveHeatSpace,NO,2035,lifeConv,30,
resistiveHeatSpace,NO,2040,lifeConv,30,
resistiveHeatSpace,NO,2045,lifeConv,30,
resistiveHeatSpace,NO,2050,lifeConv,30,
resistiveHeatSpace,NO,,effConv,1,
resistiveHeatSpace,NO,2025,costExpConv,707.1881,
resistiveHeatSpace,NO,2030,costExpConv,689.6843,
resistiveHeatSpace,NO,2035,costExpConv,672.825,
resistiveHeatSpace,NO,2040,costExpConv,655.9657,
resistiveHeatSpace,NO,2045,costExpConv,639.9307,
resistiveHeatSpace,NO,2050,costExpConv,623.8957,
resistiveHeatSpace,NO,2025,costOprConv,1.7324,
resistiveHeatSpace,NO,2030,costOprConv,1.6651,
resistiveHeatSpace,NO,2035,costOprConv,1.6289,
resistiveHeatSpace,NO,2040,costOprConv,1.5927,
resistiveHeatSpace,NO,2045,costOprConv,1.5565,
resistiveHeatSpace,NO,2050,costOprConv,1.5203,
gasBoilerSpace,PL,2025,lifeConv,23.2538,
gasBoilerSpace,PL,2030,lifeConv,23.2538,
gasBoilerSpace,PL,2035,lifeConv,23.2538,
gasBoilerSpace,PL,2040,lifeConv,23.2538,
gasBoilerSpace,PL,2045,lifeConv,23.2538,
gasBoilerSpace,PL,2050,lifeConv,23.2538,
gasBoilerSpace,PL,,effConv,1.0048,
gasBoilerSpace,PL,2025,costExpConv,151.9235,
gasBoilerSpace,PL,2030,costExpConv,149.1965,
gasBoilerSpace,PL,2035,costExpConv,146.5569,
gasBoilerSpace,PL,2040,costExpConv,143.7287,
gasBoilerSpace,PL,2045,costExpConv,140.3222,
gasBoilerSpace,PL,2050,costExpConv,136.9158,
gasBoilerSpace,PL,2025,costOprConv,6.1911,
gasBoilerSpace,PL,2030,costOprConv,6.1836,
gasBoilerSpace,PL,2035,costOprConv,6.0622,
gasBoilerSpace,PL,2040,costOprConv,5.9341,
gasBoilerSpace,PL,2045,costOprConv,5.2933,
gasBoilerSpace,PL,2050,costOprConv,4.6525,
districtHeatSpace,PL,2025,lifeConv,25,
districtHeatSpace,PL,2030,lifeConv,25,
districtHeatSpace,PL,2035,lifeConv,25,
districtHeatSpace,PL,2040,lifeConv,25,
districtHeatSpace,PL,2045,lifeConv,25,
districtHeatSpace,PL,2050,lifeConv,25,
districtHeatSpace,PL,,effConv,0.9,
districtHeatSpace,PL,2025,costExpConv,88.8785,
districtHeatSpace,PL,2030,costExpConv,86.6621,
districtHeatSpace,PL,2035,costExpConv,84.4782,
districtHeatSpace,PL,2040,costExpConv,82.2463,
districtHeatSpace,PL,2045,costExpConv,80.0908,
districtHeatSpace,PL,2050,costExpConv,77.9352,
districtHeatSpace,PL,2025,costOprConv,1.4927,
districtHeatSpace,PL,2030,costOprConv,1.5041,
districtHeatSpace,PL,2035,costOprConv,1.4757,
districtHeatSpace,PL,2040,costOprConv,1.4465,
districtHeatSpace,PL,2045,costOprConv,1.4161,
districtHeatSpace,PL,2050,costOprConv,1.3856,
bioBoilerSpace,PL,2025,lifeConv,20,
bioBoilerSpace,PL,2030,lifeConv,20,
bioBoilerSpace,PL,2035,lifeConv,20,
bioBoilerSpace,PL,2040,lifeConv,20,
bioBoilerSpace,PL,2045,lifeConv,20,
bioBoilerSpace,PL,2050,lifeConv,20,
bioBoilerSpace,PL,,effConv,0.8809,
bioBoilerSpace,PL,2025,costExpConv,287.6689,
bioBoilerSpace,PL,2030,costExpConv,288.1297,
bioBoilerSpace,PL,2035,costExpConv,283.0532,
bioBoilerSpace,PL,2040,costExpConv,277.6474,
bioBoilerSpace,PL,2045,costExpConv,283.5699,
bioBoilerSpace,PL,2050,costExpConv,289.4925,
bioBoilerSpace,PL,2025,costOprConv,14.0099,
bioBoilerSpace,PL,2030,costOprConv,14.1647,
bioBoilerSpace,PL,2035,costOprConv,14.0069,
bioBoilerSpace,PL,2040,costOprConv,13.8357,
bioBoilerSpace,PL,2045,costOprConv,14.5398,
bioBoilerSpace,PL,2050,costOprConv,15.2439,
heatpumpAirSpace,PL,2025,lifeConv,18.6031,
heatpumpAirSpace,PL,2030,lifeConv,18.6031,
heatpumpAirSpace,PL,2035,lifeConv,18.6031,
heatpumpAirSpace,PL,2040,lifeConv,18.6031,
heatpumpAirSpace,PL,2045,lifeConv,18.6031,
heatpumpAirSpace,PL,2050,lifeConv,18.6031,
heatpumpAirSpace,PL,2025,costExpConv,2770.2808,
heatpumpAirSpace,PL,2030,costExpConv,2619.0496,
heatpumpAirSpace,PL,2035,costExpConv,2561.4099,
heatpumpAirSpace,PL,2040,costExpConv,2505.0883,
heatpumpAirSpace,PL,2045,costExpConv,2426.5158,
heatpumpAirSpace,PL,2050,costExpConv,2347.9434,
heatpumpAirSpace,PL,2025,costOprConv,61.9261,
heatpumpAirSpace,PL,2030,costOprConv,63.9525,
heatpumpAirSpace,PL,2035,costOprConv,64.6553,
heatpumpAirSpace,PL,2040,costOprConv,65.3207,
heatpumpAirSpace,PL,2045,costOprConv,65.5728,
heatpumpAirSpace,PL,2050,costOprConv,65.8249,
heatpumpGroundSpace,PL,2025,lifeConv,20,
heatpumpGroundSpace,PL,2030,lifeConv,20,
heatpumpGroundSpace,PL,2035,lifeConv,20,
heatpumpGroundSpace,PL,2040,lifeConv,20,
heatpumpGroundSpace,PL,2045,lifeConv,20,
heatpumpGroundSpace,PL,2050,lifeConv,20,
heatpumpGroundSpace,PL,2025,costExpConv,3631.6499,
heatpumpGroundSpace,PL,2030,costExpConv,3504.6304,
heatpumpGroundSpace,PL,2035,costExpConv,3471.9206,
heatpumpGroundSpace,PL,2040,costExpConv,3440.1776,
heatpumpGroundSpace,PL,2045,costExpConv,3370.2158,
heatpumpGroundSpace,PL,2050,costExpConv,3300.254,
heatpumpGroundSpace,PL,2025,costOprConv,54.6687,
heatpumpGroundSpace,PL,2030,costOprConv,55.4555,
heatpumpGroundSpace,PL,2035,costOprConv,55.8638,
heatpumpGroundSpace,PL,2040,costOprConv,56.2175,
heatpumpGroundSpace,PL,2045,costOprConv,56.0665,
heatpumpGroundSpace,PL,2050,costOprConv,55.9155,
solarThermalResi_b,PL,2025,lifeConv,25,
solarThermalResi_b,PL,2030,lifeConv,30,
solarThermalResi_b,PL,2035,lifeConv,30,
solarThermalResi_b,PL,2040,lifeConv,30,
solarThermalResi_b,PL,2045,lifeConv,30,
solarThermalResi_b,PL,2050,lifeConv,30,
solarThermalResi_b,PL,2025,costExpConv,1268.5533,
solarThermalResi_b,PL,2030,costExpConv,1213.3399,
solarThermalResi_b,PL,2035,costExpConv,1179.1634,
solarThermalResi_b,PL,2040,costExpConv,1150.4815,
solarThermalResi_b,PL,2045,costExpConv,1121.9673,
solarThermalResi_b,PL,2050,costExpConv,1093.4532,
solarThermalResi_b,PL,2025,costOprConv,8.0581,
solarThermalResi_b,PL,2030,costOprConv,8.1979,
solarThermalResi_b,PL,2035,costOprConv,8.0257,
solarThermalResi_b,PL,2040,costOprConv,7.8932,
solarThermalResi_b,PL,2045,costOprConv,7.6985,
solarThermalResi_b,PL,2050,costOprConv,7.5037,
resistiveHeatSpace,PL,2025,lifeConv,30,
resistiveHeatSpace,PL,2030,lifeConv,30,
resistiveHeatSpace,PL,2035,lifeConv,30,
resistiveHeatSpace,PL,2040,lifeConv,30,
resistiveHeatSpace,PL,2045,lifeConv,30,
resistiveHeatSpace,PL,2050,lifeConv,30,
resistiveHeatSpace,PL,,effConv,1,
resistiveHeatSpace,PL,2025,costExpConv,740.6886,
resistiveHeatSpace,PL,2030,costExpConv,722.3556,
resistiveHeatSpace,PL,2035,costExpConv,704.6977,
resistiveHeatSpace,PL,2040,costExpConv,687.0397,
resistiveHeatSpace,PL,2045,costExpConv,670.2451,
resistiveHeatSpace,PL,2050,costExpConv,653.4505,
resistiveHeatSpace,PL,2025,costOprConv,2.9851,
resistiveHeatSpace,PL,2030,costOprConv,2.8647,
resistiveHeatSpace,PL,2035,costOprConv,2.8024,
resistiveHeatSpace,PL,2040,costOprConv,2.7401,
resistiveHeatSpace,PL,2045,costOprConv,2.6778,
resistiveHeatSpace,PL,2050,costOprConv,2.6156,
gasBoilerSpace,PT,2025,lifeConv,23.3742,
gasBoilerSpace,PT,2030,lifeConv,23.3742,
gasBoilerSpace,PT,2035,lifeConv,23.3742,
gasBoilerSpace,PT,2040,lifeConv,23.3742,
gasBoilerSpace,PT,2045,lifeConv,23.3742,
gasBoilerSpace,PT,2050,lifeConv,23.3742,
gasBoilerSpace,PT,,effConv,1.0056,
gasBoilerSpace,PT,2025,costExpConv,134.7951,
gasBoilerSpace,PT,2030,costExpConv,132.4776,
gasBoilerSpace,PT,2035,costExpConv,130.0923,
gasBoilerSpace,PT,2040,costExpConv,127.6452,
gasBoilerSpace,PT,2045,costExpConv,124.6816,
gasBoilerSpace,PT,2050,costExpConv,121.7179,
gasBoilerSpace,PT,2025,costOprConv,5.4837,
gasBoilerSpace,PT,2030,costOprConv,5.4793,
gasBoilerSpace,PT,2035,costOprConv,5.3667,
gasBoilerSpace,PT,2040,costOprConv,5.2519,
gasBoilerSpace,PT,2045,costOprConv,4.7529,
gasBoilerSpace,PT,2050,costOprConv,4.2539,
districtHeatSpace,PT,2025,lifeConv,25,
districtHeatSpace,PT,2030,lifeConv,25,
districtHeatSpace,PT,2035,lifeConv,25,
districtHeatSpace,PT,2040,lifeConv,25,
districtHeatSpace,PT,2045,lifeConv,25,
districtHeatSpace,PT,2050,lifeConv,25,
districtHeatSpace,PT,,effConv,0.9,
districtHeatSpace,PT,2025,costExpConv,82.4552,
districtHeatSpace,PT,2030,costExpConv,80.3707,
districtHeatSpace,PT,2035,costExpConv,78.2208,
districtHeatSpace,PT,2040,costExpConv,76.0545,
districtHeatSpace,PT,2045,costExpConv,74.0232,
districtHeatSpace,PT,2050,costExpConv,71.992,
districtHeatSpace,PT,2025,costOprConv,1.3476,
districtHeatSpace,PT,2030,costOprConv,1.3709,
districtHeatSpace,PT,2035,costOprConv,1.3475,
districtHeatSpace,PT,2040,costOprConv,1.3239,
districtHeatSpace,PT,2045,costOprConv,1.2996,
districtHeatSpace,PT,2050,costOprConv,1.2754,
bioBoilerSpace,PT,2025,lifeConv,20,
