region_4,technology_3,carrier_1,parameter,value,source
37DE,eBoilerProMed,,effConv,0.930833333,
37DE,gasBoilerProMedStock,,effConv,0.7,
37DE,gasEngineProMedStock,,effConv,0.875,
37DE,oilBoilerProMedStock,,effConv,0.954166667,
37DE,hardcoalPlantProMedStock,,effConv,0.85,
37DE,oilPlantProMedStock,,effConv,0.846002329,
37DE,districtHeatSpace,,effConv,0.8,
37DE,bioBoilerSpaceStock,,effConv,0.609680378,
37DE,gasBoilerSpaceStock,,effConv,0.826339292,
37DE,oilLiquidBoilerSpaceStock,,effConv,0.857778314,
37DE,resistiveHeatSpaceStock,,effConv,0.937,
37DE,coalBoilerSpaceStock,,effConv,0.98,
38DK,coalBoilerProHighStock,,effConv,0.7,
38DK,gasBoilerProHighStock,,effConv,0.7,
38DK,oilBoilerProHighStock,,effConv,0.7,
38DK,bioBoilerProLowStock,,effConv,0.7,
38DK,ccgtGasBackProLowStock,,effConv,0.75,
38DK,coalBoilerProLowStock,,effConv,0.7,
38DK,districtHeatPro,,effConv,0.8,
38DK,gasBoilerProLowStock,,effConv,0.7,
38DK,eBoilerProLow,,effConv,0.99,
38DK,gasEngineProLowStock,,effConv,0.875,
38DK,oilBoilerProLowStock,,effConv,0.7,
38DK,hardcoalPlantProLowStock,,effConv,0.85,
38DK,oilPlantProLowStock,,effConv,0.775,
38DK,bioBoilerProMedStock,,effConv,0.98,
38DK,bioGasEngineProMedStock,,effConv,0.875,
38DK,ccgtGasBackProMedStock,,effConv,0.75,
38DK,coalBoilerProMedStock,,effConv,0.7,
38DK,eBoilerProMed,,effConv,0.930833333,
38DK,gasBoilerProMedStock,,effConv,0.7,
38DK,gasEngineProMedStock,,effConv,0.875,
38DK,oilBoilerProMedStock,,effConv,0.7,
38DK,hardcoalPlantProMedStock,,effConv,0.85,
38DK,oilPlantProMedStock,,effConv,0.846002329,
38DK,districtHeatSpace,,effConv,0.8,
38DK,bioBoilerSpaceStock,,effConv,0.550126683,
38DK,gasBoilerSpaceStock,,effConv,0.72,
38DK,oilLiquidBoilerSpaceStock,,effConv,0.72,
38DK,resistiveHeatSpaceStock,,effConv,0.933,
39CZ,coalBoilerProHighStock,,effConv,0.7,
39CZ,eBoilerProHigh,,effConv,1,
39CZ,gasBoilerProHighStock,,effConv,0.7,
39CZ,oilBoilerProHighStock,,effConv,0.98,
39CZ,bioBoilerProLowStock,,effConv,0.7,
39CZ,ccgtGasBackProLowStock,,effConv,0.75,
39CZ,coalBoilerProLowStock,,effConv,0.7,
39CZ,districtHeatPro,,effConv,0.8,
39CZ,gasBoilerProLowStock,,effConv,0.7,
39CZ,eBoilerProLow,,effConv,0.99,
39CZ,gasEngineProLowStock,,effConv,0.875,
39CZ,oilBoilerProLowStock,,effConv,0.964166667,
39CZ,hardcoalPlantProLowStock,,effConv,0.85,
39CZ,oilPlantProLowStock,,effConv,0.775,
39CZ,bioBoilerProMedStock,,effConv,0.98,
39CZ,bioGasEngineProMedStock,,effConv,0.875,
39CZ,ccgtGasBackProMedStock,,effConv,0.75,
39CZ,coalBoilerProMedStock,,effConv,0.7,
39CZ,eBoilerProMed,,effConv,0.930833333,
39CZ,gasBoilerProMedStock,,effConv,0.7,
39CZ,gasEngineProMedStock,,effConv,0.875,
39CZ,oilBoilerProMedStock,,effConv,0.954166667,
39CZ,hardcoalPlantProMedStock,,effConv,0.85,
39CZ,oilPlantProMedStock,,effConv,0.846002329,
39CZ,districtHeatSpace,,effConv,0.8,
39CZ,bioBoilerSpaceStock,,effConv,0.55,
39CZ,gasBoilerSpaceStock,,effConv,0.72,
39CZ,oilLiquidBoilerSpaceStock,,effConv,0.72,
39CZ,resistiveHeatSpaceStock,,effConv,0.899,
39CZ,coalBoilerSpaceStock,,effConv,0.55,
40CZ,coalBoilerProHighStock,,effConv,0.7,
40CZ,eBoilerProHigh,,effConv,1,
40CZ,gasBoilerProHighStock,,effConv,0.7,
40CZ,oilBoilerProHighStock,,effConv,0.98,
40CZ,bioBoilerProLowStock,,effConv,0.7,
40CZ,ccgtGasBackProLowStock,,effConv,0.75,
40CZ,coalBoilerProLowStock,,effConv,0.7,
40CZ,districtHeatPro,,effConv,0.8,
40CZ,gasBoilerProLowStock,,effConv,0.7,
40CZ,eBoilerProLow,,effConv,0.99,
40CZ,gasEngineProLowStock,,effConv,0.875,
40CZ,oilBoilerProLowStock,,effConv,0.964166667,
40CZ,hardcoalPlantProLowStock,,effConv,0.85,
40CZ,oilPlantProLowStock,,effConv,0.775,
40CZ,bioBoilerProMedStock,,effConv,0.98,
40CZ,bioGasEngineProMedStock,,effConv,0.875,
40CZ,ccgtGasBackProMedStock,,effConv,0.75,
40CZ,coalBoilerProMedStock,,effConv,0.7,
40CZ,eBoilerProMed,,effConv,0.930833333,
40CZ,gasBoilerProMedStock,,effConv,0.7,
40CZ,gasEngineProMedStock,,effConv,0.875,
40CZ,oilBoilerProMedStock,,effConv,0.954166667,
40CZ,hardcoalPlantProMedStock,,effConv,0.85,
40CZ,oilPlantProMedStock,,effConv,0.846002329,
40CZ,districtHeatSpace,,effConv,0.8,
40CZ,bioBoilerSpaceStock,,effConv,0.55,
40CZ,gasBoilerSpaceStock,,effConv,0.72,
40CZ,oilLiquidBoilerSpaceStock,,effConv,0.72,
40CZ,resistiveHeatSpaceStock,,effConv,0.899,
40CZ,coalBoilerSpaceStock,,effConv,0.55,
41PL,coalBoilerProHighStock,,effConv,0.7,
41PL,eBoilerProHigh,,effConv,1,
41PL,gasBoilerProHighStock,,effConv,0.7,
41PL,oilBoilerProHighStock,,effConv,0.98,
41PL,bioBoilerProLowStock,,effConv,0.7,
41PL,ccgtGasBackProLowStock,,effConv,0.75,
41PL,coalBoilerProLowStock,,effConv,0.7,
41PL,districtHeatPro,,effConv,0.8,
41PL,gasBoilerProLowStock,,effConv,0.7,
41PL,eBoilerProLow,,effConv,0.99,
41PL,gasEngineProLowStock,,effConv,0.875,
41PL,oilBoilerProLowStock,,effConv,0.964166667,
41PL,hardcoalPlantProLowStock,,effConv,0.85,
41PL,oilPlantProLowStock,,effConv,0.775,
41PL,bioBoilerProMedStock,,effConv,0.98,
41PL,bioGasEngineProMedStock,,effConv,0.875,
41PL,ccgtGasBackProMedStock,,effConv,0.75,
41PL,coalBoilerProMedStock,,effConv,0.7,
41PL,eBoilerProMed,,effConv,0.930833333,
41PL,gasBoilerProMedStock,,effConv,0.7,
41PL,gasEngineProMedStock,,effConv,0.875,
41PL,oilBoilerProMedStock,,effConv,0.954166667,
41PL,hardcoalPlantProMedStock,,effConv,0.85,
41PL,oilPlantProMedStock,,effConv,0.846002329,
41PL,districtHeatSpace,,effConv,0.8,
41PL,bioBoilerSpaceStock,,effConv,0.55,
41PL,gasBoilerSpaceStock,,effConv,0.72,
41PL,oilLiquidBoilerSpaceStock,,effConv,0.72,
41PL,resistiveHeatSpaceStock,,effConv,0.895,
41PL,coalBoilerSpaceStock,,effConv,0.582233661,
42PL,coalBoilerProHighStock,,effConv,0.7,
42PL,eBoilerProHigh,,effConv,1,
42PL,gasBoilerProHighStock,,effConv,0.7,
42PL,oilBoilerProHighStock,,effConv,0.98,
42PL,bioBoilerProLowStock,,effConv,0.7,
42PL,coalBoilerProLowStock,,effConv,0.7,
42PL,districtHeatPro,,effConv,0.8,
42PL,gasBoilerProLowStock,,effConv,0.7,
42PL,eBoilerProLow,,effConv,0.99,
42PL,gasEngineProLowStock,,effConv,0.875,
42PL,oilBoilerProLowStock,,effConv,0.964166667,
42PL,hardcoalPlantProLowStock,,effConv,0.85,
42PL,oilPlantProLowStock,,effConv,0.775,
42PL,bioBoilerProMedStock,,effConv,0.98,
42PL,bioGasEngineProMedStock,,effConv,0.875,
42PL,ccgtGasBackProMedStock,,effConv,0.75,
42PL,coalBoilerProMedStock,,effConv,0.7,
42PL,eBoilerProMed,,effConv,0.930833333,
42PL,gasBoilerProMedStock,,effConv,0.7,
42PL,gasEngineProMedStock,,effConv,0.875,
42PL,oilBoilerProMedStock,,effConv,0.954166667,
42PL,hardcoalPlantProMedStock,,effConv,0.85,
42PL,oilPlantProMedStock,,effConv,0.846002329,
42PL,districtHeatSpace,,effConv,0.8,
42PL,bioBoilerSpaceStock,,effConv,0.55,
42PL,gasBoilerSpaceStock,,effConv,0.72,
42PL,oilLiquidBoilerSpaceStock,,effConv,0.72,
42PL,resistiveHeatSpaceStock,,effConv,0.895,
42PL,coalBoilerSpaceStock,,effConv,0.582233661,
43PL,coalBoilerProHighStock,,effConv,0.7,
43PL,eBoilerProHigh,,effConv,1,
43PL,gasBoilerProHighStock,,effConv,0.7,
43PL,oilBoilerProHighStock,,effConv,0.98,
43PL,bioBoilerProLowStock,,effConv,0.7,
43PL,ccgtGasBackProLowStock,,effConv,0.75,
43PL,coalBoilerProLowStock,,effConv,0.7,
43PL,districtHeatPro,,effConv,0.8,
43PL,gasBoilerProLowStock,,effConv,0.7,
43PL,eBoilerProLow,,effConv,0.99,
43PL,gasEngineProLowStock,,effConv,0.875,
43PL,oilBoilerProLowStock,,effConv,0.964166667,
43PL,hardcoalPlantProLowStock,,effConv,0.85,
43PL,oilPlantProLowStock,,effConv,0.775,
43PL,bioBoilerProMedStock,,effConv,0.98,
43PL,bioGasEngineProMedStock,,effConv,0.875,
43PL,ccgtGasBackProMedStock,,effConv,0.75,
43PL,coalBoilerProMedStock,,effConv,0.7,
43PL,eBoilerProMed,,effConv,0.930833333,
43PL,gasBoilerProMedStock,,effConv,0.7,
43PL,gasEngineProMedStock,,effConv,0.875,
43PL,oilBoilerProMedStock,,effConv,0.954166667,
43PL,hardcoalPlantProMedStock,,effConv,0.85,
43PL,oilPlantProMedStock,,effConv,0.846002329,
43PL,districtHeatSpace,,effConv,0.8,
43PL,bioBoilerSpaceStock,,effConv,0.55,
43PL,gasBoilerSpaceStock,,effConv,0.72,
43PL,oilLiquidBoilerSpaceStock,,effConv,0.72,
43PL,resistiveHeatSpaceStock,,effConv,0.895,
43PL,coalBoilerSpaceStock,,effConv,0.582233661,
44PL,coalBoilerProHighStock,,effConv,0.7,
44PL,eBoilerProHigh,,effConv,1,
44PL,gasBoilerProHighStock,,effConv,0.7,
44PL,oilBoilerProHighStock,,effConv,0.98,
44PL,bioBoilerProLowStock,,effConv,0.7,
44PL,ccgtGasBackProLowStock,,effConv,0.75,
44PL,coalBoilerProLowStock,,effConv,0.7,
44PL,districtHeatPro,,effConv,0.8,
44PL,gasBoilerProLowStock,,effConv,0.7,
44PL,eBoilerProLow,,effConv,0.99,
44PL,gasEngineProLowStock,,effConv,0.875,
44PL,oilBoilerProLowStock,,effConv,0.964166667,
44PL,hardcoalPlantProLowStock,,effConv,0.85,
44PL,oilPlantProLowStock,,effConv,0.775,
44PL,bioBoilerProMedStock,,effConv,0.98,
44PL,bioGasEngineProMedStock,,effConv,0.875,
44PL,ccgtGasBackProMedStock,,effConv,0.75,
44PL,coalBoilerProMedStock,,effConv,0.7,
44PL,eBoilerProMed,,effConv,0.930833333,
44PL,gasBoilerProMedStock,,effConv,0.7,
44PL,gasEngineProMedStock,,effConv,0.875,
44PL,oilBoilerProMedStock,,effConv,0.954166667,
44PL,hardcoalPlantProMedStock,,effConv,0.85,
44PL,oilPlantProMedStock,,effConv,0.846002329,
44PL,districtHeatSpace,,effConv,0.8,
44PL,bioBoilerSpaceStock,,effConv,0.55,
44PL,gasBoilerSpaceStock,,effConv,0.72,
44PL,oilLiquidBoilerSpaceStock,,effConv,0.72,
44PL,resistiveHeatSpaceStock,,effConv,0.895,
44PL,coalBoilerSpaceStock,,effConv,0.582233661,
45PL,coalBoilerProHighStock,,effConv,0.7,
45PL,eBoilerProHigh,,effConv,1,
45PL,gasBoilerProHighStock,,effConv,0.7,
45PL,oilBoilerProHighStock,,effConv,0.98,
45PL,bioBoilerProLowStock,,effConv,0.7,
45PL,coalBoilerProLowStock,,effConv,0.7,
45PL,districtHeatPro,,effConv,0.8,
45PL,gasBoilerProLowStock,,effConv,0.7,
45PL,eBoilerProLow,,effConv,0.99,
45PL,gasEngineProLowStock,,effConv,0.875,
45PL,oilBoilerProLowStock,,effConv,0.964166667,
45PL,hardcoalPlantProLowStock,,effConv,0.85,
45PL,oilPlantProLowStock,,effConv,0.775,
45PL,bioBoilerProMedStock,,effConv,0.98,
45PL,bioGasEngineProMedStock,,effConv,0.875,
45PL,ccgtGasBackProMedStock,,effConv,0.75,
45PL,coalBoilerProMedStock,,effConv,0.7,
45PL,eBoilerProMed,,effConv,0.930833333,
45PL,gasBoilerProMedStock,,effConv,0.7,
45PL,gasEngineProMedStock,,effConv,0.875,
45PL,oilBoilerProMedStock,,effConv,0.954166667,
45PL,hardcoalPlantProMedStock,,effConv,0.85,
45PL,oilPlantProMedStock,,effConv,0.846002329,
45PL,districtHeatSpace,,effConv,0.8,
45PL,bioBoilerSpaceStock,,effConv,0.55,
45PL,gasBoilerSpaceStock,,effConv,0.72,
45PL,oilLiquidBoilerSpaceStock,,effConv,0.72,
45PL,resistiveHeatSpaceStock,,effConv,0.895,
45PL,coalBoilerSpaceStock,,effConv,0.582233661,
46SK,coalBoilerProHighStock,,effConv,0.7,
46SK,eBoilerProHigh,,effConv,1,
46SK,gasBoilerProHighStock,,effConv,0.98,
46SK,oilBoilerProHighStock,,effConv,0.98,
46SK,bioBoilerProLowStock,,effConv,0.7,
46SK,ccgtGasBackProLowStock,,effConv,0.75,
46SK,coalBoilerProLowStock,,effConv,0.7,
46SK,districtHeatPro,,effConv,0.8,
46SK,gasBoilerProLowStock,,effConv,0.98,
46SK,eBoilerProLow,,effConv,0.99,
46SK,gasEngineProLowStock,,effConv,0.875,
46SK,oilBoilerProLowStock,,effConv,0.964166667,
46SK,oilPlantProLowStock,,effConv,0.775,
46SK,bioBoilerProMedStock,,effConv,0.98,
46SK,bioGasEngineProMedStock,,effConv,0.875,
46SK,coalBoilerProMedStock,,effConv,0.7,
46SK,eBoilerProMed,,effConv,0.930833333,
46SK,gasBoilerProMedStock,,effConv,0.98,
46SK,gasEngineProMedStock,,effConv,0.875,
46SK,oilBoilerProMedStock,,effConv,0.954166667,
46SK,hardcoalPlantProMedStock,,effConv,0.85,
46SK,districtHeatSpace,,effConv,0.8,
46SK,bioBoilerSpaceStock,,effConv,0.55,
46SK,gasBoilerSpaceStock,,effConv,0.909029921,
46SK,oilLiquidBoilerSpaceStock,,effConv,0.72,
46SK,resistiveHeatSpaceStock,,effConv,0.912,
46SK,coalBoilerSpaceStock,,effConv,0.711110249,
47CH,coalBoilerProHighStock,,effConv,1,
47CH,eBoilerProHigh,,effConv,1,
47CH,gasBoilerProHighStock,,effConv,0.98,
47CH,oilBoilerProHighStock,,effConv,0.98,
47CH,bioBoilerProLowStock,,effConv,0.98,
47CH,coalBoilerProLowStock,,effConv,0.898333333,
47CH,districtHeatPro,,effConv,0.8,
47CH,gasBoilerProLowStock,,effConv,0.98,
47CH,eBoilerProLow,,effConv,0.99,
47CH,gasEngineProLowStock,,effConv,0.875,
47CH,oilBoilerProLowStock,,effConv,0.964166667,
47CH,oilPlantProLowStock,,effConv,0.775,
47CH,bioBoilerProMedStock,,effConv,0.8925,
47CH,bioGasEngineProMedStock,,effConv,0.875,
47CH,ccgtGasBackProMedStock,,effConv,0.75,
47CH,coalBoilerProMedStock,,effConv,0.898333333,
47CH,eBoilerProMed,,effConv,0.930833333,
47CH,gasBoilerProMedStock,,effConv,0.930833333,
47CH,gasEngineProMedStock,,effConv,0.875,
47CH,oilBoilerProMedStock,,effConv,0.954166667,
47CH,hardcoalPlantProMedStock,,effConv,0.85,
47CH,oilPlantProMedStock,,effConv,0.846002329,
47CH,districtHeatSpace,,effConv,0.8,
47CH,bioBoilerSpaceStock,,effConv,0.614,
47CH,gasBoilerSpaceStock,,effConv,0.855,
47CH,oilLiquidBoilerSpaceStock,,effConv,0.804,
47CH,resistiveHeatSpaceStock,,effConv,0.927,
48CH,coalBoilerProHighStock,,effConv,1,
48CH,eBoilerProHigh,,effConv,1,
48CH,gasBoilerProHighStock,,effConv,0.98,
48CH,oilBoilerProHighStock,,effConv,0.98,
48CH,bioBoilerProLowStock,,effConv,0.98,
48CH,districtHeatPro,,effConv,0.8,
48CH,gasBoilerProLowStock,,effConv,0.98,
48CH,eBoilerProLow,,effConv,0.99,
48CH,gasEngineProLowStock,,effConv,0.875,
48CH,oilBoilerProLowStock,,effConv,0.964166667,
48CH,oilPlantProLowStock,,effConv,0.775,
48CH,bioBoilerProMedStock,,effConv,0.8925,
48CH,bioGasEngineProMedStock,,effConv,0.875,
48CH,ccgtGasBackProMedStock,,effConv,0.75,
48CH,coalBoilerProMedStock,,effConv,0.898333333,
48CH,eBoilerProMed,,effConv,0.930833333,
48CH,gasBoilerProMedStock,,effConv,0.930833333,
48CH,gasEngineProMedStock,,effConv,0.875,
48CH,oilBoilerProMedStock,,effConv,0.954166667,
48CH,hardcoalPlantProMedStock,,effConv,0.85,
48CH,oilPlantProMedStock,,effConv,0.846002329,
48CH,districtHeatSpace,,effConv,0.8,
48CH,bioBoilerSpaceStock,,effConv,0.614,
48CH,gasBoilerSpaceStock,,effConv,0.855,
48CH,oilLiquidBoilerSpaceStock,,effConv,0.804,
48CH,resistiveHeatSpaceStock,,effConv,0.927,
49AT,coalBoilerProHighStock,,effConv,0.7,
49AT,eBoilerProHigh,,effConv,1,
49AT,gasBoilerProHighStock,,effConv,0.7,
49AT,oilBoilerProHighStock,,effConv,0.98,
49AT,bioBoilerProLowStock,,effConv,0.7,
49AT,coalBoilerProLowStock,,effConv,0.7,
49AT,districtHeatPro,,effConv,0.8,
49AT,gasBoilerProLowStock,,effConv,0.7,
49AT,eBoilerProLow,,effConv,0.99,
49AT,gasEngineProLowStock,,effConv,0.875,
49AT,oilBoilerProLowStock,,effConv,0.964166667,
49AT,oilPlantProLowStock,,effConv,0.775,
49AT,bioBoilerProMedStock,,effConv,0.98,
49AT,bioGasEngineProMedStock,,effConv,0.875,
49AT,ccgtGasBackProMedStock,,effConv,0.75,
49AT,coalBoilerProMedStock,,effConv,0.7,
49AT,eBoilerProMed,,effConv,0.930833333,
49AT,gasBoilerProMedStock,,effConv,0.7,
49AT,gasEngineProMedStock,,effConv,0.875,
49AT,oilBoilerProMedStock,,effConv,0.954166667,
49AT,hardcoalPlantProMedStock,,effConv,0.85,
49AT,oilPlantProMedStock,,effConv,0.846002329,
49AT,districtHeatSpace,,effConv,0.8,
49AT,bioBoilerSpaceStock,,effConv,0.55,
49AT,gasBoilerSpaceStock,,effConv,0.811803312,
49AT,oilLiquidBoilerSpaceStock,,effConv,0.72,
49AT,resistiveHeatSpaceStock,,effConv,0.927,
49AT,coalBoilerSpaceStock,,effConv,0.98,
50AT,coalBoilerProHighStock,,effConv,0.7,
50AT,eBoilerProHigh,,effConv,1,
50AT,gasBoilerProHighStock,,effConv,0.7,
50AT,oilBoilerProHighStock,,effConv,0.98,
50AT,bioBoilerProLowStock,,effConv,0.7,
50AT,coalBoilerProLowStock,,effConv,0.7,
50AT,districtHeatPro,,effConv,0.8,
50AT,gasBoilerProLowStock,,effConv,0.7,
50AT,eBoilerProLow,,effConv,0.99,
50AT,gasEngineProLowStock,,effConv,0.875,
50AT,oilBoilerProLowStock,,effConv,0.964166667,
50AT,oilPlantProLowStock,,effConv,0.775,
50AT,bioBoilerProMedStock,,effConv,0.98,
50AT,bioGasEngineProMedStock,,effConv,0.875,
50AT,ccgtGasBackProMedStock,,effConv,0.75,
50AT,coalBoilerProMedStock,,effConv,0.7,
50AT,eBoilerProMed,,effConv,0.930833333,
50AT,gasBoilerProMedStock,,effConv,0.7,
50AT,gasEngineProMedStock,,effConv,0.875,
50AT,oilBoilerProMedStock,,effConv,0.954166667,
50AT,hardcoalPlantProMedStock,,effConv,0.85,
50AT,oilPlantProMedStock,,effConv,0.846002329,
50AT,districtHeatSpace,,effConv,0.8,
50AT,bioBoilerSpaceStock,,effConv,0.55,
50AT,gasBoilerSpaceStock,,effConv,0.811803312,
50AT,oilLiquidBoilerSpaceStock,,effConv,0.72,
50AT,resistiveHeatSpaceStock,,effConv,0.927,
50AT,coalBoilerSpaceStock,,effConv,0.98,
51AT,coalBoilerProHighStock,,effConv,0.7,
51AT,eBoilerProHigh,,effConv,1,
51AT,gasBoilerProHighStock,,effConv,0.7,
51AT,oilBoilerProHighStock,,effConv,0.98,
51AT,bioBoilerProLowStock,,effConv,0.7,
51AT,coalBoilerProLowStock,,effConv,0.7,
51AT,districtHeatPro,,effConv,0.8,
51AT,gasBoilerProLowStock,,effConv,0.7,
51AT,eBoilerProLow,,effConv,0.99,
51AT,gasEngineProLowStock,,effConv,0.875,
51AT,oilBoilerProLowStock,,effConv,0.964166667,
51AT,oilPlantProLowStock,,effConv,0.775,
51AT,bioBoilerProMedStock,,effConv,0.98,
51AT,bioGasEngineProMedStock,,effConv,0.875,
51AT,ccgtGasBackProMedStock,,effConv,0.75,
51AT,coalBoilerProMedStock,,effConv,0.7,
51AT,eBoilerProMed,,effConv,0.930833333,
51AT,gasBoilerProMedStock,,effConv,0.7,
51AT,gasEngineProMedStock,,effConv,0.875,
51AT,oilBoilerProMedStock,,effConv,0.954166667,
51AT,hardcoalPlantProMedStock,,effConv,0.85,
51AT,oilPlantProMedStock,,effConv,0.846002329,
51AT,districtHeatSpace,,effConv,0.8,
51AT,bioBoilerSpaceStock,,effConv,0.55,
51AT,gasBoilerSpaceStock,,effConv,0.811803312,
51AT,oilLiquidBoilerSpaceStock,,effConv,0.72,
51AT,resistiveHeatSpaceStock,,effConv,0.927,
51AT,coalBoilerSpaceStock,,effConv,0.98,
52IT,coalBoilerProHighStock,,effConv,1,
52IT,eBoilerProHigh,,effConv,1,
52IT,gasBoilerProHighStock,,effConv,0.7,
52IT,oilBoilerProHighStock,,effConv,0.98,
52IT,bioBoilerProLowStock,,effConv,0.7,
52IT,ccgtGasBackProLowStock,,effConv,0.75,
52IT,coalBoilerProLowStock,,effConv,0.898333333,
52IT,districtHeatPro,,effConv,0.8,
52IT,gasBoilerProLowStock,,effConv,0.705788343,
52IT,eBoilerProLow,,effConv,0.99,
52IT,gasEngineProLowStock,,effConv,0.875,
52IT,oilBoilerProLowStock,,effConv,0.964166667,
52IT,hardcoalPlantProLowStock,,effConv,0.85,
52IT,oilPlantProLowStock,,effConv,0.775,
52IT,bioBoilerProMedStock,,effConv,0.98,
52IT,bioGasEngineProMedStock,,effConv,0.875,
52IT,ccgtGasBackProMedStock,,effConv,0.75,
52IT,coalBoilerProMedStock,,effConv,0.898333333,
52IT,eBoilerProMed,,effConv,0.930833333,
52IT,gasBoilerProMedStock,,effConv,0.7,
52IT,gasEngineProMedStock,,effConv,0.875,
52IT,oilBoilerProMedStock,,effConv,0.954166667,
52IT,hardcoalPlantProMedStock,,effConv,0.85,
52IT,oilPlantProMedStock,,effConv,0.846002329,
52IT,districtHeatSpace,,effConv,0.8,
52IT,bioBoilerSpaceStock,,effConv,0.565062391,
52IT,gasBoilerSpaceStock,,effConv,0.775846626,
52IT,oilLiquidBoilerSpaceStock,,effConv,0.72,
52IT,resistiveHeatSpaceStock,,effConv,0.895,
53IT,coalBoilerProHighStock,,effConv,1,
53IT,eBoilerProHigh,,effConv,1,
53IT,gasBoilerProHighStock,,effConv,0.7,
53IT,oilBoilerProHighStock,,effConv,0.98,
53IT,bioBoilerProLowStock,,effConv,0.7,
53IT,ccgtGasBackProLowStock,,effConv,0.75,
53IT,coalBoilerProLowStock,,effConv,0.898333333,
53IT,districtHeatPro,,effConv,0.8,
53IT,gasBoilerProLowStock,,effConv,0.705788343,
53IT,eBoilerProLow,,effConv,0.99,
53IT,gasEngineProLowStock,,effConv,0.875,
53IT,oilBoilerProLowStock,,effConv,0.964166667,
53IT,hardcoalPlantProLowStock,,effConv,0.85,
53IT,oilPlantProLowStock,,effConv,0.775,
53IT,bioBoilerProMedStock,,effConv,0.98,
53IT,bioGasEngineProMedStock,,effConv,0.875,
53IT,ccgtGasBackProMedStock,,effConv,0.75,
53IT,coalBoilerProMedStock,,effConv,0.898333333,
53IT,eBoilerProMed,,effConv,0.930833333,
53IT,gasBoilerProMedStock,,effConv,0.7,
53IT,gasEngineProMedStock,,effConv,0.875,
53IT,oilBoilerProMedStock,,effConv,0.954166667,
53IT,hardcoalPlantProMedStock,,effConv,0.85,
53IT,oilPlantProMedStock,,effConv,0.846002329,
53IT,districtHeatSpace,,effConv,0.8,
53IT,bioBoilerSpaceStock,,effConv,0.565062391,
53IT,gasBoilerSpaceStock,,effConv,0.775846626,
53IT,oilLiquidBoilerSpaceStock,,effConv,0.72,
53IT,resistiveHeatSpaceStock,,effConv,0.895,
54IT,coalBoilerProHighStock,,effConv,1,
54IT,eBoilerProHigh,,effConv,1,
54IT,gasBoilerProHighStock,,effConv,0.7,
54IT,oilBoilerProHighStock,,effConv,0.98,
54IT,bioBoilerProLowStock,,effConv,0.7,
54IT,ccgtGasBackProLowStock,,effConv,0.75,
54IT,coalBoilerProLowStock,,effConv,0.898333333,
54IT,districtHeatPro,,effConv,0.8,
54IT,gasBoilerProLowStock,,effConv,0.705788343,
54IT,eBoilerProLow,,effConv,0.99,
54IT,gasEngineProLowStock,,effConv,0.875,
54IT,oilBoilerProLowStock,,effConv,0.964166667,
54IT,hardcoalPlantProLowStock,,effConv,0.85,
54IT,oilPlantProLowStock,,effConv,0.775,
54IT,bioBoilerProMedStock,,effConv,0.98,
54IT,bioGasEngineProMedStock,,effConv,0.875,
54IT,ccgtGasBackProMedStock,,effConv,0.75,
54IT,coalBoilerProMedStock,,effConv,0.898333333,
54IT,eBoilerProMed,,effConv,0.930833333,
54IT,gasBoilerProMedStock,,effConv,0.7,
54IT,gasEngineProMedStock,,effConv,0.875,
54IT,oilBoilerProMedStock,,effConv,0.954166667,
54IT,hardcoalPlantProMedStock,,effConv,0.85,
54IT,oilPlantProMedStock,,effConv,0.846002329,
54IT,districtHeatSpace,,effConv,0.8,
54IT,bioBoilerSpaceStock,,effConv,0.565062391,
54IT,gasBoilerSpaceStock,,effConv,0.775846626,
54IT,oilLiquidBoilerSpaceStock,,effConv,0.72,
54IT,resistiveHeatSpaceStock,,effConv,0.895,
55IT,coalBoilerProHighStock,,effConv,1,
55IT,eBoilerProHigh,,effConv,1,
55IT,gasBoilerProHighStock,,effConv,0.7,
55IT,oilBoilerProHighStock,,effConv,0.98,
55IT,bioBoilerProLowStock,,effConv,0.7,
55IT,ccgtGasBackProLowStock,,effConv,0.75,
55IT,coalBoilerProLowStock,,effConv,0.898333333,
55IT,districtHeatPro,,effConv,0.8,
55IT,gasBoilerProLowStock,,effConv,0.705788343,
55IT,eBoilerProLow,,effConv,0.99,
55IT,gasEngineProLowStock,,effConv,0.875,
55IT,oilBoilerProLowStock,,effConv,0.964166667,
55IT,oilPlantProLowStock,,effConv,0.775,
55IT,bioBoilerProMedStock,,effConv,0.98,
55IT,bioGasEngineProMedStock,,effConv,0.875,
55IT,ccgtGasBackProMedStock,,effConv,0.75,
55IT,coalBoilerProMedStock,,effConv,0.898333333,
55IT,eBoilerProMed,,effConv,0.930833333,
55IT,gasBoilerProMedStock,,effConv,0.7,
55IT,gasEngineProMedStock,,effConv,0.875,
55IT,oilBoilerProMedStock,,effConv,0.954166667,
55IT,hardcoalPlantProMedStock,,effConv,0.85,
55IT,oilPlantProMedStock,,effConv,0.846002329,
55IT,districtHeatSpace,,effConv,0.8,
55IT,bioBoilerSpaceStock,,effConv,0.565062391,
55IT,gasBoilerSpaceStock,,effConv,0.775846626,
55IT,oilLiquidBoilerSpaceStock,,effConv,0.72,
55IT,resistiveHeatSpaceStock,,effConv,0.895,
56IT,coalBoilerProHighStock,,effConv,1,
56IT,eBoilerProHigh,,effConv,1,
