region_4,technology_3,carrier_1,parameter,value,source
42PL,solarThermalSpace,electricity,ratioConvOutFix,1,
43PL,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
43PL,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
43PL,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
43PL,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
43PL,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
43PL,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
43PL,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
43PL,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
43PL,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
43PL,solarThermalSpace,electricity,ratioConvOutFix,1,
44PL,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
44PL,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
44PL,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
44PL,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
44PL,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
44PL,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
44PL,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
44PL,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
44PL,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
44PL,solarThermalSpace,electricity,ratioConvOutFix,1,
45PL,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
45PL,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
45PL,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
45PL,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
45PL,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
45PL,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
45PL,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
45PL,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
45PL,solarThermalSpace,electricity,ratioConvOutFix,1,
46SK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
46SK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
46SK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
46SK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
46SK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
46SK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
46SK,solarThermalSpace,electricity,ratioConvOutFix,1,
47CH,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
47CH,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
47CH,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
47CH,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
47CH,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
47CH,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
47CH,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
48CH,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
48CH,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
48CH,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
48CH,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
48CH,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
48CH,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
48CH,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
49AT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
49AT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
49AT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
49AT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
49AT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
49AT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
49AT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
49AT,solarThermalSpace,electricity,ratioConvOutFix,1,
50AT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
50AT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
50AT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
50AT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
50AT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
50AT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
50AT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
50AT,solarThermalSpace,electricity,ratioConvOutFix,1,
51AT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
51AT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
51AT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
51AT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
51AT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
51AT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
51AT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
51AT,solarThermalSpace,electricity,ratioConvOutFix,1,
52IT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
52IT,solarThermalPro,electricity,ratioConvOutFix,1,
52IT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
52IT,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
52IT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
52IT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
52IT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
52IT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
52IT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
52IT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
52IT,solarThermalSpace,electricity,ratioConvOutFix,1,
53IT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
53IT,solarThermalPro,electricity,ratioConvOutFix,1,
53IT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
53IT,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
53IT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
53IT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
53IT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
53IT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
53IT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
53IT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
53IT,solarThermalSpace,electricity,ratioConvOutFix,1,
54IT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
54IT,solarThermalPro,electricity,ratioConvOutFix,1,
54IT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
54IT,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
54IT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
54IT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
54IT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
54IT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
54IT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
54IT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
54IT,solarThermalSpace,electricity,ratioConvOutFix,1,
55IT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
55IT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
55IT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
55IT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
55IT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
55IT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
55IT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
55IT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
55IT,solarThermalSpace,electricity,ratioConvOutFix,1,
56IT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
56IT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
56IT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
56IT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
56IT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
56IT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
56IT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
56IT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
56IT,solarThermalSpace,electricity,ratioConvOutFix,1,
57SI,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
57SI,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
57SI,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
57SI,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
57SI,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
57SI,solarThermalSpace,electricity,ratioConvOutFix,1,
58HU,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
58HU,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
58HU,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
58HU,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
58HU,solarThermalSpace,electricity,ratioConvOutFix,1,
59RO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
59RO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
59RO,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
59RO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
59RO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
59RO,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
59RO,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
59RO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
59RO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
59RO,solarThermalSpace,electricity,ratioConvOutFix,1,
60RO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
60RO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
60RO,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
60RO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
60RO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
60RO,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
60RO,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
60RO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
60RO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
60RO,solarThermalSpace,electricity,ratioConvOutFix,1,
61RO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
61RO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
61RO,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
61RO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
61RO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
61RO,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
61RO,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
61RO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
61RO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
61RO,solarThermalSpace,electricity,ratioConvOutFix,1,
62HR,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
62HR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
62HR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
62HR,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
62HR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
62HR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
62HR,solarThermalSpace,electricity,ratioConvOutFix,1,
63BA,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
63BA,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
63BA,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
63BA,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
63BA,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
63BA,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
64ME,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
64ME,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
65RS,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
65RS,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
65RS,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
65RS,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
65RS,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
65RS,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
65RS,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
66BG,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
66BG,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
66BG,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
66BG,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
66BG,solarThermalSpace,electricity,ratioConvOutFix,1,
67MK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
67MK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
67MK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
67MK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
67MK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
67MK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
68GR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
68GR,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
68GR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
68GR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
68GR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
68GR,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
68GR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
68GR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
68GR,solarThermalSpace,electricity,ratioConvOutFix,1,
69GR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
69GR,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
69GR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
69GR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
69GR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
69GR,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
69GR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
69GR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
69GR,solarThermalSpace,electricity,ratioConvOutFix,1,
70AL,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
70AL,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
70AL,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
70AL,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
70AL,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
70AL,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
72DK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
72DK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
72DK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
72DK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
72DK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
72DK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
72DK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
72DK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
72DK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
72DK,solarThermalSpace,electricity,ratioConvOutFix,1,
73EE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
73EE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
73EE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
73EE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
73EE,solarThermalSpace,electricity,ratioConvOutFix,1,
74FI,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
74FI,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
74FI,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
74FI,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
74FI,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
74FI,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
74FI,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
74FI,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
74FI,solarThermalSpace,electricity,ratioConvOutFix,1,
75FI,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
75FI,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
75FI,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
75FI,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
75FI,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
75FI,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
75FI,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
75FI,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
75FI,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
75FI,solarThermalSpace,electricity,ratioConvOutFix,1,
77LT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
77LT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
77LT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
77LT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
77LT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
77LT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
77LT,solarThermalSpace,electricity,ratioConvOutFix,1,
78LV,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
78LV,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
78LV,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
78LV,solarThermalSpace,electricity,ratioConvOutFix,1,
79NO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
79NO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
79NO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
79NO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
79NO,solarThermalSpace,electricity,ratioConvOutFix,1,
80NO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
80NO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
80NO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
80NO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
80NO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
80NO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
80NO,solarThermalSpace,electricity,ratioConvOutFix,1,
81NO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
81NO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
81NO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
81NO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
81NO,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
81NO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
81NO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
81NO,solarThermalSpace,electricity,ratioConvOutFix,1,
82NO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
82NO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
82NO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
82NO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
82NO,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
82NO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
82NO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
82NO,solarThermalSpace,electricity,ratioConvOutFix,1,
83NO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
83NO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
83NO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
83NO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
83NO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
83NO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
83NO,solarThermalSpace,electricity,ratioConvOutFix,1,
84NO,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
84NO,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
84NO,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
84NO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
84NO,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
84NO,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
84NO,solarThermalSpace,electricity,ratioConvOutFix,1,
85NO,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
86SE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
86SE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
86SE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
86SE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
86SE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
87SE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
87SE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
87SE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
87SE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
87SE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
87SE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
87SE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
87SE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
87SE,solarThermalSpace,electricity,ratioConvOutFix,1,
88SE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
88SE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
88SE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
88SE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
88SE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
88SE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
88SE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
88SE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
88SE,solarThermalSpace,electricity,ratioConvOutFix,1,
89SE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
89SE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
89SE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
89SE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
89SE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
89SE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
89SE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
89SE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
89SE,solarThermalSpace,electricity,ratioConvOutFix,1,
90UK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
90UK,solarThermalPro,electricity,ratioConvOutFix,1,
90UK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
90UK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
90UK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
90UK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
90UK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
90UK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
90UK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
90UK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
90UK,solarThermalSpace,electricity,ratioConvOutFix,1,
91UK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
91UK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
91UK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
91UK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
91UK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
91UK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
91UK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
91UK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
91UK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
91UK,solarThermalSpace,electricity,ratioConvOutFix,1,
92UK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
92UK,solarThermalPro,electricity,ratioConvOutFix,1,
92UK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
92UK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
92UK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
92UK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
92UK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
92UK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
92UK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
92UK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
92UK,solarThermalSpace,electricity,ratioConvOutFix,1,
93UK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
93UK,solarThermalPro,electricity,ratioConvOutFix,1,
93UK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
93UK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
93UK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
93UK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
93UK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
