timestep_2,region_4,technology_3,parameter,value,source
2030,23FR,gasBoilerDh,capaConvResi,0.84391,
2030,24FR,gasBoilerDh,capaConvResi,0.0633,
2030,25FR,gasBoilerDh,capaConvResi,0.18715,
2030,26FR,gasBoilerDh,capaConvResi,0.11795,
2030,99FR,gasBoilerDh,capaConvResi,0.00929,
2030,68GR,gasBoilerDh,capaConvResi,0.04322,
2030,69GR,gasBoilerDh,capaConvResi,0.02296,
2030,62HR,gasBoilerDh,capaConvResi,0.26044,
2030,58HU,gasBoilerDh,capaConvResi,0.95703,
2030,96IE,gasBoilerDh,capaConvResi,0.02339,
2030,52IT,gasBoilerDh,capaConvResi,2.69013,
2030,53IT,gasBoilerDh,capaConvResi,0.52643,
2030,54IT,gasBoilerDh,capaConvResi,0.86094,
2030,55IT,gasBoilerDh,capaConvResi,0.00598,
2030,56IT,gasBoilerDh,capaConvResi,0.24368,
2030,98IT,gasBoilerDh,capaConvResi,0.03749,
2030,77LT,gasBoilerDh,capaConvResi,0.87549,
2030,29LU,gasBoilerDh,capaConvResi,0.14037,
2030,78LV,gasBoilerDh,capaConvResi,0.74222,
2030,64ME,gasBoilerDh,capaConvResi,0.05443,
2030,67MK,gasBoilerDh,capaConvResi,0.19695,
2030,30NL,gasBoilerDh,capaConvResi,1.03762,
2030,80NO,gasBoilerDh,capaConvResi,0.15067,
2030,81NO,gasBoilerDh,capaConvResi,0.23529,
2030,82NO,gasBoilerDh,capaConvResi,0.32437,
2030,84NO,gasBoilerDh,capaConvResi,0.11881,
2030,85NO,gasBoilerDh,capaConvResi,0.01635,
2030,41PL,gasBoilerDh,capaConvResi,1.90184,
2030,42PL,gasBoilerDh,capaConvResi,1.30539,
2030,43PL,gasBoilerDh,capaConvResi,1.29579,
2030,44PL,gasBoilerDh,capaConvResi,1.54511,
2030,45PL,gasBoilerDh,capaConvResi,1.5293,
2030,12PT,gasBoilerDh,capaConvResi,0.13513,
2030,13PT,gasBoilerDh,capaConvResi,0.02299,
2030,59RO,gasBoilerDh,capaConvResi,0.63301,
2030,60RO,gasBoilerDh,capaConvResi,0.25708,
2030,61RO,gasBoilerDh,capaConvResi,0.46443,
2030,65RS,gasBoilerDh,capaConvResi,0.54137,
2030,86SE,gasBoilerDh,capaConvResi,0.25043,
2030,87SE,gasBoilerDh,capaConvResi,0.97333,
2030,88SE,gasBoilerDh,capaConvResi,5.99509,
2030,89SE,gasBoilerDh,capaConvResi,1.23552,
2030,57SI,gasBoilerDh,capaConvResi,0.15924,
2030,46SK,gasBoilerDh,capaConvResi,0.6589,
2030,90UK,gasBoilerDh,capaConvResi,0.35703,
2030,91UK,gasBoilerDh,capaConvResi,0.07342,
2030,92UK,gasBoilerDh,capaConvResi,0.28096,
2030,93UK,gasBoilerDh,capaConvResi,0.0865,
2030,94UK,gasBoilerDh,capaConvResi,0.06677,
2030,95UK,gasBoilerDh,capaConvResi,0.02961,
2030,70AL,oilBoilerDh,capaConvResi,0.20864,
2030,49AT,oilBoilerDh,capaConvResi,0.04705,
2030,50AT,oilBoilerDh,capaConvResi,0.03552,
2030,51AT,oilBoilerDh,capaConvResi,0.03811,
2030,63BA,oilBoilerDh,capaConvResi,0.14344,
2030,28BE,oilBoilerDh,capaConvResi,0.16472,
2030,66BG,oilBoilerDh,capaConvResi,0.40332,
2030,47CH,oilBoilerDh,capaConvResi,0.2006,
2030,48CH,oilBoilerDh,capaConvResi,0.02212,
2030,39CZ,oilBoilerDh,capaConvResi,0.47671,
