timestep_3,timestep_5,region_4,carrier_1,parameter,value
d003,h0069,29LU,frtRoadLight,mustOut,0.45533216
d003,h0070,29LU,frtRoadLight,mustOut,0.479683969
d003,h0071,29LU,frtRoadLight,mustOut,0.506127793
d003,h0072,29LU,frtRoadLight,mustOut,0.403019584
d004,h0073,29LU,frtRoadLight,mustOut,0.409792211
d004,h0074,29LU,frtRoadLight,mustOut,0.403616529
d004,h0075,29LU,frtRoadLight,mustOut,0.506266605
d004,h0076,29LU,frtRoadLight,mustOut,0.531634747
d004,h0077,29LU,frtRoadLight,mustOut,0.557768324
d004,h0078,29LU,frtRoadLight,mustOut,0.535455822
d004,h0079,29LU,frtRoadLight,mustOut,0.522912167
d004,h0080,29LU,frtRoadLight,mustOut,0.489946461
d004,h0081,29LU,frtRoadLight,mustOut,0.473934009
d004,h0082,29LU,frtRoadLight,mustOut,0.485453267
d004,h0083,29LU,frtRoadLight,mustOut,0.473113189
d004,h0084,29LU,frtRoadLight,mustOut,0.396229257
d004,h0085,29LU,frtRoadLight,mustOut,0.408767093
d004,h0086,29LU,frtRoadLight,mustOut,0.466272672
d004,h0087,29LU,frtRoadLight,mustOut,0.592055462
d004,h0088,29LU,frtRoadLight,mustOut,0.616954755
d004,h0089,29LU,frtRoadLight,mustOut,0.622491148
d004,h0090,29LU,frtRoadLight,mustOut,0.606947392
d004,h0091,29LU,frtRoadLight,mustOut,0.567512919
d004,h0092,29LU,frtRoadLight,mustOut,0.502353366
d004,h0093,29LU,frtRoadLight,mustOut,0.481686879
d004,h0094,29LU,frtRoadLight,mustOut,0.402530647
d004,h0095,29LU,frtRoadLight,mustOut,0.309605069
d004,h0096,29LU,frtRoadLight,mustOut,0.131282733
d001,h0001,30NL,frtRoadLight,mustOut,0.48281444
d001,h0002,30NL,frtRoadLight,mustOut,0.484989957
d001,h0003,30NL,frtRoadLight,mustOut,0.544048523
d001,h0004,30NL,frtRoadLight,mustOut,0.638230518
d001,h0005,30NL,frtRoadLight,mustOut,0.740448003
d001,h0006,30NL,frtRoadLight,mustOut,0.775615198
d001,h0007,30NL,frtRoadLight,mustOut,0.783966569
d001,h0008,30NL,frtRoadLight,mustOut,0.762330967
d001,h0009,30NL,frtRoadLight,mustOut,0.707522981
d001,h0010,30NL,frtRoadLight,mustOut,0.640498851
d001,h0011,30NL,frtRoadLight,mustOut,0.621929829
d001,h0012,30NL,frtRoadLight,mustOut,0.602724309
d001,h0013,30NL,frtRoadLight,mustOut,0.589629555
d001,h0014,30NL,frtRoadLight,mustOut,0.526125111
d001,h0015,30NL,frtRoadLight,mustOut,0.498187781
d001,h0016,30NL,frtRoadLight,mustOut,0.379359486
d001,h0017,30NL,frtRoadLight,mustOut,0.235881494
d001,h0018,30NL,frtRoadLight,mustOut,0.115461366
d001,h0019,30NL,frtRoadLight,mustOut,0.219583899
d001,h0020,30NL,frtRoadLight,mustOut,0.350655974
d001,h0021,30NL,frtRoadLight,mustOut,0.477788696
d001,h0022,30NL,frtRoadLight,mustOut,0.56542536
d001,h0023,30NL,frtRoadLight,mustOut,0.624870587
d001,h0024,30NL,frtRoadLight,mustOut,0.623023482
d002,h0025,30NL,frtRoadLight,mustOut,0.643943843
d002,h0026,30NL,frtRoadLight,mustOut,0.689580472
d002,h0027,30NL,frtRoadLight,mustOut,0.747599285
d002,h0028,30NL,frtRoadLight,mustOut,0.770006915
d002,h0029,30NL,frtRoadLight,mustOut,0.750848128
d002,h0030,30NL,frtRoadLight,mustOut,0.70870318
d002,h0031,30NL,frtRoadLight,mustOut,0.683885837
d002,h0032,30NL,frtRoadLight,mustOut,0.706719776
d002,h0033,30NL,frtRoadLight,mustOut,0.693775663
d002,h0034,30NL,frtRoadLight,mustOut,0.667251852
d002,h0035,30NL,frtRoadLight,mustOut,0.609233374
d002,h0036,30NL,frtRoadLight,mustOut,0.612357931
d002,h0037,30NL,frtRoadLight,mustOut,0.609099558
d002,h0038,30NL,frtRoadLight,mustOut,0.582847987
d002,h0039,30NL,frtRoadLight,mustOut,0.536041947
d002,h0040,30NL,frtRoadLight,mustOut,0.480414392
d002,h0041,30NL,frtRoadLight,mustOut,0.42145861
d002,h0042,30NL,frtRoadLight,mustOut,0.373521064
d002,h0043,30NL,frtRoadLight,mustOut,0.348341273
d002,h0044,30NL,frtRoadLight,mustOut,0.361789686
d002,h0045,30NL,frtRoadLight,mustOut,0.395593369
d002,h0046,30NL,frtRoadLight,mustOut,0.520435225
d002,h0047,30NL,frtRoadLight,mustOut,0.621715715
d002,h0048,30NL,frtRoadLight,mustOut,0.694349921
d003,h0049,30NL,frtRoadLight,mustOut,0.643805968
d003,h0050,30NL,frtRoadLight,mustOut,0.603185288
d003,h0051,30NL,frtRoadLight,mustOut,0.545948852
d003,h0052,30NL,frtRoadLight,mustOut,0.530683866
d003,h0053,30NL,frtRoadLight,mustOut,0.495705671
d003,h0054,30NL,frtRoadLight,mustOut,0.516862377
d003,h0055,30NL,frtRoadLight,mustOut,0.55904069
d003,h0056,30NL,frtRoadLight,mustOut,0.668383488
d003,h0057,30NL,frtRoadLight,mustOut,0.726454223
d003,h0058,30NL,frtRoadLight,mustOut,0.78160127
d003,h0059,30NL,frtRoadLight,mustOut,0.76160179
d003,h0060,30NL,frtRoadLight,mustOut,0.750778574
d003,h0061,30NL,frtRoadLight,mustOut,0.698088608
d003,h0062,30NL,frtRoadLight,mustOut,0.63927654
d003,h0063,30NL,frtRoadLight,mustOut,0.536456497
d003,h0064,30NL,frtRoadLight,mustOut,0.444256146
d003,h0065,30NL,frtRoadLight,mustOut,0.330503697
d003,h0066,30NL,frtRoadLight,mustOut,0.311020835
d003,h0067,30NL,frtRoadLight,mustOut,0.313098296
d003,h0068,30NL,frtRoadLight,mustOut,0.375921787
d003,h0069,30NL,frtRoadLight,mustOut,0.45533216
d003,h0070,30NL,frtRoadLight,mustOut,0.479683969
d003,h0071,30NL,frtRoadLight,mustOut,0.506127793
d003,h0072,30NL,frtRoadLight,mustOut,0.403019584
d004,h0073,30NL,frtRoadLight,mustOut,0.409792211
d004,h0074,30NL,frtRoadLight,mustOut,0.403616529
d004,h0075,30NL,frtRoadLight,mustOut,0.506266605
d004,h0076,30NL,frtRoadLight,mustOut,0.531634747
d004,h0077,30NL,frtRoadLight,mustOut,0.557768324
d004,h0078,30NL,frtRoadLight,mustOut,0.535455822
d004,h0079,30NL,frtRoadLight,mustOut,0.522912167
d004,h0080,30NL,frtRoadLight,mustOut,0.489946461
d004,h0081,30NL,frtRoadLight,mustOut,0.473934009
d004,h0082,30NL,frtRoadLight,mustOut,0.485453267
d004,h0083,30NL,frtRoadLight,mustOut,0.473113189
d004,h0084,30NL,frtRoadLight,mustOut,0.396229257
d004,h0085,30NL,frtRoadLight,mustOut,0.408767093
d004,h0086,30NL,frtRoadLight,mustOut,0.466272672
d004,h0087,30NL,frtRoadLight,mustOut,0.592055462
d004,h0088,30NL,frtRoadLight,mustOut,0.616954755
d004,h0089,30NL,frtRoadLight,mustOut,0.622491148
d004,h0090,30NL,frtRoadLight,mustOut,0.606947392
d004,h0091,30NL,frtRoadLight,mustOut,0.567512919
d004,h0092,30NL,frtRoadLight,mustOut,0.502353366
d004,h0093,30NL,frtRoadLight,mustOut,0.481686879
d004,h0094,30NL,frtRoadLight,mustOut,0.402530647
d004,h0095,30NL,frtRoadLight,mustOut,0.309605069
d004,h0096,30NL,frtRoadLight,mustOut,0.131282733
d001,h0001,31DE,frtRoadLight,mustOut,0.48281444
d001,h0002,31DE,frtRoadLight,mustOut,0.484989957
d001,h0003,31DE,frtRoadLight,mustOut,0.544048523
d001,h0004,31DE,frtRoadLight,mustOut,0.638230518
d001,h0005,31DE,frtRoadLight,mustOut,0.740448003
d001,h0006,31DE,frtRoadLight,mustOut,0.775615198
d001,h0007,31DE,frtRoadLight,mustOut,0.783966569
d001,h0008,31DE,frtRoadLight,mustOut,0.762330967
d001,h0009,31DE,frtRoadLight,mustOut,0.707522981
d001,h0010,31DE,frtRoadLight,mustOut,0.640498851
d001,h0011,31DE,frtRoadLight,mustOut,0.621929829
d001,h0012,31DE,frtRoadLight,mustOut,0.602724309
d001,h0013,31DE,frtRoadLight,mustOut,0.589629555
d001,h0014,31DE,frtRoadLight,mustOut,0.526125111
d001,h0015,31DE,frtRoadLight,mustOut,0.498187781
d001,h0016,31DE,frtRoadLight,mustOut,0.379359486
d001,h0017,31DE,frtRoadLight,mustOut,0.235881494
d001,h0018,31DE,frtRoadLight,mustOut,0.115461366
d001,h0019,31DE,frtRoadLight,mustOut,0.219583899
d001,h0020,31DE,frtRoadLight,mustOut,0.350655974
d001,h0021,31DE,frtRoadLight,mustOut,0.477788696
d001,h0022,31DE,frtRoadLight,mustOut,0.56542536
d001,h0023,31DE,frtRoadLight,mustOut,0.624870587
d001,h0024,31DE,frtRoadLight,mustOut,0.623023482
d002,h0025,31DE,frtRoadLight,mustOut,0.643943843
d002,h0026,31DE,frtRoadLight,mustOut,0.689580472
d002,h0027,31DE,frtRoadLight,mustOut,0.747599285
d002,h0028,31DE,frtRoadLight,mustOut,0.770006915
d002,h0029,31DE,frtRoadLight,mustOut,0.750848128
d002,h0030,31DE,frtRoadLight,mustOut,0.70870318
d002,h0031,31DE,frtRoadLight,mustOut,0.683885837
d002,h0032,31DE,frtRoadLight,mustOut,0.706719776
d002,h0033,31DE,frtRoadLight,mustOut,0.693775663
d002,h0034,31DE,frtRoadLight,mustOut,0.667251852
d002,h0035,31DE,frtRoadLight,mustOut,0.609233374
d002,h0036,31DE,frtRoadLight,mustOut,0.612357931
d002,h0037,31DE,frtRoadLight,mustOut,0.609099558
d002,h0038,31DE,frtRoadLight,mustOut,0.582847987
d002,h0039,31DE,frtRoadLight,mustOut,0.536041947
d002,h0040,31DE,frtRoadLight,mustOut,0.480414392
d002,h0041,31DE,frtRoadLight,mustOut,0.42145861
d002,h0042,31DE,frtRoadLight,mustOut,0.373521064
d002,h0043,31DE,frtRoadLight,mustOut,0.348341273
d002,h0044,31DE,frtRoadLight,mustOut,0.361789686
d002,h0045,31DE,frtRoadLight,mustOut,0.395593369
d002,h0046,31DE,frtRoadLight,mustOut,0.520435225
d002,h0047,31DE,frtRoadLight,mustOut,0.621715715
d002,h0048,31DE,frtRoadLight,mustOut,0.694349921
d003,h0049,31DE,frtRoadLight,mustOut,0.643805968
d003,h0050,31DE,frtRoadLight,mustOut,0.603185288
d003,h0051,31DE,frtRoadLight,mustOut,0.545948852
d003,h0052,31DE,frtRoadLight,mustOut,0.530683866
d003,h0053,31DE,frtRoadLight,mustOut,0.495705671
d003,h0054,31DE,frtRoadLight,mustOut,0.516862377
d003,h0055,31DE,frtRoadLight,mustOut,0.55904069
d003,h0056,31DE,frtRoadLight,mustOut,0.668383488
d003,h0057,31DE,frtRoadLight,mustOut,0.726454223
d003,h0058,31DE,frtRoadLight,mustOut,0.78160127
d003,h0059,31DE,frtRoadLight,mustOut,0.76160179
d003,h0060,31DE,frtRoadLight,mustOut,0.750778574
d003,h0061,31DE,frtRoadLight,mustOut,0.698088608
d003,h0062,31DE,frtRoadLight,mustOut,0.63927654
d003,h0063,31DE,frtRoadLight,mustOut,0.536456497
d003,h0064,31DE,frtRoadLight,mustOut,0.444256146
d003,h0065,31DE,frtRoadLight,mustOut,0.330503697
d003,h0066,31DE,frtRoadLight,mustOut,0.311020835
d003,h0067,31DE,frtRoadLight,mustOut,0.313098296
d003,h0068,31DE,frtRoadLight,mustOut,0.375921787
d003,h0069,31DE,frtRoadLight,mustOut,0.45533216
d003,h0070,31DE,frtRoadLight,mustOut,0.479683969
d003,h0071,31DE,frtRoadLight,mustOut,0.506127793
d003,h0072,31DE,frtRoadLight,mustOut,0.403019584
d004,h0073,31DE,frtRoadLight,mustOut,0.409792211
d004,h0074,31DE,frtRoadLight,mustOut,0.403616529
d004,h0075,31DE,frtRoadLight,mustOut,0.506266605
d004,h0076,31DE,frtRoadLight,mustOut,0.531634747
d004,h0077,31DE,frtRoadLight,mustOut,0.557768324
d004,h0078,31DE,frtRoadLight,mustOut,0.535455822
d004,h0079,31DE,frtRoadLight,mustOut,0.522912167
d004,h0080,31DE,frtRoadLight,mustOut,0.489946461
d004,h0081,31DE,frtRoadLight,mustOut,0.473934009
d004,h0082,31DE,frtRoadLight,mustOut,0.485453267
d004,h0083,31DE,frtRoadLight,mustOut,0.473113189
d004,h0084,31DE,frtRoadLight,mustOut,0.396229257
d004,h0085,31DE,frtRoadLight,mustOut,0.408767093
d004,h0086,31DE,frtRoadLight,mustOut,0.466272672
d004,h0087,31DE,frtRoadLight,mustOut,0.592055462
d004,h0088,31DE,frtRoadLight,mustOut,0.616954755
d004,h0089,31DE,frtRoadLight,mustOut,0.622491148
d004,h0090,31DE,frtRoadLight,mustOut,0.606947392
d004,h0091,31DE,frtRoadLight,mustOut,0.567512919
d004,h0092,31DE,frtRoadLight,mustOut,0.502353366
d004,h0093,31DE,frtRoadLight,mustOut,0.481686879
d004,h0094,31DE,frtRoadLight,mustOut,0.402530647
d004,h0095,31DE,frtRoadLight,mustOut,0.309605069
d004,h0096,31DE,frtRoadLight,mustOut,0.131282733
d001,h0001,32DE,frtRoadLight,mustOut,0.48281444
d001,h0002,32DE,frtRoadLight,mustOut,0.484989957
d001,h0003,32DE,frtRoadLight,mustOut,0.544048523
d001,h0004,32DE,frtRoadLight,mustOut,0.638230518
d001,h0005,32DE,frtRoadLight,mustOut,0.740448003
d001,h0006,32DE,frtRoadLight,mustOut,0.775615198
d001,h0007,32DE,frtRoadLight,mustOut,0.783966569
d001,h0008,32DE,frtRoadLight,mustOut,0.762330967
d001,h0009,32DE,frtRoadLight,mustOut,0.707522981
d001,h0010,32DE,frtRoadLight,mustOut,0.640498851
d001,h0011,32DE,frtRoadLight,mustOut,0.621929829
d001,h0012,32DE,frtRoadLight,mustOut,0.602724309
d001,h0013,32DE,frtRoadLight,mustOut,0.589629555
d001,h0014,32DE,frtRoadLight,mustOut,0.526125111
d001,h0015,32DE,frtRoadLight,mustOut,0.498187781
d001,h0016,32DE,frtRoadLight,mustOut,0.379359486
d001,h0017,32DE,frtRoadLight,mustOut,0.235881494
d001,h0018,32DE,frtRoadLight,mustOut,0.115461366
d001,h0019,32DE,frtRoadLight,mustOut,0.219583899
d001,h0020,32DE,frtRoadLight,mustOut,0.350655974
d001,h0021,32DE,frtRoadLight,mustOut,0.477788696
d001,h0022,32DE,frtRoadLight,mustOut,0.56542536
d001,h0023,32DE,frtRoadLight,mustOut,0.624870587
d001,h0024,32DE,frtRoadLight,mustOut,0.623023482
d002,h0025,32DE,frtRoadLight,mustOut,0.643943843
d002,h0026,32DE,frtRoadLight,mustOut,0.689580472
d002,h0027,32DE,frtRoadLight,mustOut,0.747599285
d002,h0028,32DE,frtRoadLight,mustOut,0.770006915
d002,h0029,32DE,frtRoadLight,mustOut,0.750848128
d002,h0030,32DE,frtRoadLight,mustOut,0.70870318
d002,h0031,32DE,frtRoadLight,mustOut,0.683885837
d002,h0032,32DE,frtRoadLight,mustOut,0.706719776
d002,h0033,32DE,frtRoadLight,mustOut,0.693775663
d002,h0034,32DE,frtRoadLight,mustOut,0.667251852
d002,h0035,32DE,frtRoadLight,mustOut,0.609233374
d002,h0036,32DE,frtRoadLight,mustOut,0.612357931
d002,h0037,32DE,frtRoadLight,mustOut,0.609099558
d002,h0038,32DE,frtRoadLight,mustOut,0.582847987
d002,h0039,32DE,frtRoadLight,mustOut,0.536041947
d002,h0040,32DE,frtRoadLight,mustOut,0.480414392
d002,h0041,32DE,frtRoadLight,mustOut,0.42145861
d002,h0042,32DE,frtRoadLight,mustOut,0.373521064
d002,h0043,32DE,frtRoadLight,mustOut,0.348341273
d002,h0044,32DE,frtRoadLight,mustOut,0.361789686
d002,h0045,32DE,frtRoadLight,mustOut,0.395593369
d002,h0046,32DE,frtRoadLight,mustOut,0.520435225
d002,h0047,32DE,frtRoadLight,mustOut,0.621715715
d002,h0048,32DE,frtRoadLight,mustOut,0.694349921
d003,h0049,32DE,frtRoadLight,mustOut,0.643805968
d003,h0050,32DE,frtRoadLight,mustOut,0.603185288
d003,h0051,32DE,frtRoadLight,mustOut,0.545948852
d003,h0052,32DE,frtRoadLight,mustOut,0.530683866
d003,h0053,32DE,frtRoadLight,mustOut,0.495705671
d003,h0054,32DE,frtRoadLight,mustOut,0.516862377
d003,h0055,32DE,frtRoadLight,mustOut,0.55904069
d003,h0056,32DE,frtRoadLight,mustOut,0.668383488
d003,h0057,32DE,frtRoadLight,mustOut,0.726454223
d003,h0058,32DE,frtRoadLight,mustOut,0.78160127
d003,h0059,32DE,frtRoadLight,mustOut,0.76160179
d003,h0060,32DE,frtRoadLight,mustOut,0.750778574
d003,h0061,32DE,frtRoadLight,mustOut,0.698088608
d003,h0062,32DE,frtRoadLight,mustOut,0.63927654
d003,h0063,32DE,frtRoadLight,mustOut,0.536456497
d003,h0064,32DE,frtRoadLight,mustOut,0.444256146
d003,h0065,32DE,frtRoadLight,mustOut,0.330503697
d003,h0066,32DE,frtRoadLight,mustOut,0.311020835
d003,h0067,32DE,frtRoadLight,mustOut,0.313098296
d003,h0068,32DE,frtRoadLight,mustOut,0.375921787
d003,h0069,32DE,frtRoadLight,mustOut,0.45533216
d003,h0070,32DE,frtRoadLight,mustOut,0.479683969
d003,h0071,32DE,frtRoadLight,mustOut,0.506127793
d003,h0072,32DE,frtRoadLight,mustOut,0.403019584
d004,h0073,32DE,frtRoadLight,mustOut,0.409792211
d004,h0074,32DE,frtRoadLight,mustOut,0.403616529
d004,h0075,32DE,frtRoadLight,mustOut,0.506266605
d004,h0076,32DE,frtRoadLight,mustOut,0.531634747
d004,h0077,32DE,frtRoadLight,mustOut,0.557768324
d004,h0078,32DE,frtRoadLight,mustOut,0.535455822
d004,h0079,32DE,frtRoadLight,mustOut,0.522912167
d004,h0080,32DE,frtRoadLight,mustOut,0.489946461
d004,h0081,32DE,frtRoadLight,mustOut,0.473934009
d004,h0082,32DE,frtRoadLight,mustOut,0.485453267
d004,h0083,32DE,frtRoadLight,mustOut,0.473113189
d004,h0084,32DE,frtRoadLight,mustOut,0.396229257
d004,h0085,32DE,frtRoadLight,mustOut,0.408767093
d004,h0086,32DE,frtRoadLight,mustOut,0.466272672
d004,h0087,32DE,frtRoadLight,mustOut,0.592055462
d004,h0088,32DE,frtRoadLight,mustOut,0.616954755
d004,h0089,32DE,frtRoadLight,mustOut,0.622491148
d004,h0090,32DE,frtRoadLight,mustOut,0.606947392
d004,h0091,32DE,frtRoadLight,mustOut,0.567512919
d004,h0092,32DE,frtRoadLight,mustOut,0.502353366
d004,h0093,32DE,frtRoadLight,mustOut,0.481686879
d004,h0094,32DE,frtRoadLight,mustOut,0.402530647
d004,h0095,32DE,frtRoadLight,mustOut,0.309605069
d004,h0096,32DE,frtRoadLight,mustOut,0.131282733
d001,h0001,33DE,frtRoadLight,mustOut,0.48281444
d001,h0002,33DE,frtRoadLight,mustOut,0.484989957
d001,h0003,33DE,frtRoadLight,mustOut,0.544048523
d001,h0004,33DE,frtRoadLight,mustOut,0.638230518
d001,h0005,33DE,frtRoadLight,mustOut,0.740448003
d001,h0006,33DE,frtRoadLight,mustOut,0.775615198
d001,h0007,33DE,frtRoadLight,mustOut,0.783966569
d001,h0008,33DE,frtRoadLight,mustOut,0.762330967
d001,h0009,33DE,frtRoadLight,mustOut,0.707522981
d001,h0010,33DE,frtRoadLight,mustOut,0.640498851
d001,h0011,33DE,frtRoadLight,mustOut,0.621929829
d001,h0012,33DE,frtRoadLight,mustOut,0.602724309
d001,h0013,33DE,frtRoadLight,mustOut,0.589629555
d001,h0014,33DE,frtRoadLight,mustOut,0.526125111
d001,h0015,33DE,frtRoadLight,mustOut,0.498187781
d001,h0016,33DE,frtRoadLight,mustOut,0.379359486
d001,h0017,33DE,frtRoadLight,mustOut,0.235881494
d001,h0018,33DE,frtRoadLight,mustOut,0.115461366
d001,h0019,33DE,frtRoadLight,mustOut,0.219583899
d001,h0020,33DE,frtRoadLight,mustOut,0.350655974
d001,h0021,33DE,frtRoadLight,mustOut,0.477788696
d001,h0022,33DE,frtRoadLight,mustOut,0.56542536
d001,h0023,33DE,frtRoadLight,mustOut,0.624870587
d001,h0024,33DE,frtRoadLight,mustOut,0.623023482
d002,h0025,33DE,frtRoadLight,mustOut,0.643943843
d002,h0026,33DE,frtRoadLight,mustOut,0.689580472
d002,h0027,33DE,frtRoadLight,mustOut,0.747599285
d002,h0028,33DE,frtRoadLight,mustOut,0.770006915
d002,h0029,33DE,frtRoadLight,mustOut,0.750848128
d002,h0030,33DE,frtRoadLight,mustOut,0.70870318
d002,h0031,33DE,frtRoadLight,mustOut,0.683885837
d002,h0032,33DE,frtRoadLight,mustOut,0.706719776
d002,h0033,33DE,frtRoadLight,mustOut,0.693775663
d002,h0034,33DE,frtRoadLight,mustOut,0.667251852
d002,h0035,33DE,frtRoadLight,mustOut,0.609233374
d002,h0036,33DE,frtRoadLight,mustOut,0.612357931
d002,h0037,33DE,frtRoadLight,mustOut,0.609099558
d002,h0038,33DE,frtRoadLight,mustOut,0.582847987
d002,h0039,33DE,frtRoadLight,mustOut,0.536041947
d002,h0040,33DE,frtRoadLight,mustOut,0.480414392
d002,h0041,33DE,frtRoadLight,mustOut,0.42145861
d002,h0042,33DE,frtRoadLight,mustOut,0.373521064
d002,h0043,33DE,frtRoadLight,mustOut,0.348341273
d002,h0044,33DE,frtRoadLight,mustOut,0.361789686
d002,h0045,33DE,frtRoadLight,mustOut,0.395593369
d002,h0046,33DE,frtRoadLight,mustOut,0.520435225
d002,h0047,33DE,frtRoadLight,mustOut,0.621715715
d002,h0048,33DE,frtRoadLight,mustOut,0.694349921
d003,h0049,33DE,frtRoadLight,mustOut,0.643805968
d003,h0050,33DE,frtRoadLight,mustOut,0.603185288
d003,h0051,33DE,frtRoadLight,mustOut,0.545948852
d003,h0052,33DE,frtRoadLight,mustOut,0.530683866
d003,h0053,33DE,frtRoadLight,mustOut,0.495705671
d003,h0054,33DE,frtRoadLight,mustOut,0.516862377
d003,h0055,33DE,frtRoadLight,mustOut,0.55904069
d003,h0056,33DE,frtRoadLight,mustOut,0.668383488
d003,h0057,33DE,frtRoadLight,mustOut,0.726454223
d003,h0058,33DE,frtRoadLight,mustOut,0.78160127
d003,h0059,33DE,frtRoadLight,mustOut,0.76160179
d003,h0060,33DE,frtRoadLight,mustOut,0.750778574
d003,h0061,33DE,frtRoadLight,mustOut,0.698088608
d003,h0062,33DE,frtRoadLight,mustOut,0.63927654
d003,h0063,33DE,frtRoadLight,mustOut,0.536456497
d003,h0064,33DE,frtRoadLight,mustOut,0.444256146
d003,h0065,33DE,frtRoadLight,mustOut,0.330503697
d003,h0066,33DE,frtRoadLight,mustOut,0.311020835
d003,h0067,33DE,frtRoadLight,mustOut,0.313098296
d003,h0068,33DE,frtRoadLight,mustOut,0.375921787
d003,h0069,33DE,frtRoadLight,mustOut,0.45533216
d003,h0070,33DE,frtRoadLight,mustOut,0.479683969
d003,h0071,33DE,frtRoadLight,mustOut,0.506127793
d003,h0072,33DE,frtRoadLight,mustOut,0.403019584
d004,h0073,33DE,frtRoadLight,mustOut,0.409792211
d004,h0074,33DE,frtRoadLight,mustOut,0.403616529
d004,h0075,33DE,frtRoadLight,mustOut,0.506266605
d004,h0076,33DE,frtRoadLight,mustOut,0.531634747
d004,h0077,33DE,frtRoadLight,mustOut,0.557768324
d004,h0078,33DE,frtRoadLight,mustOut,0.535455822
d004,h0079,33DE,frtRoadLight,mustOut,0.522912167
d004,h0080,33DE,frtRoadLight,mustOut,0.489946461
d004,h0081,33DE,frtRoadLight,mustOut,0.473934009
d004,h0082,33DE,frtRoadLight,mustOut,0.485453267
d004,h0083,33DE,frtRoadLight,mustOut,0.473113189
d004,h0084,33DE,frtRoadLight,mustOut,0.396229257
d004,h0085,33DE,frtRoadLight,mustOut,0.408767093
d004,h0086,33DE,frtRoadLight,mustOut,0.466272672
d004,h0087,33DE,frtRoadLight,mustOut,0.592055462
d004,h0088,33DE,frtRoadLight,mustOut,0.616954755
d004,h0089,33DE,frtRoadLight,mustOut,0.622491148
d004,h0090,33DE,frtRoadLight,mustOut,0.606947392
d004,h0091,33DE,frtRoadLight,mustOut,0.567512919
d004,h0092,33DE,frtRoadLight,mustOut,0.502353366
d004,h0093,33DE,frtRoadLight,mustOut,0.481686879
d004,h0094,33DE,frtRoadLight,mustOut,0.402530647
d004,h0095,33DE,frtRoadLight,mustOut,0.309605069
d004,h0096,33DE,frtRoadLight,mustOut,0.131282733
d001,h0001,34DE,frtRoadLight,mustOut,0.48281444
d001,h0002,34DE,frtRoadLight,mustOut,0.484989957
d001,h0003,34DE,frtRoadLight,mustOut,0.544048523
d001,h0004,34DE,frtRoadLight,mustOut,0.638230518
d001,h0005,34DE,frtRoadLight,mustOut,0.740448003
d001,h0006,34DE,frtRoadLight,mustOut,0.775615198
d001,h0007,34DE,frtRoadLight,mustOut,0.783966569
d001,h0008,34DE,frtRoadLight,mustOut,0.762330967
d001,h0009,34DE,frtRoadLight,mustOut,0.707522981
d001,h0010,34DE,frtRoadLight,mustOut,0.640498851
d001,h0011,34DE,frtRoadLight,mustOut,0.621929829
d001,h0012,34DE,frtRoadLight,mustOut,0.602724309
d001,h0013,34DE,frtRoadLight,mustOut,0.589629555
d001,h0014,34DE,frtRoadLight,mustOut,0.526125111
d001,h0015,34DE,frtRoadLight,mustOut,0.498187781
d001,h0016,34DE,frtRoadLight,mustOut,0.379359486
d001,h0017,34DE,frtRoadLight,mustOut,0.235881494
d001,h0018,34DE,frtRoadLight,mustOut,0.115461366
d001,h0019,34DE,frtRoadLight,mustOut,0.219583899
d001,h0020,34DE,frtRoadLight,mustOut,0.350655974
d001,h0021,34DE,frtRoadLight,mustOut,0.477788696
d001,h0022,34DE,frtRoadLight,mustOut,0.56542536
d001,h0023,34DE,frtRoadLight,mustOut,0.624870587
d001,h0024,34DE,frtRoadLight,mustOut,0.623023482
d002,h0025,34DE,frtRoadLight,mustOut,0.643943843
d002,h0026,34DE,frtRoadLight,mustOut,0.689580472
d002,h0027,34DE,frtRoadLight,mustOut,0.747599285
d002,h0028,34DE,frtRoadLight,mustOut,0.770006915
d002,h0029,34DE,frtRoadLight,mustOut,0.750848128
d002,h0030,34DE,frtRoadLight,mustOut,0.70870318
d002,h0031,34DE,frtRoadLight,mustOut,0.683885837
d002,h0032,34DE,frtRoadLight,mustOut,0.706719776
d002,h0033,34DE,frtRoadLight,mustOut,0.693775663
d002,h0034,34DE,frtRoadLight,mustOut,0.667251852
d002,h0035,34DE,frtRoadLight,mustOut,0.609233374
d002,h0036,34DE,frtRoadLight,mustOut,0.612357931
d002,h0037,34DE,frtRoadLight,mustOut,0.609099558
d002,h0038,34DE,frtRoadLight,mustOut,0.582847987
d002,h0039,34DE,frtRoadLight,mustOut,0.536041947
d002,h0040,34DE,frtRoadLight,mustOut,0.480414392
d002,h0041,34DE,frtRoadLight,mustOut,0.42145861
d002,h0042,34DE,frtRoadLight,mustOut,0.373521064
d002,h0043,34DE,frtRoadLight,mustOut,0.348341273
d002,h0044,34DE,frtRoadLight,mustOut,0.361789686
