timestep_2,region_4,technology_3,parameter_1,value_1,parameter_2,value_2,parameter_3,value_3,parameter_4,value_4
all,99FR,bevFrtRoadHeavy,capaConvResi,0.078967848,capaStInResi,0.078967848,capaStOutResi,0.078967848,capaStSizeResi,0.394839239
all,01ES,bevFrtRoadLight,capaConvResi,0.434788823,capaStInResi,0.434788823,capaStOutResi,0.434788823,capaStSizeResi,2.173944113
all,02ES,bevFrtRoadLight,capaConvResi,0.404657109,capaStInResi,0.404657109,capaStOutResi,0.404657109,capaStSizeResi,2.023285544
all,03ES,bevFrtRoadLight,capaConvResi,0.295938037,capaStInResi,0.295938037,capaStOutResi,0.295938037,capaStSizeResi,1.479690184
all,04ES,bevFrtRoadLight,capaConvResi,0.699020774,capaStInResi,0.699020774,capaStOutResi,0.699020774,capaStSizeResi,3.495103872
all,05ES,bevFrtRoadLight,capaConvResi,0.252249238,capaStInResi,0.252249238,capaStOutResi,0.252249238,capaStSizeResi,1.261246192
all,06ES,bevFrtRoadLight,capaConvResi,1.568073629,capaStInResi,1.568073629,capaStOutResi,1.568073629,capaStSizeResi,7.840368145
all,07ES,bevFrtRoadLight,capaConvResi,1.567198978,capaStInResi,1.567198978,capaStOutResi,1.567198978,capaStSizeResi,7.835994892
all,08ES,bevFrtRoadLight,capaConvResi,0.300923545,capaStInResi,0.300923545,capaStOutResi,0.300923545,capaStSizeResi,1.504617727
all,09ES,bevFrtRoadLight,capaConvResi,0.705493189,capaStInResi,0.705493189,capaStOutResi,0.705493189,capaStSizeResi,3.527465945
all,10ES,bevFrtRoadLight,capaConvResi,0.405138167,capaStInResi,0.405138167,capaStOutResi,0.405138167,capaStSizeResi,2.025690833
all,11ES,bevFrtRoadLight,capaConvResi,1.291159243,capaStInResi,1.291159243,capaStOutResi,1.291159243,capaStSizeResi,6.455796216
all,12PT,bevFrtRoadLight,capaConvResi,0.655244511,capaStInResi,0.655244511,capaStOutResi,0.655244511,capaStSizeResi,3.276222555
all,13PT,bevFrtRoadLight,capaConvResi,0.877974291,capaStInResi,0.877974291,capaStOutResi,0.877974291,capaStSizeResi,4.389871455
all,14FR,bevFrtRoadLight,capaConvResi,0.966226538,capaStInResi,0.966226538,capaStOutResi,0.966226538,capaStSizeResi,4.831132692
all,15FR,bevFrtRoadLight,capaConvResi,0.459716365,capaStInResi,0.459716365,capaStOutResi,0.459716365,capaStSizeResi,2.298581826
all,16FR,bevFrtRoadLight,capaConvResi,0.961197297,capaStInResi,0.961197297,capaStOutResi,0.961197297,capaStSizeResi,4.805986487
all,17FR,bevFrtRoadLight,capaConvResi,0.694516324,capaStInResi,0.694516324,capaStOutResi,0.694516324,capaStSizeResi,3.472581619
all,18FR,bevFrtRoadLight,capaConvResi,0.563012603,capaStInResi,0.563012603,capaStOutResi,0.563012603,capaStSizeResi,2.815063016
all,19FR,bevFrtRoadLight,capaConvResi,0.729721011,capaStInResi,0.729721011,capaStOutResi,0.729721011,capaStSizeResi,3.648605056
all,20FR,bevFrtRoadLight,capaConvResi,0.580199488,capaStInResi,0.580199488,capaStOutResi,0.580199488,capaStSizeResi,2.900997439
all,21FR,bevFrtRoadLight,capaConvResi,0.83839635,capaStInResi,0.83839635,capaStOutResi,0.83839635,capaStSizeResi,4.191981752
all,22FR,bevFrtRoadLight,capaConvResi,0.302541649,capaStInResi,0.302541649,capaStOutResi,0.302541649,capaStSizeResi,1.512708245
all,23FR,bevFrtRoadLight,capaConvResi,3.850649348,capaStInResi,3.850649348,capaStOutResi,3.850649348,capaStSizeResi,19.25324674
all,24FR,bevFrtRoadLight,capaConvResi,0.299174244,capaStInResi,0.299174244,capaStOutResi,0.299174244,capaStSizeResi,1.495871221
all,25FR,bevFrtRoadLight,capaConvResi,0.789503381,capaStInResi,0.789503381,capaStOutResi,0.789503381,capaStSizeResi,3.947516905
all,26FR,bevFrtRoadLight,capaConvResi,1.126987322,capaStInResi,1.126987322,capaStOutResi,1.126987322,capaStSizeResi,5.63493661
all,27FR,bevFrtRoadLight,capaConvResi,0.143398969,capaStInResi,0.143398969,capaStOutResi,0.143398969,capaStSizeResi,0.716994845
all,28BE,bevFrtRoadLight,capaConvResi,10.170175,capaStInResi,10.170175,capaStOutResi,10.170175,capaStSizeResi,50.85087499
all,29LU,bevFrtRoadLight,capaConvResi,0.258065665,capaStInResi,0.258065665,capaStOutResi,0.258065665,capaStSizeResi,1.290328325
all,30NL,bevFrtRoadLight,capaConvResi,4.207288138,capaStInResi,4.207288138,capaStOutResi,4.207288138,capaStSizeResi,21.03644069
all,31DE,bevFrtRoadLight,capaConvResi,3.578589274,capaStInResi,3.578589274,capaStOutResi,3.578589274,capaStSizeResi,17.89294637
all,32DE,bevFrtRoadLight,capaConvResi,1.756298442,capaStInResi,1.756298442,capaStOutResi,1.756298442,capaStSizeResi,8.781492211
all,33DE,bevFrtRoadLight,capaConvResi,4.771568985,capaStInResi,4.771568985,capaStOutResi,4.771568985,capaStSizeResi,23.85784492
all,34DE,bevFrtRoadLight,capaConvResi,1.640057375,capaStInResi,1.640057375,capaStOutResi,1.640057375,capaStSizeResi,8.200286875
all,35DE,bevFrtRoadLight,capaConvResi,3.186658331,capaStInResi,3.186658331,capaStOutResi,3.186658331,capaStSizeResi,15.93329166
all,36DE,bevFrtRoadLight,capaConvResi,3.233102279,capaStInResi,3.233102279,capaStOutResi,3.233102279,capaStSizeResi,16.1655114
all,37DE,bevFrtRoadLight,capaConvResi,3.972356982,capaStInResi,3.972356982,capaStOutResi,3.972356982,capaStSizeResi,19.86178491
all,38DK,bevFrtRoadLight,capaConvResi,0.297599873,capaStInResi,0.297599873,capaStOutResi,0.297599873,capaStSizeResi,1.487999365
all,39CZ,bevFrtRoadLight,capaConvResi,6.049083678,capaStInResi,6.049083678,capaStOutResi,6.049083678,capaStSizeResi,30.24541839
all,40CZ,bevFrtRoadLight,capaConvResi,3.679917548,capaStInResi,3.679917548,capaStOutResi,3.679917548,capaStSizeResi,18.39958774
all,41PL,bevFrtRoadLight,capaConvResi,7.023357002,capaStInResi,7.023357002,capaStOutResi,7.023357002,capaStSizeResi,35.11678501
all,42PL,bevFrtRoadLight,capaConvResi,2.651109758,capaStInResi,2.651109758,capaStOutResi,2.651109758,capaStSizeResi,13.25554879
all,43PL,bevFrtRoadLight,capaConvResi,4.953933639,capaStInResi,4.953933639,capaStOutResi,4.953933639,capaStSizeResi,24.76966819
all,44PL,bevFrtRoadLight,capaConvResi,5.373416076,capaStInResi,5.373416076,capaStOutResi,5.373416076,capaStSizeResi,26.86708038
all,45PL,bevFrtRoadLight,capaConvResi,3.273423673,capaStInResi,3.273423673,capaStOutResi,3.273423673,capaStSizeResi,16.36711836
all,46SK,bevFrtRoadLight,capaConvResi,3.78916141,capaStInResi,3.78916141,capaStOutResi,3.78916141,capaStSizeResi,18.94580705
all,47CH,bevFrtRoadLight,capaConvResi,1.443530338,capaStInResi,1.443530338,capaStOutResi,1.443530338,capaStSizeResi,7.217651692
all,48CH,bevFrtRoadLight,capaConvResi,0.149499657,capaStInResi,0.149499657,capaStOutResi,0.149499657,capaStSizeResi,0.747498285
all,49AT,bevFrtRoadLight,capaConvResi,0.563756056,capaStInResi,0.563756056,capaStOutResi,0.563756056,capaStSizeResi,2.818780281
all,50AT,bevFrtRoadLight,capaConvResi,0.684720237,capaStInResi,0.684720237,capaStOutResi,0.684720237,capaStSizeResi,3.423601184
all,51AT,bevFrtRoadLight,capaConvResi,0.955686998,capaStInResi,0.955686998,capaStOutResi,0.955686998,capaStSizeResi,4.778434992
all,52IT,bevFrtRoadLight,capaConvResi,23.29378274,capaStInResi,23.29378274,capaStOutResi,23.29378274,capaStSizeResi,116.4689137
all,53IT,bevFrtRoadLight,capaConvResi,4.345439203,capaStInResi,4.345439203,capaStOutResi,4.345439203,capaStSizeResi,21.72719602
all,54IT,bevFrtRoadLight,capaConvResi,8.14369698,capaStInResi,8.14369698,capaStOutResi,8.14369698,capaStSizeResi,40.7184849
all,55IT,bevFrtRoadLight,capaConvResi,3.117473467,capaStInResi,3.117473467,capaStOutResi,3.117473467,capaStSizeResi,15.58736734
all,56IT,bevFrtRoadLight,capaConvResi,2.184483653,capaStInResi,2.184483653,capaStOutResi,2.184483653,capaStSizeResi,10.92241826
all,57SI,bevFrtRoadLight,capaConvResi,0.841457628,capaStInResi,0.841457628,capaStOutResi,0.841457628,capaStSizeResi,4.207288138
all,58HU,bevFrtRoadLight,capaConvResi,2.945036098,capaStInResi,2.945036098,capaStOutResi,2.945036098,capaStSizeResi,14.72518049
all,59RO,bevFrtRoadLight,capaConvResi,0.522472547,capaStInResi,0.522472547,capaStOutResi,0.522472547,capaStSizeResi,2.612362735
all,60RO,bevFrtRoadLight,capaConvResi,1.03173787,capaStInResi,1.03173787,capaStOutResi,1.03173787,capaStSizeResi,5.158689349
all,61RO,bevFrtRoadLight,capaConvResi,0.448695767,capaStInResi,0.448695767,capaStOutResi,0.448695767,capaStSizeResi,2.243478837
all,62HR,bevFrtRoadLight,capaConvResi,0.823308627,capaStInResi,0.823308627,capaStOutResi,0.823308627,capaStSizeResi,4.116543137
all,63BA,bevFrtRoadLight,capaConvResi,0.168501442,capaStInResi,0.168501442,capaStOutResi,0.168501442,capaStSizeResi,0.842507208
all,64ME,bevFrtRoadLight,capaConvResi,0.046006623,capaStInResi,0.046006623,capaStOutResi,0.046006623,capaStSizeResi,0.230033113
all,65RS,bevFrtRoadLight,capaConvResi,0.422981039,capaStInResi,0.422981039,capaStOutResi,0.422981039,capaStSizeResi,2.114905196
all,66BG,bevFrtRoadLight,capaConvResi,0.844037847,capaStInResi,0.844037847,capaStOutResi,0.844037847,capaStSizeResi,4.220189235
all,67MK,bevFrtRoadLight,capaConvResi,0.105876457,capaStInResi,0.105876457,capaStOutResi,0.105876457,capaStSizeResi,0.529382287
all,68GR,bevFrtRoadLight,capaConvResi,0.817973259,capaStInResi,0.817973259,capaStOutResi,0.817973259,capaStSizeResi,4.089866293
all,69GR,bevFrtRoadLight,capaConvResi,2.207137104,capaStInResi,2.207137104,capaStOutResi,2.207137104,capaStSizeResi,11.03568552
all,70AL,bevFrtRoadLight,capaConvResi,0.126212084,capaStInResi,0.126212084,capaStOutResi,0.126212084,capaStSizeResi,0.631060421
all,72DK,bevFrtRoadLight,capaConvResi,0.316667256,capaStInResi,0.316667256,capaStOutResi,0.316667256,capaStSizeResi,1.583336282
all,73EE,bevFrtRoadLight,capaConvResi,0.139331844,capaStInResi,0.139331844,capaStOutResi,0.139331844,capaStSizeResi,0.696659218
all,74FI,bevFrtRoadLight,capaConvResi,0.130760267,capaStInResi,0.130760267,capaStOutResi,0.130760267,capaStSizeResi,0.653801337
all,75FI,bevFrtRoadLight,capaConvResi,1.095281237,capaStInResi,1.095281237,capaStOutResi,1.095281237,capaStSizeResi,5.476406186
all,77LT,bevFrtRoadLight,capaConvResi,2.1346723,capaStInResi,2.1346723,capaStOutResi,2.1346723,capaStSizeResi,10.6733615
all,78LV,bevFrtRoadLight,capaConvResi,0.394904754,capaStInResi,0.394904754,capaStOutResi,0.394904754,capaStSizeResi,1.974523772
all,79NO,bevFrtRoadLight,capaConvResi,0.07102163,capaStInResi,0.07102163,capaStOutResi,0.07102163,capaStSizeResi,0.355108151
all,80NO,bevFrtRoadLight,capaConvResi,0.164784177,capaStInResi,0.164784177,capaStOutResi,0.164784177,capaStSizeResi,0.823920883
all,81NO,bevFrtRoadLight,capaConvResi,0.335997035,capaStInResi,0.335997035,capaStOutResi,0.335997035,capaStSizeResi,1.679985176
all,82NO,bevFrtRoadLight,capaConvResi,0.63604593,capaStInResi,0.63604593,capaStOutResi,0.63604593,capaStSizeResi,3.180229649
all,83NO,bevFrtRoadLight,capaConvResi,0.168195314,capaStInResi,0.168195314,capaStOutResi,0.168195314,capaStSizeResi,0.84097657
all,84NO,bevFrtRoadLight,capaConvResi,0.140556354,capaStInResi,0.140556354,capaStOutResi,0.140556354,capaStSizeResi,0.702781772
all,85NO,bevFrtRoadLight,capaConvResi,0.020335627,capaStInResi,0.020335627,capaStOutResi,0.020335627,capaStSizeResi,0.101678134
all,86SE,bevFrtRoadLight,capaConvResi,0.037303849,capaStInResi,0.037303849,capaStOutResi,0.037303849,capaStSizeResi,0.186519244
all,87SE,bevFrtRoadLight,capaConvResi,0.119127414,capaStInResi,0.119127414,capaStOutResi,0.119127414,capaStSizeResi,0.595637071
all,88SE,bevFrtRoadLight,capaConvResi,1.122045546,capaStInResi,1.122045546,capaStOutResi,1.122045546,capaStSizeResi,5.610227731
all,89SE,bevFrtRoadLight,capaConvResi,0.259814966,capaStInResi,0.259814966,capaStOutResi,0.259814966,capaStSizeResi,1.299074831
all,90UK,bevFrtRoadLight,capaConvResi,8.991976882,capaStInResi,8.991976882,capaStOutResi,8.991976882,capaStSizeResi,44.95988441
all,91UK,bevFrtRoadLight,capaConvResi,1.20574961,capaStInResi,1.20574961,capaStOutResi,1.20574961,capaStSizeResi,6.028748052
all,92UK,bevFrtRoadLight,capaConvResi,5.514715883,capaStInResi,5.514715883,capaStOutResi,5.514715883,capaStSizeResi,27.57357941
all,93UK,bevFrtRoadLight,capaConvResi,1.496658406,capaStInResi,1.496658406,capaStOutResi,1.496658406,capaStSizeResi,7.48329203
all,94UK,bevFrtRoadLight,capaConvResi,0.972611488,capaStInResi,0.972611488,capaStOutResi,0.972611488,capaStSizeResi,4.86305744
all,95UK,bevFrtRoadLight,capaConvResi,0.211534252,capaStInResi,0.211534252,capaStOutResi,0.211534252,capaStSizeResi,1.057671261
all,96IE,bevFrtRoadLight,capaConvResi,0.626905831,capaStInResi,0.626905831,capaStOutResi,0.626905831,capaStSizeResi,3.134529154
all,98IT,bevFrtRoadLight,capaConvResi,1.116272852,capaStInResi,1.116272852,capaStOutResi,1.116272852,capaStSizeResi,5.58136426
all,99FR,bevFrtRoadLight,capaConvResi,0.050248678,capaStInResi,0.050248678,capaStOutResi,0.050248678,capaStSizeResi,0.25124339
all,01ES,ePsngRail,capaConvResi,0.088471802,,,,,,
all,02ES,ePsngRail,capaConvResi,0.084270743,,,,,,
all,03ES,ePsngRail,capaConvResi,0.055638505,,,,,,
all,04ES,ePsngRail,capaConvResi,0.102918647,,,,,,
all,05ES,ePsngRail,capaConvResi,0.043264909,,,,,,
all,06ES,ePsngRail,capaConvResi,0.247892178,,,,,,
all,07ES,ePsngRail,capaConvResi,0.217593993,,,,,,
all,08ES,ePsngRail,capaConvResi,0.073788354,,,,,,
all,09ES,ePsngRail,capaConvResi,0.17642178,,,,,,
all,10ES,ePsngRail,capaConvResi,0.099677506,,,,,,
all,11ES,ePsngRail,capaConvResi,0.269960026,,,,,,
all,12PT,ePsngRail,capaConvResi,0.095724935,,,,,,
all,13PT,ePsngRail,capaConvResi,0.094747191,,,,,,
all,14FR,ePsngRail,capaConvResi,0.392173185,,,,,,
all,15FR,ePsngRail,capaConvResi,0.229371759,,,,,,
all,16FR,ePsngRail,capaConvResi,0.391045808,,,,,,
all,17FR,ePsngRail,capaConvResi,0.309168107,,,,,,
all,18FR,ePsngRail,capaConvResi,0.25193226,,,,,,
all,19FR,ePsngRail,capaConvResi,0.255977744,,,,,,
all,20FR,ePsngRail,capaConvResi,0.246887965,,,,,,
all,21FR,ePsngRail,capaConvResi,0.350187986,,,,,,
all,22FR,ePsngRail,capaConvResi,0.142884615,,,,,,
all,23FR,ePsngRail,capaConvResi,0.846898228,,,,,,
all,24FR,ePsngRail,capaConvResi,0.131347234,,,,,,
all,25FR,ePsngRail,capaConvResi,0.354486819,,,,,,
all,26FR,ePsngRail,capaConvResi,0.499701275,,,,,,
all,27FR,ePsngRail,capaConvResi,0.057648012,,,,,,
all,28BE,ePsngRail,capaConvResi,0.550167459,,,,,,
all,29LU,ePsngRail,capaConvResi,0.019297213,,,,,,
all,30NL,ePsngRail,capaConvResi,1.152887857,,,,,,
all,31DE,ePsngRail,capaConvResi,0.772431396,,,,,,
all,32DE,ePsngRail,capaConvResi,0.463041811,,,,,,
all,33DE,ePsngRail,capaConvResi,1.033456137,,,,,,
all,34DE,ePsngRail,capaConvResi,0.470320333,,,,,,
all,35DE,ePsngRail,capaConvResi,0.653589564,,,,,,
all,36DE,ePsngRail,capaConvResi,0.637935393,,,,,,
all,37DE,ePsngRail,capaConvResi,0.753609551,,,,,,
all,38DK,ePsngRail,capaConvResi,0.17457433,,,,,,
all,39CZ,ePsngRail,capaConvResi,0.266160869,,,,,,
all,40CZ,ePsngRail,capaConvResi,0.205179343,,,,,,
all,41PL,ePsngRail,capaConvResi,0.233867221,,,,,,
all,42PL,ePsngRail,capaConvResi,0.162449762,,,,,,
all,43PL,ePsngRail,capaConvResi,0.237521067,,,,,,
all,44PL,ePsngRail,capaConvResi,0.222745246,,,,,,
all,45PL,ePsngRail,capaConvResi,0.168855877,,,,,,
all,46SK,ePsngRail,capaConvResi,0.175820549,,,,,,
all,47CH,ePsngRail,capaConvResi,1.207719407,,,,,,
all,48CH,ePsngRail,capaConvResi,0.147860564,,,,,,
all,49AT,ePsngRail,capaConvResi,0.157601016,,,,,,
all,50AT,ePsngRail,capaConvResi,0.214080056,,,,,,
all,51AT,ePsngRail,capaConvResi,0.28812554,,,,,,
all,52IT,ePsngRail,capaConvResi,1.2769328,,,,,,
all,53IT,ePsngRail,capaConvResi,0.282433557,,,,,,
all,54IT,ePsngRail,capaConvResi,0.597934313,,,,,,
all,55IT,ePsngRail,capaConvResi,0.315005402,,,,,,
all,56IT,ePsngRail,capaConvResi,0.230104797,,,,,,
all,57SI,ePsngRail,capaConvResi,0.025757887,,,,,,
all,58HU,ePsngRail,capaConvResi,0.31588159,,,,,,
all,59RO,ePsngRail,capaConvResi,0.057520527,,,,,,
all,60RO,ePsngRail,capaConvResi,0.082871111,,,,,,
all,61RO,ePsngRail,capaConvResi,0.064862252,,,,,,
all,62HR,ePsngRail,capaConvResi,0.037406007,,,,,,
all,63BA,ePsngRail,capaConvResi,0.005869166,,,,,,
all,64ME,ePsngRail,capaConvResi,0.002616681,,,,,,
all,65RS,ePsngRail,capaConvResi,0.014731525,,,,,,
all,66BG,ePsngRail,capaConvResi,0.067504322,,,,,,
all,67MK,ePsngRail,capaConvResi,0.002760912,,,,,,
all,68GR,ePsngRail,capaConvResi,0.019185933,,,,,,
all,69GR,ePsngRail,capaConvResi,0.035100475,,,,,,
all,70AL,ePsngRail,capaConvResi,0.004396067,,,,,,
all,72DK,ePsngRail,capaConvResi,0.148866681,,,,,,
all,73EE,ePsngRail,capaConvResi,0.016536841,,,,,,
all,74FI,ePsngRail,capaConvResi,0.027162921,,,,,,
all,75FI,ePsngRail,capaConvResi,0.188952571,,,,,,
all,77LT,ePsngRail,capaConvResi,0.017380618,,,,,,
all,78LV,ePsngRail,capaConvResi,0.029479257,,,,,,
all,79NO,ePsngRail,capaConvResi,0.00974395,,,,,,
all,80NO,ePsngRail,capaConvResi,0.022687986,,,,,,
all,81NO,ePsngRail,capaConvResi,0.035811366,,,,,,
all,82NO,ePsngRail,capaConvResi,0.063021283,,,,,,
all,83NO,ePsngRail,capaConvResi,0.018997407,,,,,,
all,84NO,ePsngRail,capaConvResi,0.017665298,,,,,,
all,85NO,ePsngRail,capaConvResi,0.002474611,,,,,,
all,86SE,ePsngRail,capaConvResi,0.013455596,,,,,,
all,87SE,ePsngRail,capaConvResi,0.05008643,,,,,,
all,88SE,ePsngRail,capaConvResi,0.375805424,,,,,,
all,89SE,ePsngRail,capaConvResi,0.110175562,,,,,,
all,90UK,ePsngRail,capaConvResi,1.245849719,,,,,,
all,91UK,ePsngRail,capaConvResi,0.278298941,,,,,,
all,92UK,ePsngRail,capaConvResi,1.187684205,,,,,,
all,93UK,ePsngRail,capaConvResi,0.318542027,,,,,,
all,94UK,ePsngRail,capaConvResi,0.178661949,,,,,,
all,95UK,ePsngRail,capaConvResi,0.044524092,,,,,,
all,96IE,ePsngRail,capaConvResi,0.054108686,,,,,,
all,98IT,ePsngRail,capaConvResi,0.075457001,,,,,,
all,99FR,ePsngRail,capaConvResi,0.023623055,,,,,,
