region_2,technology_3,parameter,value
DK,districtHeatSpace_c,capaConvResi,6.252847516
DK,districtHeatPro,capaConvResi,0.1158
EE,heatpumpGroundSpace,capaConvResi,0.999416289
EE,heatpumpPro,capaConvResi,0.030894301
EE,eBoilerProMed,capaConvResi,0.132964205
EE,h2BoilerProHigh,capaConvResi,0.06500841
EE,bioBoilerSpace,capaConvResi,0.085397908
EE,gasBoilerSpace,capaConvResi,0.110574563
EE,districtHeatSpace_a,capaConvResi,0.575228592
EE,districtHeatSpace_b,capaConvResi,1.471750815
EE,districtHeatSpace_c,capaConvResi,4.274043688
EE,districtHeatPro,capaConvResi,0.0573
ES,heatpumpAirSpace,capaConvResi,12.41543531
ES,heatpumpGroundSpace,capaConvResi,7.626698437
ES,heatpumpPro,capaConvResi,1.401037336
ES,eBoilerProHigh,capaConvResi,0.1998
ES,eBoilerProMed,capaConvResi,4.6372
ES,h2BoilerProHigh,capaConvResi,8.635711258
ES,h2BoilerProMed,capaConvResi,0.404497349
ES,districtHeatSpace_a,capaConvResi,30.37547162
ES,districtHeatSpace_b,capaConvResi,5.107317128
ES,districtHeatSpace_c,capaConvResi,0.136839619
FI,heatpumpPro,capaConvResi,1.244142403
FI,eBoilerProMed,capaConvResi,2.147114418
FI,h2BoilerProHigh,capaConvResi,1.226734464
FI,gasBoilerSpace,capaConvResi,6.62524151
FI,districtHeatSpace_a,capaConvResi,3.136765601
FI,districtHeatSpace_b,capaConvResi,5.660976764
FI,districtHeatSpace_c,capaConvResi,19.33379656
FI,districtHeatPro,capaConvResi,2.4584
FR,heatpumpAirSpace,capaConvResi,37.21044856
FR,heatpumpGroundSpace,capaConvResi,23.24000659
FR,eBoilerProHigh,capaConvResi,0.1274
FR,eBoilerProLow,capaConvResi,5.81853141
FR,eBoilerProMed,capaConvResi,4.7614
FR,h2BoilerProHigh,capaConvResi,9.74388334
FR,h2BoilerProMed,capaConvResi,1.816412446
FR,districtHeatSpace_a,capaConvResi,17.51760629
FR,districtHeatSpace_b,capaConvResi,15.98744104
FR,districtHeatSpace_c,capaConvResi,26.06546229
FR,districtHeatPro,capaConvResi,0.1226
GR,heatpumpAirSpace,capaConvResi,2.528675965
GR,heatpumpGroundSpace,capaConvResi,1.346942237
GR,heatpumpPro,capaConvResi,0.20153547
GR,eBoilerProMed,capaConvResi,0.4363
GR,h2BoilerProHigh,capaConvResi,0.676705992
GR,h2BoilerProMed,capaConvResi,0.236261731
GR,districtHeatSpace_a,capaConvResi,3.11716614
GR,districtHeatSpace_b,capaConvResi,0.00726537
HR,heatpumpAirSpace,capaConvResi,1.91422166
HR,heatpumpGroundSpace,capaConvResi,1.198800463
HR,heatpumpPro,capaConvResi,0.053661584
HR,eBoilerProMed,capaConvResi,0.3334
HR,h2BoilerProHigh,capaConvResi,0.32509603
HR,h2BoilerProMed,capaConvResi,0.151399951
HR,districtHeatSpace_a,capaConvResi,1.295312981
HR,districtHeatPro,capaConvResi,0.0782
HU,heatpumpGroundSpace,capaConvResi,3.769092763
HU,heatpumpPro,capaConvResi,0.256453501
HU,eBoilerProMed,capaConvResi,0.3116
HU,h2BoilerProHigh,capaConvResi,1.345582402
HU,h2BoilerProMed,capaConvResi,0.451085125
HU,gasBoilerSpace,capaConvResi,8.104673083
HU,districtHeatSpace_a,capaConvResi,7.723323568
HU,districtHeatSpace_b,capaConvResi,0.319995115
HU,districtHeatSpace_c,capaConvResi,0.174461926
HU,districtHeatPro,capaConvResi,0.4382
IE,heatpumpAirSpace,capaConvResi,2.19117636
IE,heatpumpGroundSpace,capaConvResi,1.117290649
IE,heatpumpPro,capaConvResi,0.220624855
IE,eBoilerProMed,capaConvResi,0.4419
IE,h2BoilerProHigh,capaConvResi,0.625660255
IE,h2BoilerProMed,capaConvResi,0.297907877
IE,districtHeatSpace_a,capaConvResi,0.078454316
IT,heatpumpAirSpace,capaConvResi,24.98185875
IT,heatpumpGroundSpace,capaConvResi,20.92833961
IT,eBoilerProHigh,capaConvResi,0.6979
IT,eBoilerProLow,capaConvResi,1.136099847
IT,eBoilerProMed,capaConvResi,3.95
IT,h2BoilerProHigh,capaConvResi,7.298970136
IT,h2BoilerProMed,capaConvResi,1.660756031
IT,districtHeatSpace_a,capaConvResi,51.16331018
IT,districtHeatSpace_b,capaConvResi,14.23971423
IT,districtHeatSpace_c,capaConvResi,8.698188078
IT,districtHeatPro,capaConvResi,3.4543
LT,heatpumpPro,capaConvResi,0.084007514
LT,eBoilerProMed,capaConvResi,0.1847
LT,h2BoilerProHigh,capaConvResi,0.188972813
LT,h2BoilerProMed,capaConvResi,0.008514711
LT,gasBoilerSpace,capaConvResi,2.336633826
LT,districtHeatSpace_a,capaConvResi,0.748507453
LT,districtHeatSpace_b,capaConvResi,1.610015617
LT,districtHeatSpace_c,capaConvResi,5.963892335
LT,districtHeatPro,capaConvResi,0.294
LU,heatpumpAirSpace,capaConvResi,0.181777068
LU,heatpumpGroundSpace,capaConvResi,0.794696454
LU,heatpumpPro,capaConvResi,0.035961051
LU,eBoilerProHigh,capaConvResi,0.0874
LU,eBoilerProMed,capaConvResi,0.0817
LU,h2BoilerProHigh,capaConvResi,0.173916274
LU,h2BoilerProMed,capaConvResi,0.056862173
LU,districtHeatSpace_a,capaConvResi,0.253154714
LU,districtHeatSpace_b,capaConvResi,1.546417709
LV,heatpumpPro,capaConvResi,0.172772988
LV,eBoilerProMed,capaConvResi,0.14143355
LV,h2BoilerProHigh,capaConvResi,0.122430414
LV,bioBoilerSpace,capaConvResi,1.485503351
LV,gasBoilerSpace,capaConvResi,2.418716596
LV,districtHeatSpace_a,capaConvResi,1.464665713
LV,districtHeatSpace_b,capaConvResi,0.890171155
LV,districtHeatSpace_c,capaConvResi,5.438351999
NL,heatpumpGroundSpace,capaConvResi,5.268382544
NL,heatpumpPro,capaConvResi,0.705220073
NL,eBoilerProHigh,capaConvResi,0.158
NL,eBoilerProMed,capaConvResi,2.4782
NL,h2BoilerProHigh,capaConvResi,7.106574731
NL,h2BoilerProMed,capaConvResi,0.895970212
NL,gasBoilerSpace,capaConvResi,39.16322324
NL,districtHeatSpace_a,capaConvResi,7.219033843
NL,districtHeatSpace_b,capaConvResi,0.320050029
NL,districtHeatSpace_c,capaConvResi,2.460387768
NL,districtHeatPro,capaConvResi,1.4915
PL,heatpumpGroundSpace,capaConvResi,4.883406697
PL,heatpumpPro,capaConvResi,1.338088731
PL,eBoilerProHigh,capaConvResi,0.0516
PL,eBoilerProMed,capaConvResi,3.4907
PL,h2BoilerProHigh,capaConvResi,5.863715829
PL,h2BoilerProMed,capaConvResi,0.23300994
PL,gasBoilerSpace,capaConvResi,22.57580419
PL,districtHeatSpace_a,capaConvResi,24.92120769
PL,districtHeatSpace_b,capaConvResi,11.42641469
PL,districtHeatSpace_c,capaConvResi,12.65469057
PL,districtHeatPro,capaConvResi,0.9949
PT,heatpumpAirSpace,capaConvResi,1.397077855
PT,heatpumpGroundSpace,capaConvResi,0.5437202
PT,heatpumpPro,capaConvResi,0.573273741
PT,eBoilerProHigh,capaConvResi,0.056
PT,eBoilerProMed,capaConvResi,1.095508867
PT,h2BoilerProHigh,capaConvResi,0.999085864
PT,districtHeatSpace_a,capaConvResi,0.455890726
PT,districtHeatPro,capaConvResi,0.4598
RO,heatpumpGroundSpace,capaConvResi,4.222915763
RO,heatpumpPro,capaConvResi,0.249320448
RO,eBoilerProMed,capaConvResi,1.1932
RO,h2BoilerProHigh,capaConvResi,2.932541283
RO,h2BoilerProMed,capaConvResi,0.043149424
RO,bioBoilerSpace,capaConvResi,0.688737707
RO,gasBoilerSpace,capaConvResi,5.968921048
RO,districtHeatSpace_a,capaConvResi,4.487744932
RO,districtHeatSpace_b,capaConvResi,1.481541697
RO,districtHeatSpace_c,capaConvResi,0.683808836
RO,districtHeatPro,capaConvResi,0.4286
SE,heatpumpGroundSpace,capaConvResi,2.490435613
SE,eBoilerProLow,capaConvResi,5.423206913
SE,eBoilerProMed,capaConvResi,2.548179855
SE,h2BoilerProHigh,capaConvResi,1.400872758
SE,districtHeatSpace_a,capaConvResi,9.754941386
SE,districtHeatSpace_b,capaConvResi,7.828003251
SE,districtHeatSpace_c,capaConvResi,17.51971571
SI,heatpumpGroundSpace,capaConvResi,1.363378648
SI,heatpumpPro,capaConvResi,0.0383168
SI,eBoilerProMed,capaConvResi,0.2271
SI,h2BoilerProHigh,capaConvResi,0.309758059
SI,h2BoilerProMed,capaConvResi,0.061611267
SI,gasBoilerSpace,capaConvResi,1.883408096
SI,districtHeatSpace_a,capaConvResi,1.764529525
SI,districtHeatSpace_b,capaConvResi,0.099363058
SI,districtHeatPro,capaConvResi,0.0885
SK,heatpumpGroundSpace,capaConvResi,2.388291159
SK,heatpumpPro,capaConvResi,0.485145954
SK,eBoilerProMed,capaConvResi,0.4723
SK,h2BoilerProHigh,capaConvResi,1.943930348
SK,h2BoilerProMed,capaConvResi,0.105381384
SK,districtHeatSpace_a,capaConvResi,8.526087218
SK,districtHeatSpace_b,capaConvResi,0.780174053
SK,districtHeatSpace_c,capaConvResi,2.100499757
SK,districtHeatPro,capaConvResi,0.2315
AL,heatpumpGroundSpace,capaConvResi,0.366925334
AL,heatpumpPro,capaConvResi,0.047597549
AL,eBoilerProMed,capaConvResi,0.215095869
AL,h2BoilerProHigh,capaConvResi,0.128957827
AL,gasBoilerSpace,capaConvResi,0.32253799
AL,districtHeatSpace_a,capaConvResi,1.499437764
BA,heatpumpGroundSpace,capaConvResi,0.425300036
BA,heatpumpPro,capaConvResi,0.027589891
BA,eBoilerProMed,capaConvResi,0.188243554
BA,h2BoilerProHigh,capaConvResi,0.357632399
BA,gasBoilerSpace,capaConvResi,0.389237124
BA,districtHeatSpace_a,capaConvResi,1.456644499
CH,heatpumpGroundSpace,capaConvResi,3.295425644
CH,heatpumpPro,capaConvResi,0.05753856
CH,eBoilerProMed,capaConvResi,1.359600787
CH,h2BoilerProHigh,capaConvResi,0.256853002
CH,gasBoilerSpace,capaConvResi,7.877599585
CH,districtHeatSpace_a,capaConvResi,8.786926424
CH,districtHeatPro,capaConvResi,0.2021
ME,heatpumpGroundSpace,capaConvResi,0.078627253
ME,heatpumpPro,capaConvResi,0.02463903
ME,eBoilerProMed,capaConvResi,0.0573
ME,h2BoilerProHigh,capaConvResi,0.136474804
ME,h2BoilerProMed,capaConvResi,0.03542345
ME,gasBoilerSpace,capaConvResi,0.073872011
ME,districtHeatSpace_a,capaConvResi,0.277310566
MK,heatpumpGroundSpace,capaConvResi,0.271666504
MK,heatpumpPro,capaConvResi,0.019427432
MK,eBoilerProMed,capaConvResi,0.103278011
MK,h2BoilerProHigh,capaConvResi,0.143808566
MK,gasBoilerSpace,capaConvResi,0.032790683
MK,districtHeatSpace_a,capaConvResi,1.19398884
NO,heatpumpAirSpace,capaConvResi,3.520403461
NO,heatpumpGroundSpace,capaConvResi,3.111557745
NO,eBoilerProLow,capaConvResi,0.963807222
NO,eBoilerProMed,capaConvResi,2.125585386
NO,h2BoilerProHigh,capaConvResi,0.78514046
NO,gasBoilerSpace,capaConvResi,0.855684916
NO,districtHeatSpace_a,capaConvResi,6.663891857
RS,heatpumpPro,capaConvResi,0.29597975
RS,eBoilerProMed,capaConvResi,0.8114
RS,h2BoilerProHigh,capaConvResi,0.973022254
RS,h2BoilerProMed,capaConvResi,0.419237219
RS,gasBoilerSpace,capaConvResi,3.027230144
RS,districtHeatSpace_a,capaConvResi,3.723999341
UK,heatpumpAirSpace,capaConvResi,28.08572079
UK,heatpumpGroundSpace,capaConvResi,11.40155469
UK,heatpumpPro,capaConvResi,1.584537315
UK,eBoilerProHigh,capaConvResi,0.0629
UK,eBoilerProMed,capaConvResi,5.0386
UK,h2BoilerProHigh,capaConvResi,6.670166475
UK,h2BoilerProMed,capaConvResi,1.454428227
UK,districtHeatSpace_a,capaConvResi,65.7771556
UK,districtHeatPro,capaConvResi,1.355
