timestep_2,region_4,technology_3,carrier_1,parameter,value
2030,61RO,hardcoalPlantStock_a,,capaConvResi,0.01
2035,61RO,hardcoalPlantStock_a,,capaConvResi,0.01
2020,87SE,hardcoalPlantStock_a,,capaConvResi,0.16
2020,57SI,hardcoalPlantStock_a,,capaConvResi,0.1
2025,57SI,hardcoalPlantStock_a,,capaConvResi,0.1
2030,57SI,hardcoalPlantStock_a,,capaConvResi,0.1
2020,46SK,hardcoalPlantStock_a,,capaConvResi,0.41
2025,46SK,hardcoalPlantStock_a,,capaConvResi,0.41
2030,46SK,hardcoalPlantStock_a,,capaConvResi,0.15
2035,46SK,hardcoalPlantStock_a,,capaConvResi,0.15
2040,46SK,hardcoalPlantStock_a,,capaConvResi,0.15
2045,46SK,hardcoalPlantStock_a,,capaConvResi,0.15
2020,92UK,hardcoalPlantStock_a,,capaConvResi,8.36
2020,93UK,hardcoalPlantStock_a,,capaConvResi,4.38
2020,63BA,lignitePlantStock_a,,capaConvResi,5.92
2020,66BG,lignitePlantStock_a,,capaConvResi,9.36
2025,66BG,lignitePlantStock_a,,capaConvResi,9.36
2030,66BG,lignitePlantStock_a,,capaConvResi,6.71
2035,66BG,lignitePlantStock_a,,capaConvResi,5.41
2040,66BG,lignitePlantStock_a,,capaConvResi,4.03
2045,66BG,lignitePlantStock_a,,capaConvResi,4.03
2050,66BG,lignitePlantStock_a,,capaConvResi,4.03
2020,39CZ,lignitePlantStock_a,,capaConvResi,13.69
2025,39CZ,lignitePlantStock_a,,capaConvResi,12.01
2030,39CZ,lignitePlantStock_a,,capaConvResi,12.01
2035,39CZ,lignitePlantStock_a,,capaConvResi,11.05
2040,39CZ,lignitePlantStock_a,,capaConvResi,4.35
2045,39CZ,lignitePlantStock_a,,capaConvResi,2.78
2050,39CZ,lignitePlantStock_a,,capaConvResi,2.07
2020,40CZ,lignitePlantStock_a,,capaConvResi,3.42
2025,40CZ,lignitePlantStock_a,,capaConvResi,3
2030,40CZ,lignitePlantStock_a,,capaConvResi,3
2035,40CZ,lignitePlantStock_a,,capaConvResi,2.76
2040,40CZ,lignitePlantStock_a,,capaConvResi,1.08
2045,40CZ,lignitePlantStock_a,,capaConvResi,0.69
2050,40CZ,lignitePlantStock_a,,capaConvResi,0.51
2020,31DE,lignitePlantStock_a,,capaConvResi,0.2
2025,31DE,lignitePlantStock_a,,capaConvResi,0.17
2030,31DE,lignitePlantStock_a,,capaConvResi,0.16
2035,31DE,lignitePlantStock_a,,capaConvResi,0.16
2040,31DE,lignitePlantStock_a,,capaConvResi,0.16
2045,31DE,lignitePlantStock_a,,capaConvResi,0.14
2050,31DE,lignitePlantStock_a,,capaConvResi,0.06
2020,32DE,lignitePlantStock_a,,capaConvResi,0.02
2025,32DE,lignitePlantStock_a,,capaConvResi,0.02
2030,32DE,lignitePlantStock_a,,capaConvResi,0.02
2035,32DE,lignitePlantStock_a,,capaConvResi,0.02
2040,32DE,lignitePlantStock_a,,capaConvResi,0.02
2045,32DE,lignitePlantStock_a,,capaConvResi,0.01
2020,33DE,lignitePlantStock_a,,capaConvResi,7.24
2025,33DE,lignitePlantStock_a,,capaConvResi,6.16
2030,33DE,lignitePlantStock_a,,capaConvResi,5.8
2035,33DE,lignitePlantStock_a,,capaConvResi,5.79
2040,33DE,lignitePlantStock_a,,capaConvResi,5.75
2045,33DE,lignitePlantStock_a,,capaConvResi,5.1
2050,33DE,lignitePlantStock_a,,capaConvResi,2.48
2020,34DE,lignitePlantStock_a,,capaConvResi,5.65
2025,34DE,lignitePlantStock_a,,capaConvResi,4.81
2030,34DE,lignitePlantStock_a,,capaConvResi,4.53
2035,34DE,lignitePlantStock_a,,capaConvResi,4.52
2040,34DE,lignitePlantStock_a,,capaConvResi,4.49
2045,34DE,lignitePlantStock_a,,capaConvResi,3.98
2050,34DE,lignitePlantStock_a,,capaConvResi,1.93
2020,35DE,lignitePlantStock_a,,capaConvResi,0.01
2025,35DE,lignitePlantStock_a,,capaConvResi,0.01
2030,35DE,lignitePlantStock_a,,capaConvResi,0.01
2035,35DE,lignitePlantStock_a,,capaConvResi,0.01
2040,35DE,lignitePlantStock_a,,capaConvResi,0.01
2045,35DE,lignitePlantStock_a,,capaConvResi,0.01
2020,68GR,lignitePlantStock_a,,capaConvResi,0.65
2025,68GR,lignitePlantStock_a,,capaConvResi,0.4
2030,68GR,lignitePlantStock_a,,capaConvResi,0.21
2035,68GR,lignitePlantStock_a,,capaConvResi,0.14
2040,68GR,lignitePlantStock_a,,capaConvResi,0.06
2020,69GR,lignitePlantStock_a,,capaConvResi,4.83
2025,69GR,lignitePlantStock_a,,capaConvResi,2.96
2030,69GR,lignitePlantStock_a,,capaConvResi,1.55
2035,69GR,lignitePlantStock_a,,capaConvResi,1.07
2040,69GR,lignitePlantStock_a,,capaConvResi,0.51
2020,58HU,lignitePlantStock_a,,capaConvResi,2.17
2020,96IE,lignitePlantStock_a,,capaConvResi,0.45
2020,64ME,lignitePlantStock_a,,capaConvResi,0.51
2020,67MK,lignitePlantStock_a,,capaConvResi,1.59
2025,67MK,lignitePlantStock_a,,capaConvResi,0.53
2020,41PL,lignitePlantStock_a,,capaConvResi,10.51
2025,41PL,lignitePlantStock_a,,capaConvResi,6.34
2030,41PL,lignitePlantStock_a,,capaConvResi,3.37
2035,41PL,lignitePlantStock_a,,capaConvResi,3.26
2040,41PL,lignitePlantStock_a,,capaConvResi,2.13
2045,41PL,lignitePlantStock_a,,capaConvResi,2.13
2050,41PL,lignitePlantStock_a,,capaConvResi,1.37
2020,44PL,lignitePlantStock_a,,capaConvResi,7.31
2025,44PL,lignitePlantStock_a,,capaConvResi,4.41
2030,44PL,lignitePlantStock_a,,capaConvResi,2.34
2035,44PL,lignitePlantStock_a,,capaConvResi,2.27
2040,44PL,lignitePlantStock_a,,capaConvResi,1.48
2045,44PL,lignitePlantStock_a,,capaConvResi,1.48
2050,44PL,lignitePlantStock_a,,capaConvResi,0.95
2020,60RO,lignitePlantStock_a,,capaConvResi,8.37
2025,60RO,lignitePlantStock_a,,capaConvResi,3.97
2030,60RO,lignitePlantStock_a,,capaConvResi,0.8
2035,60RO,lignitePlantStock_a,,capaConvResi,0.46
2040,60RO,lignitePlantStock_a,,capaConvResi,0.07
2045,60RO,lignitePlantStock_a,,capaConvResi,0.07
2020,61RO,lignitePlantStock_a,,capaConvResi,0.1
2025,61RO,lignitePlantStock_a,,capaConvResi,0.05
2030,61RO,lignitePlantStock_a,,capaConvResi,0.01
2020,65RS,lignitePlantStock_a,,capaConvResi,12.8
2025,65RS,lignitePlantStock_a,,capaConvResi,4.61
2030,65RS,lignitePlantStock_a,,capaConvResi,2.3
2020,57SI,lignitePlantStock_a,,capaConvResi,2.12
2025,57SI,lignitePlantStock_a,,capaConvResi,2.12
2030,57SI,lignitePlantStock_a,,capaConvResi,2.12
2020,46SK,lignitePlantStock_a,,capaConvResi,0.55
2025,46SK,lignitePlantStock_a,,capaConvResi,0.48
2030,46SK,lignitePlantStock_a,,capaConvResi,0.3
2035,46SK,lignitePlantStock_a,,capaConvResi,0.2
2040,46SK,lignitePlantStock_a,,capaConvResi,0.06
2020,28BE,nuclearPlantStock,,capaConvResi,17.93
2025,28BE,nuclearPlantStock,,capaConvResi,12.4
2030,28BE,nuclearPlantStock,,capaConvResi,12.4
2020,66BG,nuclearPlantStock,,capaConvResi,13.21
2025,66BG,nuclearPlantStock,,capaConvResi,13.21
2030,66BG,nuclearPlantStock,,capaConvResi,13.21
2035,66BG,nuclearPlantStock,,capaConvResi,13.21
2040,66BG,nuclearPlantStock,,capaConvResi,6.6
2020,47CH,nuclearPlantStock,,capaConvResi,9.71
2025,47CH,nuclearPlantStock,,capaConvResi,7.35
2030,47CH,nuclearPlantStock,,capaConvResi,4.08
2020,48CH,nuclearPlantStock,,capaConvResi,1.4
2025,48CH,nuclearPlantStock,,capaConvResi,1.06
2030,48CH,nuclearPlantStock,,capaConvResi,0.59
2020,39CZ,nuclearPlantStock,,capaConvResi,8.89
2025,39CZ,nuclearPlantStock,,capaConvResi,8.89
2030,39CZ,nuclearPlantStock,,capaConvResi,8.89
2035,39CZ,nuclearPlantStock,,capaConvResi,7.78
2040,39CZ,nuclearPlantStock,,capaConvResi,4.43
2045,39CZ,nuclearPlantStock,,capaConvResi,2.22
2020,40CZ,nuclearPlantStock,,capaConvResi,8.53
2025,40CZ,nuclearPlantStock,,capaConvResi,8.53
2030,40CZ,nuclearPlantStock,,capaConvResi,8.53
2035,40CZ,nuclearPlantStock,,capaConvResi,7.46
2040,40CZ,nuclearPlantStock,,capaConvResi,4.25
2045,40CZ,nuclearPlantStock,,capaConvResi,2.13
2020,31DE,nuclearPlantStock,,capaConvResi,8.71
2025,31DE,nuclearPlantStock,,capaConvResi,8.71
2030,31DE,nuclearPlantStock,,capaConvResi,8.71
2035,31DE,nuclearPlantStock,,capaConvResi,3.96
2020,36DE,nuclearPlantStock,,capaConvResi,6.95
2025,36DE,nuclearPlantStock,,capaConvResi,6.95
2030,36DE,nuclearPlantStock,,capaConvResi,6.95
2035,36DE,nuclearPlantStock,,capaConvResi,3.16
2020,37DE,nuclearPlantStock,,capaConvResi,11.63
2025,37DE,nuclearPlantStock,,capaConvResi,11.63
2030,37DE,nuclearPlantStock,,capaConvResi,11.63
2035,37DE,nuclearPlantStock,,capaConvResi,5.28
2020,03ES,nuclearPlantStock,,capaConvResi,4.15
2025,03ES,nuclearPlantStock,,capaConvResi,4.15
2030,03ES,nuclearPlantStock,,capaConvResi,4.15
2035,03ES,nuclearPlantStock,,capaConvResi,1.81
2020,06ES,nuclearPlantStock,,capaConvResi,8.64
2025,06ES,nuclearPlantStock,,capaConvResi,8.64
2030,06ES,nuclearPlantStock,,capaConvResi,8.64
2035,06ES,nuclearPlantStock,,capaConvResi,3.78
2020,08ES,nuclearPlantStock,,capaConvResi,5.74
2025,08ES,nuclearPlantStock,,capaConvResi,5.74
2030,08ES,nuclearPlantStock,,capaConvResi,5.74
2035,08ES,nuclearPlantStock,,capaConvResi,2.51
2020,11ES,nuclearPlantStock,,capaConvResi,3.03
2025,11ES,nuclearPlantStock,,capaConvResi,3.03
2030,11ES,nuclearPlantStock,,capaConvResi,3.03
2035,11ES,nuclearPlantStock,,capaConvResi,1.32
2020,75FI,nuclearPlantStock,,capaConvResi,36.39
2025,75FI,nuclearPlantStock,,capaConvResi,36.39
2030,75FI,nuclearPlantStock,,capaConvResi,18.19
2020,14FR,nuclearPlantStock,,capaConvResi,18.93
2025,14FR,nuclearPlantStock,,capaConvResi,15.14
2030,14FR,nuclearPlantStock,,capaConvResi,11.36
2035,14FR,nuclearPlantStock,,capaConvResi,10.41
2040,14FR,nuclearPlantStock,,capaConvResi,9.46
2045,14FR,nuclearPlantStock,,capaConvResi,4.73
2020,17FR,nuclearPlantStock,,capaConvResi,20.04
2025,17FR,nuclearPlantStock,,capaConvResi,16.03
2030,17FR,nuclearPlantStock,,capaConvResi,12.02
2035,17FR,nuclearPlantStock,,capaConvResi,11.02
2040,17FR,nuclearPlantStock,,capaConvResi,10.02
2045,17FR,nuclearPlantStock,,capaConvResi,5.01
2020,18FR,nuclearPlantStock,,capaConvResi,24.23
2025,18FR,nuclearPlantStock,,capaConvResi,19.38
2030,18FR,nuclearPlantStock,,capaConvResi,14.53
2035,18FR,nuclearPlantStock,,capaConvResi,13.32
2040,18FR,nuclearPlantStock,,capaConvResi,12.11
2045,18FR,nuclearPlantStock,,capaConvResi,6.05
2020,19FR,nuclearPlantStock,,capaConvResi,22.2
2025,19FR,nuclearPlantStock,,capaConvResi,17.76
2030,19FR,nuclearPlantStock,,capaConvResi,13.32
2035,19FR,nuclearPlantStock,,capaConvResi,12.21
2040,19FR,nuclearPlantStock,,capaConvResi,11.1
2045,19FR,nuclearPlantStock,,capaConvResi,5.55
2020,20FR,nuclearPlantStock,,capaConvResi,18.9
2025,20FR,nuclearPlantStock,,capaConvResi,15.12
2030,20FR,nuclearPlantStock,,capaConvResi,11.34
2035,20FR,nuclearPlantStock,,capaConvResi,10.39
2040,20FR,nuclearPlantStock,,capaConvResi,9.45
2045,20FR,nuclearPlantStock,,capaConvResi,4.72
2020,22FR,nuclearPlantStock,,capaConvResi,8.04
2025,22FR,nuclearPlantStock,,capaConvResi,6.43
2030,22FR,nuclearPlantStock,,capaConvResi,4.82
2035,22FR,nuclearPlantStock,,capaConvResi,4.42
2040,22FR,nuclearPlantStock,,capaConvResi,4.02
2045,22FR,nuclearPlantStock,,capaConvResi,2.01
2020,24FR,nuclearPlantStock,,capaConvResi,7.92
2025,24FR,nuclearPlantStock,,capaConvResi,6.34
2030,24FR,nuclearPlantStock,,capaConvResi,4.75
2035,24FR,nuclearPlantStock,,capaConvResi,4.35
2040,24FR,nuclearPlantStock,,capaConvResi,3.96
2045,24FR,nuclearPlantStock,,capaConvResi,1.98
2020,25FR,nuclearPlantStock,,capaConvResi,21.05
2025,25FR,nuclearPlantStock,,capaConvResi,16.84
2030,25FR,nuclearPlantStock,,capaConvResi,12.63
2035,25FR,nuclearPlantStock,,capaConvResi,11.57
2040,25FR,nuclearPlantStock,,capaConvResi,10.52
2045,25FR,nuclearPlantStock,,capaConvResi,5.26
2020,26FR,nuclearPlantStock,,capaConvResi,40.65
2025,26FR,nuclearPlantStock,,capaConvResi,32.52
2030,26FR,nuclearPlantStock,,capaConvResi,24.39
2035,26FR,nuclearPlantStock,,capaConvResi,22.36
2040,26FR,nuclearPlantStock,,capaConvResi,20.32
2045,26FR,nuclearPlantStock,,capaConvResi,10.16
2020,27FR,nuclearPlantStock,,capaConvResi,9.07
2025,27FR,nuclearPlantStock,,capaConvResi,7.26
2030,27FR,nuclearPlantStock,,capaConvResi,5.44
2035,27FR,nuclearPlantStock,,capaConvResi,4.99
2040,27FR,nuclearPlantStock,,capaConvResi,4.53
2045,27FR,nuclearPlantStock,,capaConvResi,2.26
2020,58HU,nuclearPlantStock,,capaConvResi,6.85
2025,58HU,nuclearPlantStock,,capaConvResi,6.85
2030,58HU,nuclearPlantStock,,capaConvResi,6.85
2035,58HU,nuclearPlantStock,,capaConvResi,3.42
2020,30NL,nuclearPlantStock,,capaConvResi,1.47
2020,61RO,nuclearPlantStock,,capaConvResi,4.36
2025,61RO,nuclearPlantStock,,capaConvResi,4.36
2030,61RO,nuclearPlantStock,,capaConvResi,4.36
2035,61RO,nuclearPlantStock,,capaConvResi,4.36
2040,61RO,nuclearPlantStock,,capaConvResi,4.36
2045,61RO,nuclearPlantStock,,capaConvResi,2.18
2020,88SE,nuclearPlantStock,,capaConvResi,23.08
2025,88SE,nuclearPlantStock,,capaConvResi,18.25
2030,88SE,nuclearPlantStock,,capaConvResi,13.75
2020,89SE,nuclearPlantStock,,capaConvResi,11.16
2025,89SE,nuclearPlantStock,,capaConvResi,8.82
2030,89SE,nuclearPlantStock,,capaConvResi,6.65
2020,57SI,nuclearPlantStock,,capaConvResi,2.74
2025,57SI,nuclearPlantStock,,capaConvResi,2.74
2030,57SI,nuclearPlantStock,,capaConvResi,2.74
2020,46SK,nuclearPlantStock,,capaConvResi,11.38
2025,46SK,nuclearPlantStock,,capaConvResi,11.38
2030,46SK,nuclearPlantStock,,capaConvResi,11.38
2035,46SK,nuclearPlantStock,,capaConvResi,5.48
2040,46SK,nuclearPlantStock,,capaConvResi,5.48
2045,46SK,nuclearPlantStock,,capaConvResi,5.48
2020,90UK,nuclearPlantStock,,capaConvResi,6.86
2025,90UK,nuclearPlantStock,,capaConvResi,6.45
2030,90UK,nuclearPlantStock,,capaConvResi,4.85
2035,90UK,nuclearPlantStock,,capaConvResi,2.85
2040,90UK,nuclearPlantStock,,capaConvResi,0.8
2020,91UK,nuclearPlantStock,,capaConvResi,2.91
2025,91UK,nuclearPlantStock,,capaConvResi,2.74
2030,91UK,nuclearPlantStock,,capaConvResi,2.06
2035,91UK,nuclearPlantStock,,capaConvResi,1.21
2040,91UK,nuclearPlantStock,,capaConvResi,0.34
2020,92UK,nuclearPlantStock,,capaConvResi,7.32
2025,92UK,nuclearPlantStock,,capaConvResi,6.89
2030,92UK,nuclearPlantStock,,capaConvResi,5.18
2035,92UK,nuclearPlantStock,,capaConvResi,3.04
2040,92UK,nuclearPlantStock,,capaConvResi,0.85
2020,93UK,nuclearPlantStock,,capaConvResi,10.16
2025,93UK,nuclearPlantStock,,capaConvResi,9.56
2030,93UK,nuclearPlantStock,,capaConvResi,7.19
2035,93UK,nuclearPlantStock,,capaConvResi,4.22
2040,93UK,nuclearPlantStock,,capaConvResi,1.18
2020,31DE,oilLiquidPlantStock,,capaConvResi,0.54
2025,31DE,oilLiquidPlantStock,,capaConvResi,0.43
2030,31DE,oilLiquidPlantStock,,capaConvResi,0.4
2035,31DE,oilLiquidPlantStock,,capaConvResi,0.27
2040,31DE,oilLiquidPlantStock,,capaConvResi,0.08
2045,31DE,oilLiquidPlantStock,,capaConvResi,0.02
2050,31DE,oilLiquidPlantStock,,capaConvResi,0.02
2020,32DE,oilLiquidPlantStock,,capaConvResi,0.62
2025,32DE,oilLiquidPlantStock,,capaConvResi,0.49
2030,32DE,oilLiquidPlantStock,,capaConvResi,0.45
2035,32DE,oilLiquidPlantStock,,capaConvResi,0.31
2040,32DE,oilLiquidPlantStock,,capaConvResi,0.09
2045,32DE,oilLiquidPlantStock,,capaConvResi,0.03
2050,32DE,oilLiquidPlantStock,,capaConvResi,0.03
2020,33DE,oilLiquidPlantStock,,capaConvResi,0.1
2025,33DE,oilLiquidPlantStock,,capaConvResi,0.08
2030,33DE,oilLiquidPlantStock,,capaConvResi,0.07
2035,33DE,oilLiquidPlantStock,,capaConvResi,0.05
2040,33DE,oilLiquidPlantStock,,capaConvResi,0.01
2020,34DE,oilLiquidPlantStock,,capaConvResi,0.08
2025,34DE,oilLiquidPlantStock,,capaConvResi,0.06
2030,34DE,oilLiquidPlantStock,,capaConvResi,0.06
2035,34DE,oilLiquidPlantStock,,capaConvResi,0.04
2040,34DE,oilLiquidPlantStock,,capaConvResi,0.01
2020,36DE,oilLiquidPlantStock,,capaConvResi,0.44
2025,36DE,oilLiquidPlantStock,,capaConvResi,0.35
2030,36DE,oilLiquidPlantStock,,capaConvResi,0.32
2035,36DE,oilLiquidPlantStock,,capaConvResi,0.22
2040,36DE,oilLiquidPlantStock,,capaConvResi,0.06
2045,36DE,oilLiquidPlantStock,,capaConvResi,0.02
2050,36DE,oilLiquidPlantStock,,capaConvResi,0.02
2020,37DE,oilLiquidPlantStock,,capaConvResi,1.19
2025,37DE,oilLiquidPlantStock,,capaConvResi,0.94
2030,37DE,oilLiquidPlantStock,,capaConvResi,0.86
2035,37DE,oilLiquidPlantStock,,capaConvResi,0.59
2040,37DE,oilLiquidPlantStock,,capaConvResi,0.17
2045,37DE,oilLiquidPlantStock,,capaConvResi,0.06
2050,37DE,oilLiquidPlantStock,,capaConvResi,0.05
2020,38DK,oilLiquidPlantStock,,capaConvResi,0.51
2025,38DK,oilLiquidPlantStock,,capaConvResi,0.51
2030,38DK,oilLiquidPlantStock,,capaConvResi,0.48
2035,38DK,oilLiquidPlantStock,,capaConvResi,0.37
2040,38DK,oilLiquidPlantStock,,capaConvResi,0.36
2045,38DK,oilLiquidPlantStock,,capaConvResi,0.36
2020,72DK,oilLiquidPlantStock,,capaConvResi,1.27
2025,72DK,oilLiquidPlantStock,,capaConvResi,1.27
2030,72DK,oilLiquidPlantStock,,capaConvResi,1.2
2035,72DK,oilLiquidPlantStock,,capaConvResi,0.92
2040,72DK,oilLiquidPlantStock,,capaConvResi,0.9
2045,72DK,oilLiquidPlantStock,,capaConvResi,0.9
2020,73EE,oilLiquidPlantStock,,capaConvResi,4.16
2025,73EE,oilLiquidPlantStock,,capaConvResi,4.16
2030,73EE,oilLiquidPlantStock,,capaConvResi,4.16
2035,73EE,oilLiquidPlantStock,,capaConvResi,4.16
2040,73EE,oilLiquidPlantStock,,capaConvResi,4.02
2045,73EE,oilLiquidPlantStock,,capaConvResi,0.45
2050,73EE,oilLiquidPlantStock,,capaConvResi,0.45
2020,74FI,oilLiquidPlantStock,,capaConvResi,0.62
2025,74FI,oilLiquidPlantStock,,capaConvResi,0.61
2030,74FI,oilLiquidPlantStock,,capaConvResi,0.57
2035,74FI,oilLiquidPlantStock,,capaConvResi,0.54
2040,74FI,oilLiquidPlantStock,,capaConvResi,0.52
2045,74FI,oilLiquidPlantStock,,capaConvResi,0.39
2050,74FI,oilLiquidPlantStock,,capaConvResi,0.23
2020,75FI,oilLiquidPlantStock,,capaConvResi,3.57
2025,75FI,oilLiquidPlantStock,,capaConvResi,3.52
2030,75FI,oilLiquidPlantStock,,capaConvResi,3.25
2035,75FI,oilLiquidPlantStock,,capaConvResi,3.11
2040,75FI,oilLiquidPlantStock,,capaConvResi,2.97
2045,75FI,oilLiquidPlantStock,,capaConvResi,2.23
2050,75FI,oilLiquidPlantStock,,capaConvResi,1.34
2020,14FR,oilLiquidPlantStock,,capaConvResi,0.24
2025,14FR,oilLiquidPlantStock,,capaConvResi,0.18
2030,14FR,oilLiquidPlantStock,,capaConvResi,0.16
2035,14FR,oilLiquidPlantStock,,capaConvResi,0.14
2040,14FR,oilLiquidPlantStock,,capaConvResi,0.1
2045,14FR,oilLiquidPlantStock,,capaConvResi,0.1
2050,14FR,oilLiquidPlantStock,,capaConvResi,0.01
2020,16FR,oilLiquidPlantStock,,capaConvResi,0.06
2025,16FR,oilLiquidPlantStock,,capaConvResi,0.04
2030,16FR,oilLiquidPlantStock,,capaConvResi,0.04
2035,16FR,oilLiquidPlantStock,,capaConvResi,0.03
2040,16FR,oilLiquidPlantStock,,capaConvResi,0.02
2045,16FR,oilLiquidPlantStock,,capaConvResi,0.02
2020,17FR,oilLiquidPlantStock,,capaConvResi,0.02
2025,17FR,oilLiquidPlantStock,,capaConvResi,0.01
2030,17FR,oilLiquidPlantStock,,capaConvResi,0.01
2035,17FR,oilLiquidPlantStock,,capaConvResi,0.01
2040,17FR,oilLiquidPlantStock,,capaConvResi,0.01
2045,17FR,oilLiquidPlantStock,,capaConvResi,0.01
2020,18FR,oilLiquidPlantStock,,capaConvResi,0.25
2025,18FR,oilLiquidPlantStock,,capaConvResi,0.19
2030,18FR,oilLiquidPlantStock,,capaConvResi,0.16
2035,18FR,oilLiquidPlantStock,,capaConvResi,0.14
2040,18FR,oilLiquidPlantStock,,capaConvResi,0.1
2045,18FR,oilLiquidPlantStock,,capaConvResi,0.1
2050,18FR,oilLiquidPlantStock,,capaConvResi,0.01
2020,19FR,oilLiquidPlantStock,,capaConvResi,0.07
2025,19FR,oilLiquidPlantStock,,capaConvResi,0.05
2030,19FR,oilLiquidPlantStock,,capaConvResi,0.04
2035,19FR,oilLiquidPlantStock,,capaConvResi,0.04
2040,19FR,oilLiquidPlantStock,,capaConvResi,0.03
2045,19FR,oilLiquidPlantStock,,capaConvResi,0.03
2020,20FR,oilLiquidPlantStock,,capaConvResi,0.09
2025,20FR,oilLiquidPlantStock,,capaConvResi,0.07
2030,20FR,oilLiquidPlantStock,,capaConvResi,0.06
2035,20FR,oilLiquidPlantStock,,capaConvResi,0.05
2040,20FR,oilLiquidPlantStock,,capaConvResi,0.03
2045,20FR,oilLiquidPlantStock,,capaConvResi,0.03
2020,21FR,oilLiquidPlantStock,,capaConvResi,0.11
2025,21FR,oilLiquidPlantStock,,capaConvResi,0.09
2030,21FR,oilLiquidPlantStock,,capaConvResi,0.08
2035,21FR,oilLiquidPlantStock,,capaConvResi,0.06
2040,21FR,oilLiquidPlantStock,,capaConvResi,0.05
2045,21FR,oilLiquidPlantStock,,capaConvResi,0.05
2020,22FR,oilLiquidPlantStock,,capaConvResi,0.05
2025,22FR,oilLiquidPlantStock,,capaConvResi,0.03
2030,22FR,oilLiquidPlantStock,,capaConvResi,0.03
2035,22FR,oilLiquidPlantStock,,capaConvResi,0.02
2040,22FR,oilLiquidPlantStock,,capaConvResi,0.02
2045,22FR,oilLiquidPlantStock,,capaConvResi,0.02
2020,23FR,oilLiquidPlantStock,,capaConvResi,0.7
2025,23FR,oilLiquidPlantStock,,capaConvResi,0.53
2030,23FR,oilLiquidPlantStock,,capaConvResi,0.47
2035,23FR,oilLiquidPlantStock,,capaConvResi,0.4
2040,23FR,oilLiquidPlantStock,,capaConvResi,0.29
2045,23FR,oilLiquidPlantStock,,capaConvResi,0.29
2050,23FR,oilLiquidPlantStock,,capaConvResi,0.03
2020,24FR,oilLiquidPlantStock,,capaConvResi,0.19
2025,24FR,oilLiquidPlantStock,,capaConvResi,0.14
2030,24FR,oilLiquidPlantStock,,capaConvResi,0.12
2035,24FR,oilLiquidPlantStock,,capaConvResi,0.1
2040,24FR,oilLiquidPlantStock,,capaConvResi,0.08
2045,24FR,oilLiquidPlantStock,,capaConvResi,0.07
2050,24FR,oilLiquidPlantStock,,capaConvResi,0.01
2020,25FR,oilLiquidPlantStock,,capaConvResi,0.28
2025,25FR,oilLiquidPlantStock,,capaConvResi,0.21
2030,25FR,oilLiquidPlantStock,,capaConvResi,0.19
2035,25FR,oilLiquidPlantStock,,capaConvResi,0.16
2040,25FR,oilLiquidPlantStock,,capaConvResi,0.12
2045,25FR,oilLiquidPlantStock,,capaConvResi,0.12
2050,25FR,oilLiquidPlantStock,,capaConvResi,0.01
2020,26FR,oilLiquidPlantStock,,capaConvResi,0.71
2025,26FR,oilLiquidPlantStock,,capaConvResi,0.54
2030,26FR,oilLiquidPlantStock,,capaConvResi,0.47
2035,26FR,oilLiquidPlantStock,,capaConvResi,0.41
2040,26FR,oilLiquidPlantStock,,capaConvResi,0.3
2045,26FR,oilLiquidPlantStock,,capaConvResi,0.29
2050,26FR,oilLiquidPlantStock,,capaConvResi,0.03
2020,27FR,oilLiquidPlantStock,,capaConvResi,0.04
2025,27FR,oilLiquidPlantStock,,capaConvResi,0.03
2030,27FR,oilLiquidPlantStock,,capaConvResi,0.02
2035,27FR,oilLiquidPlantStock,,capaConvResi,0.02
2040,27FR,oilLiquidPlantStock,,capaConvResi,0.01
2045,27FR,oilLiquidPlantStock,,capaConvResi,0.01
2020,99FR,oilLiquidPlantStock,,capaConvResi,0.1
2025,99FR,oilLiquidPlantStock,,capaConvResi,0.07
2030,99FR,oilLiquidPlantStock,,capaConvResi,0.06
2035,99FR,oilLiquidPlantStock,,capaConvResi,0.05
2040,99FR,oilLiquidPlantStock,,capaConvResi,0.04
2045,99FR,oilLiquidPlantStock,,capaConvResi,0.04
2020,58HU,oilLiquidPlantStock,,capaConvResi,1.1
2025,58HU,oilLiquidPlantStock,,capaConvResi,1.1
2030,58HU,oilLiquidPlantStock,,capaConvResi,1.07
2035,58HU,oilLiquidPlantStock,,capaConvResi,1.07
2020,96IE,oilLiquidPlantStock,,capaConvResi,0.51
2025,96IE,oilLiquidPlantStock,,capaConvResi,0.51
2030,96IE,oilLiquidPlantStock,,capaConvResi,0.51
2035,96IE,oilLiquidPlantStock,,capaConvResi,0.51
2040,96IE,oilLiquidPlantStock,,capaConvResi,0.51
2045,96IE,oilLiquidPlantStock,,capaConvResi,0.26
2020,52IT,oilLiquidPlantStock,,capaConvResi,1.05
2025,52IT,oilLiquidPlantStock,,capaConvResi,0.4
2030,52IT,oilLiquidPlantStock,,capaConvResi,0.23
2035,52IT,oilLiquidPlantStock,,capaConvResi,0.17
2040,52IT,oilLiquidPlantStock,,capaConvResi,0.04
2020,53IT,oilLiquidPlantStock,,capaConvResi,0.15
2025,53IT,oilLiquidPlantStock,,capaConvResi,0.05
2030,53IT,oilLiquidPlantStock,,capaConvResi,0.03
2035,53IT,oilLiquidPlantStock,,capaConvResi,0.02
2020,54IT,oilLiquidPlantStock,,capaConvResi,0.44
2025,54IT,oilLiquidPlantStock,,capaConvResi,0.17
