timestep_3,timestep_5,region_4,technology_3,parameter,value
d003,h0066,01ES,bevFrtRoadLight,avaConv,0.170817049206771
d003,h0067,01ES,bevFrtRoadLight,avaConv,0.174048350791061
d003,h0068,01ES,bevFrtRoadLight,avaConv,0.173191298839538
d003,h0069,01ES,bevFrtRoadLight,avaConv,0.179998528372081
d003,h0070,01ES,bevFrtRoadLight,avaConv,0.152192475817701
d003,h0071,01ES,bevFrtRoadLight,avaConv,0.116010767088723
d003,h0072,01ES,bevFrtRoadLight,avaConv,0.0735443485871391
d004,h0073,01ES,bevFrtRoadLight,avaConv,0.0416198480000011
d004,h0074,01ES,bevFrtRoadLight,avaConv,0.0952153777177875
d004,h0075,01ES,bevFrtRoadLight,avaConv,0.14959437271126
d004,h0076,01ES,bevFrtRoadLight,avaConv,0.195799519214934
d004,h0077,01ES,bevFrtRoadLight,avaConv,0.209372278173297
d004,h0078,01ES,bevFrtRoadLight,avaConv,0.207439483046724
d004,h0079,01ES,bevFrtRoadLight,avaConv,0.210128206894455
d004,h0080,01ES,bevFrtRoadLight,avaConv,0.217775589979981
d004,h0081,01ES,bevFrtRoadLight,avaConv,0.225657949053716
d004,h0082,01ES,bevFrtRoadLight,avaConv,0.225340269779806
d004,h0083,01ES,bevFrtRoadLight,avaConv,0.230326761525973
d004,h0084,01ES,bevFrtRoadLight,avaConv,0.232991013278723
d004,h0085,01ES,bevFrtRoadLight,avaConv,0.233674573318719
d004,h0086,01ES,bevFrtRoadLight,avaConv,0.22481139432118
d004,h0087,01ES,bevFrtRoadLight,avaConv,0.212989153600737
d004,h0088,01ES,bevFrtRoadLight,avaConv,0.194068890779287
d004,h0089,01ES,bevFrtRoadLight,avaConv,0.173185377102939
d004,h0090,01ES,bevFrtRoadLight,avaConv,0.19094787324398
d004,h0091,01ES,bevFrtRoadLight,avaConv,0.221364019708301
d004,h0092,01ES,bevFrtRoadLight,avaConv,0.258472046540384
d004,h0093,01ES,bevFrtRoadLight,avaConv,0.268616649613305
d004,h0094,01ES,bevFrtRoadLight,avaConv,0.269941934577616
d004,h0095,01ES,bevFrtRoadLight,avaConv,0.265852123569941
d004,h0096,01ES,bevFrtRoadLight,avaConv,0.256055360279284
d005,h0097,01ES,bevFrtRoadLight,avaConv,0.244489698156916
d005,h0098,01ES,bevFrtRoadLight,avaConv,0.232215806447583
d005,h0099,01ES,bevFrtRoadLight,avaConv,0.220858907391807
d005,h0100,01ES,bevFrtRoadLight,avaConv,0.203277345766467
d005,h0101,01ES,bevFrtRoadLight,avaConv,0.192141564444414
d005,h0102,01ES,bevFrtRoadLight,avaConv,0.182559379342321
d005,h0103,01ES,bevFrtRoadLight,avaConv,0.178085502766973
d005,h0104,01ES,bevFrtRoadLight,avaConv,0.179243740490621
d005,h0105,01ES,bevFrtRoadLight,avaConv,0.209695510501389
d005,h0106,01ES,bevFrtRoadLight,avaConv,0.245708871059388
d005,h0107,01ES,bevFrtRoadLight,avaConv,0.271791431901936
d005,h0108,01ES,bevFrtRoadLight,avaConv,0.268559067333477
d005,h0109,01ES,bevFrtRoadLight,avaConv,0.25764357801317
d005,h0110,01ES,bevFrtRoadLight,avaConv,0.236063146694529
d005,h0111,01ES,bevFrtRoadLight,avaConv,0.216601087211995
d005,h0112,01ES,bevFrtRoadLight,avaConv,0.197072208139423
d005,h0113,01ES,bevFrtRoadLight,avaConv,0.184694030768908
d005,h0114,01ES,bevFrtRoadLight,avaConv,0.170796182233849
d005,h0115,01ES,bevFrtRoadLight,avaConv,0.166835247287795
d005,h0116,01ES,bevFrtRoadLight,avaConv,0.164171992205106
d005,h0117,01ES,bevFrtRoadLight,avaConv,0.156744701212146
d005,h0118,01ES,bevFrtRoadLight,avaConv,0.139558483496824
d005,h0119,01ES,bevFrtRoadLight,avaConv,0.117218144663026
d005,h0120,01ES,bevFrtRoadLight,avaConv,0.105363923346372
d006,h0121,01ES,bevFrtRoadLight,avaConv,0.121364989846205
d006,h0122,01ES,bevFrtRoadLight,avaConv,0.13855418463148
d006,h0123,01ES,bevFrtRoadLight,avaConv,0.15491967136496
d006,h0124,01ES,bevFrtRoadLight,avaConv,0.170225497292932
d006,h0125,01ES,bevFrtRoadLight,avaConv,0.184058660321932
d006,h0126,01ES,bevFrtRoadLight,avaConv,0.204946572052722
d006,h0127,01ES,bevFrtRoadLight,avaConv,0.216649051383992
d006,h0128,01ES,bevFrtRoadLight,avaConv,0.237395922698526
d006,h0129,01ES,bevFrtRoadLight,avaConv,0.251790220501714
d006,h0130,01ES,bevFrtRoadLight,avaConv,0.26076488558659
d006,h0131,01ES,bevFrtRoadLight,avaConv,0.253603825452357
d006,h0132,01ES,bevFrtRoadLight,avaConv,0.249893142262147
d006,h0133,01ES,bevFrtRoadLight,avaConv,0.242042077095506
d006,h0134,01ES,bevFrtRoadLight,avaConv,0.229225614848941
d006,h0135,01ES,bevFrtRoadLight,avaConv,0.208287709629794
d006,h0136,01ES,bevFrtRoadLight,avaConv,0.184553549865065
d006,h0137,01ES,bevFrtRoadLight,avaConv,0.178388109048372
d006,h0138,01ES,bevFrtRoadLight,avaConv,0.163612127437903
d006,h0139,01ES,bevFrtRoadLight,avaConv,0.178264817528475
d006,h0140,01ES,bevFrtRoadLight,avaConv,0.193195191166658
d006,h0141,01ES,bevFrtRoadLight,avaConv,0.208674108703548
d006,h0142,01ES,bevFrtRoadLight,avaConv,0.207510914379213
d006,h0143,01ES,bevFrtRoadLight,avaConv,0.199480542576212
d006,h0144,01ES,bevFrtRoadLight,avaConv,0.194441558219762
d007,h0145,01ES,bevFrtRoadLight,avaConv,0.185693479499454
d007,h0146,01ES,bevFrtRoadLight,avaConv,0.183846398434994
d007,h0147,01ES,bevFrtRoadLight,avaConv,0.19098626191321
d007,h0148,01ES,bevFrtRoadLight,avaConv,0.209333236832735
d007,h0149,01ES,bevFrtRoadLight,avaConv,0.213324316100951
d007,h0150,01ES,bevFrtRoadLight,avaConv,0.209825476581201
d007,h0151,01ES,bevFrtRoadLight,avaConv,0.195077026930959
d007,h0152,01ES,bevFrtRoadLight,avaConv,0.188877612193427
d007,h0153,01ES,bevFrtRoadLight,avaConv,0.183773631786481
d007,h0154,01ES,bevFrtRoadLight,avaConv,0.176767620989852
d007,h0155,01ES,bevFrtRoadLight,avaConv,0.183711002459037
d007,h0156,01ES,bevFrtRoadLight,avaConv,0.183811710179133
d007,h0157,01ES,bevFrtRoadLight,avaConv,0.186844411408137
d007,h0158,01ES,bevFrtRoadLight,avaConv,0.166776482048024
d007,h0159,01ES,bevFrtRoadLight,avaConv,0.176905020871381
d007,h0160,01ES,bevFrtRoadLight,avaConv,0.189665926210022
d007,h0161,01ES,bevFrtRoadLight,avaConv,0.218454374079649
d007,h0162,01ES,bevFrtRoadLight,avaConv,0.207173667728542
d007,h0163,01ES,bevFrtRoadLight,avaConv,0.219954416021766
d007,h0164,01ES,bevFrtRoadLight,avaConv,0.22800770032922
d007,h0165,01ES,bevFrtRoadLight,avaConv,0.23741614233953
d007,h0166,01ES,bevFrtRoadLight,avaConv,0.210862428477433
d007,h0167,01ES,bevFrtRoadLight,avaConv,0.18193467073017
d007,h0168,01ES,bevFrtRoadLight,avaConv,0.175253468550094
d008,h0169,01ES,bevFrtRoadLight,avaConv,0.1735367460321897
d008,h0170,01ES,bevFrtRoadLight,avaConv,0.1775915307412833
d008,h0171,01ES,bevFrtRoadLight,avaConv,0.17458336006474132
d008,h0172,01ES,bevFrtRoadLight,avaConv,0.18918034848647744
d008,h0173,01ES,bevFrtRoadLight,avaConv,0.18084947195401838
d008,h0174,01ES,bevFrtRoadLight,avaConv,0.18384828555414093
d008,h0175,01ES,bevFrtRoadLight,avaConv,0.1822485881750817
d008,h0176,01ES,bevFrtRoadLight,avaConv,0.20536058585482037
d008,h0177,01ES,bevFrtRoadLight,avaConv,0.22258461780533842
d008,h0178,01ES,bevFrtRoadLight,avaConv,0.2224158860344001
d008,h0179,01ES,bevFrtRoadLight,avaConv,0.18796442360512575
d008,h0180,01ES,bevFrtRoadLight,avaConv,0.1762157962980005
d008,h0181,01ES,bevFrtRoadLight,avaConv,0.16281749884615207
d008,h0182,01ES,bevFrtRoadLight,avaConv,0.17726297830527604
d008,h0183,01ES,bevFrtRoadLight,avaConv,0.15002985875613806
d008,h0184,01ES,bevFrtRoadLight,avaConv,0.11749097396485395
d008,h0185,01ES,bevFrtRoadLight,avaConv,0.08957640414347154
d008,h0186,01ES,bevFrtRoadLight,avaConv,0.09051944673120987
d008,h0187,01ES,bevFrtRoadLight,avaConv,0.11055123280512583
d008,h0188,01ES,bevFrtRoadLight,avaConv,0.1358795275705924
d008,h0189,01ES,bevFrtRoadLight,avaConv,0.14839753638937292
d008,h0190,01ES,bevFrtRoadLight,avaConv,0.15895997844534138
d008,h0191,01ES,bevFrtRoadLight,avaConv,0.13002621696791664
d008,h0192,01ES,bevFrtRoadLight,avaConv,0.09428590705437946
d001,h0001,02ES,bevFrtRoadLight,avaConv,0.188821157411972
d001,h0002,02ES,bevFrtRoadLight,avaConv,0.1895190403258
d001,h0003,02ES,bevFrtRoadLight,avaConv,0.208262300006697
d001,h0004,02ES,bevFrtRoadLight,avaConv,0.237434964253035
d001,h0005,02ES,bevFrtRoadLight,avaConv,0.268258685429882
d001,h0006,02ES,bevFrtRoadLight,avaConv,0.282592961999997
d001,h0007,02ES,bevFrtRoadLight,avaConv,0.279550337386131
d001,h0008,02ES,bevFrtRoadLight,avaConv,0.273131495230916
d001,h0009,02ES,bevFrtRoadLight,avaConv,0.263661813290769
d001,h0010,02ES,bevFrtRoadLight,avaConv,0.257494532268737
d001,h0011,02ES,bevFrtRoadLight,avaConv,0.241846182299845
d001,h0012,02ES,bevFrtRoadLight,avaConv,0.227010426003949
d001,h0013,02ES,bevFrtRoadLight,avaConv,0.208225697090996
d001,h0014,02ES,bevFrtRoadLight,avaConv,0.187412486505842
d001,h0015,02ES,bevFrtRoadLight,avaConv,0.156571733118072
d001,h0016,02ES,bevFrtRoadLight,avaConv,0.122374105077318
d001,h0017,02ES,bevFrtRoadLight,avaConv,0.116985013070685
d001,h0018,02ES,bevFrtRoadLight,avaConv,0.134541735075875
d001,h0019,02ES,bevFrtRoadLight,avaConv,0.151411287142254
d001,h0020,02ES,bevFrtRoadLight,avaConv,0.162495389595932
d001,h0021,02ES,bevFrtRoadLight,avaConv,0.177336937712159
d001,h0022,02ES,bevFrtRoadLight,avaConv,0.200217853052646
d001,h0023,02ES,bevFrtRoadLight,avaConv,0.217563157227896
d001,h0024,02ES,bevFrtRoadLight,avaConv,0.225528708971841
d002,h0025,02ES,bevFrtRoadLight,avaConv,0.227300284613913
d002,h0026,02ES,bevFrtRoadLight,avaConv,0.225421042369595
d002,h0027,02ES,bevFrtRoadLight,avaConv,0.222093312751236
d002,h0028,02ES,bevFrtRoadLight,avaConv,0.180450827653382
d002,h0029,02ES,bevFrtRoadLight,avaConv,0.180776828497395
d002,h0030,02ES,bevFrtRoadLight,avaConv,0.184688846756118
d002,h0031,02ES,bevFrtRoadLight,avaConv,0.217891028523366
d002,h0032,02ES,bevFrtRoadLight,avaConv,0.208868864485773
d002,h0033,02ES,bevFrtRoadLight,avaConv,0.191336044696367
d002,h0034,02ES,bevFrtRoadLight,avaConv,0.184492524694094
d002,h0035,02ES,bevFrtRoadLight,avaConv,0.175204017321233
d002,h0036,02ES,bevFrtRoadLight,avaConv,0.17110494906883
d002,h0037,02ES,bevFrtRoadLight,avaConv,0.167563498947451
d002,h0038,02ES,bevFrtRoadLight,avaConv,0.148520223346142
d002,h0039,02ES,bevFrtRoadLight,avaConv,0.126593387908746
d002,h0040,02ES,bevFrtRoadLight,avaConv,0.0922149805037232
d002,h0041,02ES,bevFrtRoadLight,avaConv,0.0654741168342737
d002,h0042,02ES,bevFrtRoadLight,avaConv,0.0626511958180722
d002,h0043,02ES,bevFrtRoadLight,avaConv,0.0990594986259508
d002,h0044,02ES,bevFrtRoadLight,avaConv,0.152436150524698
d002,h0045,02ES,bevFrtRoadLight,avaConv,0.17895633244516
d002,h0046,02ES,bevFrtRoadLight,avaConv,0.177890659409818
d002,h0047,02ES,bevFrtRoadLight,avaConv,0.173728605867181
d002,h0048,02ES,bevFrtRoadLight,avaConv,0.187621444517535
d003,h0049,02ES,bevFrtRoadLight,avaConv,0.226973506740401
d003,h0050,02ES,bevFrtRoadLight,avaConv,0.256694646494872
d003,h0051,02ES,bevFrtRoadLight,avaConv,0.273909495373145
d003,h0052,02ES,bevFrtRoadLight,avaConv,0.273737651020462
d003,h0053,02ES,bevFrtRoadLight,avaConv,0.268014031295418
d003,h0054,02ES,bevFrtRoadLight,avaConv,0.259166853886932
d003,h0055,02ES,bevFrtRoadLight,avaConv,0.248930974596693
d003,h0056,02ES,bevFrtRoadLight,avaConv,0.238624615737329
d003,h0057,02ES,bevFrtRoadLight,avaConv,0.226639709000355
d003,h0058,02ES,bevFrtRoadLight,avaConv,0.216559914065804
d003,h0059,02ES,bevFrtRoadLight,avaConv,0.204536092247407
d003,h0060,02ES,bevFrtRoadLight,avaConv,0.209605373056116
d003,h0061,02ES,bevFrtRoadLight,avaConv,0.215199617040481
d003,h0062,02ES,bevFrtRoadLight,avaConv,0.215746872544127
d003,h0063,02ES,bevFrtRoadLight,avaConv,0.202343257012103
d003,h0064,02ES,bevFrtRoadLight,avaConv,0.191010080612225
d003,h0065,02ES,bevFrtRoadLight,avaConv,0.186965529803445
d003,h0066,02ES,bevFrtRoadLight,avaConv,0.170817049206771
d003,h0067,02ES,bevFrtRoadLight,avaConv,0.174048350791061
d003,h0068,02ES,bevFrtRoadLight,avaConv,0.173191298839538
d003,h0069,02ES,bevFrtRoadLight,avaConv,0.179998528372081
d003,h0070,02ES,bevFrtRoadLight,avaConv,0.152192475817701
d003,h0071,02ES,bevFrtRoadLight,avaConv,0.116010767088723
d003,h0072,02ES,bevFrtRoadLight,avaConv,0.0735443485871391
d004,h0073,02ES,bevFrtRoadLight,avaConv,0.0416198480000011
d004,h0074,02ES,bevFrtRoadLight,avaConv,0.0952153777177875
d004,h0075,02ES,bevFrtRoadLight,avaConv,0.14959437271126
d004,h0076,02ES,bevFrtRoadLight,avaConv,0.195799519214934
d004,h0077,02ES,bevFrtRoadLight,avaConv,0.209372278173297
d004,h0078,02ES,bevFrtRoadLight,avaConv,0.207439483046724
d004,h0079,02ES,bevFrtRoadLight,avaConv,0.210128206894455
d004,h0080,02ES,bevFrtRoadLight,avaConv,0.217775589979981
d004,h0081,02ES,bevFrtRoadLight,avaConv,0.225657949053716
d004,h0082,02ES,bevFrtRoadLight,avaConv,0.225340269779806
d004,h0083,02ES,bevFrtRoadLight,avaConv,0.230326761525973
d004,h0084,02ES,bevFrtRoadLight,avaConv,0.232991013278723
d004,h0085,02ES,bevFrtRoadLight,avaConv,0.233674573318719
d004,h0086,02ES,bevFrtRoadLight,avaConv,0.22481139432118
d004,h0087,02ES,bevFrtRoadLight,avaConv,0.212989153600737
d004,h0088,02ES,bevFrtRoadLight,avaConv,0.194068890779287
d004,h0089,02ES,bevFrtRoadLight,avaConv,0.173185377102939
d004,h0090,02ES,bevFrtRoadLight,avaConv,0.19094787324398
d004,h0091,02ES,bevFrtRoadLight,avaConv,0.221364019708301
d004,h0092,02ES,bevFrtRoadLight,avaConv,0.258472046540384
d004,h0093,02ES,bevFrtRoadLight,avaConv,0.268616649613305
d004,h0094,02ES,bevFrtRoadLight,avaConv,0.269941934577616
d004,h0095,02ES,bevFrtRoadLight,avaConv,0.265852123569941
d004,h0096,02ES,bevFrtRoadLight,avaConv,0.256055360279284
d005,h0097,02ES,bevFrtRoadLight,avaConv,0.244489698156916
d005,h0098,02ES,bevFrtRoadLight,avaConv,0.232215806447583
d005,h0099,02ES,bevFrtRoadLight,avaConv,0.220858907391807
d005,h0100,02ES,bevFrtRoadLight,avaConv,0.203277345766467
d005,h0101,02ES,bevFrtRoadLight,avaConv,0.192141564444414
d005,h0102,02ES,bevFrtRoadLight,avaConv,0.182559379342321
d005,h0103,02ES,bevFrtRoadLight,avaConv,0.178085502766973
d005,h0104,02ES,bevFrtRoadLight,avaConv,0.179243740490621
d005,h0105,02ES,bevFrtRoadLight,avaConv,0.209695510501389
d005,h0106,02ES,bevFrtRoadLight,avaConv,0.245708871059388
d005,h0107,02ES,bevFrtRoadLight,avaConv,0.271791431901936
d005,h0108,02ES,bevFrtRoadLight,avaConv,0.268559067333477
d005,h0109,02ES,bevFrtRoadLight,avaConv,0.25764357801317
d005,h0110,02ES,bevFrtRoadLight,avaConv,0.236063146694529
d005,h0111,02ES,bevFrtRoadLight,avaConv,0.216601087211995
d005,h0112,02ES,bevFrtRoadLight,avaConv,0.197072208139423
d005,h0113,02ES,bevFrtRoadLight,avaConv,0.184694030768908
d005,h0114,02ES,bevFrtRoadLight,avaConv,0.170796182233849
d005,h0115,02ES,bevFrtRoadLight,avaConv,0.166835247287795
d005,h0116,02ES,bevFrtRoadLight,avaConv,0.164171992205106
d005,h0117,02ES,bevFrtRoadLight,avaConv,0.156744701212146
d005,h0118,02ES,bevFrtRoadLight,avaConv,0.139558483496824
d005,h0119,02ES,bevFrtRoadLight,avaConv,0.117218144663026
d005,h0120,02ES,bevFrtRoadLight,avaConv,0.105363923346372
d006,h0121,02ES,bevFrtRoadLight,avaConv,0.121364989846205
d006,h0122,02ES,bevFrtRoadLight,avaConv,0.13855418463148
d006,h0123,02ES,bevFrtRoadLight,avaConv,0.15491967136496
d006,h0124,02ES,bevFrtRoadLight,avaConv,0.170225497292932
d006,h0125,02ES,bevFrtRoadLight,avaConv,0.184058660321932
d006,h0126,02ES,bevFrtRoadLight,avaConv,0.204946572052722
d006,h0127,02ES,bevFrtRoadLight,avaConv,0.216649051383992
d006,h0128,02ES,bevFrtRoadLight,avaConv,0.237395922698526
d006,h0129,02ES,bevFrtRoadLight,avaConv,0.251790220501714
d006,h0130,02ES,bevFrtRoadLight,avaConv,0.26076488558659
d006,h0131,02ES,bevFrtRoadLight,avaConv,0.253603825452357
d006,h0132,02ES,bevFrtRoadLight,avaConv,0.249893142262147
d006,h0133,02ES,bevFrtRoadLight,avaConv,0.242042077095506
d006,h0134,02ES,bevFrtRoadLight,avaConv,0.229225614848941
d006,h0135,02ES,bevFrtRoadLight,avaConv,0.208287709629794
d006,h0136,02ES,bevFrtRoadLight,avaConv,0.184553549865065
d006,h0137,02ES,bevFrtRoadLight,avaConv,0.178388109048372
d006,h0138,02ES,bevFrtRoadLight,avaConv,0.163612127437903
d006,h0139,02ES,bevFrtRoadLight,avaConv,0.178264817528475
d006,h0140,02ES,bevFrtRoadLight,avaConv,0.193195191166658
d006,h0141,02ES,bevFrtRoadLight,avaConv,0.208674108703548
d006,h0142,02ES,bevFrtRoadLight,avaConv,0.207510914379213
d006,h0143,02ES,bevFrtRoadLight,avaConv,0.199480542576212
d006,h0144,02ES,bevFrtRoadLight,avaConv,0.194441558219762
d007,h0145,02ES,bevFrtRoadLight,avaConv,0.185693479499454
d007,h0146,02ES,bevFrtRoadLight,avaConv,0.183846398434994
d007,h0147,02ES,bevFrtRoadLight,avaConv,0.19098626191321
d007,h0148,02ES,bevFrtRoadLight,avaConv,0.209333236832735
d007,h0149,02ES,bevFrtRoadLight,avaConv,0.213324316100951
d007,h0150,02ES,bevFrtRoadLight,avaConv,0.209825476581201
d007,h0151,02ES,bevFrtRoadLight,avaConv,0.195077026930959
d007,h0152,02ES,bevFrtRoadLight,avaConv,0.188877612193427
d007,h0153,02ES,bevFrtRoadLight,avaConv,0.183773631786481
d007,h0154,02ES,bevFrtRoadLight,avaConv,0.176767620989852
d007,h0155,02ES,bevFrtRoadLight,avaConv,0.183711002459037
d007,h0156,02ES,bevFrtRoadLight,avaConv,0.183811710179133
d007,h0157,02ES,bevFrtRoadLight,avaConv,0.186844411408137
d007,h0158,02ES,bevFrtRoadLight,avaConv,0.166776482048024
d007,h0159,02ES,bevFrtRoadLight,avaConv,0.176905020871381
d007,h0160,02ES,bevFrtRoadLight,avaConv,0.189665926210022
d007,h0161,02ES,bevFrtRoadLight,avaConv,0.218454374079649
d007,h0162,02ES,bevFrtRoadLight,avaConv,0.207173667728542
d007,h0163,02ES,bevFrtRoadLight,avaConv,0.219954416021766
d007,h0164,02ES,bevFrtRoadLight,avaConv,0.22800770032922
d007,h0165,02ES,bevFrtRoadLight,avaConv,0.23741614233953
d007,h0166,02ES,bevFrtRoadLight,avaConv,0.210862428477433
d007,h0167,02ES,bevFrtRoadLight,avaConv,0.18193467073017
d007,h0168,02ES,bevFrtRoadLight,avaConv,0.175253468550094
d008,h0169,02ES,bevFrtRoadLight,avaConv,0.1735367460321897
d008,h0170,02ES,bevFrtRoadLight,avaConv,0.1775915307412833
d008,h0171,02ES,bevFrtRoadLight,avaConv,0.17458336006474132
d008,h0172,02ES,bevFrtRoadLight,avaConv,0.18918034848647744
d008,h0173,02ES,bevFrtRoadLight,avaConv,0.18084947195401838
d008,h0174,02ES,bevFrtRoadLight,avaConv,0.18384828555414093
d008,h0175,02ES,bevFrtRoadLight,avaConv,0.1822485881750817
d008,h0176,02ES,bevFrtRoadLight,avaConv,0.20536058585482037
d008,h0177,02ES,bevFrtRoadLight,avaConv,0.22258461780533842
d008,h0178,02ES,bevFrtRoadLight,avaConv,0.2224158860344001
d008,h0179,02ES,bevFrtRoadLight,avaConv,0.18796442360512575
d008,h0180,02ES,bevFrtRoadLight,avaConv,0.1762157962980005
d008,h0181,02ES,bevFrtRoadLight,avaConv,0.16281749884615207
d008,h0182,02ES,bevFrtRoadLight,avaConv,0.17726297830527604
d008,h0183,02ES,bevFrtRoadLight,avaConv,0.15002985875613806
d008,h0184,02ES,bevFrtRoadLight,avaConv,0.11749097396485395
d008,h0185,02ES,bevFrtRoadLight,avaConv,0.08957640414347154
d008,h0186,02ES,bevFrtRoadLight,avaConv,0.09051944673120987
d008,h0187,02ES,bevFrtRoadLight,avaConv,0.11055123280512583
d008,h0188,02ES,bevFrtRoadLight,avaConv,0.1358795275705924
d008,h0189,02ES,bevFrtRoadLight,avaConv,0.14839753638937292
d008,h0190,02ES,bevFrtRoadLight,avaConv,0.15895997844534138
d008,h0191,02ES,bevFrtRoadLight,avaConv,0.13002621696791664
d008,h0192,02ES,bevFrtRoadLight,avaConv,0.09428590705437946
d001,h0001,03ES,bevFrtRoadLight,avaConv,0.188821157411972
d001,h0002,03ES,bevFrtRoadLight,avaConv,0.1895190403258
d001,h0003,03ES,bevFrtRoadLight,avaConv,0.208262300006697
d001,h0004,03ES,bevFrtRoadLight,avaConv,0.237434964253035
d001,h0005,03ES,bevFrtRoadLight,avaConv,0.268258685429882
d001,h0006,03ES,bevFrtRoadLight,avaConv,0.282592961999997
d001,h0007,03ES,bevFrtRoadLight,avaConv,0.279550337386131
d001,h0008,03ES,bevFrtRoadLight,avaConv,0.273131495230916
d001,h0009,03ES,bevFrtRoadLight,avaConv,0.263661813290769
d001,h0010,03ES,bevFrtRoadLight,avaConv,0.257494532268737
d001,h0011,03ES,bevFrtRoadLight,avaConv,0.241846182299845
d001,h0012,03ES,bevFrtRoadLight,avaConv,0.227010426003949
